Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Vulvulina spinosa,Stilostomella verneuilii,Stilostomella nuttalli,Osangularia mexicana,Orthomorphina perversa,Oridorsalis umbonatus (smooth margin),Oridorsalis umbonatus  (scallopped margin),Hanzawaia cushmani,Hanzawaia ammophila,Gyroidinoides planulatus,Gyroidinoides girardanus,Globocassidulina subglobosa (large form),Globocassidulina subglobosa,Cibicidoides trincherasensis,Cibicidoides havanensis,Cibicidoides cf. C. ungerianus,Bulimina semicostata,Bulimina miolaevis,Bolivinopsis gryzbowski,Bolivina tectiformis,Stilostomella subspinosa,Stilostomella gracillima,Lenticulina vortex,Karreriella sp.,Heterolepa grimsdalei,Bulimina macilenta,Pleurostomella chapapotensis,Cibicides laurisae,Cassidulina crassa,Uvigerina havanensis,Plectofrondicularia lirata,Bulimina alazanensis,Siphonodosaria modesta,Pullenia bulloides,Martinottiella cojimarensis,Bulimina sp. (striate),Pullenia quadriloba,Bolivina cf. B. pseudoplicata,Pullenia quinqueloba,Gyroidinoides altiformis,Spiroplectammina spinosa,Planulina renzi,Cibicidoides praemundulus,Buliminella sp.,Planulina sp.,Pleurostomella subcylindrica,Uvigerina spinicostata,Uvigerina pigmea,Frondicularia sp.,Uvigerina spinulosa,Uvigerina auberiana,Siphonina sp.,Bolivina reticulata,Anomalinoides semicribratus,Anomalinoides cf.  A. alazanensis,Uvigerina ongleyi,Pullenia coryelli,Uvigerina subproboscidea,Eggerella bradyi,Stilostomella lepidula,Rectuvigerina striata,Orthomorphina rohri,Oridorsalis umbonatus,Globocassidulina subglobosa (medium size),Bolivina striatocola,Bolivina peregrina,Uvigerina pigmea (spinose),Textularia sp.,Osangularia bengalensis,Cibicidoides kullenbergi,Cassidulina laevigata carinata,Nuttallides umbonifera,Gyroidinoides altispirus,Globocassidulina subglobosa (small form),Discorbis villardeboanus,Ehrenbergina hystrix,Cassidulina laevigata,Bulimina tuxpamensis,Bolivina subreticulata,Rectuvigerina spinea,Martinottiella variabilis,Cassidulinoides sp.,Bulava sp.,Bolivina pseudoplicata,Melonis pacificus,Siphotextularia catenata,Gyroidinoides soldanii,Cibicides wuellerstorfi,Bolivina arta,Saracenaria sp.,Bolivina pulchra,Favocassidulina favus,Planulina cf. P. renzi,Osangularia culter,Laticarinina pauperata,Heterolepa rugosa,Uvigerina proboscidea,Cibicides wuellerstorfi (atypical),Melonis barleeanus,Melonis affinis,Loxostomum sp.,Sigmoilopsis schlumbergeri,Ehrenbergina trigona,Bolivina villaverniensis,Epistominella exigua,Miliolid taxa,Karreriella bradyi,Cibicides lobatulus,Anomalinoides globulosus,Stilostomella lepidula (smooth),Sphaeroidina bulloides,Pleurostomella bierigi,Lagenid taxa,Cibicidoides cicatricosus,Cassidulina carinata,Bolivinita sp.,Bolivina sp. (crenulate/triangular shape),Uvigerina hornibrooki,Textularia lythostrota,Saracenaria jamaicensis,Orthomorphina koina (smooth form),Nodosaria skobina,Bolivina optima,Trifarina pigmea,Cibicidoides bradyi,Cibicides sp.,Cassidulina ornata,Dentalina neugeboreni,Melonis barleeanum (poreless),Gyroidinoides neosoldanii,Cibicidoides sp.,Cibicidoides cf. C. hemingwayi,Cibicides sp. (flat),Osangularia sp.,Pleurostomella cf. P. alternans,Buliminella sp. (costate),Planulina renzi (atypical),Uvigerina porrecta,Bulimina mexicana,Cibicidoides robertsonianus,Karreriella baccata,Hoeglundina elegans,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,115, 707,A, 12,H, 6, 114.00,    111.4400,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,+                ,                        ,                      ,                    ,+                     ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,F/C                     ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,+                   ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,R                     ,                     ,                   ,T                    ,                                         ,                    ,+                 ,                          ,+             ,+                      ,T                       ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,+                       ,                      ,+                      ,             ,               ,                ,                     ,                      ,                  ,+                     ,                 ,+                    ,                                  ,+                 ,+              ,+             ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,115, 707,A, 13,H, 1, 121.00,    113.6100,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,+                                       ,                           ,+                           ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,+              ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,+                     ,                     ,                   ,                     ,                                         ,                    ,                  ,+                         ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,+                   ,                         ,                   ,          ,                      ,                 ,                        ,                      ,R                      ,             ,               ,                ,                     ,R                     ,                  ,                      ,                 ,T                    ,+                                 ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,115, 707,A, 13,H, 2, 121.00,    115.1100,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,+                ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,+                                       ,                           ,+                           ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,+                     ,                     ,                   ,+                    ,                                         ,R                   ,                  ,+                         ,              ,+                      ,T                       ,                              ,+                     ,                        ,F                                       ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,+         ,+                     ,                 ,                        ,                      ,R                      ,             ,               ,                ,                     ,F                     ,+                 ,+                     ,+                ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,115, 707,A, 13,H, 3, 121.00,    116.6100,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,                 ,                        ,T                     ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,+                                       ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,+                  ,             ,                   ,+                          ,                                 ,                 ,                 ,                        ,                ,T                     ,                     ,                   ,+                    ,T                                        ,                    ,                  ,T                         ,              ,                       ,+                       ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,+                     ,R                      ,             ,               ,                ,+                    ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,115, 707,A, 13,H, 5, 121.00,    119.6100,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,                      ,                    ,+                     ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,+                  ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,R                     ,                     ,                   ,+                    ,                                         ,F/C                 ,                  ,+                         ,              ,                       ,                        ,                              ,                      ,+                       ,+                                       ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,F/C                   ,                 ,                        ,                      ,+                      ,             ,+              ,F               ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,115, 707,A, 14,H, 1, 121.00,    123.2100,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,+              ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,F                     ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,+                   ,                         ,+                  ,          ,                      ,                 ,+                       ,+                     ,+                      ,+            ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,115, 707,A, 14,H, 2, 121.00,    124.7100,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,+                       ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,T                     ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,+               ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,+                       ,                              ,                      ,                        ,+                                       ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,+                ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,115, 707,A, 14,H, 3, 121.00,    126.2100,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,+                       ,                        ,+                                       ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,+                       ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,F                         ,              ,                       ,+                       ,                              ,                      ,                        ,T                                       ,                        ,                    ,                     ,                    ,                      ,T                   ,+                        ,+                  ,T         ,+                     ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,                  ,              ,115, 707,A, 15,H, 2, 121.00,    134.3100,Boersma  ,Benthic Foraminifers                         ,               ,M                 ,                 ,                        ,                      ,                    ,+                     ,                                     ,                                          ,                  ,                   ,+                       ,                        ,F                                       ,                           ,                            ,                       ,                              ,                    ,                  ,                       ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,+                 ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,T                     ,                     ,                   ,+                    ,+                                        ,                    ,                  ,F                         ,              ,                       ,+                       ,                              ,                      ,                        ,F                                       ,                        ,+                   ,+                    ,+                   ,+                     ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,                  ,              ,115, 707,A, 15,H, 3, 120.00,    135.8000,Boersma  ,Benthic Foraminifers                         ,               ,M                 ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,+                      ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,+                    ,                                         ,+                   ,                  ,                          ,              ,+                      ,T                       ,                              ,                      ,                        ,F/C                                     ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,                  ,              ,115, 707,A, 15,H, 4, 121.00,    137.3100,Boersma  ,Benthic Foraminifers                         ,               ,P                 ,+                ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,+                      ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,+                 ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,R                     ,                     ,                   ,F                    ,+                                        ,+                   ,                  ,+                         ,              ,+                      ,                        ,                              ,+                     ,+                       ,F                                       ,T                       ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,Redeposited nodosariids 3-5. from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,                  ,              ,115, 707,A, 15,H, 5, 121.00,    138.8100,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,+                       ,                        ,                                        ,                           ,                            ,                       ,                              ,T                   ,                  ,                       ,                    ,+                       ,                        ,                  ,               ,                     ,+                 ,                            ,                  ,                  ,                    ,                          ,                    ,+                     ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,+                           ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,T                     ,                     ,                   ,F                    ,                                         ,T                   ,                  ,+                         ,+             ,+                      ,+                       ,+                             ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 12. pages 342-344.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,                  ,              ,115, 707,A, 15,H, 6,  56.00,    139.6600,Boersma  ,Benthic Foraminifers                         ,               ,VG                ,                 ,                        ,                      ,                    ,                      ,                                     ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,                       ,                              ,                    ,                  ,T                      ,                    ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,+                   ,                      ,                  ,                           ,                      ,                   ,                             ,+                   ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,+               ,R                     ,+                    ,+                  ,+                    ,T                                        ,F                   ,+                 ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,Redeposited benthic foraminifers 3-5. from 115 SR. Chapter 20. Table 12. pages 342-344.
