Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zelkova taxa	Ulmus taxa	Tsuga taxa	Tilia taxa	Quercus (evergreen) taxa	Quercus (deciduous)  taxa	Pterocarya taxa	Pinus taxa	Picea taxa	Pasania  taxa	Myrica taxa	Liquidambar taxa	Fupingopollenites taxa	Fagus taxa	Engelhardia taxa	Cyperaceae taxa	Cupressaceae taxa	Corylus taxa	Castanea taxa	Carya taxa	Carpinus taxa	Betula taxa	Alnus taxa	Acer taxa	Taxodiaceae taxa	Rhus taxa	Lagerstroemia taxa	Juglans taxa	Ilex taxa	Ephedra taxa	Chenopodiaceae taxa	Metasequoia  taxa	Gramineae taxa	Symplocos taxa	Dacrydium taxa	Celtis taxa	Aesculus  taxa	Carduoideae  taxa	Sapium  taxa	Nyssa  taxa	Elaeagnus taxa	Ericaceae taxa	Quercus taxa	Cryptomeria  taxa	Compositae taxa	Abies taxa	Ranunculaceae taxa	Trapa taxa	Comment
  SR	                 	                 	                  	              	127	 797	B	  3	H	 3	 120.00	     19.6000	Heusser  	Pollen/Spores                                	               	                  	            	0         	4         	0         	                        	                         	0              	33        	48        	             	           	0               	                      	0         	                	4              	                 	            	             	0         	             	4          	1         	0        	1               	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	0          	              	              	2           	0                	6              	3         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  3	H	 6	 120.00	     24.1000	Heusser  	Pollen/Spores                                	               	                  	            	1         	4         	0         	                        	                         	0              	28        	13        	             	           	0               	                      	1         	                	9              	                 	            	             	0         	             	7          	11        	0        	0               	         	                  	0           	         	0           	4                  	                 	2             	              	              	           	              	                 	            	0          	              	              	8           	2                	13             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  4	H	 1	 121.00	     26.1100	Heusser  	Pollen/Spores                                	               	                  	            	0         	9         	0         	                        	                         	0              	49        	2         	             	           	0               	                      	0         	                	5              	                 	            	             	0         	             	2          	2         	0        	6               	         	                  	0           	         	1           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	9           	19               	3              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  4	H	 3	 121.00	     29.1100	Heusser  	Pollen/Spores                                	               	                  	            	0         	5         	0         	                        	                         	0              	112       	53        	             	           	0               	                      	0         	                	4              	                 	            	             	0         	             	1          	7         	0        	1               	         	                  	0           	         	0           	1                  	                 	2             	              	              	           	              	                 	            	0          	              	              	2           	1                	9              	6         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  4	H	 6	 121.00	     33.6100	Heusser  	Pollen/Spores                                	               	                  	            	10        	2         	0         	                        	                         	0              	4         	1         	             	           	0               	                      	4         	                	5              	                 	            	             	0         	             	18         	11        	0        	3               	         	                  	2           	         	0           	0                  	                 	4             	              	              	           	              	                 	            	0          	              	              	14          	5                	13             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  5	H	 1	 121.00	     35.6100	Heusser  	Pollen/Spores                                	               	                  	            	0         	1         	0         	                        	                         	0              	9         	8         	             	           	0               	                      	0         	                	6              	                 	            	             	0         	             	2          	8         	0        	7               	         	                  	1           	         	0           	0                  	                 	3             	              	              	           	              	                 	            	0          	              	              	7           	24               	30             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  5	H	 5	 121.00	     41.6100	Heusser  	Pollen/Spores                                	               	                  	            	2         	4         	0         	                        	                         	0              	27        	4         	             	           	0               	                      	1         	                	1              	                 	            	             	0         	             	4          	5         	0        	2               	         	                  	0           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	7           	24               	12             	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  6	H	 1	 114.00	     45.0400	Heusser  	Pollen/Spores                                	               	                  	            	0         	4         	0         	                        	                         	0              	43        	16        	             	           	0               	                      	3         	                	2              	                 	            	             	0         	             	8          	5         	0        	0               	         	                  	1           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	10          	8                	6              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  6	H	 3	 121.00	     48.1100	Heusser  	Pollen/Spores                                	               	                  	            	1         	0         	0         	                        	                         	0              	4         	5         	             	           	0               	                      	0         	                	2              	                 	            	             	0         	             	5          	5         	0        	9               	         	                  	1           	         	0           	2                  	                 	0             	              	              	           	              	                 	            	0          	              	              	2           	63               	6              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  6	H	 5	 121.00	     51.1100	Heusser  	Pollen/Spores                                	               	                  	            	1         	3         	0         	                        	                         	0              	12        	1         	             	           	0               	                      	2         	                	3              	                 	            	             	0         	             	1          	0         	1        	30              	         	                  	0           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	5           	43               	4              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  7	H	 1	 121.00	     54.6100	Heusser  	Pollen/Spores                                	               	                  	            	2         	7         	0         	                        	                         	0              	34        	65        	             	           	0               	                      	0         	                	1              	                 	            	             	0         	             	0          	0         	0        	1               	         	                  	0           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	0          	              	              	0           	2                	0              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  7	H	 3	 121.00	     57.6100	Heusser  	Pollen/Spores                                	               	                  	            	2         	7         	0         	                        	                         	0              	46        	29        	             	           	0               	                      	0         	                	0              	                 	            	             	0         	             	4          	2         	0        	3               	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	0          	              	              	2           	2                	6              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  7	H	 5	 121.00	     60.6100	Heusser  	Pollen/Spores                                	               	                  	            	3         	0         	0         	                        	                         	0              	17        	13        	             	           	0               	                      	4         	                	5              	                 	            	             	1         	             	5          	6         	0        	6               	         	                  	4           	         	1           	2                  	                 	1             	              	              	           	              	                 	            	0          	              	              	12          	3                	22             	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  8	H	 1	 121.00	     64.1100	Heusser  	Pollen/Spores                                	               	                  	            	2         	5         	0         	                        	                         	0              	30        	2         	             	           	0               	                      	1         	                	3              	                 	            	             	0         	             	4          	2         	0        	14              	         	                  	1           	         	0           	1                  	                 	1             	              	              	           	              	                 	            	0          	              	              	8           	19               	9              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  8	H	 3	 121.00	     67.1100	Heusser  	Pollen/Spores                                	               	                  	            	2         	1         	0         	                        	                         	0              	17        	4         	             	           	0               	                      	0         	                	0              	                 	            	             	0         	             	3          	2         	0        	10              	         	                  	2           	         	0           	1                  	                 	1             	              	              	           	              	                 	            	0          	              	              	9           	50               	5              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  8	H	 5	 121.00	     70.1100	Heusser  	Pollen/Spores                                	               	                  	            	2         	2         	0         	                        	                         	0              	9         	7         	             	           	0               	                      	0         	                	2              	                 	            	             	0         	             	4          	6         	0        	10              	         	                  	0           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	0          	              	              	8           	33               	21             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  9	H	 1	 121.00	     73.6100	Heusser  	Pollen/Spores                                	               	                  	            	0         	8         	0         	                        	                         	0              	34        	8         	             	           	0               	                      	0         	                	1              	                 	            	             	0         	             	9          	2         	0        	12              	         	                  	0           	         	0           	2                  	                 	0             	              	              	           	              	                 	            	0          	              	              	14          	9                	5              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	  9	H	 3	 121.00	     76.6100	Heusser  	Pollen/Spores                                	               	                  	            	9         	0         	0         	                        	                         	1              	4         	1         	             	           	0               	                      	4         	                	1              	                 	            	             	0         	             	19         	10        	0        	0               	         	                  	0           	         	0           	0                  	                 	2             	              	              	           	              	                 	            	0          	              	              	27          	19               	16             	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 10	H	 5	 121.00	     89.1100	Heusser  	Pollen/Spores                                	               	                  	            	2         	10        	0         	                        	                         	0              	30        	30        	             	           	0               	                      	0         	                	2              	                 	            	             	0         	             	1          	4         	0        	2               	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	0          	              	              	7           	4                	10             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 11	H	 1	 121.00	     92.6100	Heusser  	Pollen/Spores                                	               	                  	            	6         	2         	0         	                        	                         	0              	44        	2         	             	           	0               	                      	8         	                	6              	                 	            	             	0         	             	5          	1         	0        	5               	         	                  	0           	         	0           	1                  	                 	1             	              	              	           	              	                 	            	2          	              	              	15          	4                	2              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 11	H	 3	 121.00	     95.6100	Heusser  	Pollen/Spores                                	               	                  	            	4         	0         	0         	                        	                         	0              	8         	8         	             	           	0               	                      	2         	                	9              	                 	            	             	0         	             	10         	8         	0        	3               	         	                  	1           	         	1           	1                  	                 	1             	              	              	           	              	                 	            	0          	              	              	22          	12               	20             	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 11	H	 5	 121.00	     98.6100	Heusser  	Pollen/Spores                                	               	                  	            	0         	5         	0         	                        	                         	0              	30        	8         	             	           	0               	                      	0         	                	12             	                 	            	             	0         	             	9          	11        	0        	9               	         	                  	1           	         	0           	1                  	                 	3             	              	              	           	              	                 	            	0          	              	              	12          	6                	4              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 12	H	 1	 121.00	    102.1100	Heusser  	Pollen/Spores                                	               	                  	            	0         	4         	0         	                        	                         	0              	36        	13        	             	           	0               	                      	1         	                	6              	                 	            	             	0         	             	8          	3         	0        	10              	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	0          	              	              	14          	10               	4              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 12	H	 3	 121.00	    105.1100	Heusser  	Pollen/Spores                                	               	                  	            	6         	1         	0         	                        	                         	0              	18        	1         	             	           	0               	                      	0         	                	8              	                 	            	             	0         	             	6          	11        	0        	3               	         	                  	2           	         	0           	0                  	                 	2             	              	              	           	              	                 	            	0          	              	              	12          	1                	35             	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 12	H	 5	 121.00	    108.1100	Heusser  	Pollen/Spores                                	               	                  	            	5         	4         	1         	                        	                         	0              	28        	8         	             	           	0               	                      	1         	                	4              	                 	            	             	0         	             	3          	4         	0        	30              	         	                  	0           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	0          	              	              	10          	1                	3              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 13	H	 1	 122.00	    111.6200	Heusser  	Pollen/Spores                                	               	                  	            	5         	2         	1         	                        	                         	0              	34        	4         	             	           	0               	                      	1         	                	8              	                 	            	             	0         	             	7          	2         	0        	3               	         	                  	0           	         	3           	1                  	                 	1             	              	              	           	              	                 	            	0          	              	              	22          	5                	6              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 13	H	 5	 122.00	    117.6200	Heusser  	Pollen/Spores                                	               	                  	            	1         	5         	0         	                        	                         	0              	56        	7         	             	           	0               	                      	1         	                	4              	                 	            	             	0         	             	7          	1         	0        	1               	         	                  	0           	         	1           	0                  	                 	5             	              	              	           	              	                 	            	0          	              	              	7           	1                	3              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 14	H	 1	 122.00	    121.1200	Heusser  	Pollen/Spores                                	               	                  	            	1         	1         	0         	                        	                         	0              	35        	7         	             	           	0               	                      	4         	                	0              	                 	            	             	0         	             	5          	4         	0        	1               	         	                  	1           	         	0           	1                  	                 	4             	              	              	           	              	                 	            	0          	              	              	28          	11               	3              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 14	H	 3	 122.00	    124.1200	Heusser  	Pollen/Spores                                	               	                  	            	2         	2         	0         	                        	                         	0              	49        	4         	             	           	0               	                      	2         	                	4              	                 	            	             	0         	             	7          	3         	0        	2               	         	                  	0           	         	1           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	20          	3                	6              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 14	H	 5	 122.00	    127.1200	Heusser  	Pollen/Spores                                	               	                  	            	2         	2         	1         	                        	                         	0              	49        	6         	             	           	0               	                      	0         	                	10             	                 	            	             	0         	             	1          	1         	0        	20              	         	                  	0           	         	0           	2                  	                 	0             	              	              	           	              	                 	            	0          	              	              	18          	2                	4              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 15	H	 1	 122.00	    130.6200	Heusser  	Pollen/Spores                                	               	                  	            	0         	2         	0         	                        	                         	0              	34        	10        	             	           	0               	                      	0         	                	0              	                 	            	             	0         	             	1          	0         	0        	3               	         	                  	0           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	2           	1                	4              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 15	H	 3	 122.00	    133.6200	Heusser  	Pollen/Spores                                	               	                  	            	1         	1         	0         	                        	                         	0              	53        	15        	             	           	0               	                      	2         	                	5              	                 	            	             	0         	             	11         	1         	0        	1               	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	0          	              	              	12          	0                	2              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 15	H	 5	 122.00	    136.6200	Heusser  	Pollen/Spores                                	               	                  	            	1         	7         	1         	                        	                         	0              	57        	19        	             	           	1               	                      	5         	                	2              	                 	            	             	0         	             	8          	1         	0        	1               	         	                  	0           	         	0           	0                  	                 	3             	              	              	           	              	                 	            	1          	              	              	9           	0                	4              	3         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 16	H	 1	 121.00	    140.1100	Heusser  	Pollen/Spores                                	               	                  	            	1         	6         	0         	                        	                         	1              	50        	8         	             	           	0               	                      	3         	                	3              	                 	            	             	0         	             	8          	0         	0        	1               	         	                  	1           	         	0           	0                  	                 	2             	              	              	           	              	                 	            	0          	              	              	17          	1                	6              	3         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 16	H	 3	 121.00	    143.1100	Heusser  	Pollen/Spores                                	               	                  	            	0         	5         	0         	                        	                         	0              	48        	13        	             	           	0               	                      	3         	                	5              	                 	            	             	0         	             	6          	0         	0        	10              	         	                  	0           	         	0           	1                  	                 	3             	              	              	           	              	                 	            	1          	              	              	13          	5                	4              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 16	H	 5	 121.00	    146.1100	Heusser  	Pollen/Spores                                	               	                  	            	1         	4         	3         	                        	                         	2              	53        	4         	             	           	1               	                      	5         	                	5              	                 	            	             	0         	             	6          	1         	0        	3               	         	                  	1           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	16          	1                	2              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 17	H	 1	 121.00	    149.6100	Heusser  	Pollen/Spores                                	               	                  	            	1         	10        	2         	                        	                         	1              	63        	9         	             	           	1               	                      	5         	                	2              	                 	            	             	0         	             	6          	1         	1        	1               	         	                  	1           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	1          	              	              	19          	1                	1              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 17	H	 4	 121.00	    151.9800	Heusser  	Pollen/Spores                                	               	                  	            	1         	1         	1         	                        	                         	1              	46        	16        	             	           	1               	                      	5         	                	3              	                 	            	             	0         	             	4          	2         	0        	4               	         	                  	0           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	3          	              	              	13          	4                	2              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 17	H	 6	 121.00	    154.9800	Heusser  	Pollen/Spores                                	               	                  	            	5         	2         	1         	                        	                         	1              	52        	4         	             	           	1               	                      	0         	                	5              	                 	            	             	0         	             	12         	2         	1        	1               	         	                  	2           	         	1           	0                  	                 	3             	              	              	           	              	                 	            	           	              	              	19          	0                	4              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 18	H	 1	 112.00	    159.0200	Heusser  	Pollen/Spores                                	               	                  	            	4         	0         	0         	                        	                         	1              	56        	2         	             	           	0               	                      	2         	                	4              	                 	            	             	0         	             	5          	1         	0        	0               	         	                  	2           	         	1           	0                  	                 	0             	              	              	           	              	                 	            	2          	              	              	29          	0                	3              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 18	H	 3	 112.00	    162.0200	Heusser  	Pollen/Spores                                	               	                  	            	2         	1         	0         	                        	                         	2              	50        	1         	             	           	0               	                      	1         	                	1              	                 	            	             	1         	             	14         	3         	0        	1               	         	                  	0           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	24          	0                	6              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 18	H	 5	 112.00	    165.0200	Heusser  	Pollen/Spores                                	               	                  	            	3         	10        	1         	                        	                         	2              	42        	10        	             	           	0               	                      	2         	                	11             	                 	            	             	2         	             	11         	3         	0        	6               	         	                  	0           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	2          	              	              	20          	2                	8              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 19	H	 1	 112.00	    167.5200	Heusser  	Pollen/Spores                                	               	                  	            	0         	12        	1         	                        	                         	0              	64        	12        	             	           	0               	                      	0         	                	5              	                 	            	             	0         	             	4          	0         	0        	4               	         	                  	0           	         	0           	2                  	                 	2             	              	              	           	              	                 	            	0          	              	              	15          	1                	4              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 19	H	 3	 112.00	    170.5200	Heusser  	Pollen/Spores                                	               	                  	            	6         	5         	0         	                        	                         	2              	41        	5         	             	           	3               	                      	1         	                	1              	                 	            	             	1         	             	9          	3         	0        	1               	         	                  	3           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	18          	0                	2              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 19	H	 5	 112.00	    173.5200	Heusser  	Pollen/Spores                                	               	                  	            	4         	12        	0         	                        	                         	0              	40        	13        	             	           	0               	                      	1         	                	2              	                 	            	             	0         	             	7          	1         	0        	2               	         	                  	3           	         	1           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	15          	1                	1              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 20	X	 3	 111.00	    180.0100	Heusser  	Pollen/Spores                                	               	                  	            	3         	6         	0         	                        	                         	0              	43        	14        	             	           	0               	                      	0         	                	4              	                 	            	             	0         	             	6          	0         	0        	4               	         	                  	0           	         	0           	0                  	                 	3             	              	              	           	              	                 	            	1          	              	              	14          	0                	3              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 20	X	 5	 111.00	    183.0100	Heusser  	Pollen/Spores                                	               	                  	            	5         	7         	2         	                        	                         	2              	32        	8         	             	           	1               	                      	2         	                	7              	                 	            	             	0         	             	11         	1         	0        	2               	         	                  	1           	         	0           	1                  	                 	3             	              	              	           	              	                 	            	0          	              	              	13          	3                	5              	3         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 21	X	 1	 111.00	    186.6100	Heusser  	Pollen/Spores                                	               	                  	            	7         	5         	0         	                        	                         	2              	43        	0         	             	           	2               	                      	3         	                	6              	                 	            	             	2         	             	17         	1         	0        	2               	         	                  	3           	         	0           	0                  	                 	1             	              	              	           	              	                 	            	0          	              	              	11          	2                	2              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 21	X	 3	 111.00	    189.6100	Heusser  	Pollen/Spores                                	               	                  	            	3         	15        	0         	                        	                         	1              	34        	7         	             	           	0               	                      	3         	                	1              	                 	            	             	0         	             	13         	1         	0        	5               	         	                  	0           	         	1           	0                  	                 	2             	              	              	           	              	                 	            	0          	              	              	16          	3                	2              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 21	X	 5	  67.00	    192.1700	Heusser  	Pollen/Spores                                	               	                  	            	4         	4         	1         	                        	                         	0              	25        	4         	             	           	0               	                      	1         	                	2              	                 	            	             	1         	             	17         	2         	0        	11              	         	                  	3           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	1          	              	              	15          	2                	8              	1         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 22	X	 1	 113.00	    196.3300	Heusser  	Pollen/Spores                                	               	                  	            	1         	2         	0         	                        	                         	0              	31        	9         	             	           	2               	                      	0         	                	2              	                 	            	             	4         	             	15         	2         	0        	5               	         	                  	1           	         	0           	2                  	                 	0             	              	              	           	              	                 	            	2          	              	              	16          	2                	5              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 22	X	 3	 113.00	    199.3300	Heusser  	Pollen/Spores                                	               	                  	            	5         	8         	1         	                        	                         	0              	35        	3         	             	           	0               	                      	4         	                	4              	                 	            	             	0         	             	9          	2         	0        	3               	         	                  	1           	         	0           	0                  	                 	0             	              	              	           	              	                 	            	2          	              	              	15          	0                	2              	5         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 22	X	 5	 113.00	    202.3300	Heusser  	Pollen/Spores                                	               	                  	            	3         	12        	0         	                        	                         	1              	44        	15        	             	           	2               	                      	1         	                	4              	                 	            	             	4         	             	1          	0         	0        	4               	         	                  	0           	         	0           	0                  	                 	2             	              	              	           	              	                 	            	2          	              	              	19          	1                	4              	2         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

  SR	                 	                 	                  	              	127	 797	B	 23	X	 1	 112.00	    205.9200	Heusser  	Pollen/Spores                                	               	                  	            	2         	7         	0         	                        	                         	0              	26        	18        	             	           	1               	                      	1         	                	7              	                 	            	             	1         	             	8          	3         	0        	6               	         	                  	0           	         	0           	1                  	                 	0             	              	              	           	              	                 	            	2          	              	              	13          	4                	3              	0         	                  	          	from ODP Legs 127&128 Chapter 19 Appendix C back pocket

