Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pulleniatina obliquiloculata,Neogloboquadrina dutertrei,Hastigerina digitata,Globorotalia tumida flexuosa,Globorotalia tumida,Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia menardii,Globorotalia inflata,Globorotalia hexagonus,Globorotalia fimbriata,Globorotalia crassaformis viola,Globorotalia crassaformis hessi,Globorotalia crassaformis crassaformis,Globigerinoides trilobus trilobus,Globigerinoides trilobus sacculifer,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerina calida calida,Globigerina bulloides,Bolliella adamsi,Comment
  IR,                 ,                 ,                  ,              ,155, 943,A,  1,H, 1,  77.00,      0.7700,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Holocene         ,                 ,Z                 ,              ,155, 943,A,  1,H, 1,  85.00,      0.8500,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,R                           ,C                         ,-                   ,-                           ,F                  ,F                            ,-                     ,C                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,F                                  ,C                            ,R                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Holocene         ,                 ,Z                 ,              ,155, 943,A,  1,H, 1, 110.00,      1.1000,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,R                           ,C                         ,-                   ,-                           ,R                  ,-                            ,-                     ,C                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,F                                  ,C                            ,R                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Holocene         ,                 ,Z                 ,              ,155, 943,A,  1,H, 1, 136.00,      1.3600,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,-                           ,C                         ,-                   ,-                           ,C                  ,-                            ,-                     ,R                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,F                                  ,C                            ,R                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Holocene         ,                 ,Z                 ,              ,155, 943,A,  1,H, 2,   5.00,      1.5500,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,F                           ,C                         ,-                   ,-                           ,C                  ,F                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,F                                  ,C                            ,R                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Holocene         ,                 ,Z                 ,              ,155, 943,A,  1,H, 2,  14.00,      1.6400,Showers  ,Planktonic Foraminifers                      ,               ,M                 ,R                           ,R                         ,-                   ,-                           ,R                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,R                            ,R                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 943,A,  1,H, 2, 120.00,      2.7000,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,C                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,F                            ,-                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 943,A,  1,H,CC,   3.00,      4.0800,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,R                           ,C                         ,-                   ,-                           ,C                  ,-                            ,-                     ,C                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,F                                ,F                                  ,F                            ,F                           ,-                        ,-                    ,-               ,from Leg 155 p. 580 Table 11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A,  2,H,CC,  22.00,     14.2000,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,S; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A,  3,H,CC,  16.00,     21.8900,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,S;M; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A,  5,H,CC,  21.00,     40.1100,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,M;W; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A,  7,X,CC,  22.00,     50.9100,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,S; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A,  8,X,CC,  19.00,     62.7800,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,S;W;M; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 943,A,  9,X,CC,  22.00,     71.5200,Showers  ,Planktonic Foraminifers                      ,R              ,G                 ,-                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,F                            ,-                           ,-                        ,-                    ,-               ,S;W;M; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 943,A, 10,X,CC,  27.00,     85.2900,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,-                                  ,-                            ,C                           ,-                        ,-                    ,-               ,M; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 943,A, 11,X,CC,  33.00,     95.1700,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,-                                ,-                                  ,-                            ,-                           ,-                        ,-                    ,-               ,S;M; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 943,A, 12,X,CC,  55.00,    106.1500,Showers  ,Planktonic Foraminifers                      ,R              ,                  ,-                           ,-                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,R                                ,R                                  ,R                            ,-                           ,-                        ,-                    ,-               ,M;BN; from Leg 155 p. 580 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
