Exp,Hole,Core,Type,Section,Top Depth [m],Preservation,Group Abundance,Coastal,Paralia sulcata,Triceratium sp.,Resting spores of Chaetoceros,Comments,,,,,,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,C,17,X,CC,201.40,,B,,,,,,,,,,,U1354,,,,,317-U1354C-17X-CC,cf2797771f3712ab35144f5b18eba399
317,C,18,X,CC,202.79,,B,,,,,,,,,,,U1354,,,,,317-U1354C-18X-CC,875dc53f607f1c9733f61139c2da6ae6
317,C,19,X,CC,204.98,,B,,,,,,,,,,,U1354,,,,,317-U1354C-19X-CC,3734af314be72f7573e374b977a0d01a
317,C,20,X,CC,206.27,,B,,,,,,,,,,,U1354,,,,,317-U1354C-20X-CC,db3540cec0c66fcf056f491dcf0ef7c6
317,C,21,X,CC,206.42,,B,,,,,,,,,,,U1354,,,,,317-U1354C-21X-CC,98b363fe7bdf7be30f378acdf307bc7f
317,C,22,X,CC,220.75,,B,,,,,,,,,,,U1354,,,,,317-U1354C-22X-CC,0329c10f9fd8052ac138ececdd6fd80b
317,C,23,X,CC,225.76,,B,,,,,,,,,,,U1354,,,,,317-U1354C-23X-CC,314fa09b68904445973227b7ef310e23
317,C,25,X,CC,228.68,,B,,,,,,,,,,,U1354,,,,,317-U1354C-25X-CC,ea103422a35fa537fcdfeda7b2e11fd5
317,C,26,X,CC,232.08,,B,,,,,,,,,,,U1354,,,,,317-U1354C-26X-CC,abc3cd5ae431f43d01f7e8a13738972d
317,C,27,X,CC,233.66,,B,,,,,,,,,,,U1354,,,,,317-U1354C-27X-CC,1b0c9dae0fe90b9641c1ea984725645f
317,C,28,X,CC,242.90,,B,,,,,,,,,,,U1354,,,,,317-U1354C-28X-CC,9b2385254b98efafd0671bdd72232884
317,C,29,X,CC,245.06,,B,,,,,,,,,,,U1354,,,,,317-U1354C-29X-CC,31e49404f6e66de47a16d095ee5722e5
317,C,30,X,CC,245.83,,B,,,,,,,,,,,U1354,,,,,317-U1354C-30X-CC,9f5aeb98acf7ed9c4d2b2cceb0a3f947
317,C,31,X,CC,248.31,,B,,,,,,,,,,,U1354,,,,,317-U1354C-31X-CC,e9d08adef3e812139076de13ef14e4c6
317,C,32,X,CC,250.14,,B,,,,,,,,,,,U1354,,,,,317-U1354C-32X-CC,0a6a7cf6b61e33441029fea3540f5b09
317,C,33,X,CC,251.63,,B,,,,,,,,,,,U1354,,,,,317-U1354C-33X-CC,7dc5551830e00f77b7304fb1559134f5
317,C,36,X,CC,253.50,,B,,,,,,,,,,,U1354,,,,,317-U1354C-36X-CC,bdc287168c868be239d329e598f3d8a3
