Exp,Site,Hole,"Core, Section",Top Depth [m],Bottom Depth [m],Abundance,Preservation,Actinocyclus curvatulus,Actinocyclus ochotensis,Actinocyclus oculatus,Actinocyclus senarius,Asteromphalus brookei,Asteromphalus hyalinus,Asteromphalus robustus,Azpeitia nodulifera,Azpeitia tabularis,Azpeitia cf. tabularis,Bacterosira fragilis,Chaetoceros spp.,Chaetoceros spores,Cocconeis californica cf. kerguelensis,Cocconeis costata,Cocconeis pribilofensis,Cocconeis scutellum,Cocconeis vitrea?,Cocconeis sp. 1,Coscinodiscus marginatus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Delpineis cf. angustata,Delphineis surirella,Delphineis kippae,Fragilariopsis cylindrus,Fragilariopsis oceanica,Kisseleviella calina,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia spp.,Odontella aurita,Paralia sulcata,Pinnularia spp.,Porosira glacialis,Proboscia barboi,Proboscia curvirostris,Proboscia spp.,Pyxidicula horridus,Pyxidicula turris,Pyxidicula pustulatus,Pyxidicula zabelinae,Pyxidicula sp. 2,Pyxidicula sp. 3,Pyxidicula sp. 6,Pyxilla americana,Raphoneis amphiceros,Rhizosolenia hebetata f. hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia styliformis,Rhizosolenia sp.,Stauroneis sp.,Stellarima microtrias,Thalassionema nitzschioides,Thalassiosira antarctica Spore,Thalassiosira antiqua,Thalassiosira cf. jacksonii,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira leptopus,Thalassiosira lineata,Thalassiosira nordenskioeldii,Thalassiosira oestrupii,Thalassiosira singularis,Thalassiosira trifulta,Thalassiosira cf. usatschevii,Thalassiosira spp.,Thalassiothrix longissima,Thalassionema hirosakiensis,Diatom Zone (NPD) in Yanagisawa and Akiba (1998),Core,Section,Type,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1340,A,11H-CC,99.42,99.52,A,M-G,C,,,,,,,F,R,,,,,,,,,,,F,R,,,,,,,,,,,A,,,R,,F,C,R,F,F,,,,,R,,,,F,,,,R,,,,F,,,,R,,,,F,,,,F,,R,,F,C,,,11,CC,H,,,,323-U1340A-11H-CC-nan,43166d9cbf0b8739e58f75be9c4910b7
323,U1340,A,12H-CC,108.78,108.88,A,G,C,R,,,,,R,,,,,,R,,R,,,,,R,,,,,R,,,R,,F,,A,,,R,,,F,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,C,,C,,,R,,,12,CC,H,,,,323-U1340A-12H-CC-nan,c9c8cc19049afd49ac413983d563d460
323,U1340,A,13H-CC,118.53,118.63,A,M-G,F,,,,,,,,,,,,R,,R,R,,,,,R,,,,,,,,R,,,A,,,,,,R,R,,,R,,,,,,,,C,,F,,,,,R,C,,,,,,,,F,,,,F,,F,,,F,,,13,CC,H,,,,323-U1340A-13H-CC-nan,a8a42dc1423d6073711c648c99f9abbb
323,U1340,A,14H-CC,127.89,127.99,A,G,A,R,,,R,,,,,,,,,,,,,,,R,F,,,,,,,,,,,A,,,,,F,,,,,R,,,,,,,,C,,R,,,,,,R,,,,,,,,,,,,C,,C,,,R,,,14,CC,H,,,,323-U1340A-14H-CC-nan,da5255cefe2890c26c16c5bc8e5184b1
323,U1340,A,15H-CC,137.12,137.22,A,G,D,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,R,R,F,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,C,,,R,,,15,CC,H,,,,323-U1340A-15H-CC-nan,58f4abadb3f0eff01a5bd2a927a5386e
323,U1340,A,16H-CC,146.94,147.04,A,G,A,,,,,,,,,,,,,,,,,,,C,C,R,,,,,,,,,,C,,,,,F,F,F,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,R,,,,C,,,,,,16,CC,H,,,,323-U1340A-16H-CC-nan,83c80245f629c1b3e7572430693971bf
323,U1340,A,17H-CC,156.48,156.58,A,M-G,A,C,,,,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,C,,,,,F,C,C,F,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,C,,,17,CC,H,,,,323-U1340A-17H-CC-nan,d4384962183ff62d529bf01129862293
323,U1340,A,18H-CC,165.89,165.99,A,M-G,C,F,R,,R,,R,,,,,,R,,R,,,,,F,R,,,,,,,,,,,A,,,,,,R,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,R,,,,F,,C,,,R,,Actinocyclus oculatus (NPD10),18,CC,H,,,,323-U1340A-18H-CC-nan,8ea30b45ef5452188a272a124efd8c26
323,U1340,A,19H-CC,175.45,175.55,A,G,C,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,D,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,,C,,,,,,19,CC,H,,,,323-U1340A-19H-CC-nan,d0f12986027c78758e80a5074c24afd7
323,U1340,A,20H-CC,184.72,184.82,A,G,C,,F,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,A,,,,,F,F,,,,,,,,,,,,F,,,,,,,,F,,,,F,,,,C,,,,C,,,,,F,,,20,CC,H,,,,323-U1340A-20H-CC-nan,e232c104e34b901e1f61ae25e9de574a
323,U1340,A,21H-CC,185.61,185.71,C,M,A,F,C,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,A,,,,,,F,,,,,,,,,,R,,,,F,,,,,,R,,,,,,,,F,,,,C,,F,R,,R,,,21,CC,H,,,,323-U1340A-21H-CC-nan,d5d9e7c045c626630550bc28beb5c01a
323,U1340,A,23H-CC,196.34,196.44,C,M,C,R,C,,R,,R,,,,,,,,R,R,,,,,R,,,,,,,,,,,A,,,,,R,R,C,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,C,,F,,,,,,23,CC,H,,,,323-U1340A-23H-CC-nan,4fbde1923c847c0406de00e479ff1e47
323,U1340,A,24H-CC,206.10,206.20,A,M-G,C,,C,,,,,,,,,,,,,,,R,,F,,,,,,,,,,R,,D,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,R,,,F,,,24,CC,H,,,,323-U1340A-24H-CC-nan,8b92438ae7b814bfaf5ff5ce1773d42f
323,U1340,A,25H-CC,215.60,215.70,A,G,C,F,R,,,,,,,,,,,,,,R,,,R,R,,,,,,,,,,C,A,,,,,,F,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,R,,,F,,C,,,R,,Neodenticula kozumii (NPD9),25,CC,H,,,,323-U1340A-25H-CC-nan,1e21e18d6ddf8a429928e3ca4e5a5e03
323,U1340,A,26H-CC,225.13,225.25,F,P-M,A,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,A,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,26,CC,H,,,,323-U1340A-26H-CC-nan,c52dad62cb80e717423329b2c356fd4b
323,U1340,A,27H-CC,234.62,234.72,A,G,A,R,,,,,R,,,,,,,,,,R,,,R,,,,,,,,,,,,A,,,,,F,C,,,R,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,C,,,C,,,27,CC,H,,,,323-U1340A-27H-CC-nan,b9243a69452b6dcf3bb6cf975cb6fed2
323,U1340,A,28H-CC,243.98,244.08,C,G,C,F,,,,,R,,,,,,,,,,R,,,,R,,,R,,,,,,,C,C,,R,,R,C,F,,,,,,,,,,,R,,,C,C,,,,C,C,,,,,,,,C,,,,F,,R,,,,,,28,CC,H,,,,323-U1340A-28H-CC-nan,ab85cf1593eb1fcf9c2c586f72d0305c
323,U1340,A,29H-CC,253.51,253.61,A,G,A,C,F,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,A,,,,,F,F,,,,,,,,,,,,F,,,,,,R,,,,,,F,,,,,,,,,,C,,,F,,,29,CC,H,,,,323-U1340A-29H-CC-nan,5000fe7d00835e363c482baee7843355
323,U1340,A,30H-CC,263.06,263.16,C,G,A,F,R,,,,R,,,,,,,,R,,,,,,,,R,,,,,,,,,A,,,,,,,,,,,,R,,,,,,C,,F,R,,,,,,,,,,,,,,,,,F,,F,,,R,,,30,CC,H,,,,323-U1340A-30H-CC-nan,b2603ff8cd47274fd3593d6c9431b6f6
323,U1340,A,31H-CC,272.57,272.67,A,G,F,,F,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,A,,,,,F,A,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,31,CC,H,,,,323-U1340A-31H-CC-nan,43661791641353ad61e767bdf3bd420d
323,U1340,A,32H-CC,282.07,282.17,A,G,R,F,C,,R,,R,,,,,,,,R,,,,,F,,,,,,,,,,,,A,,,,,R,F,,,,R,,,,,,,,,,F,,,,,R,R,,,,,,,,,,,,C,,F,,,F,,,32,CC,H,,,,323-U1340A-32H-CC-nan,85585c4903e63b8432439bf98d45907b
323,U1340,A,33H-CC,291.66,291.76,A,G,F,C,C,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,R,A,,,,,,R,,,R,,R,,,,,,,,,F,,,,,,R,,,,,,,,R,,,,F,R,R,,,C,,,33,CC,H,,,,323-U1340A-33H-CC-nan,20a5d85af55c330cbb070b47c45771ab
323,U1340,A,34H-CC,300.36,300.46,A,G,,R,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,C,A,,,,,,F,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,C,,,,C,,R,,,F,,,34,CC,H,,,,323-U1340A-34H-CC-nan,43eac52eb599c6d8816800d923c463d2
323,U1340,A,35H-CC,310.58,310.68,C,G,C,F,C,,,,F,,,,,,,,,,,,,C,,,,,,,,,,,R,A,,,,,F,F,,,F,,,,F,,,,,R,,,R,,R,,,,,,,,,,,C,,,,,,F,,,,,,35,CC,H,,,,323-U1340A-35H-CC-nan,7fb9578effee82e6768a032a864da40b
323,U1340,A,36H-CC,318.20,318.30,C,G,C,F,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,A,,,R,,R,C,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,A,,,36,CC,H,,,,323-U1340A-36H-CC-nan,71829d6e598525d5126492a8dc07a56a
323,U1340,A,37H-CC,327.26,327.36,A,G,R,C,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,D,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,R,,,,F,,R,,,,,,37,CC,H,,,,323-U1340A-37H-CC-nan,bb50cfc851de50f7914b649c53d523ca
323,U1340,A,38H-CC,333.45,333.55,A,G,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,C,,,F,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,F,,R,,,C,,,38,CC,H,,,,323-U1340A-38H-CC-nan,168e840eaf7ebb7aae90d5296e367ab8
323,U1340,A,39H-CC,343.55,343.65,A,G,C,,F,,,,,,,,,,,,,,,,,C,,,,R,,,,,,,A,C,,,R,,,,,,C,,,,,,,,R,R,,,R,,,,,F,,,,,,,R,R,,,,,,C,,,C,,,39,CC,H,,,,323-U1340A-39H-CC-nan,8a57979f7daff0c9ef2faf3227910f50
323,U1340,A,40H-CC,351.33,351.43,A,G,F,R,,,,,,,,,,R,,,,,,,,R,F,,,,,,,,,,A,C,R,,,,,F,,,R,C,F,,,,,,,R,,R,,,,,,,,,,,,,,,,,,F,,R,,,F,,,40,CC,H,,,,323-U1340A-40H-CC-nan,75ec283a42db4214b086f417b7c2b36a
323,U1340,A,41H-CC,354.63,354.73,A,G,C,,R,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,D,C,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,R,,,41,CC,H,,,,323-U1340A-41H-CC-nan,a160373af26fd8251d2959c992ae1839
323,U1340,A,42H-CC,358.58,358.70,A,G,R,R,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,D,C,,,,,,R,,,F,,,,,,,,,,,R,,,,,,,,,R,,,,,R,,,,F,,R,,,F,,,42,CC,H,,,,323-U1340A-42H-CC-nan,6d5eb98a3d6d88ec02e3b944b5f79794
323,U1340,A,43X-CC,358.70,358.77,A,G,R,R,,,,,,,,,,R,C,,R,,,,,,R,,,,,,,,,,D,C,,,,,R,F,,,R,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,F,,,R,,,43,CC,X,,,,323-U1340A-43X-CC-nan,82e4422d1b5bc1804b1b730ca3b26b75
323,U1340,A,44X-CC,365.09,365.19,A,G,A,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,C,,,,,,R,,,R,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,C,,F,,,C,,,44,CC,X,,,,323-U1340A-44X-CC-nan,559f96dc2d0df4f5b854b835fc4d4f2c
323,U1340,A,45X-CC,374.64,374.75,A,G,A,F,C,,,,,,,,,,,,,,R,,,C,,,,R,,,,,,,C,F,,,R,,,R,,,C,,,F,R,,,,,,,,R,,,,,,,,,,,,,F,,,,R,,,,,F,,,45,CC,X,,,,323-U1340A-45X-CC-nan,1f44ba47c27589d93f87dc0758f36c58
323,U1340,A,46X-CC,386.71,386.81,A,G,F,C,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,R,A,,,,,,R,C,,,C,,R,,,,,,,,,R,R,,,R,,,,,,,,,,R,,,,F,,,,,C,,,46,CC,X,,,,323-U1340A-46X-CC-nan,7b42881ae6faaaa5914b715e0dbf6130
323,U1340,A,47X-CC,399.41,399.51,C,M-G,C,R,R,,,,,,,,,,R,,R,,,,,,R,,,,,,,,,R,A,,,,,,,,,,,,,,,,,R,,,,A,R,,,,,,,,,,,,,,,,,R,,,,,F,,,47,CC,X,,,,323-U1340A-47X-CC-nan,a77da962c2518c23c976fb32514c93d9
323,U1340,A,48X-CC,409.22,409.32,A,G,C,R,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,A,,,,,,R,R,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,R,,,,F,,C,,,R,,,48,CC,X,,,,323-U1340A-48X-CC-nan,47febbee029e0796140349c326671b61
323,U1340,A,49X-CC,417.96,418.06,A,M-G,R,,C,,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,,,,,,,F,,,C,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,F,C,,,49,CC,X,,,,323-U1340A-49X-CC-nan,ab669597319d6d6e75ac88b7036b3153
323,U1340,A,50X-CC,425.06,425.16,C,M-G,C,R,,,,,,,,,,,,,R,,,,,R,R,,,,,,,,,F,A,,,,,,R,R,,,R,R,,,,,,,,,,,R,,,,,,R,,,,,,,R,,,,C,,C,,,C,,,50,CC,X,,,,323-U1340A-50X-CC-nan,dc9a614f4360d9b7c9ee24ff7357d907
323,U1340,A,51X-CC,435.51,435.61,A,M-G,C,,R,,,,F,,,,,,,,,,,,,C,,,,,,,,,,,A,,,,,,,,,,C,,,,F,,,,,F,,,R,,,,,,,,,F,,,,,,,,,,C,,R,C,,,51,CC,X,,,,323-U1340A-51X-CC-nan,ddedf550446e4cbbaa619ebd7ed64427
323,U1340,A,52X-CC,447.68,447.78,A,M-G,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,F,,,R,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,A,,,52,CC,X,,,,323-U1340A-52X-CC-nan,6e341b8cd82a12949d4e71d321d09cf5
323,U1340,A,53X-CC,457.62,457.72,C,M,C,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,53,CC,X,,,,323-U1340A-53X-CC-nan,6f5cf2a6b68ef887931892441108aa05
323,U1340,A,54X-CC,457.72,457.82,C,M-G,C,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,D,,,,,,,F,,,F,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,R,,,C,,,54,CC,X,,,,323-U1340A-54X-CC-nan,d6620aad9540b83e5525a98d4678ed50
323,U1340,A,55X-CC,476.23,476.33,C,M,A,F,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,A,,,,,,,C,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,55,CC,X,,,,323-U1340A-55X-CC-nan,f65ee1dde66ffd649a9b61c0d5b652f5
323,U1340,A,56X-CC,486.08,486.20,C,M,F,,R,,R,,R,,,,,,,,R,,,,,C,,,R,,,,,,,A,C,,,,,,,F,,,C,,,,,R,,,,R,,,,,,,C,,,,,,,,,,,,,,,F,,,F,,,56,CC,X,,,,323-U1340A-56X-CC-nan,50e32970025ffdb10dced2270dad1e4c
323,U1340,A,57X-CC,492.82,492.92,C,M-G,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,D,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,F,,Neodenticula koizumii - N. kamtschatica (NPD8),57,CC,X,,,,323-U1340A-57X-CC-nan,016f26c4a6fd3f5ef1d6fb0f5fbf241b
323,U1340,A,58X-CC,495.90,495.92,C,M-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,F,,F,,,,58,CC,X,,,,323-U1340A-58X-CC-nan,e9106cc6c4c64320274341eb4d383832
323,U1340,A,59X-CC,515.10,515.20,C,M-G,R,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,A,C,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,R,,,59,CC,X,,,,323-U1340A-59X-CC-nan,89157ea939b0fdd596fd6258fafb35f1
323,U1340,A,63H-CC,546.74,546.77,A,M,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,A,,,,,F,,,,,,F,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,F,F,,Neodenticula kamtschatica (NPD7Bb: Thalassiosira oestrupii subzone),63,CC,H,,,,323-U1340A-63H-CC-nan,66643783f54c67fa1e4cfb060414a89b
323,U1340,A,64H-CC,555.56,555.66,A,M,R,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,R,,,F,,,64,CC,H,,,,323-U1340A-64H-CC-nan,e9e57c8835884e644f5a8a103925fa94
323,U1340,A,65H-CC,557.37,557.43,C,M,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,D,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,F,,R,,,R,,,65,CC,H,,,,323-U1340A-65H-CC-nan,03ba476fa41fd8bc4ec2857a8d81e595
323,U1340,A,66H-CC,562.87,562.97,F,M,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,D,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,F,,,,,,F,,,,,,,,,,,,,66,CC,H,,,,323-U1340A-66H-CC-nan,2ba1975116b6753e8bfb77e25f3e146c
323,U1340,A,67H-CC,565.80,565.90,F,M,,,R,,,,,,,,,,,R,R,,,,,F,,,,,,,,,,A,,,,,,,,,,,F,,,F,C,,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,F,F,C,,67,CC,H,,,,323-U1340A-67H-CC-nan,3d26bf0ae4c88433d36e63154004b5e5
323,U1340,A,68X-CC,575.89,575.99,F,M,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,D,,,,,,,,,,,C,,,,R,,F,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,R,R,,68,CC,X,,,,323-U1340A-68X-CC-nan,eeaff6089331b9fcc173f746a60e67ff
323,U1340,A,69X-CC,585.18,585.28,F,M,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,D,,,,,,,,,,,F,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,69,CC,X,,,,323-U1340A-69X-CC-nan,6d55931c5dc7670efbbda546351db4bf
323,U1340,A,70X-CC,595.22,595.32,C,M,,,,,,,,,,,,,,,,,R,,,C,,,,,,,,,,D,,,,R,,,,R,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,F,,,,,R,,,70,CC,X,,,,323-U1340A-70X-CC-nan,9a1461813e981b26138b8d54e1ca5789
323,U1340,A,71X-CC,604.51,604.61,C,M-G,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,D,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,71,CC,X,,,,323-U1340A-71X-CC-nan,ff6f6a9b2a318222cff903042cedec29
