Exp,Hole,Core,Type,Section,Top Depth [m],Group Abundance,Preservation,Ammonia parkinsoniana f. aoteana,Anomalinoides parvumbilius,Anomalinoides sphericus,Astorononion spp.,Bolivina spp.,Bolivinita pliozea,Bulimina aculeata,Bulimina marginata,Cassidulina spp.,Cibicides spp.,Cibicidoides spp.,Elphidium advenum f. limbatum,Elphidium charlottense,Gavelinopsis spp.,Globocassidulina spp.,Globocassidulina subglobosa,Haynesina depressa,Nonionella flemingi,Nonionella spp.,Notorotalia aucklandica,Notorotalia clathrata (hornibrooki),Notorotalia depressa,Notorotalia finlayi,Notorotalia hurupiensis,Notorotalia inornata,Notorotalia profunda,Notorotalia taranakia,Notorotalia zealandica,Notorotalia spp.,Pullenia bulloides,Pyrgo anomala,Pyrgo spp.,Quinqueloculina auberiana,Quinqueloculina incisa,Quinqueloculina spp.,Rectobolivina parvula,Sigmoilopsis schlumbergeri,Siphotextularia wairoana,Sphaeroidina bulloides,Spirosigmoilopsis tenuis,Texturalia spp.,Trifarina anglosa,Trifarina spp.,Uvigerina rodleyi,Uvigerina spp.,Virgulopsis turris,Zeaflorilus parri,Others,Miscellaneous,Comments,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,B,3,H,CC,26.06,A,G,,F,,,,,,,,,,,,,,,,A,,A,,,C,,A,,,C,,,,,C,A,F,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-3H-CC-nan,e9931b4562e9206c923ea881605a93cb
317,B,4,H,CC,27.67,D,G,,,,,,,F,,,,,,C,,,,C,F,,,,,,,F,C,,,,,,,C,D,C,,,,,,,,,,,F,A,F,,,U1353,,,,,317-U1353B-4H-CC-nan,74e4bd3ae9677bfdf9e615c32a3a62e2
317,B,5,H,CC,35.53,D,G,,,,,,,,,,,,,C,C,,,C,F,,,,,,,F,C,,,,,,,,D,,,,,,,,,,,,,D,,,,U1353,,,,,317-U1353B-5H-CC-nan,b0698bd5fc40b6209ae8e97c38137a51
317,B,6,H,CC,43.15,A,G,,D,,,,,,,,,,,,R,,,,A,,A,,,,,,,,,,,F,,A,,,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-6H-CC-nan,caa42386de90242bfd388e58ac453022
317,B,7,H,CC,48.91,D,G,,,,,,,,,,,,,,,,,,D,R,D,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-7H-CC-nan,72d8963b09d825d815959cc02d2aa4c1
317,B,8,H,CC,56.84,D,G,,C,,,,,,C,R,F,,,R,,R,,,C,,F,,,,,R,,,D,,,C,,A,,F,,,,F,R,,,R,,,,R,F,,,U1353,,,,,317-U1353B-8H-CC-nan,2d7e926ee8c306181fe8fd5508ce6dde
317,B,9,H,CC,61.90,A,G,,F,,,,,,F,,R,,,F,,,,F,C,,C,,,,,,,,A,,,C,,A,C,F,,,R,,F,,,,,,,R,C,,,U1353,,,,,317-U1353B-9H-CC-nan,7775a33674c970ac085b5eac0c8b3c9f
317,B,10,H,CC,67.50,D,G,,C,,F,,,F,,R,R,,,,,,,,F,,D,,,,,R,,,,,,F,,,,D,,,F,F,R,,,,,,,,F,,,U1353,,,,,317-U1353B-10H-CC-nan,be5f9ee8da8286a46ba6860fe096296b
317,B,11,H,CC,73.14,D,G,,A,,F,,R,F,,R,,,,R,,,,,D,R,,,,F,,,,,A,,,,,C,,A,,,F,C,R,,,,,,,,F,,,U1353,,,,,317-U1353B-11H-CC-nan,74d7663f30ce546c50725034318fddae
317,B,12,H,CC,80.12,C,G,,C,,R,,,C,F,,,,,R,,,,,A,,,,,R,,,F,,D,,,,,R,,A,,,R,F,C,,,R,,,,,C,,,U1353,,,,,317-U1353B-12H-CC-nan,1835da0dadc85ed6910763a3865bcbec
317,B,13,H,CC,80.20,D,G,,A,,,,,R,,R,,,,C,,,,,D,,,,,F,,R,,,A,,,,,A,,C,,,,,R,,,,,,,D,R,,,U1353,,,,,317-U1353B-13H-CC-nan,0de77f34263da83afe2c66b6a74ccebf
317,B,14,H,CC,80.77,D,G,,C,,D,,,,,,R,,,R,,,,,A,,A,,,,,,F,,F,,,,,F,,F,,,C,F,,R,R,,,,,,C,,,U1353,,,,,317-U1353B-14H-CC-nan,3e6203e03c45248c24b664cee888f5b3
317,B,16,H,CC,97.20,D,G,,C,,A,,C,C,F,,R,,,C,,,,,D,,,,,,,A,F,,,,,,,,F,C,,,,,,,,,,,,,R,,,U1353,,,,,317-U1353B-16H-CC-nan,e28580009105299914a6a60cbdcd9f5f
317,B,17,H,CC,106.80,R,P,,,D,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"caved, BF rare",U1353,,,,,317-U1353B-17H-CC-nan,9eb0193a9df3e605554bfb0c4a5e71e9
317,B,18,H,CC,108.44,D,G,,,,F,,R,,,,,,,,,,,,D,,,,,A,,A,,,,,,R,,C,C,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-18H-CC-nan,832d108e807f79731b52b67f4b4ed244
317,B,19,H,CC,117.04,D,G,,,,,,,,,,,,,C,,,,R,D,,A,,,,,C,C,,A,,,,R,F,R,F,,,,,,,,,,,,,R,,caved,U1353,,,,,317-U1353B-19H-CC-nan,17e24597e8147a2e83e55f2291c27f91
317,B,20,H,CC,119.16,D,G,,,F,,,,A,,,,,,,,,,,,,A,,,,,D,,,,,,,,,,F,,,,,,,,R,,,,,,,caved,U1353,,,,,317-U1353B-20H-CC-nan,2c6e494e3ce276b71750a9d3633f746b
317,B,21,H,CC,121.16,D,G,,,,,,,,,,,,D,,,,,D,F,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,F,,,,,U1353,,,,,317-U1353B-21H-CC-nan,88cc15c3240eea91f103a20fedd1ad1e
317,B,23,H,CC,135.71,A,G,R,,,,,,,,F,,,D,,F,,,A,D,,C,,,C,,,,,F,,,F,,,,F,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-23H-CC-nan,3092ce3bc2a8165a15f8e5e0c3605b1f
317,B,24,H,CC,139.67,A,G,,,,,,,,,,,,C,,,,,C,D,,,,,F,,C,,,F,,,,,C,,F,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-24H-CC-nan,56a17347f7ef042d90a4858e5cd6826f
317,B,25,H,CC,142.86,C,G,,,,A,F,,,,,,,,F,,,,,A,,A,,,,,A,C,,,,,,,,,,,F,,,,C,,,,,,,C,,,U1353,,,,,317-U1353B-25H-CC-nan,5d8fd69dd3d1667f46ad15017bc03155
317,B,26,H,CC,147.39,D,M,,F,,A,C,,,,,F,,F,,,,,,,,,,,C,,D,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-26H-CC-nan,52b1f972c0656a7a7518dc37339aa670
317,B,27,H,CC,149.68,D,M,,F,,A,,,,,,,,,F,,,,,D,,,,,,,D,,,F,F,,,,F,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-27H-CC-nan,44b7b5212bfdc3f85fb0278cb2e63404
317,B,28,H,CC,152.95,D,M,,,,A,C,,,,,F,C,F,,F,,,R,C,,,,F,,,A,,,A,,,,,,,,,,,,,,,,,F,,,,,,U1353,,,,,317-U1353B-28H-CC-nan,b2fdf8d6ca0d4dba3f74debc85d97943
317,B,29,H,CC,158.06,D,G,,,,A,F,,,,,,,F,A,,,,,C,,,,,,,A,,,D,,,F,,,A,,,,,F,,,,,F,,,,F,,,U1353,,,,,317-U1353B-29H-CC-nan,fdc55d59be93064c772f06af95c0947f
317,B,30,H,CC,161.36,D,G,,,,A,,,F,,F,F,,,F,F,,,,D,,A,,,,,A,F,,C,,,,,F,F,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-30H-CC-nan,26b5d5fc8d7b00046b7f7f9b04a406e5
317,B,31,H,CC,161.67,D,G,,,,A,,,,,,R,,F,D,,,,,D,,C,,,,,C,,,,,,,,,A,,,,,,,,,,,,,,R,,,U1353,,,,,317-U1353B-31H-CC-nan,f829e19b981377c0fb49277650cc3f2a
317,B,32,H,CC,164.10,D,G,,,,A,,,,,,,,,A,,,,R,D,,A,,,R,,C,,,,,,,,,R,R,,,,,R,,,,,,,,F,,,U1353,,,,,317-U1353B-32H-CC-nan,fe2303f8e9f38f00603e109f40dc255a
317,B,33,H,CC,177.00,D,G,,,R,C,,,,,,,,R,A,,,,F,D,,F,,,,,,C,,F,,,,,R,,R,,,,,,,,,,,,,R,,,U1353,,,,,317-U1353B-33H-CC-nan,22e5ccf340332a3862b09338055e9348
317,B,34,H,CC,181.79,D,M,,,,,F,,,,,,,,,,,,,C,,C,,,,,,,,,,,F,,C,,,,,F,,,,,,,,,,F,,,U1353,,,,,317-U1353B-34H-CC-nan,a757fb29734c9d65fb4b7c9682f7b6a4
317,B,35,H,CC,182.50,D,M,,,,C,,R,,,,,,,C,,,,,A,,A,,,,,A,,,,R,,,,F,,,,,,,,R,,,,,,,,,,U1353,,,,,317-U1353B-35H-CC-nan,f85ef99fe5c31718845058a5d3a4562c
317,B,36,H,CC,187.79,D,M,,,,F,,,,,,A,,,F,,,,,C,,D,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,caved,U1353,,,,,317-U1353B-36H-CC-nan,935c519794ae1ab392e774ff78b73476
317,B,37,H,CC,190.06,D,M,,,,A,C,,R,,,,,,F,,,R,,D,,A,,,,,C,,R,,,,,,,,,,,,,,R,,,,,,,C,,,U1353,,,,,317-U1353B-37H-CC-nan,29bad4ca3feaf1c5c3895e66359a8fc2
317,B,38,H,CC,192.96,D,M,,,,C,,,F,,,,,,A,,,,,D,,C,,,F,,F,,,,,,R,,,F,,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-38H-CC-nan,268b70968fd12d0e3b5400b3e7eb831a
317,B,39,X,CC,196.38,D,G,,,,D,,,,,,,,,,C,,,,A,,A,,,F,,C,,,,,,,,,,F,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-39X-CC-nan,50e97cd01ca06af2424b90bd1e791d1e
317,B,40,X,CC,201.40,A,M,,,,C,,,F,,,,,,F,,,,,D,,F,,,,,D,,,,,,F,,,C,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-40X-CC-nan,ac59315f2537ca8eab678a06f285e877
317,B,41,X,CC,202.79,D,G,,,,,F,,C,,F,C,,,A,C,,F,,A,,,,,,,A,,,,,,,,,,,,,,,,F,,,,,,,,,,U1353,,,,,317-U1353B-41X-CC-nan,69e7d6e67371d3eaa55c4dc12c98c40c
317,B,42,X,CC,204.98,A,G,,,,C,F,,,,,,A,,C,F,,,,C,,F,,,,,A,,,F,A,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-42X-CC-nan,96e635aa7102d71a92fa33a8f1691971
317,B,43,X,CC,206.27,A,M,,,,,D,,,,,F,F,,A,F,,,,,,,,,,,,,,A,F,,,,,,,,,,,,F,,,,,,,F,,,U1353,,,,,317-U1353B-43X-CC-nan,3af4238528d7e2ddd2e7cc8fc44e38de
317,B,44,X,CC,206.42,D,M,,,,F,D,,,,,,,,F,,,C,,F,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-44X-CC-nan,1f6a949c3270fa36b8af8c33d7ef08df
317,B,45,X,CC,220.75,D,M,,,,,,,,,,F,,,F,,,,,A,,A,,F,,F,,A,,A,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-45X-CC-nan,927724b9c8ff2cd86cff7de4a425098c
317,B,46,X,CC,225.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-46X-CC-nan,d61be9595c475af192088925487133be
317,B,47,X,CC,228.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-47X-CC-nan,0e6fe0caf14009dd115f370c0d6abdb2
317,B,48,X,CC,232.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-48X-CC-nan,296bf8b0b392f5ab8345c1a9099fce7c
317,B,50,X,CC,233.66,D,P,,,,,,F,,,,,,,,,,,,D,,F,,,,,C,D,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-50X-CC-nan,c3104c53099c60a722e45d59b7b1c544
317,B,51,X,CC,242.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-51X-CC-nan,9ff5f5e40b75f400755b56a1e843ed25
317,B,52,X,CC,245.06,D,M,,,,C,R,,,,R,,,,D,,,,,A,,F,,,,,C,C,,,,,,,,R,R,,,,,,,,,R,,,,F,,,U1353,,,,,317-U1353B-52X-CC-nan,189df3f8c4b3a7f93f99155ea0db55a4
317,B,53,X,CC,245.83,D,M,,,,C,,,R,,R,,,,A,,,,,D,,C,,,,,C,,,,,,,R,,R,,,,,,,,,,R,R,,,R,,,U1353,,,,,317-U1353B-53X-CC-nan,554dec78c7ea126f32c64fa1ea1edd20
317,B,54,X,CC,248.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-54X-CC-nan,4fb74e34d0ed6b19c624600d52af392d
317,B,55,X,CC,250.14,D,G,,,F,C,R,,F,,,,,,A,,,,,D,,C,,,,,C,F,,,F,,,,,,,,,,,,,,,,,,,R,,,U1353,,,,,317-U1353B-55X-CC-nan,db4d6fc39d8583072644a070c5eaf961
317,B,56,X,CC,251.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-56X-CC-nan,5efee4a514829e6b0d5b0f9ec8eb4957
317,B,57,X,CC,253.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-57X-CC-nan,10a8e5e1fa0c0ab56240be2d076448a3
317,B,58,X,CC,254.83,G,G,,C,F,A,,,F,,,,,,C,,,,,D,,A,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-58X-CC-nan,c54ddb50ef0e32d880bc290e78d75554
317,B,59,X,CC,256.04,M,G,,,,A,,,R,,,,,,F,,,,,D,,D,,,,R,,,,C,,,,,,,R,,,,,,,,,R,,,,F,,,U1353,,,,,317-U1353B-59X-CC-nan,783409767fbe33fa9be47841bf9f9efe
317,B,60,X,CC,257.69,D,G,,,C,C,,,,,,,,,F,,,,,D,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,R,,,U1353,,,,,317-U1353B-60X-CC-nan,9143301d434a6c476fe42720485c0773
317,B,61,X,CC,258.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-61X-CC-nan,5039ba13982886e03471dbafdb42152a
317,B,62,X,CC,263.44,D,M,,F,C,A,F,,F,,F,,,,C,,,,,D,,A,,,,F,D,,,F,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-62X-CC-nan,3cdd0988df3f236e40eee20f71cb5766
317,B,63,X,CC,270.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-63X-CC-nan,e7de0d59c851ecfa5aba3db85c8bf8f1
317,B,64,X,CC,280.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-64X-CC-nan,6526c11e83c33a9db1a088729d0427b3
317,B,65,X,CC,290.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-65X-CC-nan,6971c848e7ac6991d9f7a607c30154fd
317,B,66,X,CC,300.33,D,G,,F,,D,,,,,,,F,,,,,,,C,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,F,,,U1353,,,,,317-U1353B-66X-CC-nan,b7072cfb9e6a52365bac2d299124b1cb
317,B,67,X,CC,308.27,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-67X-CC-nan,de76d9133428e5df1ce2015293e42363
317,B,68,X,CC,319.07,D,M,,F,,A,,,F,,,,,,,,,,,C,,D,,F,,,A,,,,,,,,,,,,,,F,,,,,,,,,,,,U1353,,,,,317-U1353B-68X-CC-nan,e794b633a32094099c9ec57cd9f966cc
317,B,69,X,CC,327.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-69X-CC-nan,8963564f20dfddfa80d3a6145baccbcb
317,B,70,X,CC,337.33,D,P,,F,,C,,,F,,,,,,A,,,,,A,F,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-70X-CC-nan,b8beac99eb8fd2487286ff3008a5af51
317,B,71,X,CC,347.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-71X-CC-nan,b267b6e40e7ce39108e03f4b692b39c2
317,B,72,X,CC,355.94,D,M,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,D,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-72X-CC-nan,15e26e204e3241db871a7c8257ba58c0
317,B,73,X,CC,365.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-73X-CC-nan,0d238ee6f60d69186c2ec151db680d21
317,B,74,X,CC,374.99,A,G,,,,,,,,,,,,,D,,,,,D,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-74X-CC-nan,5a52da50098db9c93d775c69fabf118f
317,B,75,X,CC,385.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-75X-CC-nan,43522e05d2bf8f135e7576f6a3b620c4
317,B,76,X,CC,394.23,D,G,,,,,,,,,,,,,,,,,,D,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,U1353,,,,,317-U1353B-76X-CC-nan,6ee474a9a777ac7b9fd2659de4f96990
317,B,78,X,CC,413.77,D,G,,,,A,F,,R,,,F,F,,A,,,,,D,,C,,,,,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-78X-CC-nan,a98a393ed0b8b3eb2e3d96ebfc115493
317,B,79,X,CC,423.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-79X-CC-nan,83f8defae7c759259f2cc4dd596f6191
317,B,80,X,CC,432.63,D,M,,C,,C,,,,,,,,,C,R,,,,D,,,,,,,R,,,,C,,,,,,,R,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-80X-CC-nan,e716b8d45c4e74f3a3295e1067270e60
317,B,81,X,CC,442.22,D,M,,,,F,,,,,,,,F,,,,,,C,,C,,,,,C,,,,A,,,,,C,,,,,,,,,,,,,,,,BF rare,U1353,,,,,317-U1353B-81X-CC-nan,29898831fd2e4cb7e534d4fa863e3b89
317,B,83,X,CC,461.26,D,P,,,,,,,,,,,,,A,,,,,D,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-83X-CC-nan,823cce4f3a3f4425adb0f8a4dc6f44da
317,B,85,X,CC,480.64,D,M,,A,,F,F,,,,,,,,F,,,,,,,,,,R,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-85X-CC-nan,76f8019462d51fbd2e30e5c4a54c48d8
317,B,86,X,CC,490.21,D,G,,A,,F,C,,F,,,,,,C,,,,,A,,A,,,,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-86X-CC-nan,2dc3a2530ecbf70f204ca36f0018c2f5
317,B,87,X,CC,500.16,D,M,,R,R,,R,,,,,,,,F,,,,,D,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-87X-CC-nan,dcd9629cabe0db0cc1dc03c79ff06a0e
317,B,88,X,CC,510.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not examined,U1353,,,,,317-U1353B-88X-CC-nan,96c3875730da25d9cef451075b5b3fd5
317,B,89,X,CC,518.66,D,G,,R,,,A,,C,,,,,,R,,,,,C,,C,,,,,F,,,,D,,,,,,,,,,,,,,,,,,,,,,U1353,,,,,317-U1353B-89X-CC-nan,1174b4b16651c85a31bda05ef8c2aa39
317,B,90,X,CC,528.87,D,M,,F,,,A,,F,,,,,,F,,,,,A,,C,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,F,,,U1353,,,,,317-U1353B-90X-CC-nan,f629b17d4790fac504e773372c1684f3
317,B,91,X,CC,537.83,D,M,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-91X-CC-nan,6ea5bb3df2b66e13692708f0b3752c90
317,B,92,X,CC,547.28,D,M,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-92X-CC-nan,f7b5bf32b5684c6b1e616d4c55ba4731
317,B,93,X,CC,557.25,D,M,,D,,A,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-93X-CC-nan,d93e8a52a5aed205d9fce5a5ddf28670
317,B,94,X,CC,566.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,U1353,,,,,317-U1353B-94X-CC-nan,72e434388d5799bdecacfbaea2208cee
317,B,95,X,CC,576.47,D,M,,,,,,,,,,,,,F,,,,,D,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-95X-CC-nan,806b9a882b5a657f49a2949150333b83
317,B,96,X,CC,585.91,D,M,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF very rare,U1353,,,,,317-U1353B-96X-CC-nan,d7209eff873f4eec42ab627ce5b858ca
317,B,97,X,CC,595.20,D,P,,,,F,A,,,,,,,,A,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,F,,BF rare,U1353,,,,,317-U1353B-97X-CC-nan,a26a798aceca319347af804ebb4eadd2
317,B,98,X,CC,604.60,D,M,,,,,F,,F,,,C,,,F,,,,,C,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF rare,U1353,,,,,317-U1353B-98X-CC-nan,4fd52debf690b7c7b5a32c7079841bf9
