Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Stephanopyxis turris,Rhizosolenia barboi,Nitzschia reinholdii,Neodenticula seminae,Thalassiothrix spp.,Thalassiosira oestrupii,Neodenticula koizumii,Diatom fragments (girdle bands),Neodenticula seminae (sensu Akiba),Navicula spp.,Thalassionema nitzschioides,Hemidiscus cuneiformis,Actinocyclus curvatulus,Actinocyclus oculatus,Nitzschia marina,Stephanopyxis sp.,Coscinodiscus radiatus,Cocconeis costata,Simonseniella curvirostris,Grammatophora sp.,Cymbella sp.,Cocconeis sp.,Biddulphia aurita,Coscinodiscus oculus-iridis,Rhizosolenia matuyamai,Actinoptychus senarius,Coscinodiscus sp.,Paralia sulcata,Cocconeis pellucida,Aulacosira granulata,Denticulopsis hyalina,Denticulopsis hustedtii,Rhaphoneis surirella,Neodenticula cf. N. seminae,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 12            ,              ,167,1018,C,  5,H,CC,  23.00,     45.2300,Maruyama ,Diatoms                                      ,T              ,P                 ,                         ,R                   ,                   ,                    ,                    ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 12            ,              ,167,1018,C,  6,H,CC,  26.00,     54.4700,Maruyama ,Diatoms                                      ,T              ,P                 ,                         ,                    ,                   ,                    ,                    ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,T                      ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 12            ,              ,167,1018,C,  7,H,CC,  25.00,     64.3000,Maruyama ,Diatoms                                      ,T              ,P                 ,                         ,                    ,                   ,                    ,                    ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,T                      ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 12            ,              ,167,1018,C,  8,H,CC,  19.00,     69.7200,Maruyama ,Diatoms                                      ,T              ,P                 ,                         ,R                   ,                   ,                    ,                    ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,T                    ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C,  9,H,CC,  25.00,     78.3900,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,C                   ,                   ,                    ,                    ,                   ,                       ,                     ,A                              ,                                  ,             ,R                          ,                      ,                       ,                     ,R               ,                 ,                      ,                 ,R                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 10,H,CC,  19.00,     89.1300,Maruyama ,Diatoms                                      ,F              ,P/M               ,                         ,                    ,F                  ,                    ,F                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,F                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 11,X,CC,  18.00,     96.5700,Maruyama ,Diatoms                                      ,A              ,P/M               ,                         ,R                   ,                   ,                    ,A                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,R                ,R                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 12,X,CC,  11.00,    107.1100,Maruyama ,Diatoms                                      ,R              ,P                 ,                         ,C                   ,                   ,                    ,R                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,R                  ,T                   ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 13,X,CC,  31.00,    117.6900,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,F                   ,                   ,                    ,F                   ,                   ,R                      ,                     ,A                              ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,R              ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 14,X,CC,  40.00,    127.1200,Maruyama ,Diatoms                                      ,A              ,M/G               ,R                        ,F                   ,                   ,R                   ,A                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,F                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 15,X,CC,  17.00,    136.8500,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,                    ,                   ,R                   ,A                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,R                      ,                     ,R               ,                 ,                      ,                 ,R                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,R                ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 16,X,CC,  31.00,    146.7900,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,                    ,F                  ,                    ,C                   ,A                  ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,                       ,                     ,R               ,                 ,                      ,                 ,F                         ,                 ,            ,             ,                 ,                           ,F                     ,R                     ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 17,X,CC,  15.00,    156.2600,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,F                   ,                   ,R                   ,F                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,F                     ,                 ,R                         ,                 ,            ,             ,                 ,F                          ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 18,X,CC,  24.00,    166.1200,Maruyama ,Diatoms                                      ,A              ,P/M               ,                         ,C                   ,                   ,                    ,F                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,R                         ,R                ,R           ,R            ,R                ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 19,X,CC,  29.00,    175.7900,Maruyama ,Diatoms                                      ,C              ,P/M               ,                         ,C                   ,                   ,                    ,R                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,R                      ,                     ,                ,                 ,                      ,R                ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1018,C, 20,X,CC,  32.00,    185.4300,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,C                   ,R                  ,                    ,A                   ,                   ,                       ,                     ,                               ,                                  ,             ,R                          ,                      ,                       ,                     ,R               ,                 ,                      ,                 ,R                         ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,abundant spores of diatoms. from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1018,C, 21,X,CC,  27.00,    195.0600,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,F                   ,R                  ,                    ,F                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,F                      ,                     ,                ,                 ,R                     ,R                ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,few spores of diatoms. from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1018,C, 22,X,CC,  30.00,    204.5800,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,C                   ,                   ,                    ,F                   ,                   ,                       ,                     ,C                              ,                                  ,             ,                           ,                      ,                       ,                     ,                ,R                ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1018,C, 23,X,CC,  39.00,    214.2100,Maruyama ,Diatoms                                      ,C              ,P/M               ,R                        ,F                   ,R                  ,                    ,C                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,R                     ,                       ,                     ,R               ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1018,C, 24,X,CC,  28.00,    223.8500,Maruyama ,Diatoms                                      ,C              ,P/M               ,                         ,R                   ,R                  ,                    ,F                   ,                   ,                       ,                     ,A                              ,                                  ,             ,                           ,                      ,                       ,R                    ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1018,C, 25,X,CC,  22.00,    233.2700,Maruyama ,Diatoms                                      ,C              ,M                 ,                         ,R                   ,R                  ,F                   ,C                   ,                   ,                       ,                     ,                               ,                                  ,             ,R                          ,R                     ,R                      ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,C, 26,X,CC,  28.00,    238.0200,Maruyama ,Diatoms                                      ,A              ,M/G               ,                         ,F                   ,                   ,R                   ,C                   ,                   ,                       ,F                    ,                               ,F                                 ,R            ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,C, 27,X,CC,  32.00,    252.8000,Maruyama ,Diatoms                                      ,A              ,M                 ,                         ,                    ,F                  ,                    ,F                   ,A                  ,R                      ,F                    ,A                              ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,C, 28,X,CC,  26.00,    262.3000,Maruyama ,Diatoms                                      ,C              ,P                 ,R                        ,R                   ,F                  ,R                   ,R                   ,                   ,                       ,                     ,                               ,                                  ,             ,                           ,                      ,                       ,                     ,                ,                 ,                      ,                 ,                          ,                 ,            ,             ,                 ,                           ,                      ,                      ,                 ,               ,                   ,                    ,                     ,                       ,                    ,                           ,from IR. Ch 12. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
