Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Stephanopyxis turris,Rhizosolenia barboi,Neodenticula seminae (sensu Akiba),Neodenticula koizumii,Neodenticula kamtschatica,Coscinodiscus marginatus,Thalassiosira convexa,Actinocyclus curvatulus,Actinoptychus senarius,Paralia sulcata,Nitzschia reinholdii,Neodenticula seminae,Actinocyclus oculatus,Diatom fragments (girdle bands),Thalassiosira cf. T. convexa,Simonseniella (R.) cf. S. curvirostris,Pseudoeunotia doliolus,Nitzschia marina,Neodenticula cf. N. koizumii,Hemidiscus cuneiformis,Thalassiosira eccentrica,Thalassiosira oestrupii,Rhopalodia gibba,Cocconeis scutellum,Aulacosira granulata,Actinocyclus cf. oculatus,Thalassiosira leptopus,Biddulphia aurita,Grammatophora sp.,Actinocyclus cf. curvatulus,Simonseniella curvirostris,Rhaphoneis surirella,Cymbella sp.,Aulacoseira cf. Italica,Thalassionema nitzschioides,Rhaphoneis sp.,Coscinodiscus radiatus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 12            ,              ,167,1020,C,  5,H,CC,  33.00,     42.9100,Maruyama ,Diatoms                                      ,T              ,P                 ,                         ,T                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,                    ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,T                ,                           ,                          ,                    ,            ,T                      ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C,  6,H,CC,  26.00,     52.3400,Maruyama ,Diatoms                                      ,C              ,M                 ,                         ,A                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,C                   ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,R                       ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,C                         ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C,  7,H,CC,  25.00,     61.6400,Maruyama ,Diatoms                                      ,R              ,P                 ,                         ,F                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,R                   ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C,  8,H,CC,   7.00,     71.1000,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,C                   ,                   ,                                  ,                     ,                         ,R                       ,                     ,                       ,                      ,               ,                    ,C                   ,                     ,C                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,R                  ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,common resting spores. from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C,  9,H,CC,  24.00,     80.7500,Maruyama ,Diatoms                                      ,C              ,P                 ,                         ,C                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,R              ,                    ,F                   ,                     ,F                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,F                         ,                    ,            ,                       ,                           ,              ,                      ,few resting spores. from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C, 10,H,CC,  27.00,     90.4200,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,C                   ,R                  ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,F                   ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,R                         ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C, 11,H,CC,  22.00,     99.7500,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,R                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,R                   ,                     ,R                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C, 12,H,CC,  18.00,    109.1800,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,R                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,R                   ,                     ,C                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,T                         ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C, 13,H,CC,  29.00,    118.8100,Maruyama ,Diatoms                                      ,R              ,P                 ,T                        ,R                   ,                   ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,R                   ,R                   ,                     ,F                              ,                            ,                                      ,                      ,R               ,                            ,                      ,                        ,                       ,                ,                   ,T                   ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 11            ,              ,167,1020,C, 14,H,CC,   0.00,    127.9700,Maruyama ,Diatoms                                      ,C              ,P                 ,                         ,F                   ,                   ,                                  ,                     ,                         ,                        ,                     ,R                      ,R                     ,               ,                    ,R                   ,                     ,C                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,R                          ,R                         ,R                   ,T           ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1020,C, 15,H,CC,  40.00,    136.8600,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,R                   ,R                  ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,R                   ,R                    ,F                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,R                ,R                          ,                          ,                    ,            ,                       ,                           ,              ,                      ,few resting spores. from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1020,C, 16,H,CC,  16.00,    147.2500,Maruyama ,Diatoms                                      ,C              ,P                 ,                         ,R                   ,R                  ,                                  ,                     ,                         ,                        ,                     ,R                      ,                      ,               ,R                   ,R                   ,                     ,A                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,R                     ,R                ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1020,C, 17,X,CC,  36.00,    156.6300,Maruyama ,Diatoms                                      ,R              ,P                 ,                         ,R                   ,R                  ,                                  ,                     ,                         ,                        ,                     ,                       ,R                     ,               ,                    ,R                   ,                     ,                               ,                            ,                                      ,                      ,R               ,                            ,                      ,                        ,R                      ,R               ,R                  ,R                   ,R                        ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1020,C, 18,X,CC,  25.00,    166.0600,Maruyama ,Diatoms                                      ,R              ,P                 ,                         ,                    ,R                  ,                                  ,                     ,                         ,                        ,                     ,                       ,                      ,               ,                    ,R                   ,R                    ,                               ,                            ,R                                     ,                      ,                ,                            ,R                     ,R                       ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NPD 10            ,              ,167,1020,C, 19,X,CC,  30.00,    175.7500,Maruyama ,Diatoms                                      ,A              ,P                 ,R                        ,                    ,                   ,R                                 ,                     ,                         ,                        ,                     ,                       ,                      ,               ,R                   ,R                   ,R                    ,A                              ,R                           ,R                                     ,R                     ,R               ,R                           ,R                     ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 20,X,CC,  25.00,    184.0400,Maruyama ,Diatoms                                      ,A              ,P                 ,                         ,                    ,R                  ,                                  ,T                    ,T                        ,                        ,                     ,R                      ,                      ,               ,                    ,R                   ,R                    ,A                              ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,abundant resting spores. from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 21,X,CC,  18.00,    194.7700,Maruyama ,Diatoms                                      ,A              ,P                 ,                         ,C                   ,A                  ,R                                 ,R                    ,                         ,C                       ,                     ,                       ,                      ,R              ,R                   ,R                   ,R                    ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 22,X,CC,  26.00,    204.4600,Maruyama ,Diatoms                                      ,C              ,P                 ,                         ,C                   ,C                  ,R                                 ,R                    ,                         ,C                       ,                     ,                       ,R                     ,               ,                    ,                    ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 23,X,CC,  28.00,    214.0600,Maruyama ,Diatoms                                      ,R              ,P                 ,R                        ,C                   ,C                  ,                                  ,R                    ,                         ,C                       ,R                    ,R                      ,                      ,               ,                    ,                    ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 24,X,CC,  21.00,    223.5900,Maruyama ,Diatoms                                      ,F              ,P                 ,                         ,C                   ,C                  ,R                                 ,                     ,                         ,C                       ,                     ,                       ,                      ,               ,                    ,                    ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1020,C, 25,X,CC,  19.00,    233.1500,Maruyama ,Diatoms                                      ,A              ,M                 ,R                        ,F                   ,C                  ,R                                 ,R                    ,R                        ,A                       ,                     ,                       ,                      ,               ,                    ,                    ,                     ,                               ,                            ,                                      ,                      ,                ,                            ,                      ,                        ,                       ,                ,                   ,                    ,                         ,                      ,                 ,                 ,                           ,                          ,                    ,            ,                       ,                           ,              ,                      ,from IR. Ch 14. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
