Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygodiscus fissus,Zygodiscus elegans,Watznaueria communis,Watznaueria barnesae,Vagalapilla stradneri,Tubodiscus verenae,Thoracosphaera sp.,Parhabdolithus embergeri,Micrantholithus hoschulzii,Cyclagelosphaera deflandrei,Crucibiscutum salebrosum,Cretarhabdus conicus,Biscutum constans,Watznaueria ovata,Rotelapillus laffittei,Parhabdolithus asper,Manivitella pemmatoidea,Cretarhabdus surirellus,Conusphaera rothii,Bukrylithus ambiguus,Eiffellithus windii,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Axopodorhabdus dietzmannii,Ethmorhabdus gallicus,Assipetra infracretacea,Zygodiscus diplogrammus,Vagalapilla matalosa,Tegumentum stradneri,Percivalia fenestrata,Hemipodorhabdus gorkae,Grantarhabdus meddii,Watznaueria biporta,Tranolithus gabalus,Prediscosphaera arkhangelskyi,Corollithion ellipticum,Parhabdolithus splendens,Discorhabdus rotatorius,Broinsonia gammation,Microstaurus chiastius,Markalius circumradiatus,Scapholithus fossilis,Lithraphidites carniolensis,Parhabdolithus angustus,Eprolithus floralis,Chiastozygus litterarius,Parhabdolithus infinitus,Grantarhabdus coronadventis,Flabellites oblongus,Axopodorhabdus decorus,Octocyclus magnus,Cribrosphaerella primitiva,Cretarhabdus loriei,Lapideacassis sp.,Amphizygus brooksii,Rucinolithus irregularis,Prediscosphaera columnata,Sollasites falklandensis,Parhabdolithus achylostaurion,Zebrashapka sp.,Prediscosphaera spinosa,Broinsonia enormis,Hayesites albiensis,Corollithion achylosum,Pickelhaube furtiva,Biscutum coronum                ,Vagalapilla aachena,Corollithion signum,Broinsonia signata,Sollasites horticus,Tranolithus orionatus,Axopodorhabdus albianus,Percivillia hauxtonensis,Parhabdolithus reniformis,Eiffellithus cf. E. eximius,Cretarhabdus angustiforatus,Cylindralithus gallicus,Eiffellithus trabeculatus,Braarudosphaera regularis,Gartnerago striatum,Cribrosphaerella ehrenbergii,Sollasites hayi,Corollithion acutum,Gartnerago nanum,Eiffellithus turriseiffelii,Corollithion kennedyi,Prediscosphaera cretacea,Lithraphidites acutus,Gartnerago obliquum,Quadrum gartneri,Eprolithus moratus,Eiffellithus eximius,Chiastozygus garrisonii,Reinhardtites anthophorus,Microrhabdulus decoratus,Kamptnerius magnificus,Marthasterites furcatus,Micula staurophora,Lucianorhabdus maleformis,Vagalapilla octoradiata,Microrhabdulus belgicus,Lithastrinus grillii,Reinhardtites levis,Parhabdolithus regularis,Lucianorhabdus cayeuxii,Prediscosphaera grandis,Lucianorhabdus arcuatus,Broinsonia parca parca,Broinsonia parca constricta,Markalius inversus,Quadrum gothicum,Corollithion exiguum,Microrhabdulus elongatus,Zygodiscus spiralis,Manivitella granulata,Quadrum trifidum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B,  9,X, 1,  30.00,    256.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,R                       ,R                   ,R                ,R                ,                      ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,R                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,R                        ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,                ,                  ,A                   ,                       ,                         ,R                       ,                      ,                       ,F                 ,                         ,                       ,                       ,                    ,F                  ,R                       ,R                      ,R                      ,                       ,A                     ,C                          ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B,  9,X, 3,  30.00,    259.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,C                   ,                     ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,R                      ,                    ,                      ,                        ,                     ,R                          ,                       ,                   ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,R                               ,R                  ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,                ,                  ,C                   ,                       ,                         ,R                       ,                      ,                       ,C                 ,                         ,                       ,                       ,                    ,F                  ,R                       ,R                      ,R                      ,                       ,F                     ,R                          ,                  ,R               ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B,  9,X, 5,  30.00,    262.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,R                   ,A                   ,                     ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,F                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,                   ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,R                               ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,R                        ,                   ,F                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,                ,                  ,R                   ,                       ,                         ,R                       ,                      ,                       ,F                 ,                         ,                       ,                       ,                    ,A                  ,F                       ,F                      ,                       ,                       ,A                     ,C                          ,                  ,R               ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B,  9,X, 7,  30.00,    265.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,R                   ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,R                       ,R                   ,F                ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,R                      ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,R                       ,                        ,                           ,                    ,R                     ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,F                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,                         ,                         ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,A                       ,                     ,F                  ,                ,                  ,C                   ,                       ,                         ,R                       ,                      ,                       ,F                 ,                         ,                       ,R                      ,                    ,F                  ,R                       ,                       ,                       ,                       ,C                     ,F                          ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B,  9,X,CC,  48.00,    266.3500,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,R                    ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,R                            ,                       ,                        ,R                      ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,                        ,                        ,                           ,                    ,R                     ,                 ,                          ,                   ,R                ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,R                               ,R                  ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,                ,                  ,F                   ,R                      ,R                        ,R                       ,R                     ,                       ,F                 ,                         ,                       ,                       ,                    ,F                  ,R                       ,R                      ,                       ,                       ,F                     ,R                          ,                  ,R               ,                    ,                        ,R                  ,R                    ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B, 10,X, 2,  30.00,    267.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,F                       ,                     ,R                  ,                ,                  ,C                   ,                       ,R                        ,R                       ,                      ,                       ,C                 ,                         ,                       ,                       ,                    ,F                  ,R                       ,R                      ,                       ,                       ,F                     ,F                          ,                  ,R               ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B, 10,X, 4,  30.00,    270.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,R                    ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,                   ,R                       ,R                       ,                           ,                    ,R                     ,F                ,                          ,                   ,R                ,R                  ,                        ,                         ,                        ,                             ,               ,R                      ,F                 ,                   ,                      ,                   ,R                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,R                        ,                           ,                           ,F                      ,                         ,R                        ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,F                  ,                ,                  ,F                   ,                       ,R                        ,                        ,                      ,                       ,                  ,                         ,R                      ,                       ,                    ,F                  ,                        ,                       ,                       ,                       ,F                     ,F                          ,                  ,R               ,R                   ,R                       ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B, 10,X, 6,  30.00,    273.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,                  ,R                       ,                          ,                           ,                        ,F                   ,                 ,                 ,                      ,                    ,F                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,F                 ,                   ,                      ,                   ,                                ,                   ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,F                           ,               ,                   ,                ,R                          ,                     ,A                       ,                     ,                   ,                ,                  ,F                   ,R                      ,                         ,R                       ,                      ,                       ,C                 ,                         ,                       ,                       ,                    ,F                  ,F                       ,                       ,                       ,                       ,F                     ,R                          ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC21              ,              ,122, 763,B, 10,X,CC,  48.00,    275.8400,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,R                            ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,A                       ,                     ,R                  ,                ,                  ,F                   ,R                      ,R                        ,                        ,R                     ,                       ,F                 ,                         ,R                      ,                       ,                    ,F                  ,R                       ,                       ,R                      ,                       ,R                     ,R                          ,                  ,R               ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC18              ,CC20Perch-Nielsen,122, 763,B, 11,X, 1,  30.00,    275.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,R                      ,                    ,                      ,                        ,                     ,F                          ,                       ,                   ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,                       ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,F                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,                ,                  ,F                   ,                       ,                         ,R                       ,                      ,                       ,F                 ,                         ,                       ,                       ,                    ,C                  ,R                       ,                       ,                       ,                       ,F                     ,R                          ,                  ,                ,R                   ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
