Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1352B-1H-4-A,317,U1352,B,1,1-4,H,4,A,87,150,5.37,6,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,,,,,,,11
317-U1352B-1H-5-A,317,U1352,B,1,1-5,H,5,A,0,50,6,6.5,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,,,,,,,12
317-U1352B-1H-5-A,317,U1352,B,1,1-5,H,5,A,50,103,6.5,7.03,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,13
317-U1352B-1H-5-A,317,U1352,B,1,1-5,H,5,A,103,140,7.03,7.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,14
317-U1352B-1H-6-A,317,U1352,B,1,1-6,H,6,A,0,50,7.4,7.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,15
317-U1352B-1H-6-A,317,U1352,B,1,1-6,H,6,A,0,53,7.4,7.93,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,16
317-U1352B-1H-CC-A,317,U1352,B,1,1-CC,H,CC,A,0,20,7.93,8.13,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,17
317-U1352B-2H-1-A,317,U1352,B,2,2-1,H,1,A,0,150,8.2,9.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,18
317-U1352B-2H-2-A,317,U1352,B,2,2-2,H,2,A,0,20,9.7,9.9,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,19
317-U1352B-2H-2-A,317,U1352,B,2,2-2,H,2,A,20,150,9.9,11.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sand beds have sharp basal contscts and fines upward into mud.,,,,,,20
317-U1352B-2H-3-A,317,U1352,B,2,2-3,H,3,A,0,150,11.2,12.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,"sand beds have sharp basal contscts and fines upward into mud. sand beds are 1 to 3 cm thick and mud beds are 1 to 5 cm thick. Section 3 from 25 to 40 cm, slump interval.",,,,,,21
317-U1352B-2H-4-A,317,U1352,B,2,2-4,H,4,A,0,150,12.7,14.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sand beds have sharp basal contscts and fines upward into mud. sand beds are 1 to 4 cm thick and mud beds are uo to 10 cm thick.,,,,,,22
317-U1352B-2H-5-A,317,U1352,B,2,2-5,H,5,A,0,150,14.2,15.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sand beds have sharp basal contscts and fines upward into mud. sand beds are 1 to 4 cm thick and mud beds are 5 to 9 cm thick.,,,,,,23
317-U1352B-2H-6-A,317,U1352,B,2,2-6,H,6,A,0,100,15.7,16.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sand beds have sharp basal contscts and fines upward into mud. sand beds are 1 to 4 cm thick and mud beds are 5 to 10 cm thick.,,,,,,24
317-U1352B-2H-7-A,317,U1352,B,2,2-7,H,7,A,0,77,16.7,17.47,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sand beds have sharp basal contscts and fines upward into mud. mud beds are upto 15 cm thick.,,,,,,25
317-U1352B-2H-CC-A,317,U1352,B,2,2-CC,H,CC,A,0,22,17.48,17.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,26
317-U1352B-3H-1-A,317,U1352,B,3,3-1,H,1,A,0,65,17.7,18.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,27
317-U1352B-3H-1-A,317,U1352,B,3,3-1,H,1,A,65,150,18.35,19.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,28
317-U1352B-3H-2-A,317,U1352,B,3,3-2,H,2,A,0,150,19.2,20.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,29
317-U1352B-3H-3-A,317,U1352,B,3,3-3,H,3,A,0,150,20.7,22.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,30
317-U1352B-3H-4-A,317,U1352,B,3,3-4,H,4,A,0,150,22.2,23.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,31
317-U1352B-3H-5-A,317,U1352,B,3,3-5,H,5,A,0,150,23.7,25.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,32
317-U1352B-3H-6-A,317,U1352,B,3,3-6,H,6,A,0,100,25.2,26.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,33
317-U1352B-3H-7-A,317,U1352,B,3,3-7,H,7,A,0,92,26.2,27.12,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,34
317-U1352B-3H-CC-A,317,U1352,B,3,3-CC,H,CC,A,0,29,27.12,27.41,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,35
317-U1352B-4H-1-A,317,U1352,B,4,4-1,H,1,A,0,89,27.2,28.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,36
317-U1352B-4H-1-A,317,U1352,B,4,4-1,H,1,A,0,150,27.2,28.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,37
317-U1352B-4H-1-A,317,U1352,B,4,4-1,H,1,A,89,150,28.09,28.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,38
317-U1352B-4H-2-A,317,U1352,B,4,4-2,H,2,A,0,150,28.7,30.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,39
317-U1352B-4H-3-A,317,U1352,B,4,4-3,H,3,A,0,150,30.2,31.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,40
317-U1352B-4H-4-A,317,U1352,B,4,4-4,H,4,A,0,150,31.7,33.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,41
317-U1352B-4H-5-A,317,U1352,B,4,4-5,H,5,A,0,150,33.2,34.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,42
317-U1352B-4H-6-A,317,U1352,B,4,4-6,H,6,A,0,150,34.7,36.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,43
317-U1352B-4H-7-A,317,U1352,B,4,4-7,H,7,A,0,77,36.2,36.97,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,,,,,44
317-U1352B-4H-CC-A,317,U1352,B,4,4-CC,H,CC,A,0,41,36.96,37.37,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,45
317-U1352B-5H-1-A,317,U1352,B,5,5-1,H,1,A,0,20,36.7,36.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,46
317-U1352B-5H-2-A,317,U1352,B,5,5-2,H,2,A,0,150,36.92,38.42,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded, color-banding mud. Mottling throughout.  moderately fracturing.   Carbonate concretions at 24-25, 28-29, 81-82, 137-139, 142-143 cm interval.",,,,,,47
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,0,20,38.42,38.62,,Interbedded silt and mud [Exp.317],,Interbedded silt and mud,,,,,Expedition 317,"interbedded, color-banding c.  discrete v.f. sand bed at 20-21, 65-68 cm.  Carbonate-rich intervals at 38-40, 68, 142-143 cm.  Moderately fracturing.  Moderately mottling.  ",,,,,,48
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,0,150,38.42,39.92,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"interbedded, color-banding c.  discrete v.f. sand bed at 20-21, 65-68 cm.  Carbonate-rich intervals at 38-40, 68, 142-143 cm.  Moderately fracturing.  Moderately mottling.  ",,,,,,49
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,20,21,38.62,38.63,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,50
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,21,65,38.63,39.07,,Interbedded silt and mud [Exp.317],,Interbedded silt and mud,,,,,Expedition 317,,,,,,,51
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,65,68,39.07,39.1,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,52
317-U1352B-5H-3-A,317,U1352,B,5,5-3,H,3,A,86,150,39.28,39.92,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,,,,,,,53
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,0,150,39.92,41.42,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded, color-banding mud.  Discrete v.f. sand bed at 93-97 cm, 98-101 cm with sharp base, and normal grading.  carbonate-rich intervals at 32-35, 74-48, 138-139 cm.  Moderate bioturbation throughout.  Slightly fracturing.  ",,,,,,54
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,32,35,40.24,40.27,,,,,,,,,,carbonate rich interval.,,,,,,55
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,74,78,40.66,40.7,,,,,,,,,,carbonate rich interval.,,,,,,56
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,93,97,40.85,40.89,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,57
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,98,101,40.9,40.93,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,58
317-U1352B-5H-4-A,317,U1352,B,5,5-4,H,4,A,138,139,41.3,41.31,,,,,,,,,,carbonate rich interval.,,,,,,59
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,0,150,41.42,42.92,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"color-banded mud (N 5/N 4).  Discrete sand beds.  125-120, 20-21, 9-10, 8-6 cm, with sharp bases.  Heavy bioturbation. Moderate fracturing (expansion).  ",,,,,,60
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,6,8,41.48,41.5,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",Discrete sand bed with sharp lower contact.,,,,,,61
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,9,10,41.51,41.52,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",Discrete sand bed with sharp lower contact.,,,,,,62
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,20,21,41.62,41.63,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",Discrete sand bed with sharp lower contact.,,,,,,63
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,29,31,41.71,41.73,,,,,,,,,,carbonate-rich interval ,,,,,,64
317-U1352B-5H-5-A,317,U1352,B,5,5-5,H,5,A,120,125,42.62,42.67,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",Discrete sand bed with sharp lower contact.,,,,,,65
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,0,150,42.92,44.42,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Interbedded color banded mud.  Discrete v.f. sand beds at 34-35, 77-79 cm, with sharp base and normal grading.  Carbonate-rich intervals at 47-48, 50-51, 127-128, 134-135 cm. Moderate bioturbation throughout.  slightly fracturing.  ",,,,,,66
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,34,35,43.26,43.27,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,67
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,47,48,43.39,43.4,,,,,,,,,,carbonate-rich interval,,,,,,68
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,50,51,43.42,43.43,,,,,,,,,,carbonate-rich interval,,,,,,69
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,77,79,43.69,43.71,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,70
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,127,128,44.19,44.2,,,,,,,,,,carbonate-rich interval,,,,,,71
317-U1352B-5H-6-A,317,U1352,B,5,5-6,H,6,A,134,135,44.26,44.27,,,,,,,,,,carbonate-rich interval,,,,,,72
317-U1352B-5H-7-A,317,U1352,B,5,5-7,H,7,A,0,98,44.42,45.4,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded v.f. sand (N6) and clay (N 4), color-banding, highlly mottled. No shells are included.  Moderately fracturing throughout (expansion).  ",,,,,,73
317-U1352B-5H-7-A,317,U1352,B,5,5-7,H,7,A,64,64,45.06,45.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","carbonate-rich, very fine sandy clay filled a hall with 2 cm in diameter. ",,,,,,74
317-U1352B-5H-8-A,317,U1352,B,5,5-8,H,8,A,0,74,45.42,46.16,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,Interbeded v.f. sandy micaceous mud (N6) and clay (N4) with color banding.  Highly mottled.  Moderately fracturing throughout by expansion. ,,,,,,75
317-U1352B-5H-8-A,317,U1352,B,5,5-8,H,8,A,74,76,46.16,46.18,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",muddy fine sand bed with normal grading. ,,,,,,76
317-U1352B-5H-8-A,317,U1352,B,5,5-8,H,8,A,76,87,46.18,46.29,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,Interbedded v.f. sandy micaceous mud (N6) and clay (N4) with color banding.  Highly mottled.  Moderately fracturing throughout by expansion. ,,,,,,77
317-U1352B-5H-8-A,317,U1352,B,5,5-8,H,8,A,87,90,46.29,46.32,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","well-sorted, micaceous, normal graded,  fine sand with sharp lower contact",,,,,,78
317-U1352B-5H-8-A,317,U1352,B,5,5-8,H,8,A,90,96,46.32,46.38,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,Interbeded v.f. sandy micaceous mud (N6) and clay (N4) with color banding.  Highly mottled.  Moderately fracturing throughout by expansion. ,,,,,,79
317-U1352B-5H-CC-A,317,U1352,B,5,5-CC,H,CC,A,0,32,46.38,46.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded v.f. - , micaceous sandy mud (N 6) and clay (N 4).  Highly mottled.  moderately fracturing.  ",,,,,,80
317-U1352B-6H-1-A,317,U1352,B,6,6-1,H,1,A,0,150,46.2,47.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,firm,,,Expedition 317,"Interbedded mud and clay.  Trace amount of f-vf sand dispersed in mud, trace amount of mica.  Clay beds are ~2 cm thick, with gradational contacts at Section 1: 36-38 cm; 40-42 cm, 108-110 cm, 111-114 cm. Section 2: 44-48 cm, 74-78 cm; sec 3: 35-37 cm, 51-57 cm, 83-86 cm, 126-129 cm; Sec 4: 16-20 cm, 79-81 cm, 121-125 cm; 

Very fine sand lamina: sec 1, 110-111 cm; sec 2, 85-86 cm;",,,,,,81
317-U1352B-6H-2-A,317,U1352,B,6,6-2,H,2,A,0,140,47.7,49.1,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,firm,,,Expedition 317,"Interbedded mud and clay.  Trace amount of f-vf sand dispersed in mud, trace amount of mica.  Clay beds are ~2 cm thick, with gradational contacts at Section 1: 36-38 cm; 40-42 cm, 108-110 cm, 111-114 cm. Section 2: 44-48 cm, 74-78 cm; sec 3: 35-37 cm, 51-57 cm, 83-86 cm, 126-129 cm; Sec 4: 16-20 cm, 79-81 cm, 121-125 cm; 

Very fine sand lamina: sec 1, 110-111 cm; sec 2, 85-86 cm;",,,,,,82
317-U1352B-6H-3-A,317,U1352,B,6,6-3,H,3,A,0,150,49.2,50.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,firm,,,Expedition 317,"Interbedded mud and clay.  Trace amount of f-vf sand dispersed in mud, trace amount of mica.  Clay beds are ~2 cm thick, with gradational contacts at Section 1: 36-38 cm; 40-42 cm, 108-110 cm, 111-114 cm. Section 2: 44-48 cm, 74-78 cm; sec 3: 35-37 cm, 51-57 cm, 83-86 cm, 126-129 cm; Sec 4: 16-20 cm, 79-81 cm, 121-125 cm; 

Very fine sand lamina: sec 1, 110-111 cm; sec 2, 85-86 cm;",,,,,,83
317-U1352B-6H-4-A,317,U1352,B,6,6-4,H,4,A,0,125,50.7,51.95,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,firm,,,Expedition 317,"Interbedded mud and clay.  Trace amount of f-vf sand dispersed in mud, trace amount of mica.  Clay beds are ~ 2cm thick, with gradational contacts at Section 1: 36-38 cm; 40-42 cm, 108-110 cm, 111-114 cm. Section 2: 44-48 cm, 74-78 cm; sec 3: 35-37 cm, 51-57 cm, 83-86 cm, 126-129 cm; Sec 4: 16-20 cm, 79-81 cm, 121-125 cm; 

Very fine sand lamina: sec 1, 110-111 cm; sec 2, 85-86 cm;",,,,,,84
317-U1352B-6H-4-A,317,U1352,B,6,6-4,H,4,A,125,140,51.95,52.1,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",,,,,,,85
317-U1352B-6H-5-A,317,U1352,B,6,6-5,H,5,A,0,150,52.2,53.7,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",,,,,,,86
317-U1352B-6H-6-A,317,U1352,B,6,6-6,H,6,A,0,90,53.7,54.6,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",,,,,,,87
317-U1352B-6H-7-A,317,U1352,B,6,6-7,H,7,A,0,76,54.7,55.46,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",,,,,,,88
317-U1352B-6H-CC-A,317,U1352,B,6,6-CC,H,CC,A,0,29,55.46,55.75,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",,,,,,,89
317-U1352B-7H-1-A,317,U1352,B,7,7-1,H,1,A,0,150,55.7,57.2,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,90
317-U1352B-7H-2-A,317,U1352,B,7,7-2,H,2,A,0,140,57.2,58.6,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,91
317-U1352B-7H-3-A,317,U1352,B,7,7-3,H,3,A,0,150,58.7,60.2,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,92
317-U1352B-7H-4-A,317,U1352,B,7,7-4,H,4,A,0,140,60.2,61.6,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,93
317-U1352B-7H-5-A,317,U1352,B,7,7-5,H,5,A,0,62,61.7,62.32,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,94
317-U1352B-7H-5-A,317,U1352,B,7,7-5,H,5,A,62,79,62.32,62.49,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,,,95
317-U1352B-7H-5-A,317,U1352,B,7,7-5,H,5,A,79,110,62.49,62.8,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,96
317-U1352B-7H-5-A,317,U1352,B,7,7-5,H,5,A,110,150,62.8,63.2,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,,,,,97
317-U1352B-7H-6-A,317,U1352,B,7,7-6,H,6,A,0,96,63.2,64.16,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,,,,,98
317-U1352B-7H-6-A,317,U1352,B,7,7-6,H,6,A,96,125,64.16,64.45,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,99
317-U1352B-7H-CC-A,317,U1352,B,7,7-CC,H,CC,A,0,46,64.45,64.91,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,100
317-U1352B-8H-1-A,317,U1352,B,8,8-1,H,1,A,0,53,65.2,65.73,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with trace amounts of vf sand,,,,,,101
317-U1352B-8H-1-A,317,U1352,B,8,8-1,H,1,A,53,60,65.73,65.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","f-vf moderately sorted micaceous sandy mud, abundant shell fragements",,,,,,102
317-U1352B-8H-1-A,317,U1352,B,8,8-1,H,1,A,60,150,65.8,66.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Mud layers 1-3 cm thick; clay layers <1 cm thick, clay contacts are diffuse with mud layers",,,,,,103
317-U1352B-8H-2-A,317,U1352,B,8,8-2,H,2,A,0,13,66.7,66.83,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent vf-f sand,,,,,,104
317-U1352B-8H-2-A,317,U1352,B,8,8-2,H,2,A,13,19,66.83,66.89,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","f-vf moderately sorted micaceous sandy mud, abundant shell fragements",,,,,,105
317-U1352B-8H-2-A,317,U1352,B,8,8-2,H,2,A,19,140,66.89,68.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","75-95 cm, clay-rich intervals with rare shell fragments and sand lenses/blebs

13-140  cm mud to very slightly sandy mud, slightly mottles, sand is f-vf and well-sorted",,,,,,106
317-U1352B-8H-3-A,317,U1352,B,8,8-3,H,3,A,0,150,68.2,69.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded clay and mud; clay layers <1 cm thick.  Mud layers 1-5 cm thick.  Most mud/clay contacts are diffuse except for sharp contacts in section 1, becoming irregular to diffuse in section 3.  Contacts between layers become diffuse by section 5 due to bioturbation.

Intact Tawera bivalve, 98 cm in section 6, working half",,,,,,107
317-U1352B-8H-4-A,317,U1352,B,8,8-4,H,4,A,0,140,69.7,71.1,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded clay and mud; clay layers <1 cm thick.  Mud layers 1-5 cm thick.  Most mud/clay contacts are diffuse except for sharp contacts in section 1, becoming irregular to diffuse in section 3.  Contacts between layers become diffuse by section 5 due to bioturbation.

Intact Tawera bivalve, 98 cm in section 6, working half",,,,,,108
317-U1352B-8H-5-A,317,U1352,B,8,8-5,H,5,A,0,150,71.2,72.7,,Interbedded clay and mud [Exp.317],,Interbedded clay and mud,,,,,Expedition 317,"Interbedded clay and mud; clay layers <1 cm thick.  Mud layers 1-5 cm thick.  Most mud/clay contacts are diffuse except for sharp contacts in section 1, becoming irregular to diffuse in section 3.  Contacts between layers become diffuse by section 5 due to bioturbation.

Intact Tawera bivalve, 98 cm in section 6, working half",,,,,,109
