Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-11H-3-A,0,150,95.2,96.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R)",,,,359,U1467,C,11,H,3,A,,,,,103
359-U1467C-11H-4-A,0,150,96.7,98.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,echinoderm,spine,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (F). Echinoderm spines (R). Black grains (R). Glauconite (P).",,,,359,U1467,C,11,H,4,A,,,,,104
359-U1467C-11H-5-A,0,150,98.2,99.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Slightly change of color from 2.5Y 6/2 to 2.5Y 7/2.",,,,359,U1467,C,11,H,5,A,,,,,105
359-U1467C-11H-6-A,0,150,99.7,101.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R)",,,,359,U1467,C,11,H,6,A,,,,,106
359-U1467C-11H-7-A,0,63,101.2,101.83,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Sieved sample shows additional grains: Glauconite (P) and Fish debris (P).",,,,359,U1467,C,11,H,7,A,,,,,107
359-U1467C-12H-1-A,0,150,101.7,103.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R).",,,,359,U1467,C,12,H,1,A,,,,,108
359-U1467C-12H-2-A,0,150,103.2,104.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Core starts to smells",,,,359,U1467,C,12,H,2,A,,,,,109
359-U1467C-12H-3-A,0,150,104.7,106.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Sieved sample shows additional grains: Black grains (R) and small echinoderm spine (P).",,,,359,U1467,C,12,H,3,A,,,,,110
359-U1467C-12H-4-A,0,150,106.2,107.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Mottling",,,,359,U1467,C,12,H,4,A,,,,,111
359-U1467C-12H-5-A,0,150,107.7,109.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R).",,,,359,U1467,C,12,H,5,A,,,,,112
359-U1467C-12H-6-A,0,121,109.2,110.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R). Sieved sample shows additional grains: Black grains (R), echinoderm spines (P) and otoliths (P). Aggregated fragments.",,,,359,U1467,C,12,H,6,A,,,,,113
359-U1467C-12H-7-A,0,66,110.41,111.07,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R).",,,,359,U1467,C,12,H,7,A,,,,,114
359-U1467C-12H-CC-A,0,17,111.07,111.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,12,H,CC,A,,,,,115
359-U1467C-13H-1-A,0,150,111.2,112.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Sieved sample shows additional grains: Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R).",,,,359,U1467,C,13,H,1,A,,,,,116
359-U1467C-13H-2-A,0,22,112.7,112.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,2,A,,,,,117
359-U1467C-13H-2-A,22,70,112.92,113.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,2,A,,,,,118
359-U1467C-13H-2-A,70,126,113.4,113.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,2,A,,,,,119
359-U1467C-13H-2-A,126,150,113.96,114.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,2,A,,,,,120
359-U1467C-13H-3-A,0,76,114.2,114.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,3,A,,,,,121
359-U1467C-13H-3-A,76,150,114.96,115.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,fish debris,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F) Black grains (R), Fish debris (R), echinoderm spine (R). Grain size slightly increase",,,,359,U1467,C,13,H,3,A,,,,,122
359-U1467C-13H-4-A,0,11,115.7,115.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F). Grain size slightly increase",,,,359,U1467,C,13,H,4,A,,,,,123
359-U1467C-13H-4-A,11,67,115.81,116.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F). Smear slide at 41cm",,,,359,U1467,C,13,H,4,A,,,,,124
359-U1467C-13H-4-A,67,83,116.37,116.53,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F).",,,,359,U1467,C,13,H,4,A,,,,,125
359-U1467C-13H-4-A,83,132,116.53,117.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F).",,,,359,U1467,C,13,H,4,A,,,,,126
359-U1467C-13H-4-A,132,150,117.02,117.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (F).",,,,359,U1467,C,13,H,4,A,,,,,127
359-U1467C-13H-5-A,0,84,117.2,118.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,13,H,5,A,,,,,128
359-U1467C-13H-5-A,84,117,118.04,118.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,13,H,5,A,,,,,129
359-U1467C-13H-5-A,117,150,118.37,118.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,13,H,5,A,,,,,130
359-U1467C-13H-6-A,0,87,118.7,119.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,13,H,6,A,,,,,131
359-U1467C-13H-6-A,87,132,119.57,120.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic foraminifera (P)",,,,359,U1467,C,13,H,6,A,,,,,132
359-U1467C-13H-7-A,0,41,120.02,120.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),)",,,,359,U1467,C,13,H,7,A,,,,,133
359-U1467C-13H-7-A,41,79,120.43,120.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,13,H,7,A,,,,,134
359-U1467C-13H-CC-A,0,14,120.81,120.95,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,13,H,CC,A,,,,,135
359-U1467C-15H-1-A,0,111,122.7,123.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,1,A,,,,,136
359-U1467C-15H-1-A,111,121,123.81,123.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,1,A,,,,,137
359-U1467C-15H-1-A,121,150,123.91,124.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,1,A,,,,,138
359-U1467C-15H-2-A,0,50,124.2,124.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,2,A,,,,,139
359-U1467C-15H-2-A,50,60,124.7,124.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,2,A,,,,,140
359-U1467C-15H-2-A,60,78,124.8,124.98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,2,A,,,,,141
359-U1467C-15H-2-A,78,111,124.98,125.31,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,2,A,,,,,142
359-U1467C-15H-2-A,111,150,125.31,125.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,2,A,,,,,143
359-U1467C-15H-3-A,0,90,125.7,126.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),",,,,359,U1467,C,15,H,3,A,,,,,144
359-U1467C-15H-3-A,90,150,126.6,127.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Smear slide at 100 cm",,,,359,U1467,C,15,H,3,A,,,,,145
359-U1467C-15H-4-A,0,19,127.2,127.39,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,15,H,4,A,,,,,146
359-U1467C-15H-4-A,19,71,127.39,127.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), Cemented grains (C).",,,,359,U1467,C,15,H,4,A,,,,,147
359-U1467C-15H-4-A,71,150,127.91,128.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,15,H,4,A,,,,,148
359-U1467C-15H-5-A,0,54,128.7,129.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,15,H,5,A,,,,,149
359-U1467C-15H-5-A,54,57,129.24,129.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). White cements. Part sieved and HCl tested.",,,,359,U1467,C,15,H,5,A,,,,,150
359-U1467C-15H-5-A,57,62,129.27,129.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,15,H,5,A,,,,,151
359-U1467C-15H-5-A,62,64,129.32,129.34,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,15,H,5,A,,,,,152
359-U1467C-15H-5-A,64,150,129.34,130.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,15,H,5,A,,,,,153
359-U1467C-15H-6-A,0,152,130.2,131.72,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,15,H,6,A,,,,,154
359-U1467C-15H-CC-A,0,17,131.72,131.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,15,H,CC,A,,,,,155
359-U1467C-16H-1-A,0,26,132.2,132.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,1,A,,,,,156
359-U1467C-16H-1-A,26,72,132.46,132.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,1,A,,,,,157
359-U1467C-16H-1-A,72,150,132.92,133.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,1,A,,,,,158
359-U1467C-16H-2-A,0,16,133.7,133.86,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,2,A,,,,,159
359-U1467C-16H-2-A,16,35,133.86,134.05,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,2,A,,,,,160
359-U1467C-16H-2-A,35,89,134.05,134.59,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,2,A,,,,,161
359-U1467C-16H-2-A,89,122,134.59,134.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,2,A,,,,,162
359-U1467C-16H-2-A,122,150,134.92,135.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,2,A,,,,,163
359-U1467C-16H-3-A,0,44,135.2,135.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,3,A,,,,,164
359-U1467C-16H-3-A,44,102,135.64,136.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,3,A,,,,,165
