Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
362-U1480G-20R-CC-A,0,24,934.07,934.31,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 5, 8, 10, 14, 19, 22 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,CC,A,,,,303
362-U1480G-21R-1-A,0,23,938.5,938.73,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),wavy,sharp,wavy sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,,heavy [DB91],4,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,304
362-U1480G-21R-1-A,23,33,938.73,938.83,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"undisturbed silt laminae at 20, 23, 27, 28, 31, 33 cm",planar lamination,heavy [DB91],4,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,305
362-U1480G-21R-1-A,33,149,938.83,939.99,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 35, 36, 40, 41, 42.5, 43, 46, 50, 51.5, 53.5, 56.5, 58, 63, 64, 65, 69, 73, 74.5, 76, 78, 87, 90, 93, 94, 96, 99, 102.5, 107, 119, 120, 122, 124, 125.5, 128, 130, 132, 134.5, 136.5, 138, 140, 142, 144.5, 148 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,306
362-U1480G-21R-2-A,0,110,939.99,941.09,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 3, 8.5, 10, 12.5, 17.5, 23, 29, 33, 37, 41, 45, 49, 51, 53.5, 55, 57, 60.5, 64.5, 69, 71, 78, 82, 88, 89, 93, 98, 101, 102.5, 106 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,307
362-U1480G-21R-2-A,110,114,941.09,941.13,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,308
362-U1480G-21R-2-A,114,121,941.13,941.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 116, 119 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,309
362-U1480G-21R-3-A,0,11,941.44,941.55,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 11 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,310
362-U1480G-21R-3-A,27,44.5,941.71,941.885,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 44, 54, 57.5 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,311
362-U1480G-21R-3-A,44.5,64,941.885,942.08,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/10gy (very dark greenish gray),planar,sharp,planar sharp,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,312
362-U1480G-21R-3-A,64,66,942.08,942.1,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 44, 54, 57.5 cm",planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,313
362-U1480G-21R-3-A,66,72,942.1,942.16,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,314
362-U1480G-21R-3-A,72,76,942.16,942.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,silt injection,convolute bedded,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,315
362-U1480G-21R-3-A,76,87,942.2,942.31,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,316
362-U1480G-21R-3-A,87,91,942.31,942.35,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Scolicia,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,317
362-U1480G-21R-3-A,91,93,942.35,942.37,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,318
362-U1480G-21R-3-A,93,97,942.37,942.41,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,319
362-U1480G-21R-3-A,97,103,942.41,942.47,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,320
362-U1480G-21R-3-A,103,127,942.47,942.71,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 105, 108, 110, 112, 115, 116, 120, 123.5 cm",planar lamination,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,321
362-U1480G-21R-3-A,127,130,942.71,942.74,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),,,,,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,322
362-U1480G-21R-4-A,0,3,942.74,942.77,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 105, 108, 110, 112, 115, 116, 120, 123.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,323
362-U1480G-21R-4-A,3,6,942.77,942.8,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,324
362-U1480G-21R-4-A,6,27,942.8,943.01,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,325
362-U1480G-21R-4-A,27,36.5,943.01,943.105,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,326
362-U1480G-21R-4-A,36.5,40.5,943.105,943.145,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,327
362-U1480G-21R-4-A,40.5,44.5,943.145,943.185,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,328
362-U1480G-21R-4-A,44.5,51,943.185,943.25,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,329
362-U1480G-21R-4-A,51,64,943.25,943.38,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,330
362-U1480G-21R-CC-A,0,17,943.38,943.55,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,CC,A,,,,331
362-U1480G-22R-1-A,0,24,948.2,948.44,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/5GY (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,cross laminated silt very thin beds at 16 cm,structureless,heavy [DB91],4,Planolites,Phycosiphon,Thalassinoides,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,332
362-U1480G-22R-1-A,24,39,948.44,948.59,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,333
362-U1480G-22R-1-A,39,41,948.59,948.61,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/5GY (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,heavy [DB91],4,Planolites,Phycosiphon,Thalassinoides,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,334
362-U1480G-22R-1-A,41,44,948.61,948.64,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,slight [DB91],3,,,,,,plant fragment,,,,,,,,,,362,U1480,G,22,R,1,A,,,,335
362-U1480G-22R-1-A,44,54,948.64,948.74,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,Silt laminae and very thin beds at 50 cm,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,336
362-U1480G-22R-1-A,54,56,948.74,948.76,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,slight [DB91],3,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,337
362-U1480G-22R-1-A,56,135,948.76,949.55,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Silt laminae and very thin beds at 77, 96, 109, 127, 138 cm",structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,338
362-U1480G-22R-1-A,135,138,949.55,949.58,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,slight [DB91],3,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,339
362-U1480G-22R-1-A,138,140,949.58,949.6,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,340
362-U1480G-22R-2-A,0,3,949.6,949.63,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,341
362-U1480G-22R-2-A,3,22,949.63,949.82,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 14, 15 cm",structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,342
362-U1480G-22R-2-A,22,31,949.82,949.91,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,343
362-U1480G-22R-2-A,31,35,949.91,949.95,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,344
362-U1480G-22R-2-A,35,45,949.95,950.05,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],Probably cm-wide burrows that mimic convolute bedding,planar lamination,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,345
362-U1480G-22R-2-A,45,59,950.05,950.19,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,346
362-U1480G-22R-2-A,59,62,950.19,950.22,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),,,,,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,347
362-U1480G-22R-3-A,0,4,950.56,950.6,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,348
362-U1480G-22R-3-A,4,10,950.6,950.66,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,moderate [DB91],4,Phycosiphon,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,349
362-U1480G-22R-3-A,10,77,950.66,951.33,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,350
362-U1480G-22R-3-A,77,83,951.33,951.39,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,351
362-U1480G-22R-3-A,83,121,951.39,951.77,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,352
362-U1480G-22R-3-A,121,124,951.77,951.8,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,partially cross laminated,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,353
362-U1480G-22R-3-A,124,149,951.8,952.05,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,354
362-U1480G-22R-4-A,0,14,952.05,952.19,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,355
362-U1480G-22R-4-A,14,15,952.19,952.2,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,356
362-U1480G-22R-4-A,15,32,952.2,952.37,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,357
362-U1480G-22R-4-A,32,33,952.37,952.38,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,358
362-U1480G-22R-4-A,33,36,952.38,952.41,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,359
362-U1480G-22R-4-A,36,37,952.41,952.42,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,360
362-U1480G-22R-4-A,37,39,952.42,952.44,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,361
362-U1480G-22R-4-A,39,40,952.44,952.45,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,362
362-U1480G-22R-4-A,40,66,952.45,952.71,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,363
362-U1480G-22R-4-A,66,68,952.71,952.73,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,A [A85],,,,,,,,,362,U1480,G,22,R,4,A,,,,364
362-U1480G-22R-4-A,68,82,952.73,952.87,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,365
362-U1480G-22R-4-A,82,114,952.87,953.19,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,horizontal,thick bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],rip-up clast of clay. silt laminae at 82 to 84 cm.,planar lamination,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,C [A85],,,,,,,,,362,U1480,G,22,R,4,A,,,,366
362-U1480G-22R-4-A,114,145,953.19,953.5,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,367
362-U1480G-22R-5-A,0,29,953.5,953.79,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,5,A,,,,368
