Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum group,Datum group code,Datum type,Datum region,Datum name generic,Datum author year,Datum validation comment,Datum status,Datum comment,Datum age minimum [Ma],Datum age average [Ma],Datum age maximum [Ma],Datum occurrence,Zone name (short),Zone name,Zone author (year),Zone group,Type (upper zone),Genus/species (upper zone),Type (lower zone),Genus/species lower zone),Zone status,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Agglutinated spp. (indeterminate),Amphicoryna scalaris,Anomalinoides globulosus,Bolivina pusilla,Bolivina robusta,Bolivinita quadrilatera,Bulimina aculeata,Bulimina barbata,Bulimina sp.,Bulimina striata gr.,Cassidulina carinata,Cassidulina sp.,Chrysalogonium tenuicostatum,Chilostomella oolina,Cibicides bradyi,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundulus,Cibicidoides renzi,Cibicidoides sp.,Cyclammina trullissata,Dentalina communis,Eggerella bradyi,Ehrenbergina pacifica,Epistominella exigua,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Gavelinopsis lobatulus,Globobulimina affinis,Globocassidulina subglobosa,Globogyroidina boninensis,Gyroidinoides neosoldanii,Hoeglundina elegans,Karreriella bradyi,Laticarinina pauperata,Lagena sp.,Lenticulina rotulata,Lenticulina sp. ,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Nonionella sp.,Nodosaria longiscata,Nuttallides umbonifera,Oridorsalis umbonatus,Oolina globosa,Parafissurina sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella sp. A,Pseudonodosaria sp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyrgo lucernula,Pyrgo murrhina,Pyrgo sp.,Quinqueloculina lamarckiana,Quinqueloculina sp.,Recurvoides sp.,Rhabdammina? sp.,"Rhizammina sp. (Kaiho, 1992)",Rhizammina sp.,Sigmoilopsis schlumbergeri,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Tosaia hanzawai,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispida,Uvigerina hispidocostata,Uvigerina senticosa,Uvigerina sp.,Shore File Links,File Data
350-U1437D-17R-CC-PAL-FORAM,350,U1437,D,17,17-CC,R,CC,PAL,FORAM,0,5,577.91,577.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,P,,,,
350-U1437D-18R-CC-PAL-FORAM,350,U1437,D,18,18-CC,R,CC,PAL,FORAM,0,5,591.2,591.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens. Foram fragments visible in rock fragments but none identifiable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-CC-PAL-FORAMf,350,U1437,D,19,19-CC,R,CC,PAL,FORAM,0,5,599.15,599.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,
350-U1437D-20R-CC-PAL-FORAM,350,U1437,D,20,20-CC,R,CC,PAL,FORAM,0,5,608.39,608.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimen in whole sample (identifiable) - Uvigerina sp.. Foram fragments visible in rock fragments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-21R-CC-PAL-FORAM,350,U1437,D,21,21-CC,R,CC,PAL,FORAM,0,5,616.93,616.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-22R-CC-PAL-FORAM,350,U1437,D,22,22-CC,R,CC,PAL,FORAM,0,5,631.03,631.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 specimens whole sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,A,,,,,,,,A,,,,,,,P,,,,,,,
350-U1437D-23R-CC-PAL-FORAM,350,U1437,D,23,23-CC,R,CC,PAL,FORAM,0,5,640.71,640.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 whole specimen. Some fragments visible but not identifiable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-24R-CC-PAL-FORAM,350,U1437,D,24,24-CC,R,CC,PAL,FORAM,0,5,649,649.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 specimens from all sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,P,,,,,,,
350-U1437D-25R-CC-PAL-FORAM,350,U1437,D,25,25-CC,R,CC,PAL,FORAM,0,5,660.29,660.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-26R-CC-PAL-FORAM,350,U1437,D,26,26-CC,R,CC,PAL,FORAM,0,5,669.23,669.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in whole sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-27R-CC-PAL-FORAM,350,U1437,D,27,27-CC,R,CC,PAL,FORAM,0,5,676.84,676.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-28R-CC-PAL-FORAM,350,U1437,D,28,28-CC,R,CC,PAL,FORAM,0,5,683.95,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 specimens in whole sample.,,,R,,,,,,,F,,,R,R,,F,,,,,,,,R,,,,,,R,,,,,,R,,,,,,,,R,,,,,A,,,,,,R,,R,,F,,,F,,,,,,,,,,,,,D,,,,,,,,,
350-U1437D-29R-CC-PAL-FORAM,350,U1437,D,29,29-CC,R,CC,PAL,FORAM,0,5,694.62,694.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,Very indurated. No identifiable benthic species.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-30R-CC-PAL-FORAM,350,U1437,D,30,30-CC,R,CC,PAL,FORAM,0,1,706.82,706.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-31R-CC-PAL-FORAM,350,U1437,D,31,31-CC,R,CC,PAL,FORAM,0,4,715.78,715.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens in 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-32R-CC-PAL-FORAM,350,U1437,D,32,32-CC,R,CC,PAL,FORAM,0,3,726.74,726.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 specimens in 1/2 sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,
350-U1437D-33R-CC-PAL-FORAM,350,U1437,D,33,33-CC,R,CC,PAL,FORAM,0,5,731.52,731.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-CC-W 14/16-BERG,350,U1437,D,34,34-CC,R,CC,PAL,FORAM,0,2,747.6,747.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-35R-CC-PAL-FORAM,350,U1437,D,35,35-CC,R,CC,PAL,FORAM,0,5,755.6,755.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-36R-CC-PAL-FORAM,350,U1437,D,36,36-CC,R,CC,PAL,FORAM,0,5,761.97,762.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in 1/4 split,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,
350-U1437D-37R-CC-PAL-FORAM,350,U1437,D,37,37-CC,R,CC,PAL,FORAM,0,5,775.81,775.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 in 1/8,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-38R-CC-PAL-FORAM,350,U1437,D,38,38-CC,R,CC,PAL,FORAM,0,5,780.68,780.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in 1/8,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-39R-CC-PAL-FORAM,350,U1437,D,39,39-CC,R,CC,PAL,FORAM,0,5,788.8,788.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 in 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-40R-CC-PAL-FORAM,350,U1437,D,40,40-CC,R,CC,PAL,FORAM,0,5,805.38,805.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 in 1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-41R-CC-PAL-FORAM,350,U1437,D,41,41-CC,R,CC,PAL,FORAM,0,5,812.66,812.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 in 1/4 1 cyclamina trulissata,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-42R-CC-PAL-FORAM,350,U1437,D,42,42-CC,R,CC,PAL,FORAM,0,5,823.75,823.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicified/pyritised.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-43R-CC-PAL-FORAM,350,U1437,D,43,43-CC,R,CC,PAL,FORAM,0,5,835.11,835.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicified/pyritised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-44R-CC-PAL-FORAM,350,U1437,D,44,44-CC,R,CC,PAL,FORAM,0,5,844.82,844.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 benthic PF deformed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-45R-CC-PAL-FORAM,350,U1437,D,45,45-CC,R,CC,PAL,FORAM,0,5,846.69,846.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 benthic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-46R-CC-PAL-FORAM,350,U1437,D,46,46-CC,R,CC,PAL,FORAM,0,5,854.87,854.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,P,P,,,,,,,,,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,P,P,,,,,,,,,
350-U1437D-47R-CC-PAL-FORAM,350,U1437,D,47,47-CC,R,CC,PAL,FORAM,0,5,862.67,862.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-48R-CC-PAL-FORAM,350,U1437,D,48,48-CC,R,CC,PAL,FORAM,0,5,871.72,871.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very deformed specimens. Hard to identify. No benthics recognised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-49R-CC-PAL-FORAM,350,U1437,D,49,49-CC,R,CC,PAL,FORAM,0,5,882.19,882.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very deformed. 3 recognisable specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-50R-CC-PAL-FORAM,350,U1437,D,50,50-CC,R,CC,PAL,FORAM,0,5,892.49,892.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-51R-CC-PAL-FORAM,350,U1437,D,51,51-CC,R,CC,PAL,FORAM,0,5,903.1,903.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 and 2 broken one not identifiable in 1/2,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-52R-CC-PAL-FORAM,350,U1437,D,52,52-CC,R,CC,PAL,FORAM,0,5,912.18,912.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 specimens in whole sample.,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,P,,,,,,,P,,
350-U1437D-53R-CC-PAL-FORAM,350,U1437,D,53,53-CC,R,CC,PAL,FORAM,0,5,922.5,922.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 agglutinated in 1/2 split ;,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,
350-U1437D-54R-CC-PAL-FORAM,350,U1437,D,54,54-CC,R,CC,PAL,FORAM,0,5,930.9,930.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 benthic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-55R-CC-PAL-FORAM,350,U1437,D,55,55-CC,R,CC,PAL,FORAM,0,5,940.56,940.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,P,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-56R-CC-PAL-FORAM,350,U1437,D,56,56-CC,R,CC,PAL,FORAM,0,5,951.52,951.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 identifiable benthics in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
350-U1437D-57R-CC-PAL-FORAM,350,U1437,D,57,57-CC,R,CC,PAL,FORAM,0,5,958.04,958.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 recognisable benthics in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-58R-CC-PAL-FORAM,350,U1437,D,58,58-CC,R,CC,PAL,FORAM,0,5,970.11,970.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 identifiable specimens in whole sample.,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
