Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Calcidiscus leptoporus,Calcidiscus leptoporus (small 3-5 um),Calcidiscus macintyrei (>11 um),Calcidiscus premacintyrei (> 9 microns),Catinaster calyculus,Catinaster coalitus,Catinaster spp.,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus braarudii,Coronocyclus nitescens,Cyclicargolithus floridanus,Dictyococcites spp. (small),Dictyococcites spp. (medium),Discoaster berggrenii,Discoaster brouweri,Discoaster deflandrei,Discoaster hamatus,Discoaster kugleri,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster sp.,Emiliania huxleyi,Gephyrocapsa sp. (large),Gephyrocapsa sp. medium,Gephyrocapsa spp. (small),Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera sellii,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra minuta,Reticulofenestra minutula (3-5 microns),Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra pseudoumbilica (>7microns),Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus sp.,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,comments
323-U1340A-11H-CC-PAL-NANNO4    ,323,U1340,A,11,11-CC,H,CC,PAL,NANNO4    ,0,0,99.42,99.42,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-12H-CC-PAL-NANNO9    ,323,U1340,A,12,12-CC,H,CC,PAL,NANNO9    ,0,0,108.78,108.78,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-13H-CC-PAL-NANNO10   ,323,U1340,A,13,13-CC,H,CC,PAL,NANNO10   ,0,0,118.53,118.53,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-14H-CC-PAL-NANNO15   ,323,U1340,A,14,14-CC,H,CC,PAL,NANNO15   ,0,0,127.89,127.89,M-P [323_Na],R [323_Na],,,,,,,,,,,,R [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwk (Paleogene)
323-U1340A-15H-CC-PAL-NANNO20   ,323,U1340,A,15,15-CC,H,CC,PAL,NANNO20   ,0,0,137.12,137.12,G [323_Na],F [323_Na],,,,,,,,,,,,R [323_Na],,,,,,,,,,,,,,,,,,,,F [323_Na],,,,,R [323_Na],,,,,,,,,,,,
323-U1340A-16H-CC-PAL-NANNO69   ,323,U1340,A,16,16-CC,H,CC,PAL,NANNO69   ,0,0,146.94,146.94,M-P [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,,R [323_Na],,,,,,,,,,,,,,,,,
323-U1340A-17H-CC-PAL-NANNO14   ,323,U1340,A,17,17-CC,H,CC,PAL,NANNO14   ,0,0,156.48,156.48,G [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,R [323_Na],,,,,,R [323_Na],,,,,,,,,,,,rwk (unknown)
323-U1340A-18H-CC-PAL-NANNO19   ,323,U1340,A,18,18-CC,H,CC,PAL,NANNO19   ,0,0,165.89,165.89,M-P [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwk (unknown + C. pelagicus)
323-U1340A-19H-CC-PAL-NANNO26   ,323,U1340,A,19,19-CC,H,CC,PAL,NANNO26   ,0,0,175.45,175.45,G [323_Na],C [323_Na],R [323_Na],,,,,,,,,,,C [323_Na],,,,,,,,,,,,,,,,,,,,R [323_Na],,,,,R [323_Na],,,,,,,,,,,,
323-U1340A-20H-CC-PAL-NANNO31   ,323,U1340,A,20,20-CC,H,CC,PAL,NANNO31   ,0,0,184.72,184.72,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-21H-CC-PAL-NANNO54   ,323,U1340,A,21,21-CC,H,CC,PAL,NANNO54   ,0,0,185.61,185.61,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-21H-CC-W,323,U1340,A,21,21-CC,H,CC,W,,0,0.00189999997615814,185.52,185.52,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-23H-CC-PAL-NANNO15   ,323,U1340,A,23,23-CC,H,CC,PAL,NANNO15   ,0,0,196.34,196.34,G [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,R [323_Na],,,,,,,,,,,,"rwk specimens Paleocene (Crucioplacolithus spp., R. umbilica), Miocene (C. miopelagicus)"
323-U1340A-24H-CC-NANNO20   ,323,U1340,A,24,24-CC,H,CC,NANNO20,,0,0,205.97,205.97,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-25H-CC-PAL-NANNO24   ,323,U1340,A,25,25-CC,H,CC,PAL,NANNO24   ,0,0,215.6,215.6,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-26H-CC-PAL-NANNO29   ,323,U1340,A,26,26-CC,H,CC,PAL,NANNO29   ,0,0,225.13,225.13,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-27H-CC-PAL-NANNO7    ,323,U1340,A,27,27-CC,H,CC,PAL,NANNO7    ,0,0,234.62,234.62,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-28H-CC-PAL-NANNO39   ,323,U1340,A,28,28-CC,H,CC,PAL,NANNO39   ,0,0,243.98,243.98,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-29H-CC-PAL-NANNO29   ,323,U1340,A,29,29-CC,H,CC,PAL,NANNO29   ,0,0,253.51,253.51,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-30H-CC-PAL-NANNO34   ,323,U1340,A,30,30-CC,H,CC,PAL,NANNO34   ,0,0,263.06,263.06,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-31H-CC-PAL-NANNO10   ,323,U1340,A,31,31-CC,H,CC,PAL,NANNO10   ,0,0,272.57,272.57,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-32H-CC-PAL-NANNO82   ,323,U1340,A,32,32-CC,H,CC,PAL,NANNO82   ,0,0,282.07,282.07,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-33H-CC-PAL-NANNO8    ,323,U1340,A,33,33-CC,H,CC,PAL,NANNO8    ,0,0,291.66,291.66,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-34H-CC-PAL13-NANNO79   ,323,U1340,A,34,34-CC,H,CC,PAL13,NANNO79   ,0,0,300.36,300.36,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-35H-CC-PAL-NANNO84   ,323,U1340,A,35,35-CC,H,CC,PAL,NANNO84   ,0,0,310.58,310.58,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-36H-CC-PAL-NANNO61   ,323,U1340,A,36,36-CC,H,CC,PAL,NANNO61   ,0,0,318.2,318.2,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-37H-CC-PAL-NANNO66   ,323,U1340,A,37,37-CC,H,CC,PAL,NANNO66   ,0,0,327.26,327.26,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-38H-CC-PAL-NANNO71   ,323,U1340,A,38,38-CC,H,CC,PAL,NANNO71   ,0,0,333.45,333.45,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-42H-CC-PAL-NANNO53   ,323,U1340,A,42,42-CC,H,CC,PAL,NANNO53   ,0,0,358.58,358.58,M [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"specimens show moderate to severe etching, all small size"
323-U1340A-43X-CC-PAL-NANNO63   ,323,U1340,A,43,43-CC,X,CC,PAL,NANNO63   ,0,0,358.7,358.7,M [323_Na],F [323_Na],,,,,,,,,,,,F [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"specimens show moderate to severe etching, all small size"
323-U1340A-44X-CC-PAL-NANNO8    ,323,U1340,A,44,44-CC,X,CC,PAL,NANNO8    ,0,0,365.09,365.09,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-45X-CC-PAL-NANNO15   ,323,U1340,A,45,45-CC,X,CC,PAL,NANNO15   ,0,0,374.64,374.64,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-46X-CC-PAL-NANNO20   ,323,U1340,A,46,46-CC,X,CC,PAL,NANNO20   ,0,0,386.71,386.71,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-47X-CC-PAL-NANNO25   ,323,U1340,A,47,47-CC,X,CC,PAL,NANNO25   ,0,0,399.41,399.41,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-48X-CC-PAL-NANNO30   ,323,U1340,A,48,48-CC,X,CC,PAL,NANNO30   ,0,0,409.22,409.22,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-49X-CC-PAL-NANNO69   ,323,U1340,A,49,49-CC,X,CC,PAL,NANNO69   ,0,0,417.96,417.96,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-50X-CC-PAL-NANNO74   ,323,U1340,A,50,50-CC,X,CC,PAL,NANNO74   ,0,0,425.06,425.06,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-51X-CC-PAL-NANNO79   ,323,U1340,A,51,51-CC,X,CC,PAL,NANNO79   ,0,0,435.51,435.51,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-52X-CC-PAL-NANNO84   ,323,U1340,A,52,52-CC,X,CC,PAL,NANNO84   ,0,0,447.68,447.68,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-53X-CC-PAL-NANNO89   ,323,U1340,A,53,53-CC,X,CC,PAL,NANNO89   ,0,0,457.62,457.62,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-54X-CC-PAL-NANNO71   ,323,U1340,A,54,54-CC,X,CC,PAL,NANNO71   ,0,0,457.72,457.72,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-55X-CC-PAL-NANNO76   ,323,U1340,A,55,55-CC,X,CC,PAL,NANNO76   ,0,0,476.23,476.23,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-56X-CC-PAL-NANNO81   ,323,U1340,A,56,56-CC,X,CC,PAL,NANNO81   ,0,0,486.08,486.08,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-57X-CC-PAL-NANNO86   ,323,U1340,A,57,57-CC,X,CC,PAL,NANNO86   ,0,0,492.82,492.82,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-58X-CC-PAL-NANNO91   ,323,U1340,A,58,58-CC,X,CC,PAL,NANNO91   ,0,0,495.9,495.9,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1340A-59X-CC-PAL-NANNO93   ,323,U1340,A,59,59-CC,X,CC,PAL,NANNO93   ,0,0,515.1,515.1,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
