Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens, Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data
342-U1408A-13H-4-W 56/56-NANNO,342,U1408,A,13,13-4,H,4,W,56/56-NANNO,0,0,113.86,113.86,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)","T Nannotetrina spp. ( Gradstein et al., 2012)",,,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,F,F,,R,,,R,,F,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,F,R,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,R,,,,F,,
342-U1408A-13H-CC-PAL,342,U1408,A,13,13-CC,H,CC,PAL,,0,6,118.81,118.87,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-14H-CC-PAL,342,U1408,A,14,14-CC,H,CC,PAL,,0,5,128.17,128.22,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)","B Reticulofenestra reticulata ( Gradstein et al., 2012)",G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-15H-2-W 100/102-FORAM,342,U1408,A,15,15-2,H,2,W,100/102-FORAM,0,2,130.3,130.32,NP15c,"NP15c (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,-,,R,?1,,F,,,F,,F,R,F,,,,,,,,,,F,F,,,,F,F,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,
342-U1408A-15H-CC-PAL,342,U1408,A,15,15-CC,H,CC,PAL,,0,7,137.57,137.64,NP15c,"NP15c (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,1,,R,1,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-16H-7-PAL,342,U1408,A,16,16-7,H,7,PAL,,0,18,145,145.18,NP15c,"NP15c (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-17H-3-W 75/75-NANNO,342,U1408,A,17,17-3,H,3,W,75/75-NANNO,0,0,150.55,150.55,NP15c,"NP15c (Gradstein et al., 2012)",,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-17H-5-W 110/112-FORAM,342,U1408,A,17,17-5,H,5,W,110/112-FORAM,0,2,153.9,153.92,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)","T Chiasmolithus gigas ( Gradstein et al., 2012)",M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,R,?1,?,F,cf.,,F,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-17H-7-PAL,342,U1408,A,17,17-7,H,7,PAL,,0,13,155.93,156.06,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,?R,3,F,R,?2,,C,,,F,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-18H-CC-PAL,342,U1408,A,18,18-CC,H,CC,PAL,,0,7,165.78,165.85,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,R,,F,R,?2,,C,,,F,,F,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-19H-CC-PAL,342,U1408,A,19,19-CC,H,CC,PAL,,0,17,175.27,175.44,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,F,F,,,C,,,F,,F,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-22X-2-W 100/102-FORAM,342,U1408,A,22,22-2,X,2,W,100/102-FORAM,0,2,191.3,191.32,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,R,1,F,,,,C,,,F,,F,R,F,,,,,,,,,,R,R,,,,C,F,,,,,,F,,,,F,,,,,,F,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,
342-U1408A-22X-6-W 75/75-NANNO,342,U1408,A,22,22-6,X,6,W,75/75-NANNO,0,0,197.07,197.07,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,R,2,F,,,,C,,,F,,F,R,F,,,,,,,,,,R,R,,,,C,F,,,,,,F,,,,F,,,,,,F,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,
342-U1408A-22X-CC-PAL,342,U1408,A,22,22-CC,X,CC,PAL,,0,5,198.76,198.81,NP15a,"NP15a (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,R,1,1,,,,F,,,F,,F,,F,,,,,,,,,,R,R,,1,,F,F,,,,,,,,,,F,,,,1?,,F,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,F,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,R,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,
342-U1408A-23X-1-W 75/75-NANNO,342,U1408,A,23,23-1,X,1,W,75/75-NANNO,0,0,199.25,199.25,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)","B Chiasmolithus gigas ( Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,1,RR,cf.,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1408A-23X-3-W 75/75-NANNO,342,U1408,A,23,23-3,X,3,W,75/75-NANNO,0,0,202.25,202.25,NP15a,"NP15A (Gradstein et al., 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,2,,,,,F,,,F,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,
342-U1408A-23X-CC-PAL,342,U1408,A,23,23-CC,X,CC,PAL,,0,10,207.72,207.82,NP15a,"NP15a (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,1?,R,1,,,,,F,,,F,,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,F,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,R,F,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,R,,R,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,F,,
342-U1408A-24X-CC-PAL,342,U1408,A,24,24-CC,X,CC,PAL,,0,12,215.82,215.94,NP15a,"NP15a (Gradstein et al., 2012)",,M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,2,,,,,F,,,F,,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,
342-U1408A-25X-4-W 100/102-FORAM,342,U1408,A,25,25-4,X,4,W,100/102-FORAM,0,2,223.2,223.22,NP15a,"NP15A (Gradstein et al., 2012)","B Nannotetrina fulgens ( Gradstein et al., 2012)",M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,R,,R,1,,,,,F,,,F,,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,R,,,,,,,,R,,,,,R,R,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,
342-U1408A-25X-5-W 100/102-FORAM,342,U1408,A,25,25-5,X,5,W,100/102-FORAM,0,2,224.7,224.72,NP14,"NP14 - Discoaster sublodoensis (Gradstein et al., 2012)","B Discoaster sublodoensis (5 rayed) ( Gradstein et al., 2012)",M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,R,R,F,,,,,,,F,,,F,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,cf.,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,F,,,,R,,,,,R,R,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,
342-U1408A-25X-6-W 80/82-FORAM,342,U1408,A,25,25-6,X,6,W,80/82-FORAM,0,2,226,226.02,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,R,F,C,,F,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf.,,,,,,,,C,,
342-U1408A-25X-7-W 30/30-NANNO,342,U1408,A,25,25-7,X,7,W,30/30-NANNO,0,0,226.5,226.5,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,F,F,F,,,,,,,,,,,,,,,,R,F,,R,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,F,,,,,,,C,,
342-U1408A-25X-CC-PAL,342,U1408,A,25,25-CC,X,CC,PAL,,0,10,227.24,227.34,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,P-M,A,R,,C,,,,,,F,F,F,,,-,,-,,,,,,,,,,,,F,,C,,,,,,,,,F,,,-,,-,-,-,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,F,F,,,,,,,,,,,,,,,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,F,,F,,,,,,,C,,
342-U1408A-26X-CC-PAL,342,U1408,A,26,26-CC,X,CC,PAL,,0,9,232.33,232.42,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,P-M,A,R,,C,,,,,,F,F,F,,,C,,R,,,F,C,,,,,C,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,F,,,,,,,,,,,,,,F,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,F,,,,,R,,C,,
342-U1408A-27X-5-W 97/97-NANNO,342,U1408,A,27,27-5,X,5,W,97/97-NANNO,0,0,243.87,243.87,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)","B Discoaster multiradiatus ( Gradstein et al., 2012)",M,A,R,,C,,,,,,R,C,F,,,C,RR,R,,,-,R,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,F,,R,,,,,,,,,,,,,,,,-,R,-,-,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,R,,R,,
342-U1408A-27X-6-W 79/79-NANNO,342,U1408,A,27,27-6,X,6,W,79/79-NANNO,0,0,245.19,245.19,NP7-NP8,,"B Discoaster mohleri ( Gradstein et al., 2012)",M-G,A,R,,C,,,,,,R,C,F,,,C,F,R,,,,-,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,R,,,,,,,,,,,,,R,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,R,,F,,
342-U1408A-27X-CC-PAL,342,U1408,A,27,27-CC,X,CC,PAL,,0,10,246.54,246.64,NP7-NP8,,,R,,C,,,,,,F,C,F,,,C,F,R,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,R,,,,,,
