Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data,Zone name,Zone name (short)
339-U1386A-11H-CC-PAL-FORAM,339,U1386,A,11,11-CC,H,CC,PAL,FORAM,0,5,97.13,97.18,B ,,G ,D ,F ,F ,,,,R ,,,,,P ,P ,,,,P ,,,,,P ,,,,,,,,,,,R ,,,P ,,,,A ,,P ,,,,,,,F ,,,,
339-U1386A-12H-CC-PAL-FORAM,339,U1386,A,12,12-CC,H,CC,PAL,FORAM,0,5,108.69,108.74,B ,,G ,D ,A ,A ,P ,,,F ,,,,,P ,F ,,,,P ,,,,P ,R ,,,,,P ,R ,,,,,P ,,,P ,,,,R ,,F ,,,,,,,P ,,,,
339-U1386A-13H-CC-PAL-FORAM,339,U1386,A,13,13-CC,H,CC,PAL,FORAM,0,5,118.3,118.35,B ,,G ,D ,A ,R ,,,,F ,,,P ,,P ,R ,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,A ,,F ,,,,,,,,,,,
339-U1386A-14H-CC-PAL-FORAM,339,U1386,A,14,14-CC,H,CC,PAL,FORAM,0,5,126.87,126.92,B ,,G ,D ,F ,A ,,P ,R ,F ,P ,,P ,,P ,R ,P ,,,,,P ,,P ,B ,F ,,,,,,,,,,,,,,,,R ,F ,,P ,P ,,,,,,,,,,
339-U1386A-15H-CC-PAL-FORAM,339,U1386,A,15,15-CC,H,CC,PAL,FORAM,0,5,136.96,137.01,B ,,G ,D ,A ,P ,,,,R ,,,,,P ,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,A ,P ,P ,,,,,,,P ,,,,
339-U1386A-16H-CC-PAL-FORAM,339,U1386,A,16,16-CC,H,CC,PAL,FORAM,0,5,143.9,143.95,B ,,M ,A ,A ,P ,,,,,,,,,,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,A ,P ,R ,,,,,,,F ,,,,
339-U1386A-17H-CC-PAL-FORAM,339,U1386,A,17,17-CC,H,CC,PAL,FORAM,0,5,151.59,151.64,B ,,G ,D ,A ,A ,P ,,,F ,,,,,P ,P ,,,,,,,,,P ,,,,,,,,,,,P ,,,R ,,,,A ,,R ,,,,,,,P ,,,,
339-U1386A-18H-CC-PAL-FORAM,339,U1386,A,18,18-CC,H,CC,PAL,FORAM,0,5,160.52,160.57,B ,,G ,D ,F ,P ,,,,R ,,,,P ,,P ,,,,,,,,P ,P ,,,,,,,,,,,P ,,,R ,,,,D ,,R ,,,,,,,P ,,,,
339-U1386A-19H-CC-PAL-FORAM,339,U1386,A,19,19-CC,H,CC,PAL,FORAM,0,5,167.23,167.28,B ,,G ,D ,A ,P ,,,,F ,,,,P ,P ,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,A ,,P ,,,,,,,P ,,,,
339-U1386A-20H-CC-PAL-FORAM,339,U1386,A,20,20-CC,H,CC,PAL,FORAM,0,5,178,178.05,B ,,G ,D ,A ,P ,,,,F ,,,,,,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,P ,,,,A ,P ,P ,,,,,,,F ,,,,
339-U1386A-21H-CC-PAL-FORAM,339,U1386,A,21,21-CC,H,CC,PAL,FORAM,0,5,183.07,183.12,B ,,M ,D ,F ,P ,,,,R ,,,,,P ,,,,,,,,,P ,P ,,,,,,,,,,,,,,,P ,,,A ,P ,P ,,,,,,,F ,,,,
339-U1386A-22X-CC-PAL-FORAM,339,U1386,A,22,22-CC,X,CC,PAL,FORAM,0,5,188.57,188.62,B ,,G ,D ,A ,A ,,,,R ,,,P ,,P ,,,,,,,,,P ,P ,,,,,,,,,,,,,,P ,,,,A ,,,,,,,,,P ,,,,
339-U1386A-23X-CC-PAL-FORAM,339,U1386,A,23,23-CC,X,CC,PAL,FORAM,0,5,196.22,196.27,B ,,G ,D ,A ,F ,,,,A ,,,,,P ,,,,,,,,,P ,P ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,P ,,,,
339-U1386A-24X-CC-PAL-FORAM,339,U1386,A,24,24-CC,X,CC,PAL,FORAM,0,5,205.33,205.38,B ,,M ,D ,A ,R ,,,,F ,,,,,P ,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,R ,P ,,,,,,,R ,,,,
339-U1386A-26X-CC-PAL-FORAM,339,U1386,A,26,26-CC,X,CC,PAL,FORAM,0,5,224.53,224.58,B ,,G ,D ,F ,,,,,F ,,,,,P ,,,,,P ,,,,,,,,,,,,,,,,P ,,,,,,,F ,F ,F ,,,,,,,F ,,,,
339-U1386A-27X-CC-PAL-FORAM,339,U1386,A,27,27-CC,X,CC,PAL,FORAM,0,5,234.63,234.68,B ,,G ,D ,F ,F ,,R ,,P ,,,,,R ,P ,,,,,,,,,,,,,,,,,,,,P ,,,,,,,F ,F ,F ,,,,,,,,,,,
339-U1386A-28X-CC-PAL-FORAM,339,U1386,A,28,28-CC,X,CC,PAL,FORAM,0,5,244.37,244.42,B ,,G ,D ,F ,R ,,,,A ,,,R ,F ,F ,,,,,,,,,P ,P ,,,,,,,,,,,R ,,,,,,,A ,,F ,,,,,,,R ,,,,
339-U1386A-29X-CC-PAL-FORAM,339,U1386,A,29,29-CC,X,CC,PAL,FORAM,0,5,253.72,253.77,B ,,M ,A ,A ,R ,,,,F ,,,P ,P ,F ,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,A ,P ,F ,,,,,,,,,,,
339-U1386A-30X-CC-PAL-FORAM,339,U1386,A,30,30-CC,X,CC,PAL,FORAM,0,5,263.5,263.55,B ,,G ,D ,F ,F ,,,,A ,,,,,R ,P ,,,,,,,,,,,,,,,,,,,,R ,,,,,,,F ,F ,F ,,,,,,,R ,,,,
339-U1386A-31X-CC-PAL-FORAM,339,U1386,A,31,31-CC,X,CC,PAL,FORAM,0,5,273.41,273.46,B ,,G ,D ,A ,R ,,,,R ,,,,,R ,,,,,,,,,,,,,,,,,,,,,R ,P ,,,,,,A ,R ,R ,,,,,,,,,,,
339-U1386A-32X-CC-PAL-FORAM,339,U1386,A,32,32-CC,X,CC,PAL,FORAM,0,5,282.61,282.66,B ,,G ,D ,A ,R ,,,,F ,,,P ,,R ,,,,,,,,,,P ,,,,,,,,,,,P ,,,,,,,F ,A ,R ,,,,,,,P ,,,,
339-U1386A-33X-CC-PAL-FORAM,339,U1386,A,33,33-CC,X,CC,PAL,FORAM,0,5,292.17,292.22,B ,,G ,D ,A ,P ,,,,R ,,,,,P ,R ,,,,,,,,P ,,,,,,,,,,,,R ,,,,,,,F ,P ,F ,,,,,,,P ,,,,
339-U1386A-34X-CC-PAL-FORAM,339,U1386,A,34,34-CC,X,CC,PAL,FORAM,0,5,301.67,301.72,B ,,G ,D ,F ,F ,,,,F ,,,,P ,R ,,,,,,,,,P ,,,,,,,,,,,,P ,,,,,,,A ,,F ,,,,,,,P ,,,,
339-U1386A-35X-CC-PAL-FORAM,339,U1386,A,35,35-CC,X,CC,PAL,FORAM,0,5,310.59,310.64,B ,,G ,D ,A ,P ,,,,R ,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,A ,P ,F ,,,,,,,R ,,,,
339-U1386A-36X-CC-PAL-FORAM,339,U1386,A,36,36-CC,X,CC,PAL,FORAM,0,5,320.92,320.97,B ,,G ,A ,A ,R ,,,,R ,,,,P ,R ,,,,,,,P ,,R ,,,,,,,,,,,,,,,,,,,A ,,R ,,,,,,,P ,,,,
339-U1386A-37X-CC-PAL-FORAM,339,U1386,A,37,37-CC,X,CC,PAL,FORAM,0,5,330.1,330.15,B ,,G ,A ,F ,R ,,,,R ,,,,,P ,,,,,,,,,P ,P ,,,,,,,,,,,,,,,,,,R ,D ,R ,,,,,,,P ,,,,
339-U1386A-38X-CC-PAL-FORAM,339,U1386,A,38,38-CC,X,CC,PAL,FORAM,0,5,338.6,338.65,B ,,G ,A ,F ,F ,,,,F ,,,,,,,,,,,,,,P ,P ,P ,,,,,,,,,,,,,,,,,R ,P ,B ,,,,,,,,,,,
339-U1386A-39X-CC-PAL-FORAM,339,U1386,A,39,39-CC,X,CC,PAL,FORAM,0,5,349.42,349.47,B ,,G ,A ,A ,R ,,,,R ,,,,P ,P ,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,A ,F ,P ,,,,,,,P ,,,,
