Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Braarudosphaera bigelowii,Calcidiscus leptoporus (<5 microns),Calcidiscus leptoporus (>8 micron),Calcidiscus leptoporus (5-8 microns),Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus spp. azorinus,Coccolithus pelagicus spp. braarudii,Coccolithus pelagicus ssp. pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster gr. variabilis,Discoaster hamatus,Discoaster intercalaris,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Emiliania huxleyi (<5 microns),Emiliania huxleyi (>5 microns),Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa caribbeanica,medium Gephyrocapsa group,Gephyrocapsa oceanica (>5 micron),Gephyrocapsa oceanica (<5 micron),Gephyrocapsa omega,Gephyrocapsa spp. (<3 microns),Helicosphaera acuta,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera mediterranea,Helicosphaera pavimentum,Helicosphaera sellii,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Minylitha convallis,Oolithotus spp.,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra antarctica,Reticulofenestra asanoi (>6 microns),Reticulofenestra asanoi (<6 microns),Reticulofenestra cisnerosii,Reticulofenestra haqii,Reticulofenestra minuta (<3 microns),Reticulofenestra minuta,Reticulofenestra producta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5-7 microns),Reticulofenestra rotaria,Rhabdosphaera spp.,Scyphosphaera apsteinii,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus neoabies,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,File Data,Zone name,Zone name (short)
339-U1391C-12R-CC-PAL-NANNO,339,U1391,C,12,12-CC,R,CC,PAL,NANNO,0,5,441.6,441.65,M-P ,A ,,,,,,,,F ,,,,,,,,,,F ,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,A ,,,F ,,,,,,F ,,,,,,F ,,,,,C ,A ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-13R-CC-PAL-NANNO,339,U1391,C,13,13-CC,R,CC,PAL,NANNO,0,5,451.12,451.17,M-P ,VA ,,,,,,F ,,F ,R ,,,,,,,,,R ,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,F ,A ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-14R-CC-PAL-NANNO,339,U1391,C,14,14-CC,R,CC,PAL,NANNO,0,5,460.79,460.84,M-P ,VA ,,,,,,,,F ,R ,,,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,C ,A ,,,,,,R ,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-15R-CC-PAL-NANNO,339,U1391,C,15,15-CC,R,CC,PAL,NANNO,0,5,470.31,470.36,G ,VA ,,,,,,R ,,F ,R ,,,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,,C ,,,,F ,C ,A ,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,
339-U1391C-16R-CC-PAL-NANNO,339,U1391,C,16,16-CC,R,CC,PAL,NANNO,0,5,478.47,478.52,G ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,F ,F ,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,R ,C ,,,,,C ,A ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-17R-CC-PAL-NANNO,339,U1391,C,17,17-CC,R,CC,PAL,NANNO,0,5,484.74,484.79,M-P ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,A ,,,F ,,,,,,C ,,,,,R ,F ,,,,,A ,A ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-18R-CC-PAL-NANNO,339,U1391,C,18,18-CC,R,CC,PAL,NANNO,0,9,498.66,498.75,G ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,F ,F ,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,VA ,,,F ,,,,,,C ,,,,,F ,F ,,,,,F ,VA ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-19R-7-PAL-NANNO,339,U1391,C,19,19-7,R,7,PAL,NANNO,0,5,507.9,507.95,G ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,F ,F ,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,A ,,,F ,,,,,,F ,,,,,R ,F ,,,,,C ,A ,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,
339-U1391C-20R-CC-PAL-NANNO,339,U1391,C,20,20-CC,R,CC,PAL,NANNO,0,5,511.47,511.52,G ,VA ,,,,,,,,F ,F ,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,P ,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,A ,A ,,,,,,F ,,,,,,,,,,,,F ,,,,,,F ,,,,
339-U1391C-21R-CC-PAL-NANNO10   ,339,U1391,C,21,21-CC,R,CC,PAL,NANNO10   ,0,5,526.96,527.01,G ,VA ,,,,,,,,F ,F ,,,,,,,,,,F ,F ,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,F ,,,,,,F ,,,,,R ,F ,,,,,C ,C ,,,,,,F ,,,,,,,,,,,,F ,,,,,,F ,,,,
339-U1391C-22R-CC-PAL-NANNO,339,U1391,C,22,22-CC,R,CC,PAL,NANNO,0,5,537.17,537.22,G ,A ,,,,,,,,F ,F ,,,,,,,,,,,C ,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,F ,,,,,,F ,,,,,,F ,,,,,C ,C ,,,,,,F ,,,,,,,,,,,,F ,,,,,,,,,,
339-U1391C-23R-CC-PAL-NANNO,339,U1391,C,23,23-CC,R,CC,PAL,NANNO,0,5,546.89,546.94,G ,VA ,,,,,,,,F ,F ,,,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,,C ,,,,,C ,A ,,,,,,F ,,,,,,,,,,,,R ,,,,,,R ,,,,
339-U1391C-24R-CC-PAL-NANNO,339,U1391,C,24,24-CC,R,CC,PAL,NANNO,0,5,556.57,556.62,M-P ,A ,,,,,,,,,F ,,,,,,,,,,R ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,F ,,,,,,C ,,,,,R ,F ,,,,,C ,C ,,,,R ,,,,,,,,,,,,,,F ,,,,,,C ,,,,
339-U1391C-25R-CC-PAL-NANNO,339,U1391,C,25,25-CC,R,CC,PAL,NANNO,0,5,566.05,566.1,M-P ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,,C ,,,,,,,,R ,,,,,,,,,,,,,R ,,,,,F ,,,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,C ,A ,,,,F ,,,,,,,,,,,,,,F ,,,,,,,,,,
339-U1391C-27R-CC-PAL-NANNO,339,U1391,C,27,27-CC,R,CC,PAL,NANNO,0,5,584.14,584.19,M-P ,VA ,,,,,,F ,,F ,F ,,,,,,,,,,R ,C ,,,,,,,,F ,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,,C ,,,,,C ,C ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-28R-CC-PAL-NANNO,339,U1391,C,28,28-CC,R,CC,PAL,NANNO,0,5,594.8,594.85,M-P ,A ,,,,,,,,F ,F ,,,,,,,,,,F ,C ,,,,,,,,R ,,,,,,,,,,,,,P ,,,,,F ,,,,,,,,,,,,,A ,,,R ,,,,,,R ,,,,,F ,F ,,,,,C ,VA ,,,,,,,F ,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-30R-CC-PAL-NANNO,339,U1391,C,30,30-CC,R,CC,PAL,NANNO,0,3,613.94,613.97,G ,VA ,,,,,,F ,,F ,,,,,,,,,,,F ,C ,,,,,,,,F ,,,,,,,,,,,,,R ,,,,,R ,P ,,P ,,,,,,,,,,A ,,,F ,,,,,,F ,,,,,F ,F ,,,,,C ,A ,,,,F ,,R ,,,,,,,,,,,,F ,,,,,,R ,,,,
339-U1391C-31R-CC-PAL-NANNO,339,U1391,C,31,31-CC,R,CC,PAL,NANNO,0,6,623.39,623.45,M-P ,VA ,,,,,,,F ,F ,F ,,,,,,,,,,F ,C ,,,,,,,,F ,,,,,,,,,,,,,,,,,,F ,R ,,,,,,,,,,,,A ,,,F ,,,,,,F ,,,,,F ,C ,,,,,A ,A ,,,,R ,,,R ,,,,,,,,,,,F ,,,,,,,,,,
339-U1391C-32R-CC-PAL-NANNO,339,U1391,C,32,32-CC,R,CC,PAL,NANNO,0,5,633.29,633.34,M-P ,C ,,,,,,,,F ,R ,,,,,,,,,,R ,F ,,,,,,,,P ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,C ,,,F ,,,,,,F ,,,,,,F ,,,,,C ,C ,,,,,,,,,,,,,,,,,,R ,,,,,,C ,,,,
339-U1391C-33R-6-PAL-NANNO,339,U1391,C,33,33-6,R,6,PAL,NANNO,0,5,641.55,641.6,G ,VA ,,,,,R ,,,F ,F ,,,,,,,,,,R ,C ,,,,,,,,,,,,,,,,,,,,,R ,,,,,F ,R ,,,,,,,,,,,,A ,,,F ,,,,,,F ,,,,,F ,C ,,,,,C ,C ,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-34R-CC-PAL-NANNO,339,U1391,C,34,34-CC,R,CC,PAL,NANNO,0,8,652.03,652.11,G ,VA ,,,,,,,,F ,F ,,,,,,,,,,R ,C ,,,,,,,,,,,,,,,,,,,,,R ,,,,,F ,R ,P ,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,C ,A ,,,,P ,,R ,,,,,,,,,,,,R ,,,,,,,,,,
339-U1391C-36R-CC-PAL-NANNO,339,U1391,C,36,36-CC,R,CC,PAL,NANNO,0,5,670.93,670.98,G ,VA ,,,,,,,,F ,,,,,,,,,,,R ,C ,,,R ,,,,,,,,,,,,,,,,,,,,,,,F ,R ,P ,,,,,,,,,,,VA ,,,F ,,,,,,F ,,,,,F ,C ,,,,,C ,C ,,,,P ,,F ,,,,,,,,,,,,F ,,,,,,,,,,
