Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance, Circodiscus (Porodiscus) circularis, Cycladophora nakasekoi , Cycladophora sakaii, Lithelius barbatus, Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum ,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana ,Cyrtocapsella cornuta ,Cyrtocapsella japonica ,Cyrtocapsella tetrapera ,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda ,Dictyophimus bullatus,Dictyophimus hirundo ,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai ,Giraffospyris angulata ,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis ,Lamprocyclas junonis ,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae ,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii ,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B ,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta ,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica ,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus ,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1420A-57R-1-PAL-RADS,0,2,536.28,536.3,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,57,R,1,PAL
341-U1420A-58R-CC-PAL-RADS,0,5,549.17,549.22,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,58,R,CC,PAL
341-U1420A-59R-CC-PAL-RADS,0,5,559.59,559.64,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,59,R,CC,PAL
341-U1420A-60R-CC-PAL-RADS,0,5,565.54,565.59,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,60,R,CC,PAL
341-U1420A-61R-1-PAL-RADS,0,2,575.03,575.05,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,61,R,1,PAL
341-U1420A-62R-1-PAL-RADS,0,4,585.04,585.08,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,62,R,1,PAL
341-U1420A-63R-CC-PAL-RADS,0,5,601.31,601.36,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,63,R,CC,PAL
341-U1420A-64R-CC-PAL-RADS,0,5,605.54,605.59,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,64,R,CC,PAL
341-U1420A-65R-CC-PAL-RADS,0,5,617.92,617.97,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,65,R,CC,PAL
341-U1420A-66R-CC-PAL-RADS,0,5,626.82,626.87,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,66,R,CC,PAL
341-U1420A-67R-2-PAL-RADS,0,5,634.48,634.53,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,67,R,2,PAL
341-U1420A-68R-CC-PAL-DIAT,0,5,644.73,644.78,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,68,R,CC,PAL
341-U1420A-69R-CC-PAL-RADS,0,5,654.31,654.36,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,69,R,CC,PAL
341-U1420A-70R-CC-PAL-RADS,0,5,662.03,662.08,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,70,R,CC,PAL
341-U1420A-71R-1-PAL-RADS,0,0,672.73,672.73,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,71,R,1,PAL
341-U1420A-73R-CC-PAL-RADS,0,5,692.01,692.06,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,73,R,CC,PAL
341-U1420A-74R-1-PAL-RADS,0,5,701.49,701.54,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,74,R,1,PAL
341-U1420A-75R-1-PAL-RADS,0,3,710.52,710.55,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,75,R,1,PAL
341-U1420A-76R-1-PAL-RADS,0,3,720.15,720.18,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,76,R,1,PAL
341-U1420A-80R-2-W 100/101-RADS,0,1,761.4,761.41,B. aquilonaris [K07],Botyrostrobus aquilonaris,"LO Lychnocanoma nipponica sakaii (Morley et Nigrini, 1995)",P [P28],F [A81],,,,,,,,R,,,,,,,,,,F,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,A,R,,,,,,,,R,,,,,,,,,A,,,C,,,,,,,,,,,R,,,,,,,,,341,U1420,A,80,R,2,W
341-U1420A-80R-CC-PAL-RADS,0,5,767.97,768.02,B. aquilonaris [K07],Botyrostrobus aquilonaris,,P [P28],R [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,80,R,CC,PAL
341-U1420A-81R-CC-PAL-DIAT,0,5,769.73,769.78,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,81,R,CC,PAL
341-U1420A-82R-2-PAL-RADS,0,0,779.84,779.84,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,82,R,2,PAL
341-U1420A-83R-CC-PAL-RADS,0,5,789.63,789.68,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,83,R,CC,PAL
341-U1420A-84R-1-PAL-RADS,0,0,798.66,798.66,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,84,R,1,PAL
341-U1420A-85R-1-PAL-RADS,0,0,807.69,807.69,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,85,R,1,PAL
341-U1420A-86R-CC-PAL-RADS,0,0,821.35,821.35,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,86,R,CC,PAL
341-U1420A-87R-CC-PAL-RADS,0,5,832.79,832.84,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,87,R,CC,PAL
341-U1420A-88R-CC-PAL-RADS,0,0,840.23,840.23,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,88,R,CC,PAL
341-U1420A-89R-1-PAL-RADS,0,0,846.98,846.98,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,89,R,1,PAL
341-U1420A-90R-CC-PAL-RADS,0,5,857.47,857.52,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,90,R,CC,PAL
341-U1420A-91R-CC-PAL-RADS,0,0,867.01,867.01,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,91,R,CC,PAL
341-U1420A-92R-CC-PAL-RADS,0,0,878.75,878.75,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,92,R,CC,PAL
341-U1420A-93R-1-PAL-RADS,0,0,886.44,886.44,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,93,R,1,PAL
341-U1420A-94R-CC-PAL-RADS,0,0,900.26,900.26,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,94,R,CC,PAL
341-U1420A-95R-CC-PAL-RADS,0,0,907.56,907.56,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,95,R,CC,PAL
341-U1420A-96R-CC-PAL-RADS,0,5,916.28,916.33,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,96,R,CC,PAL
341-U1420A-97R-CC-PAL-RADS,0,5,925.64,925.69,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,97,R,CC,PAL
341-U1420A-98R-CC-PAL-RADS,0,5,939.04,939.09,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,98,R,CC,PAL
341-U1420A-99R-CC-PAL-RADS,0,5,946.66,946.71,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,99,R,CC,PAL
341-U1420A-101R-CC-PAL-RADS,0,5,966.08,966.13,,,,,B [A81],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,101,R,CC,PAL
