Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data
339-U1391C-17R-CC-PAL-FORAM,339,U1391,C,17,17-CC,R,CC,PAL,FORAM,0,5,484.74,484.79,,,G ,D ,A ,R ,,,,F ,,P ,,P ,P ,P ,,,,,,,,,R ,,,,,,,,,,,P ,,,,,,,F ,,F ,,,,,,,R ,,
339-U1391C-18R-CC-PAL-FORAM,339,U1391,C,18,18-CC,R,CC,PAL,FORAM,0,9,498.66,498.75,,,G ,D ,A ,,,,,A ,,,,,,,,,,,,,,P ,R ,,,,,,,,,,,F ,P ,,,,,,A ,,F ,,,,,,,P ,,
339-U1391C-19R-7-PAL-FORAM,339,U1391,C,19,19-7,R,7,PAL,FORAM,0,5,507.9,507.95,,,G ,D ,D ,F ,,,,,,,,R ,,,,,R ,,B ,,,,R ,P ,,,,,,,,,,P ,,,,,,,A ,,F ,,,,,,,P ,,
339-U1391C-20R-CC-PAL-FORAM,339,U1391,C,20,20-CC,R,CC,PAL,FORAM,0,5,511.47,511.52,,,G ,D ,A ,R ,,,,,,,,,,,,,R ,,B ,,,P ,A ,,,,,,,,,,,P ,,,P ,,,,A ,,F ,,,,,,,P ,,
339-U1391C-21R-CC-PAL-FORAM,339,U1391,C,21,21-CC,R,CC,PAL,FORAM,0,5,526.96,527.01,,,G ,D ,F ,F ,,,,,,,,R ,,,,,P ,,B ,,,P ,F ,,,,,,,,,,,P ,,,B ,,,,A ,,F ,R ,P ,,,,,P ,,
339-U1391C-22R-CC-PAL-FORAM,339,U1391,C,22,22-CC,R,CC,PAL,FORAM,0,5,537.17,537.22,,,G ,D ,D ,R ,,,,,,,P ,P ,,,,,P ,,B ,,,,R ,,,,,,,,,,,P ,P ,,,,,,F ,,R ,,,,,,,R ,,
339-U1391C-23R-CC-PAL-FORAM,339,U1391,C,23,23-CC,R,CC,PAL,FORAM,0,5,546.89,546.94,,,G ,D ,D ,R ,,,,,,,,F ,,,,,R ,,B ,P ,B ,,A ,,,,,,,,,,,P ,B ,,,,,,F ,,F ,,,,,,,P ,,
339-U1391C-24R-CC-PAL-FORAM,339,U1391,C,24,24-CC,R,CC,PAL,FORAM,0,5,556.57,556.62,,,M ,D ,A ,,,,,,,,,P ,,,,,,,,P ,B ,,R ,,,,,,,,,,,P ,,P ,,,F ,,F ,,R ,,,,,,,P ,,
339-U1391C-25R-CC-PAL-FORAM,339,U1391,C,25,25-CC,R,CC,PAL,FORAM,0,5,566.05,566.1,,,M ,D ,F ,R ,,,,,,,,P ,,,,,,,,P ,B ,P ,F ,,,,,,,,,,R ,P ,,P ,,,,,D ,,R ,,,,,,,P ,,
339-U1391C-27R-CC-PAL-FORAM,339,U1391,C,27,27-CC,R,CC,PAL,FORAM,0,5,584.14,584.19,,,G ,D ,A ,R ,,R ,R ,,,,,R ,,,,,,,P ,B ,,P ,P ,,,,,,,,,,R ,,,P ,,,,,A ,,R ,,,,,,,P ,G. bononiensis morphotype,
339-U1391C-28R-CC-PAL-FORAM,339,U1391,C,28,28-CC,R,CC,PAL,FORAM,0,5,594.8,594.85,,,M ,A ,A ,R ,,R ,R ,,,,,R ,,,,,,,,,,P ,,,,,,,,,,,A ,P ,,B ,P ,,,,R ,,R ,,,,,,,,,
339-U1391C-30R-CC-PAL-FORAM,339,U1391,C,30,30-CC,R,CC,PAL,FORAM,0,3,613.94,613.97,,,G ,A ,A ,R ,,P ,P ,,,,P ,P ,,,,,P ,,,P ,,P ,P ,,,,,,,,,,A ,,,,,,,,R ,,R ,,,,,,,,,
339-U1391C-31R-CC-PAL-FORAM,339,U1391,C,31,31-CC,R,CC,PAL,FORAM,0,6,623.39,623.45,,,G ,D ,A ,R ,,,P ,,,,P ,P ,,,,,F ,,,,,P ,F ,,,,,,,,,,A ,P ,,,,,,,R ,,R ,,,,,,,,,
339-U1391C-32R-1-W 79/81-FORAM,339,U1391,C,32,32-1,R,1,W,79/81-FORAM,0,2,624.19,624.21,,,G ,A ,R ,R ,,,R ,,,,P ,,,,,,A ,,,,,R ,F ,,,,,,,,,,A ,P ,,,,,,,R ,,F ,,,,,,,,,
339-U1391C-32R-3-W 76/78-FORAM,339,U1391,C,32,32-3,R,3,W,76/78-FORAM,0,2,627.15,627.17,,,M ,A ,R ,F ,,,F ,,,,P ,P ,,,,,F ,,,,,,A ,,,,,,,,,,F ,P ,,,,,,,F ,,R ,,,,,,,,,
339-U1391C-32R-6-W 149/151-FORAM,339,U1391,C,32,32-6,R,6,W,149/151-FORAM,0,2,632.38,632.4,,,G ,A ,R ,R ,,,R ,,,,R ,R ,,,,,A ,,,,,,A ,,P ,,,,,,,,F ,,,,,,,,F ,,R ,,,,,,,,,
339-U1391C-32R-CC-PAL-FORAM,339,U1391,C,32,32-CC,R,CC,PAL,FORAM,0,5,633.29,633.34,,,M ,A ,A ,,,,P ,,,R ,R ,,,,,,P ,,,,,,A ,,,,,,,,,,R ,P ,,,,,,,R ,P ,F ,,,,,,,R ,,
339-U1391C-33R-1-W 31/33-FORAM,339,U1391,C,33,33-1,R,1,W,31/33-FORAM,0,2,633.31,633.33,,,G ,D ,,,,,,,,,P ,F ,,,,,F ,,,,,P ,A ,,P ,,,,,,,,F ,P ,,,,,,,F ,,F ,,,,,,,,,
339-U1391C-33R-3-W 53/55-FORAM,339,U1391,C,33,33-3,R,3,W,53/55-FORAM,0,2,636.53,636.55,,,G ,D ,F ,R ,,P ,F ,,,,F ,,,,,,F ,,,,,P ,F ,,,,,,,,,,A ,,,,,,,,A ,,F ,,,,,,,F ,,
339-U1391C-33R-5-W 32/34-FORAM,339,U1391,C,33,33-5,R,5,W,32/34-FORAM,0,2,639.33,639.35,,,G ,D ,R ,P ,,,F ,,,,F ,,,,,,F ,,,,,,A ,,,,,,,,,,R ,P ,,,,,,,F ,,F ,,,,,,,,,
339-U1391C-33R-6-PAL-FORAM,339,U1391,C,33,33-6,R,6,PAL,FORAM,0,5,641.55,641.6,,,G ,D ,F ,F ,,,R ,,,,A ,,,,,,R ,,,,,P ,A ,,P ,,,,,,,,P ,P ,,,,,,,F ,,F ,,,P ,,,,P ,,
339-U1391C-34R-CC-PAL-FORAM,339,U1391,C,34,34-CC,R,CC,PAL,FORAM,0,8,652.03,652.11,,,G ,A ,A ,P ,,,R ,,,,,,,,,,R ,,,,,P ,A ,,P ,A ,,,,,,,F ,P ,,,,,,,R ,P ,F ,,,P ,,,,,,
339-U1391C-36R-CC-PAL-FORAM,339,U1391,C,36,36-CC,R,CC,PAL,FORAM,0,5,670.93,670.98,,,G ,A ,A ,R ,,,R ,,,,,R ,,,,,A ,,,,,,A ,,,,,,,,,,,P ,,,,,,,F ,,F ,,,P ,,,,,,
