Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance, Circodiscus (Porodiscus) circularis, Cycladophora nakasekoi , Cycladophora sakaii, Lithelius barbatus, Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum ,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana ,Cyrtocapsella cornuta ,Cyrtocapsella japonica ,Cyrtocapsella tetrapera ,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda ,Dictyophimus bullatus,Dictyophimus hirundo ,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai ,Giraffospyris angulata ,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis ,Lamprocyclas junonis ,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae ,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii ,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B ,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta ,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica ,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus ,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
341-U1418D-12H-CC-PAL-RADS,0,5,106.15,106.2,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,12,H,CC,PAL,RADS
341-U1418D-13H-CC-PAL-RADS,0,5,115.25,115.3,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,13,H,CC,PAL,RADS
341-U1418D-14H-CC-PAL-RADS,0,5,123.76,123.81,B. aquilonaris,Botyrostrobus aquilonaris,,P,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,14,H,CC,PAL,RADS
341-U1418D-15H-CC-PAL-RADS,0,5,132.08,132.13,B. aquilonaris,Botyrostrobus aquilonaris,,P,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,15,H,CC,PAL,RADS
341-U1418D-16H-CC-PAL-RADS,0,5,141.87,141.92,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,16,H,CC,PAL,RADS
341-U1418D-17H-CC-PAL-RADS,0,5,151.13,151.18,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,17,H,CC,PAL,RADS
341-U1418D-18H-CC-PAL-RADS,0,5,161.01,161.06,B. aquilonaris,Botyrostrobus aquilonaris,,G,A,,,,,,,,F,R,,,,,A,,,,A,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,R,,,,,C,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,18,H,CC,PAL,RADS
341-U1418D-19H-CC-PAL-RADS,0,9,170.23,170.32,B. aquilonaris,Botyrostrobus aquilonaris,,G,A,,,,,,,,C,C,,,,,C,,,,A,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,,,C,F,,,,,,,,R,,,,C,,,,,R,C,R,C,,,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,CC,PAL,RADS
341-U1418D-20H-CC-PAL-RADS,0,5,180.46,180.51,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,20,H,CC,PAL,RADS
341-U1418D-21H-7-PAL-RADS,0,10,188.99,189.09,B. aquilonaris,Botyrostrobus aquilonaris,,G,A,,,,,,,,A,R,,,,,,,,,C,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,R,,,,,R,R,,,,,,,,,,,,C,,,,R,A,C,C,R,,,,,,,,,,,,,,,,,,,,341,U1418,D,21,H,7,PAL,RADS
341-U1418D-22H-5-PAL-RADS,0,5,196.23,196.28,B. aquilonaris,Botyrostrobus aquilonaris,,G,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,22,H,5,PAL,RADS
341-U1418D-23H-5-PAL-RADS,0,5,203.77,203.82,B. aquilonaris,Botyrostrobus aquilonaris,,G,A,,,,,,,,R,F,,,,,,,,,C,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,F,A,,,,,,,,,,,,C,,,,,,C,R,C,,,,,,,,,,,F,,,,,,,,,341,U1418,D,23,H,5,PAL,RADS
341-U1418D-24H-CC-PAL-RADS,0,5,211.84,211.89,B. aquilonaris,Botyrostrobus aquilonaris,,P,F,,,,,,,,R,R,,,,,,,,,R,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,24,H,CC,PAL,RADS
341-U1418D-25H-6-PAL-RADS,0,10,220.58,220.68,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,,R,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,25,H,6,PAL,RADS
341-U1418D-26H-CC-PAL-RADS,0,5,229.98,230.03,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,26,H,CC,PAL,RADS
341-U1418D-27H-CC-PAL-RADS,0,5,234.71,234.76,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,27,H,CC,PAL,RADS
341-U1418D-28H-CC-PAL-RADS,0,5,239.41,239.46,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,28,H,CC,PAL,RADS
341-U1418D-29H-CC-PAL-RADS,0,5,244.33,244.38,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,29,H,CC,PAL,RADS
341-U1418D-30H-CC-PAL-RADS,0,5,248.58,248.63,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,30,H,CC,PAL,RADS
341-U1418D-31H-CC-PAL-RADS,0,5,253.69,253.74,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,31,H,CC,PAL,RADS
341-U1418D-32H-CC-DIAT,0,5,257.13,257.18,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,32,H,CC,DIAT,
341-U1418D-33X-CC-PAL-RADS,0,5,260.78,260.83,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,33,X,CC,PAL,RADS
341-U1418D-34X-CC-PAL-RADS,0,5,271.73,271.78,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,34,X,CC,PAL,RADS
341-U1418D-35X-CC-PAL-RADS,0,5,284.09,284.14,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,35,X,CC,PAL,RADS
341-U1418D-36X-CC-PAL-RADS,0,5,291.53,291.58,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,36,X,CC,PAL,RADS
