Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Rugoglobigerina rugosa,Pseudoguembelina excolata,Pseudoguembelina costulata,Globotruncanita stuartiformis,Globotruncanita stuarti,Globotruncanella pschadae,Globotruncanella havanensis,Globotruncana ventricosa,Globotruncana rosetta,Globotruncana orientalis,Globotruncana linneiana,Globotruncana lapparenti,Globotruncana bulloides,Globotruncana arca,Globotruncana aegyptiaca,Contusotruncana plummerae,Contusotruncana fornicata,Rugoglobigerina reicheli,Rugoglobigerina hexacamerata,Pseudotextularia elegans,Heterohelix striata,Heterohelix rajagopalani,Heterohelix punctulata,Heterohelix pulchra,Heterohelix globulosa,Hedbergella holmdelensis,Gublerina acuta,Globotruncanita atlantica,Globigerinelloides subcarinatus,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Globigerinelloides alvarezi,Contusotruncana patelliformis,Archaeoglobigerina cretacea,Archaeoglobigerina blowi,Schackoina multispinata,Rugotruncana subpennyi,Rugotruncana subcircumnodifer,Heterohelix palpebra,Globotruncanita conica,Globotruncanella petaloidea,Globotruncanella minuta,Globotruncana falsostuarti,Ventilabrella eggeri,Schackoina sp.,Planoglobulina carseyae,Gublerina cuvillieri,Globotruncanita pettersi,Globotruncana dupeublei,Heterohelix navarroensis,Hedbergella monmouthensis,Globotruncanita elevata,Abathomphalus intermedius,Planoglobulina multicamerata,Planoglobulina acervulinoides,Gansserina wiedenmayeri,Contusotruncana walfischensis,Contusotruncana contusa,Trinitella scotti,Rugoglobigerina macrocephala,Abathomphalus mayaroensis,Racemiguembelina fructicosa,Zeaglobigerina nepenthes,Zeaglobigerina microstoma,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis kochi,Orbulina universa,Orbulina suturalis,Globorotalia miozea,Globoquadrina dehiscens,Globigerina venezuelana,Tenuitella neoclemenciae,Globigerinita uvula,Globigerina bulloides,Dentoglobigerina larmeui,Orbulina bilobata,Globorotalia scitula,Globigerinita glutinata,Zeaglobigerina woodi,Paragloborotalia laccadivensis,Globorotalia conoidea,Globigerinoides bollii,Globigerinita parkerae,Globigerina quinqueloba,Globorotalia merotumida,Neogloboquadrina pachyderma,Globigerinoides trilobus,Globigerinoides quadrilobatus,Globigerinita juvenilis,Globigerinoides seigliei,Globigerinoides ruber,Zeaglobigerina decoraperta,Sphaeroidinellopsis paenedehiscens/dehiscens,Globorotalia tumida,Globorotalia plesiotumida,Globorotalia menardii,Globigerinoides obliquus,Globigerinoides extremus,Neogloboquadrina pseudopachyderma,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Tenuitella anfracta,Globorotaloides pseudofoliatus,Globorotalia margaritae primitivae,Globigerinoides conglobatus,Dentoglobigerina altispira altispira,Globigerinella obesa,Globigerina falconensis,Pulleniatina primalis,Pulleniatina obliquiloculata,Globorotalia margaritae,Globigerina bulbosa,Zeaglobigerina incisa,Globorotalia margaritae evoluta,Globorotalia conomiozea,Globorotalia exilis,Globorotalia crassaformis,Sphaeroidinella dehiscens,Neogloboquadrina pseudopima,Globorotalia puncticulata,Globigerinella siphonifera,Streptochilus pristinum,Globigerinoides sacculifer,Beella praedigitata,Globorotalia tumida flexuosa,Globigerina conglomerata,Globorotalia crassaformis ronda,Globorotalia sp.,Turborotalita humilis,Globorotalia inflata,Globigerina eamesi,Truncorotalia tosaensis tosaensis,Truncorotalia tosaensis tenuitheca,Protentella spp.,Neogloboquadrina dutertrei,Globorotaloides hexagonus,Globorotalia hirsuta,Globigerinoides elongatus,Globigerinoides cyclostomus,Sphaeroidinella dehiscens excavata,Globorotalia crassaformis oceanica,Pulleniatina praecursor,Globorotalia theyeri,Globorotalia crassula,Globorotalia crassaformis viola,Tenuitellinata iota,Pulleniatina finalis,Globigerinoides tenellus,Candeina nitida,Truncorotalia truncatulinoides,Globigerinoides pyramidalis,Globigerinoides gomitulus,Globigerina calida,Neogloboquadrina eggeri,Turborotalita rubescens,Beella digitata,Truncorotalia truncatulinoides excelsa,Globigerina palpebra,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 5,  25.00,    122.6500,Premoli Silva,Planktonic Foraminifers                      ,F/C            ,P/M               ,F/C                   ,R                        ,F                         ,F                            ,F                      ,R                        ,F                          ,R                       ,C                    ,C                       ,F/C                    ,R                       ,F/C                    ,C                 ,R                       ,R/F                      ,F/C                      ,R                       ,R/F                         ,R                       ,F                  ,F                       ,R                     ,R                  ,F                    ,                        ,R              ,                         ,R/F                            ,                                   ,R                          ,F/C                        ,F                            ,                           ,                        ,                       ,R                     ,R/F                          ,                    ,                      ,F                          ,                       ,R                         ,                    ,              ,VR                     ,VR                  ,                        ,                       ,                        ,                         ,                       ,                         ,F                           ,R                            ,                       ,                             ,cf                     ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 5,  75.00,    123.1500,Premoli Silva,Planktonic Foraminifers                      ,F/C            ,P/M               ,C                     ,F/C                      ,F/C                       ,F/C                          ,F/C                    ,VR                       ,F/C                        ,F                       ,C                    ,C                       ,F                      ,                        ,F                      ,C                 ,                        ,R                        ,C                        ,R                       ,R                           ,VR                      ,F                  ,F                       ,F                     ,R                  ,R/F                  ,                        ,R/F            ,                         ,R                              ,                                   ,R                          ,F                          ,F                            ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,F/C                        ,                       ,                          ,                    ,              ,VR                     ,                    ,                        ,                       ,                        ,                         ,                       ,VR                       ,R/F                         ,R                            ,                       ,R                            ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 5, 125.00,    123.6500,Premoli Silva,Planktonic Foraminifers                      ,R              ,P                 ,F                     ,F/C                      ,F/C                       ,VR                           ,                       ,R                        ,F                          ,                        ,R                    ,R                       ,R                      ,                        ,                       ,C                 ,                        ,R                        ,C                        ,VR                      ,                            ,                        ,R                  ,R                       ,C                     ,                   ,R                    ,                        ,               ,                         ,F                              ,                                   ,R                          ,                           ,                             ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,F                          ,                       ,                          ,                    ,              ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,R                        ,                            ,                             ,VR                     ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 6,  25.00,    124.1500,Premoli Silva,Planktonic Foraminifers                      ,R/F            ,P/M               ,VR                    ,R/F                      ,F                         ,R                            ,                       ,R                        ,R                          ,R                       ,R                    ,R                       ,R                      ,R                       ,R                      ,R                 ,                        ,VR                       ,R/F                      ,                        ,                            ,VR                      ,R                  ,R                       ,R                     ,F                  ,R                    ,F                       ,               ,                         ,F/C                            ,                                   ,F                          ,R                          ,                             ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,R                          ,                       ,                          ,                    ,              ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,cf                       ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 6,  75.00,    124.6500,Premoli Silva,Planktonic Foraminifers                      ,R              ,P                 ,VR                    ,R                        ,                          ,?                            ,?                      ,VR                       ,R                          ,                        ,R                    ,R                       ,C                      ,                        ,VR                     ,F/C               ,                        ,VR                       ,R                        ,                        ,                            ,                        ,                   ,                        ,                      ,R                  ,                     ,VR                      ,               ,                         ,C                              ,                                   ,R/F                        ,R                          ,                             ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,                           ,                       ,                          ,                    ,VR            ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,VR                       ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 6, 125.00,    125.1500,Premoli Silva,Planktonic Foraminifers                      ,F              ,P/M               ,F/C                   ,F/C                      ,F                         ,R/F                          ,R/F                    ,R/F                      ,                           ,                        ,R                    ,R                       ,R/F                    ,                        ,F/C                    ,F/C               ,VR                      ,R                        ,C                        ,R                       ,R                           ,VR                      ,R/F                ,F                       ,R                     ,                   ,R                    ,R                       ,               ,                         ,F/C                            ,                                   ,R/F                        ,F                          ,F                            ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,R                          ,                       ,                          ,                    ,              ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,                         ,                            ,VR                           ,VR                     ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H, 7,  25.00,    125.6500,Premoli Silva,Planktonic Foraminifers                      ,R/F            ,P/M               ,F/C                   ,F                        ,R/F                       ,R/F                          ,R                      ,R/F                      ,R                          ,                        ,R/F                  ,R/F                     ,F                      ,VR                      ,R                      ,F/C               ,                        ,R                        ,C                        ,R/F                     ,R                           ,VR                      ,R/F                ,F                       ,F                     ,R                  ,R/F                  ,R                       ,R              ,                         ,F/C                            ,                                   ,R                          ,F                          ,F                            ,                           ,                        ,                       ,VR                    ,VR                           ,                    ,                      ,R                          ,                       ,                          ,                    ,              ,                       ,                    ,VR                      ,                       ,                        ,                         ,                       ,cf                       ,VR                          ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 14,H,CC,  13.00,    126.2600,Premoli Silva,Planktonic Foraminifers                      ,F              ,P/M               ,F                     ,R                        ,C                         ,F                            ,F                      ,R                        ,R                          ,                        ,F                    ,F                       ,F                      ,                        ,F                      ,C                 ,R                       ,R                        ,C                        ,VR                      ,R                           ,F                       ,F                  ,F                       ,R                     ,                   ,F                    ,                        ,               ,                         ,F                              ,                                   ,R                          ,F                          ,R/F                          ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,R                          ,                       ,                          ,                    ,              ,                       ,R                   ,                        ,                       ,                        ,                         ,                       ,?                        ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 15,H, 1,  60.00,    126.5000,Premoli Silva,Planktonic Foraminifers                      ,F              ,P/M               ,F                     ,F                        ,F                         ,R                            ,VR                     ,R/F                      ,R                          ,                        ,F                    ,R                       ,F/C                    ,                        ,F                      ,F/C               ,VR                      ,VR                       ,C                        ,VR                      ,R                           ,R                       ,F                  ,R                       ,F                     ,                   ,R/F                  ,R                       ,               ,                         ,F                              ,                                   ,R                          ,F                          ,R                            ,                           ,                        ,                       ,                      ,VR                           ,                    ,                      ,R                          ,                       ,                          ,                    ,              ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,R                        ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 15,H, 1, 119.00,    127.0900,Premoli Silva,Planktonic Foraminifers                      ,F              ,P/M               ,F/C                   ,F/C                      ,F                         ,F                            ,R/F                    ,F                        ,R                          ,R                       ,F/C                  ,F/C                     ,F                      ,R                       ,F/C                    ,C                 ,R                       ,F/C                      ,C                        ,R                       ,F                           ,R/F                     ,F/C                ,F/C                     ,F                     ,R/F                ,R/F                  ,R                       ,F              ,                         ,F/C                            ,                                   ,R                          ,F/C                        ,F                            ,                           ,                        ,                       ,R                     ,R                            ,                    ,                      ,R                          ,VR                     ,R                         ,                    ,              ,                       ,                    ,                        ,                       ,F                       ,                         ,                       ,VR                       ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,KS30              ,              ,132, 810,C, 15,H,CC,  15.00,    135.7200,Premoli Silva,Planktonic Foraminifers                      ,A              ,M                 ,R                     ,F                        ,C                         ,C/A                          ,F/C                    ,F/C                      ,F                          ,F                       ,F                    ,F                       ,F                      ,F                       ,C                      ,C                 ,R                       ,F                        ,C/A                      ,                        ,                            ,                        ,                   ,                        ,                      ,                   ,                     ,                        ,               ,                         ,                               ,                                   ,                           ,                           ,                             ,                           ,                        ,                       ,                      ,                             ,                    ,                      ,                           ,                       ,                          ,                    ,              ,                       ,                    ,                        ,                       ,                        ,                         ,                       ,                         ,                            ,                             ,                       ,                             ,                       ,                 ,                            ,                         ,                           ,                        ,                         ,                              ,                                  ,                         ,                 ,                  ,                   ,                       ,                       ,                        ,                   ,                     ,                        ,                 ,                    ,                       ,                    ,                              ,                     ,                      ,                      ,                       ,                       ,                           ,                        ,                             ,                       ,                        ,                     ,                          ,                                            ,                   ,                         ,                     ,                        ,                        ,                                 ,                         ,                            ,                   ,                              ,                                  ,                           ,                                    ,                    ,                       ,                     ,                            ,                       ,                   ,                     ,                               ,                       ,                   ,                         ,                         ,                           ,                         ,                          ,                       ,                          ,                   ,                            ,                        ,                               ,                ,                     ,                    ,                  ,                                 ,                                  ,                ,                          ,                         ,                    ,                         ,                           ,                                  ,                                  ,                       ,                    ,                     ,                               ,                   ,                    ,                        ,               ,                              ,                           ,                         ,                  ,                       ,                       ,               ,                                      ,                    ,from 132SR. Chapter 2. Figure 9. page 23.
