Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus
320-U1331A-7H-1-W 30/30-NANNO,320,U1331,A,7,7-1,H,1,W,30/30-NANNO,0,0,53,53,"TDJ - NP17, no bisecta, no bifax, common large umbilicus",M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-2-W 30/30-NANNO,320,U1331,A,7,7-2,H,2,W,30/30-NANNO,0,0,54.5,54.5,"TDJ - NP17,  no bisecta, no bifax, common large umbilicus",P [320_N],F [320_Ng],,,,,,R [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-3-W 30/30-NANNO,320,U1331,A,7,7-3,H,3,W,30/30-NANNO,0,0,56,56,TDJ - barren. rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-4-W 30/30-NANNO,320,U1331,A,7,7-4,H,4,W,30/30-NANNO,0,0,57.5,57.5,TDJ - barren. rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-5-W 30/30-NANNO,320,U1331,A,7,7-5,H,5,W,30/30-NANNO,0,0,59,59,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-6-W 30/30-NANNO,320,U1331,A,7,7-6,H,6,W,30/30-NANNO,0,0,60.5,60.5,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-7-W 30/30-NANNO,320,U1331,A,7,7-7,H,7,W,30/30-NANNO,0,0,62,62,TDJ - barren. diatom and rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-7H-CC-PAL,320,U1331,A,7,7-CC,H,CC,PAL,,0,0,62.6,62.6,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-8H-1-W 50/50-NANNO,320,U1331,A,8,8-1,H,1,W,50/50-NANNO,0,0,62.7,62.7,TDJ - barren. 2 very etched retic. Placoliths,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-8H-3-W 50/50-NANNO,320,U1331,A,8,8-3,H,3,W,50/50-NANNO,0,0,65.7,65.7,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-8H-5-W 50/50-NANNO,320,U1331,A,8,8-5,H,5,W,50/50-NANNO,0,0,68.7,68.7,TDJ - barren. rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-8H-6-W 50/50-NANNO,320,U1331,A,8,8-6,H,6,W,50/50-NANNO,0,0,70.2,70.2,"TDJ - uNP16 solitus, bifax & umbilicus present",M [320_N],A [320_Ng],,,,,,,,,R [320_Ns],,,,,,R [320_Ns],,,R [320_Ns],,F [320_Ns],C [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331A-8H-7-W 50/50-NANNO,320,U1331,A,8,8-7,H,7,W,50/50-NANNO,0,0,71.7,71.7,TDJ - uNP16 bifax & umbilicus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331A-8H-CC-PAL,320,U1331,A,8,8-CC,H,CC,PAL,,0,0,72.17,72.17,"PB - u NP16 R. umb, D. bifax, C. solitus",M [320_N],A [320_Ng],,,,R [320_Ns],,,,,,,,R [320_Ns],,,R [320_Ns],,,,,F [320_Ns],R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-1-W 140/140-NANNO,320,U1331,A,9,9-1,H,1,W,140/140-NANNO,0,0,73.1,73.1,TDJ - barren. rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-2-W 60/60-NANNO,320,U1331,A,9,9-2,H,2,W,60/60-NANNO,0,0,73.8,73.8,TDJ - barren. rad. Ooze,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-3-W 60/60-NANNO,320,U1331,A,9,9-3,H,3,W,60/60-NANNO,0,0,75.3,75.3,"TDJ - u NP16 R. umb, D. bifax",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-4-W 60/60-NANNO,320,U1331,A,9,9-4,H,4,W,60/60-NANNO,0,0,76.8,76.8,"TDJ - u NP16 R. umb, D. bifax",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-5-W 60/60-NANNO,320,U1331,A,9,9-5,H,5,W,60/60-NANNO,0,0,78.3,78.3,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-6-W 60/60-NANNO,320,U1331,A,9,9-6,H,6,W,60/60-NANNO,0,0,79.8,79.8,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-7-W 60/60-NANNO,320,U1331,A,9,9-7,H,7,W,60/60-NANNO,0,0,81.3,81.3,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-9H-CC-PAL,320,U1331,A,9,9-CC,H,CC,PAL,,0,0,81.61,81.61,"PB - u NP16 R. umb, D. bifax, C. solitus",M [320_N],A [320_Ng],,,,R [320_Ns],,R [320_Ns],,,R [320_Ns],,,R [320_Ns],,,F [320_Ns],,,,,C [320_Ns],R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-1-W 110/110-NANNO,320,U1331,A,10,10-1,H,1,W,110/110-NANNO,0,0,82.3,82.3,TDJ - uNP16,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-2-W 90/90-NANNO,320,U1331,A,10,10-2,H,2,W,90/90-NANNO,0,0,83.6,83.6,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-3-W 90/90-NANNO,320,U1331,A,10,10-3,H,3,W,90/90-NANNO,0,0,85.1,85.1,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-4-W 90/90-NANNO,320,U1331,A,10,10-4,H,4,W,90/90-NANNO,0,0,86.6,86.6,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-5-W 90/90-NANNO,320,U1331,A,10,10-5,H,5,W,90/90-NANNO,0,0,88.1,88.1,TDJ - uNP16,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-6-W 90/90-NANNO,320,U1331,A,10,10-6,H,6,W,90/90-NANNO,0,0,89.6,89.6,TDJ - uNP16,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-7-W 45/45-NANNO,320,U1331,A,10,10-7,H,7,W,45/45-NANNO,0,0,90.15,90.15,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-7-W 55/55-NANNO,320,U1331,A,10,10-7,H,7,W,55/55-NANNO,0,0,90.25,90.25,TDJ - uNP16,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-10H-CC-PAL,320,U1331,A,10,10-CC,H,CC,PAL,,0,0,90.48,90.48,PB - u NP16 R. umb + D. bifax,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-2-W 30/30-NANNO,320,U1331,A,11,11-2,H,2,W,30/30-NANNO,0,0,91.68,91.68,TDJ - uNP16,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-3-W 30/30-NANNO,320,U1331,A,11,11-3,H,3,W,30/30-NANNO,0,0,93.18,93.18,TDJ - uNP16,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-4-W 30/30-NANNO,320,U1331,A,11,11-4,H,4,W,30/30-NANNO,0,0,94.68,94.68,"TDJ - mNP16. N. cristata, D. bifax, umbilicus",M [320_N],A [320_Ng],,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-5-W 30/30-NANNO,320,U1331,A,11,11-5,H,5,W,30/30-NANNO,0,0,96.18,96.18,TDJ - NP16 bifax,M [320_N],F [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-6-W 30/30-NANNO,320,U1331,A,11,11-6,H,6,W,30/30-NANNO,0,0,97.68,97.68,"TDJ - barren, rad. Ooze",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-11H-7-W 30/30-NANNO,320,U1331,A,11,11-7,H,7,W,30/30-NANNO,0,0,99.18,99.18,"TDJ - NP16 bifax, no umbilicus; Ch. Grandis and lodensis, sublodensis more common",M [320_N],F [320_Ng],,,,,,R [320_Ns],R [320_Ns],,R [320_Ns],,,,,,R [320_Ns],,,F [320_Ns],,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,R [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331A-11H-CC-PAL,320,U1331,A,11,11-CC,H,CC,PAL,,0,0,99.47,99.47,PB - NP16 D. bifax + Nannotetrina,P [320_N],A [320_Ng],,,,,,R [320_Ns],R [320_Ns],,R [320_Ns],,,,,,,,,R [320_Ns],,C [320_Ns],R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331A-12H-1-W 60/60,320,U1331,A,12,12-1,H,1,W,60/60,0,0,100.8,100.8,TDJ/PB - NP16 bifax,P [320_N],C [320_Ng],,,,,,R [320_Ns],,,R [320_Ns],R [320_Ns],,,,,,,,R [320_Ns],,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,R [320_Ns],R [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-12H-2-W 60/60,320,U1331,A,12,12-2,H,2,W,60/60,0,0,102.3,102.3,"TDJ - barren, rad. Ooze",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-12H-3-W 60/60,320,U1331,A,12,12-3,H,3,W,60/60,0,0,103.8,103.8,"TDJ - barren, rad. Ooze",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331A-12H-4-W 60/60,320,U1331,A,12,12-4,H,4,W,60/60,0,0,105.3,105.3,"TDJ - barren, rad. Ooze",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
