Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
363-U1487A-4H-4-W 40/40-NANNO,0,0,30.3,30.3,,AGSF - very abundant small Gephrocapsa; possible R asanoi presence (with picture); medium-sized Gephyrocapsa absent,,,,,VA,X,X,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,4,W,19dc9916d674fa5632a051311f4a9981
363-U1487A-4H-6-W 40/40-NANNO,0,0,33.3,33.3,,AGSF - very abundant small Gephyrocapsa sp.; 4-5 um Gephyrocapsa present; R. asanoi possible presence; G. caribbeanica common but not as common as G oceanica; some gephyrocapsa slightly >5 um,,,,,VA,C,C,C,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,6,W,1c43c05585968672908591f3b4694527
363-U1487A-4H-CC-PAL-NANNO,0,5,34.63,34.68,NN19,LB,VG [P33],A,A,,A,A,C,A,C,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,CC,PAL,0620f1d26808750a073736aa0b3c094c
363-U1487A-4H-CC-PAL-NANNO,0,5,34.63,34.68,,"AGSF - 4-5 um identified as G oceanica, some specimens a little over than 5 um; 3-4 um Gephyrocapsa common; small Gephyrocapsa very abumndant to abundant: NOTE: Gephyrocapsa >5.5 um present - 4",,,,,A,C,C,F,F,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,CC,PAL,0762973ffb9dee1323f54298f455453e
363-U1487A-5H-2-W 50/50-NANNO,0,0,36.9,36.9,,"AGSF - Gephyrocapsa 4-5 um common (mostly identified as G oceanica, some specimens are a little over 5 um",,,,,A,C,C,C,C,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,2,W,e1554495e29c3c098b45ee012ecd58f6
363-U1487A-5H-4-W 50/50-NANNO,0,0,39.9,39.9,,AGSF - small placolith(?) without bridge dominate the assemblage; Gephyrocapsa 3-4 and 4-5 microns present in the sample,,,,,C,C,C,C,C,,,,,,,,,,,X,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,W,8f790703a77c19e8c1541a58178fe4eb
363-U1487A-5H-6-W 50/50-NANNO,0,0,42.9,42.9,,"AGSF - G. caribbeanica more abundant than the lower slide (5H-CC); Gephyrocapsa 4-5 um started to appear, 3-4 um still common. the 4-5 um are identified mostly as G. oceanica; decline in P. lacunosa abundance",,,,,A,C,A,F,F,,,,,,,,,,,X,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,6,W,56f73c96fc3f4be2ee29534edd191830
363-U1487A-5H-CC-PAL-NANNO,0,5,44.07,44.12,NN19,LB,VG [P33],A,A,,A,,,A,A,C,,C,,,,,,,,,C,,,P,,C,,,,,,,,F,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,363,U1487,A,5,H,CC,PAL,0e55e0f0cd20740ffc4c199f4dba5454
363-U1487A-5H-CC-PAL-NANNO,0,5,44.07,44.12,,AGSF - G. caribbeanica still not abundant,,,,,A,R,C,C,C,P,,,,,,,,,,X,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,CC,PAL,d3edd02affdb165388acf64ef1738993
363-U1487A-6H-2-W 80/80-NANNO,0,0,46.7,46.7,,AGSF - Gephyrocapsa 3-4 um in size become common in the sample. identified as G. caribbeanica; small elliptical placoliths(?) without bridge dominate the assemblage,,,,,C,R,C,C,C,,,,,,,,,,,X,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,2,W,03e327b96ebdcc61f301f37c2474a333
363-U1487A-6H-4-W 80/80-NANNO,0,0,49.7,49.7,,AGSF - no Gephyrocapsa >4 um; no G. caribbeanica?; 2 C macintyrei specimens in 1 transect,,,,,A,X,X,C,C,X,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,4,W,277ab0cc7f9912c4ee8f9801fbb9fa7e
363-U1487A-6H-6-W 80/80-NANNO,0,0,52.7,52.7,,AGSF - no Gephyrocapsa >4 um; no G. caribbeanica?; Questionable R. asanoi occurrence; 5 C macintyrei specimens in 1 transect,,,,,A,X,X,C,C,X,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,6,W,251e516f3e583aef4a04269e0f56b652
363-U1487A-6H-CC-PAL-NANNO,0,5,54.1,54.15,NN19,LB,VG [P33],A,A,,A,,R,A,A,C,,A,,,,,F,,,,C,,,,F,C,,,,F,,,,,,,,,,F,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,CC,PAL,8e4a4c79cb6faa308852b83c6c9697ca
363-U1487A-7H-2-W 80/80-NANNO,0,0,56.2,56.2,,TDJ - no discoasters,VG [P33],A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,7,H,2,W,f5391371dd7b0e12a0270b4e838330bc
363-U1487A-7H-4-W 80/80-NANNO,0,0,59.2,59.2,,TDJ - no discoasters,G [P33],A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,7,H,4,W,5ffaba3c1def4924ae71528da99911b9
363-U1487A-7H-6-W 80/80-NANNO,0,0,62.2,62.2,,"TDJ - 1 D. brouweri, 1 D. triradiatus",G [P33],A,A,,A,,,C,C,,,F,,,,,F,,F,F,F,,,,F,,,,,F,,,,,F,,,,,F,,,,F,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,7,H,6,W,5d5a77e701e849c83025f5f584ae38cd
363-U1487A-7H-CC-PAL-NANNO,0,5,63.58,63.63,NN19,LB - (TDJ - D. brouweri present but very rare),VG [P33],A,VA,,X,,F,A,A,,,A,,,,,R,,F,P,C,,,F,F,C,,,,F,,,,,,,,,,F,,,,F,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,7,H,CC,PAL,7341db91b9f8fdd501a8772ebac1befa
363-U1487A-8H-CC-PAL-NANNO,0,5,73.22,73.27,NN18,LB D.brouweri,VG [P33],A,A,,X,,F,C,A,,,A,,,,,F,,F,R,C,,,,C,C,,,,F,,,,C,F,R,,,,F,,,,C,C,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,8,H,CC,PAL,d676d34065659c616ab445c06488bf92
363-U1487A-9H-CC-PAL-NANNO,0,5,82.49,82.54,NN18,LB - (TDJ - D. brouweri frequent),VG [P33],A,VA,,,,F,C,C,,,A,,,,,C,,F,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,9,H,CC,PAL,440f0c0a53459dd1c1050027d8450410
363-U1487A-10H-CC-PAL-NANNO,0,5,91.86,91.91,NN18,LB,VG [P33],C,A,,A,,F,C,C,,,A,,,,,F,,F,R,F,,,,F,,,,,F,,,,,F,,,,,F,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,10,H,CC,PAL,093e2bea74f72b52aa735ae23c8d1cba
363-U1487A-11H-3-W 100/100-NANNO,0,0,95.9,95.9,,TDJ - D. brouweri frequent; no D. pentaradiatus,VG [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,11,H,3,W,ae36d8352fb1df032999ccfb135ab823
363-U1487A-11H-5-W 90/90-NANNO,0,0,98.8,98.8,,TDJ - D. brouweri frequent to common; no D. pentaradiatus,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,11,H,5,W,c63c0bb857710cd1dd181e665d4a2cc4
363-U1487A-11H-CC-PAL-NANNO,0,5,101.56,101.61,NN17,"LB - TDJ - D. brouweri frequent, but no sign of D. pentaradiatus",VG [P33],C,C,,A,,,F,C,,,A,,,,,F,,F,,F,F,,,F,,,,,,,,,,F,,,,,F,,,,F,,,,,,,,,,,,,F,,,X,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,363,U1487,A,11,H,CC,PAL,821da1c90125cbcb9c86e824e10a45df
363-U1487A-12H-3-W 106/106-NANNO,0,0,105.46,105.46,,"TDJ - D. brouweri, low side of frequent abundance. No D. pentaradiatus seen.",VG [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,12,H,3,W,84a96c13cf6d6d71d3c476d04e9a3ca6
363-U1487A-12H-5-W 138/138-NANNO,0,0,108.78,108.78,,TDJ - low D. brouweri abundance; 1 D. pentaradiatus,VG [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,12,H,5,W,b48a23bff9145affea14d6881ebfe262
