Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Diatoms group abundance,Diatom preservation dissolution,Diatom preservation fragmentation,Diatom preservation pyritization,Achnanthes brevipes,Achnanthes sp.,Actinocyclus actinochilus,Actinocyclus curvatulus,Actinocyclus dimorphus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus fasciculatus,Actinocyclus ingens,Actinocyclus ingens  var. nodus,Actinocyclus ingens var. ingens,Actinocyclus ingens var. ovalis,Actinocyclus karstenii,Actynocyclus cf. aff. karstenii,Actinocyclus lanceolatus,Actinocyclus maccollumii,Actinocyclus mahoodii,Actinocyclus octonarius,Actinocyclus octonarius var. tenella,Actinocyclus spp.,Actinocylus octonarius var. asteriscus,Actinocylus sp. F,Actinoptychus senarius,Actinoptychus splendens,Actinocyclus sp. cf. A. actinochilus early form,Actinocyclus sp. cf. tsugaruensis,Actinoptychus spp.,Alaucodiscus spp.,Alveus marinus,Amphiprora sp.,Amphora helenensis,Amphora sp.,Anaulus spp.,Arachnodiscus ehrenbergi,Arachnodiscus oamaruensis,Arachnoidiscus spp.,Araniscus lewisianus,Asterolampra affinis,Asterolampra insignis,Asterolampra punctifera,Asterolampra spp.,Asterolampra tela,Asterolampra vulgaris,Asteromphalus flabellatus,Asteromphalus hookeri,Asteromphalus hyalinus,Asteromphalus kennettii,Asteromphalus oligocenicus,Asteromphalus parvulus,Asteromphalus spp.,Asteromphalus symmetricus,Aulacodiscus brownei,Aulacodiscus sp.,Aulacoseira spp.,Azpeitia endoi,Azpeitia gombosi,Azpeitia nodulifera,Azpeitia oligocenica,Azpeitia sp.,Azpeitia tabularis,Azpeitia tabularis var. egregius,Bacteriostriata spp.,Baxteriopsis brunii,Biddulphia spp.,Bogorovia gombosii,Bogorovia veniamini,Brightwellia hyperborea,Brightwellia sp.,Cavitatus jouseanus,Cavitatus jouseanus early form,Cavitatus linearis,Cavitatus miocenicus,Cestodiscus antarcticus,Cestodiscus convexus,Cestodiscus reticulatus,Cestodiscus reticulatus_robustus cpx,Cestodiscus sp.,Chaetoceros bullbosum,Chaetoceros spp.,Chaetoceros spp. (resting spores),Cocconeis costata,Cocconeis spp.,Corethron criophilum,Coscinodiscus asteromphalus,Coscinodiscus hajosiae,Coscinodiscus marginatus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus rhombicus,Coscinodiscus sp. A,Coscinodiscus spp.,Creania lacyae,Crucidenticula ikebei,Crucidenticula kanayae,Crucidenticula nicobarica,Cymatosira biharensis,Cymatosira palpebraforma,Cymatosira praecompacta,Dactylacanthis invalida,Dactylacanthis proxima,Dactylacanthis rara,Dactylacanthis spp.,Dactyliosolen antarcticus,Delphineis spp.,Denticula norwegica,Denticulopsis barronii,Denticulopsis  cf. katayamae,Denticulopsis crassa,Denticulopsis crassa (closed copula),Denticulopsis delicata,Denticulopsis dimorpha,Denticulopsis dimorpha var. areolata,Denticulopsis hustedtii,Denticulopsis hyalina,Denticulopsis ichikawae,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsos lauta s.l.,Denticulopsis maccollumii,Denticulopsis okunoi,Denticulopsis ovata,Denticulopsis praedimorpha,Denticulopsis praedimorpha v. minor,Denticulopsis praedimorpha v. intermedia,Denticulopsis aff. Seminae = Neodenticula seminae,Denticulopsis simonsenii,Denticulopsis spp.,Denticulopsis vulgaris,Dicladia sp.,Diploneis spp.,Dispinodiscus sp.,Distephanosira architecturalis,Entopyla spp.,Eucampia antarctica,Eucampia antarctica var twista,Eurossia irregularis var. incurvatus,Eurrosia irregularis var. irregularis,Eustephanias inermis,Eustephanias quasinermis,Eustephanias ramigenus,Eustephanias spp.,Fragilaria sp.,Fragilariopsis arcula,Fragilariopsis aurica,Fragilariopsis barronii/kerguelensis transtitional form,Fragilariopsis barronii,Fragilariopsis bohatyi,Fragilariopsis claviceps,Fragilariopsis clementia,Fragilariopsis curta,Fragilariopsis cylindrus,Fragilariopsis doliolus,Fragilariopsis donahuensis,Fragilariopsis fossilis,Fragilariopsis interfrigidaria,Fragilariopsis januaria,Fragilariopsis kerguelensis,Fragilariopsis lacrima,Fragilariopsis laqueus,Fragilariopsis linearis,Fragilariopsis maleinterpretaria,Fragilariopsis matuyamae,Fragilariopsis matuyamae var. heteropola,Fragilariopsis obliquecostata,Fragilariopsis praecurta,Fragilariopsis praeinterfrigidaria,Fragilariopsis pseudonana,Fragilariopsis reinholdii,Fragilariopsis rhombica,Fragilariopsis ritscheri,Fragilariopsis robusta,Fragilariopsis separanda,Fragilariopsis sp. A,Fragilariopsis spp.,Fragilariopsis sublinearis,Fragilariopsis tigris,Fragilariopsis truncata,Fragilariopsis vanheurckii,Fragilariopsis weaveri,Genus and species indeterminate #1,Goniothecium decoratum,Goniothecium odontella,Goniothecium rogersii,Grammatophora spp.,Diatom preservation - pyritization2,eodp_id
318-U1359B-17H-CC-W 18/21-PAL-DIAT2,318,U1359,B,17,17-CC,H,CC,W,18/21-PAL-DIAT2,0,3,159.51,159.54,F-C,M,G,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8fc880ca7c7ad025bba9635025ccc22
318-U1359B-18H-CC-W 5/8-PAL-DIAT1,318,U1359,B,18,18-CC,H,CC,W,5/8-PAL-DIAT1,0,0,169.215,169.215,C,M,G,,,X,,,,,,,F,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,F,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,d795810d8b6cf8d9f2c2f8aae7fbbd66
318-U1359B-19H-CC-W 22/25-PAL-DIAT,318,U1359,B,19,19-CC,H,CC,W,22/25-PAL-DIAT,0,0,178.56,178.56,F,M,G,,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9944a76c66547bf79863eaf8a5e51da9
318-U1359B-20H-CC-W 18/21-PAL-DIAT,318,U1359,B,20,20-CC,H,CC,W,18/21-PAL-DIAT,0,0,188.06,188.06,C,M,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,R,,,,,,,,,,,,,,,,,X,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16263813252c158dfcb9b2f962f26833
318-U1359B-21H-CC-W 19/22-PAL-DIAT,318,U1359,B,21,21-CC,H,CC,W,19/22-PAL-DIAT,0,0,198.1,198.1,C,M,G,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,32c9e8ed0debbf17b810e00e4c51355d
318-U1359B-23H-CC-PAL-DIAT4,318,U1359,B,23,23-CC,H,CC,PAL,DIAT4,0,5,208.85,208.9,C,M,G,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X?,X,,,,,,,,,,,,,,,,,,,,6522707b51d2a3ad0a46da9eee718273
318-U1359B-24X-CC-PAL-DIAT4,318,U1359,B,24,24-CC,X,CC,PAL,DIAT4,0,5,210.41,210.46,C,M,G,,,,,,,,,,X,,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,F?,,X,,,,,,,,,,,,,,,,F,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b086b8255f94ac093d60cf717bfad5f
318-U1359B-25X-CC-PAL-DIAT1,318,U1359,B,25,25-CC,X,CC,PAL,DIAT1,0,5,223.31,223.36,C,M,G,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,X,X?,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff0832183c1faa79a75df51215da4d1a
318-U1359B-25X-CC-PAL-DIAT2,318,U1359,B,25,25-CC,X,CC,PAL,DIAT2,0,5,223.31,223.36,F,M,M,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,F,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,ce5e508422b882b4cbdfc2dc576f59e3
318-U1359B-26X-CC-PAL-DIAT2,318,U1359,B,26,26-CC,X,CC,PAL,DIAT2,0,5,226.59,226.64,C,M,G,,,,,,,,,,R,,,X,R,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,R,,,,,R?,,F,X,,,,,,,,,,,,,,,C,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412d1d34d49a0950fc6843b7169f9cf
318-U1359B-28X-CC-PAL-DIAT1,318,U1359,B,28,28-CC,X,CC,PAL,DIAT1,0,5,243.06,243.11,C,M,G,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,,,,,R,,,,,X,,R,,,,,,,,,,,,X,,,,F,,,,,,,,R,,,,,,,,,,,,,,,X?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbda179b1ec1f9d59bfc52dfd7814f56
