Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,eodp_id
320-U1335A-8H-2-W 90/90,320,U1335,A,8,8-2,H,2,W,90/90,0,0,68.3,68.3,-,NN7,late Miocene,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea5e9a72515d1a9799a02f4dc941b11c
320-U1335A-8H-4-W 90/90,320,U1335,A,8,8-4,H,4,W,90/90,0,0,71.3,71.3,PB - miopelagicus,NN7,late Miocene,P,A,,,,,,R,,,,,,,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,C,R,,,R,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,b5562904baa61bf9d9e40e4825699a0f
320-U1335A-8H-6-W 90/90,320,U1335,A,8,8-6,H,6,W,90/90,0,0,74.3,74.3,PB - kugleri,NN7,late Miocene,M,A,,,,,,R,,,,,,R,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,C,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,6624d89ff59bec6896d269e5f8ce53d7
320-U1335A-8H-CC-PAL-NANNO,320,U1335,A,8,8-CC,H,CC,PAL,NANNO,0,0,75.86,75.86,TDJ/PB - kugleri,NN7,middle Miocene,M,A,,,,,,,,R,,,,R,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,5c5446cf41a41dd42e521c4f6e2bd37d
320-U1335A-9H-1-W 70/70-NANNO,320,U1335,A,9,9-1,H,1,W,70/70-NANNO,0,0,76.1,76.1,TDJ -,NN7,middle Miocene,M,A,,,,,,,,R,,,,F,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,R,,,3a9b954b12b68dd45f27922e93ffdc58
320-U1335A-9H-3-W 70/70-NANNO,320,U1335,A,9,9-3,H,3,W,70/70-NANNO,0,0,79.1,79.1,TDJ -,NN6,middle Miocene,M,A,,,,,,,,R,,,,,C,,,,,,,,,R,,A,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,A,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,R,,,c727d3bbeb53b4f7e1240908d363ad5c
320-U1335A-9H-5-W 70/70-NANNO,320,U1335,A,9,9-5,H,5,W,70/70-NANNO,0,0,82.1,82.1,TDJ -,NN6,middle Miocene,M,A,,,,,,,,R,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,,,,063134cb65154cf9a7d726276432d082
320-U1335A-9H-7-W 30/30-NANNO,320,U1335,A,9,9-7,H,7,W,30/30-NANNO,0,0,84.7,84.7,TDJ - abundant diatoms,NN6,middle Miocene,M,A,,,,,,,R,R,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,F,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,F,,,485ba95a647b6e13dedb0340a6cc9c84
320-U1335A-9H-CC-PAL-NANNO,320,U1335,A,9,9-CC,H,CC,PAL,NANNO,0,0,85.02,85.02,PB - nitescens,NN6,middle Miocene,M,A,,,,,,,,F,,,R,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,C,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,C,,,,,,,,,,,,,,,A,,,,,C,,,,,,,,,,F,,,,,,,,F,,,db61b9e85befef3683d6c8925beb125b
320-U1335A-10H-2-W 100/100-NANNO,320,U1335,A,10,10-2,H,2,W,100/100-NANNO,0,0,87.4,87.4,TDJ -,NN6,middle Miocene,M,A,,,,,,,,,,R,F,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,C,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,A,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,A,F,,,aaaca2595e54656b07e9ee469313b636
320-U1335A-10H-4-W 100/100-NANNO,320,U1335,A,10,10-4,H,4,W,100/100-NANNO,0,0,90.4,90.4,TDJ -,NN6,middle Miocene,M,A,,,,,,,,,,F,C,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,1318adaa039c2c71da91a17874575c03
320-U1335A-10H-6-W 100/100-NANNO,320,U1335,A,10,10-6,H,6,W,100/100-NANNO,0,0,93.4,93.4,TDJ -,NN6,middle Miocene,M,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,f27a1caebf5626c5a18aee45f15ec010
320-U1335A-10H-CC-PAL-NANNO,320,U1335,A,10,10-CC,H,CC,PAL,NANNO,0,0,94.94,94.94,"PB - nitescens, premac.",NN6,middle Miocene,M,A,,,,,,,,C,,R,F,,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C,R,,F,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,F,,,,,,,,F,,,24e3ef1d4b71423302519c3927f627c9
320-U1335A-11H-2-W 100/100-NANNO,320,U1335,A,11,11-2,H,2,W,100/100-NANNO,0,0,96.9,96.9,"PB - nitescens, premac.",NN6,middle Miocene,M,A,,,,,,,,R,,F,F,,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,A,A,,,,,,,,,,,,,,,A,,,,,C,,,,,,,,,,R,,,,,,,C,C,,,f138c1e0eec34659d976b2b93b8f4fb0
320-U1335A-11H-CC-NANNO,320,U1335,A,11,11-CC,H,CC,NANNO,,0,0,103.82,103.82,"PB - nitescens, premac.",NN6,middle Miocene,M,A,,,,,,,,C,,F,F,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,A,F,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,F,,,a1ab9ee299b866363a7cb2e747f4eb19
320-U1335A-12H-2-W 90/90-NANNO,320,U1335,A,12,12-2,H,2,W,90/90-NANNO,0,0,106.3,106.3,TDJ -,NN6,middle Miocene,M,A,,,,,,,,F,,R,C,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,A,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,C,,,7f09a620d4ae0be0ba9ca0a45f9edd7d
320-U1335A-12H-3-PAL-NANNO,320,U1335,A,12,12-3,H,3,PAL,NANNO,0,0,108.39,108.39,"PB - comm. floridanus, no heteromorph.",NN6,middle Miocene,M,A,,,,,,,,,C,R,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,A,,,,,A,,,R,,,,,,,,,,,,,,,C,,,b85d73fe3c11ca107ae552bbd0be7467
320-U1335A-12H-4-W 90/90-NANNO,320,U1335,A,12,12-4,H,4,W,90/90-NANNO,0,0,109.3,109.3,TDJ -,NN6,middle Miocene,M,A,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0e5db0fd4a95d64bd3886470dc9d8b1
320-U1335A-12H-6-W 90/90-NANNO,320,U1335,A,12,12-6,H,6,W,90/90-NANNO,0,0,112.3,112.3,PB - foram sand ?turb.,NN4-5,middle Miocene,M,A,,,,,R,R,C,C,C,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,C,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,6f6993b249ae141edf37debfb5aa622f
320-U1335A-12H-CC-PAL-NANNO,320,U1335,A,12,12-CC,H,CC,PAL,NANNO,0,0,113.84,113.84,PB - heteromorphus,NN4-5,middle Miocene,M,A,,,,,,,C,F,C,R,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,C,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,c06fa3bc60d21ac2ea6a258041d7932a
320-U1335A-13H-3-PAL-NANNO,320,U1335,A,13,13-3,H,3,PAL,NANNO,0,0,117.89,117.89,PB - heteromorphus,NN4-5,middle Miocene,M,A,,,,,,,A,,C,,F,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,F,C,,,76889e4b9e804de93c8ac9392558f6d6
320-U1335A-13H-CC-PAL-NANNO,320,U1335,A,13,13-CC,H,CC,PAL,NANNO,0,0,123.39,123.39,PB - heteromorphus,NN4-5,middle Miocene,M,A,,,,,,,A,C,A,,,,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,A,C,,,c29afc07a27797335b385fb086a2c13f
320-U1335A-14H-3-PAL-NANNO,320,U1335,A,14,14-3,H,3,PAL,NANNO,0,0,127.39,127.39,PB - heteromorphus,NN4-5,middle Miocene,M,A,,,,,,,,C,C,,F,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be7397b6829493c7909fcb06fbaaa83f
320-U1335A-14H-CC-PAL-NANNO,320,U1335,A,14,14-CC,H,CC,PAL,NANNO,0,0,132.99,132.99,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M,A,,,,,,,F,C,C,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,C,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,0ed11059b45c6882eacacf986fad6cc7
320-U1335A-15H-3-PAL-NANNO,320,U1335,A,15,15-3,H,3,PAL,NANNO,0,0,136.39,136.39,-,NN4-5,middle Miocene,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc993d4790217de22655f935f294a0d0
320-U1335A-15H-4-W 104/104,320,U1335,A,15,15-4,H,4,W,104/104,0,0,137.435,137.435,PB - turbidite,NN4-5,middle Miocene,M,A,,,,,,,A,C,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,A,R,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,2ee6f8862938020dd0e3dedd18298008
320-U1335A-15H-4-W 105/105,320,U1335,A,15,15-4,H,4,W,105/105,0,0,137.45,137.45,PB -,NN4-5,middle Miocene,M,A,,,,,,,A,C,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,A,R,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,C,,,b560b84a51d1cbc5df6a3fc4a0a03ac1
320-U1335A-15H-CC-PAL-NANNO,320,U1335,A,15,15-CC,H,CC,PAL,NANNO,0,0,142.08,142.08,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M,A,,,,,,,A,C,A,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,A,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,F,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,R,,,,,,,,C,F,,,41e610c45ec96c773f1338411d958ccd
320-U1335A-16H-CC-PAL-NANNO,320,U1335,A,16,16-CC,H,CC,PAL,NANNO,0,0,151.48,151.48,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M,A,,,,,,,A,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,a1e9e918fe856649afb070e9a96bc9e0
320-U1335A-17H-2-W 70/70,320,U1335,A,17,17-2,H,2,W,70/70,0,0,153.6,153.6,TDJ -,NN4,middle Miocene,M,A,,,,,,,C,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb4f231c920dbaf3fcd4faf8f72f0abf
320-U1335A-17H-4-W 120/120,320,U1335,A,17,17-4,H,4,W,120/120,0,0,157.1,157.1,TDJ -,NN4,middle Miocene,M,A,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef9c9eeef451b954adb29343a1b25069
320-U1335A-17H-6-W 120/120,320,U1335,A,17,17-6,H,6,W,120/120,0,0,160.1,160.1,TDJ -,NN4,middle Miocene,M,A,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21ab4a5c2e723d3ecde93e198a4fc54d
320-U1335A-17H-CC-PAL-NANNO,320,U1335,A,17,17-CC,H,CC,PAL,NANNO,0,0,161.19,161.19,"PB - comm. deflandrei, heteromorphus,",NN4,middle Miocene,M,A,,,,,,,A,C,A,,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,3a76fe5effce462477cf72fe7f51d15e
320-U1335A-18H-CC-PAL-NANNO,320,U1335,A,18,18-CC,H,CC,PAL,NANNO,0,0,169.72,169.72,"PB - comm. deflandrei, heteromorphus,",NN4,early Miocene,M,A,,,,,,,A,C,A,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,,,C,,,0d6befda94faebe6cdff2f95051e3ac1
320-U1335A-19H-CC-PAL-NANNO,320,U1335,A,19,19-CC,H,CC,PAL,NANNO,0,0,180.41,180.41,"TDJ - comm. deflandrei, heteromorphus,",NN4,early Miocene,M,A,,,,,,,C,A,A,,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,C,,,60d3757b67d0a45283af0b54ab859099
320-U1335A-20H-2-W 70/70,320,U1335,A,20,20-2,H,2,W,70/70,0,0,182.1,182.1,TDJ -,NN4,early Miocene,M,A,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f39b3a4a409f8323cd58cbc0e272f185
320-U1335A-20H-4-W 70/70,320,U1335,A,20,20-4,H,4,W,70/70,0,0,185.1,185.1,TDJ -,NN4,early Miocene,M,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82fb3e4f80b9a4b43e3020fc513c4430
320-U1335A-20H-6-W 20/20,320,U1335,A,20,20-6,H,6,W,20/20,0,0,187.6,187.6,TDJ -,NN4,early Miocene,M,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e321bc500f2dbf39269df1bbed224998
320-U1335A-20H-CC-PAL-NANNO,320,U1335,A,20,20-CC,H,CC,PAL,NANNO,0,0,189.87,189.87,"TDJ - no carinatus; belemnos, heteromorphus present",NN4,early Miocene,M,A,,,,,R,,R,C,A,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,C,,,F,F,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,F,,,,,,,,,C,,,48561942afd77829535e866b23fbf92c
320-U1335A-21H-2-W 80/80,320,U1335,A,21,21-2,H,2,W,80/80,0,0,191.7,191.7,TDJ -,NN4,early Miocene,M,A,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa152a324cb28c70bbc3dc99caf75334
320-U1335A-21H-4-W 80/80,320,U1335,A,21,21-4,H,4,W,80/80,0,0,194.7,194.7,TDJ -,NN3,early Miocene,M,A,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee7287eb9cfc33170a84e9bde7b76167
320-U1335A-21H-6-W 80/80,320,U1335,A,21,21-6,H,6,W,80/80,0,0,197.7,197.7,TDJ -,NN2,early Miocene,M,A,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d827b8b38991e75c12c4730e3d9bba5d
