Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1485A-10H-CC-PAL-NANNO,0,5,93.68,93.73,NN21 [M71],LB Fp=,VG [P33],A [A22],V,C,F,A,C,,,,,,,,,,,,C,,C,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,CC,PAL
363-U1485A-11H-CC-PAL-NANNO,0,5,103.47,103.52,NN21 [M71],LB Fp=,VG [P33],A [A22],V,R,A,C,F,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,F,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,11,H,CC,PAL
363-U1485A-12H-CC-PAL-NANNO,0,5,113.22,113.27,NN21 [M71],LB Fp =,VG [P33],A [A22],V,R,A,C,F,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,CC,PAL
363-U1485A-13H-CC-PAL-NANNO,0,5,121.88,121.93,NN21 [M71],LB Eh rare - Fp>>,VG [P33],A [A22],V,R,C,C,F,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,CC,PAL
363-U1485A-14H-CC-PAL-NANNO,0,5,131.7,131.75,NN21 [M71],LB small Ge more bulky than above Fp ultra dominant,VG [P33],A [A22],V,P,V,C,C,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,CC,PAL
363-U1485A-15H-CC-PAL-NANNO,0,5,138.99,139.04,NN21 [M71],LB Fp> Go,VG [P33],A [A22],V,F,F,A,C,,,,,,,,,,,,R,,C,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,CC,PAL
363-U1485A-16H-CC-PAL-NANNO,0,5,148.77,148.82,NN21 [M71],LB Gc & Eh Fp= Ge<< Go>,VG [P33],A [A22],V,R,F,A,C,,,,,,,,,,,,R,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,CC,PAL
363-U1485A-17H-CC-PAL-NANNO,0,5,156.9,156.95,NN21 [M71],LB Gc continues its progression down core !!!,VG [P33],A [A22],V,P,F,C,A,,,,,,,,,,,,R,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,CC,PAL
363-U1485A-18H-CC-PAL-NANNO,0,5,168.7,168.75,NN21 [M71],"AGSF - Fp>Ge>Gc; Reworked specimens- Sphenolithus, Discoaster; E. huxleyi present but needs to be confirmed with SEM; Gephyrocapsa coccosphere present",G [P33],C [A22],A,P,A,F,C,,,,,,,,,,,,F,,C,,,,R,,,,,,,,P,,,,,,,P,P,,,R,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,CC,PAL
363-U1485A-19H-CC-PAL-NANNO,0,5,178.85,178.9,NN21 [M71],AGSF - with possible Eh (confirm under SEM); Fp>Ge>Gc; Reworked specimens- Sphenolithus; Gephyrocapsa coccosphere present,G [P33],C [A22],A,P,A,F,C,,,,,,,,,,,,F,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,CC,PAL
363-U1485A-20H-CC-PAL-NANNO,0,5,186.26,186.31,NN20 [M71],"AGSF - with possible Eh (check with SEM); Fp<Gc>Ge; Reworked: Discoaster, Sphenolithus, Watznaueria; coccosphere Gephyrocapsa; possible Ta G caribbeanica",G [P33],C [A22],A,x,A,C,A,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,P,P,,,,,R,P,,,P,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,CC,PAL
363-U1485A-21F-CC-PAL-NANNO,0,5,192.98,193.03,NN20 [M71],"AGSF - Gephyrocapsa coccosphere; check presence of E. huxleyi (similar for is observed in the sample); Reworked forms - Discoaster,",G [P33],C [A22],V,,A,F,A,,,,,,,,,,,,C,,F,,,,F,,,,,,,,P,,,,,,,,P,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,CC,PAL
363-U1485A-22F-CC-PAL-NANNO,0,5,197.59,197.64,NN20 [M71],TDJ - G. carib dominant and >> F. profunda & G. eric,VG [P33],A [A22],A,,A,,V,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,CC,PAL
363-U1485A-23F-CC-PAL-NANNO,0,5,201.76,201.81,NN20 [M71],"AGSF - Fp=Ge>Gc; reworked taxa: Sphenolithus, Discoaster, Cyclicargolithus, P. lacunosa; Gephyrocapsa coccosphere. Scyphosphaera porosa; still check for Ehux under SEM",G [P33],C [A22],A,x,A,C,A,,,,,,,,,,,,F,,F,,,,F,P,P,,,,,,,,,,,,,R,R,R,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,CC,PAL
363-U1485A-24F-CC-PAL-NANNO,0,5,207.11,207.16,NN20 [M71],AGSF - with reworked P. lacunosa,G [P33],C [A22],A,,C,C,A,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,P,,,R,P,P,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,363,U1485,A,24,F,CC,PAL
363-U1485A-25F-CC-PAL-NANNO,0,5,211.6,211.65,NN20 [M71],TDJ - G. carib = F. profunda = G. eric; very nice preservation; diverse assemblage; rare reworked sphenoliths,VG [P33],C [A22],A,,A,C,A,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,R,,F,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,CC,PAL
363-U1485A-26F-CC-PAL-NANNO,0,5,216.68,216.73,NN20 [M71],"AGSF - Fp>Gephyrocapsa; Reworked taxa: Discoasters, Sphenolithus, P. lacunosa, Gephyrocapsa coccospheres present",G [P33],C [A22],A,,A,F,A,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,,,,,P,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,CC,PAL
363-U1485A-27F-CC-PAL-NANNO,0,5,221.15,221.2,NN20 [M71],TDJ - G. carib > (slightly) than G. eric & F.profunda,VG [P33],C [A22],A,,C,F,A,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,,,F,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,CC,PAL
363-U1485A-28F-CC-PAL-NANNO,0,5,225.69,225.74,NN20 [M71],TDJ - G. eric > G. carib & F. profunda,VG [P33],C [A22],A,,A,F,A,,,,,,,,,,,,F,,C,,,,F,,,,,,,,P,,,,,,,,,F,P,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,CC,PAL
363-U1485A-29F-CC-PAL-NANNO,0,5,230.15,230.2,NN20 [M71],LB - F.p=G.c>G.e,VG [P33],C [A22],V,,A,F,V,,,,,,,,,,,,F,,C,,,,F,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,CC,PAL
363-U1485A-30F-CC-PAL-NANNO,0,5,234.77,234.82,NN20 [M71],LB- G.c > F.p,VG [P33],C [A22],A,,F,F,V,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,CC,PAL
363-U1485A-31F-CC-PAL-NANNO,0,5,240.1,240.15,NN20 [M71],,VG [P33],C [A22],C,,F,R,V,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,P,,,,,,R,R,,P,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,CC,PAL
363-U1485A-32F-CC-PAL-NANNO,0,5,244.68,244.73,NN20 [M71],LB Fp=Gc,G [P33],C [A22],A,,C,,V,,,,,,,,,,,,C,,C,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,CC,PAL
363-U1485A-33F-CC-PAL-NANNO,0,5,249.56,249.61,NN20 [M71],LB Fp=Gc,G [P33],C [A22],V,,C,,V,,,,,,,,,,,,C,,C,,,,C,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,CC,PAL
363-U1485A-34F-CC-PAL-NANNO,0,5,254.48,254.53,NN20 [M71],LB no P.lacunosa,,C [A22],V,,C,P,A,x,,,,,,,,,,,R,,C,,,,F,p,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,CC,PAL
363-U1485A-35F-3-W 110/110-NANNO,0,0,256.53,256.53,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,3,W
363-U1485A-35F-CC-PAL-NANNO,0,5,258.99,259.04,NN19 [M71],LB TOP P.lacunosa,VG [P33],C [A22],A,,C,F,A,F,,,,,,,,,,,c,,C,,,,F,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,CC,PAL
