Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1334A-18H-CC-PAL-NANNO,320,U1334,A,18,18-CC,H,CC,PAL,NANNO,0,0,170.17,170.17,"PB - predist., dist., cipero.",M,A,,,,,,,,,,,,,,,,,,,,,,,F,R,C,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,06028b8311568ca2c560e2dc608edafd
320-U1334A-19H-CC-PAL-NANNO,320,U1334,A,19,19-CC,H,CC,PAL,NANNO,0,0,178.49,178.49,"PB - predist., dist., cipero.",M,A,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,48e57d99cd8faf5ef3b51aef223d2687
320-U1334A-20H-CC-PAL-NANNO,320,U1334,A,20,20-CC,H,CC,PAL,NANNO,0,0,188.63,188.63,TDJ - H. compacta,M,A,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,A,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,F,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,5722992b6fbc6e4e13cee1e79c726d14
320-U1334A-21H-CC-PAL-NANNO,320,U1334,A,21,21-CC,H,CC,PAL,NANNO,0,0,198.48,198.48,TDJ -,M,D,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,9f36462a1ed004703b99116f8de53e3a
320-U1334A-22H-2-W 70/70,320,U1334,A,22,22-2,H,2,W,70/70,0,0,200.4,200.4,TDJ - moriformis acme,M,D,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,1d59617d9d2ca8c4df5cd371b30bb539
320-U1334A-22H-4-W 70/70,320,U1334,A,22,22-4,H,4,W,70/70,0,0,203.4,203.4,TDJ -,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7196c0febace2d78953d060ffdc0eee0
320-U1334A-22H-6-W 30/30,320,U1334,A,22,22-6,H,6,W,30/30,0,0,206.0,206.0,TDJ -,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412dcd4c5e553a8510b83902a9f6b6f1
320-U1334A-22H-CC-PAL-NANNO,320,U1334,A,22,22-CC,H,CC,PAL,NANNO,0,0,206.86,206.86,TDJ -,M,D,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,00f9052e1079c16008ab6c4696359d47
320-U1334A-23X-CC-PAL-NANNO,320,U1334,A,23,23-CC,X,CC,PAL,NANNO,0,0,216.17,216.17,TDJ - top common bisectus?,M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,f59eba35a3a243ffcd62447405994abc
320-U1334A-24X-CC-PAL-NANNO,320,U1334,A,24,24-CC,X,CC,PAL,NANNO,0,0,224.22,224.22,TDJ -,M,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,1cc4d1c516e9699a064dc10351a9a796
320-U1334A-25X-1-W 80/80-NANNO,320,U1334,A,25,25-1,X,1,W,80/80-NANNO,0,0,224.9,224.9,TDJ - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be2cf6e89104687a3abf7cfbc5d2d74e
320-U1334A-25X-2-W 80/80-NANNO,320,U1334,A,25,25-2,X,2,W,80/80-NANNO,0,0,226.4,226.4,PB - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,A,,,,,,,R,,,,,,,,,,,,,,,bdcf31506b55d1876311ba67f269e5f8
320-U1334A-25X-4-W 80/80-NANNO,320,U1334,A,25,25-4,X,4,W,80/80-NANNO,0,0,229.4,229.4,PB - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,04c8fe8b3cf5480535f076d93a464a20
320-U1334A-25X-6-W 80/80-NANNO,320,U1334,A,25,25-6,X,6,W,80/80-NANNO,0,0,232.4,232.4,PB - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,R,C,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,f462e8f4289e251291f648fb085fd52f
320-U1334A-25X-CC-PAL-NANNO,320,U1334,A,25,25-CC,X,CC,PAL,NANNO,0,0,233.79,233.79,TDJ - fine micritic background,M,A,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,2d211f2e903285ea944f139e8ee2bdd8
320-U1334A-26X-2-W 100/100-NANNO,320,U1334,A,26,26-2,X,2,W,100/100-NANNO,0,0,236.1,236.1,PB - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,R,,F,,,,,,,,,,,F,C,,,,A,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,e3a336ed1b1226fe72c0b708a5b47286
320-U1334A-26X-3-W 100/100-NANNO,320,U1334,A,26,26-3,X,3,W,100/100-NANNO,0,0,237.6,237.6,TDJ - formosus,M,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b5cbd21aaf8d0893456d8506778addf
320-U1334A-26X-4-W 100/100-NANNO,320,U1334,A,26,26-4,X,4,W,100/100-NANNO,0,0,239.1,239.1,PB - formosus,M,A,,,,,,,,,,,,,,,,,,,R,,,R,,,C,,,,,,,,,,,,F,,F,,,,,,,R,,,,,,,,,,,R,C,,,,C,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,R,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,73b786969ead5a4f0c24b349096460b6
320-U1334A-26X-6-W 100/100-NANNO,320,U1334,A,26,26-6,X,6,W,100/100-NANNO,0,0,242.1,242.1,PB - formosus,M,A,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdbab8a792ec0549ac22a0f22984d1f8
320-U1334A-26X-CC-PAL-NANNO,320,U1334,A,26,26-CC,X,CC,PAL,NANNO,0,0,243.36,243.36,TDJ - formosus,M,A,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,C,,,,C,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,f5bf1f481a39451852467d37c3b15cb3
320-U1334A-27X-2-W 11/11,320,U1334,A,27,27-2,X,2,W,11/11,0,0,244.81,244.81,PB - formosus,M,A,,,,,,,,,,,,,,,,,R,,,,,C,,,C,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,,e8f86ca8b6174370b94aefcd0eff90de
320-U1334A-27X-2-W 150/150-NANNO,320,U1334,A,27,27-2,X,2,W,150/150-NANNO,0,0,246.2,246.2,PB - formosus,P,C,,,,,,,,,,,,,,,,,R,,,,,C,,,C,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,A,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,cf65f2c4e404d426b81730d97f4a6706
320-U1334A-27X-2-W 77/77,320,U1334,A,27,27-2,X,2,W,77/77,0,0,245.47,245.47,PB - formosus,M,A,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,,4178cf799cca191e0b29be20c44ecc1a
320-U1334A-27X-3-W 100/100-NANNO,320,U1334,A,27,27-3,X,3,W,100/100-NANNO,0,0,247.2,247.2,PB - formosus,P,C,,,,,,,,,,,,,,,,,R,,,,,C,,,F,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,1fdc01295b21347ba792853656bfdb9b
320-U1334A-27X-4-W 0/0-NANNO,320,U1334,A,27,27-4,X,4,W,0/0-NANNO,0,0,247.2,247.2,PB - formosus,P,C,,,,,,,,,,,,,,,,,R,,,,,C,,,C,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,,9d0a256c62a38fb50d96a60d8257b492
320-U1334A-27X-5-W 150/150-NANNO,320,U1334,A,27,27-5,X,5,W,150/150-NANNO,0,0,249.7,249.7,PB - formosus,P,C,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,R,,,,,,,,,,,,,,,6d6b9b6b13b11a717699fe590c84fa3e
320-U1334A-27X-CC-PAL-NANNO,320,U1334,A,27,27-CC,X,CC,PAL,NANNO,0,0,250.74,250.74,PB - saipanensis,P,C,,,,,,,,,,,,,,,,,R,,,,F,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,543d7ec8a64ed1d0e9553aeb75d7ef77
320-U1334A-28X-2-W 123/123,320,U1334,A,28,28-2,X,2,W,123/123,0,0,255.53,255.53,"PB - rads, 'dead zone'",,B,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,943c5ae7d68a1c88bf7044784f68820a
320-U1334A-28X-CC-PAL-NANNO,320,U1334,A,28,28-CC,X,CC,PAL,NANNO,0,0,262.62,262.62,"PB - saipanensis, barbad.",M,A,,,,,,,,,,,,,,R,,,,,,F,C,C,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,e5be45b6ca0b12afa87310d6dce4eaee
320-U1334A-29X-2-W 8/8,320,U1334,A,29,29-2,X,2,W,8/8,0,0,263.43,263.43,"PB - saipanensis, barbad.",M,A,,,,,,,,,,,,,,R,,,,,,C,C,C,,,F,,,,,,,,,,,,R,,C,,C,,,R,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,6cd8995248199844a5bf73a4fb66352a
320-U1334A-29X-4-W 112/112,320,U1334,A,29,29-4,X,4,W,112/112,0,0,266.53,266.53,"PB - saipanensis, barbad.",M,A,,,,,,,,,,,,,,,,,,,,F,C,C,,,F,,,,,,,,,,,,,,F,,F,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,cb19903a46877f3d45dff39d5b61e9c2
320-U1334A-29X-6-W 36/36,320,U1334,A,29,29-6,X,6,W,36/36,0,0,268.77,268.77,"PB - saipanensis, barbad.",M,A,,,,,,,,,,,,,,,,,,,,F,C,C,,,C,,,,,,,,,,,,R,,R,,R,,,R,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,1e51a1a9eba2175d8b12e48448868fb3
320-U1334A-29X-7-W 52/52,320,U1334,A,29,29-7,X,7,W,52/52,0,0,270.09,270.09,TDJ -,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37e793ee7898360943444005466e05c0
320-U1334A-29X-8-W 36/36,320,U1334,A,29,29-8,X,8,W,36/36,0,0,271.44,271.44,"PB - saipanensis, barbad.",P,A,,,,,,,,,,,,,,F,,,,,,F,C,C,,,F,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,1a036d2ce68dd6171c02df72e2fa70e1
320-U1334A-29X-CC-PAL-NANNO,320,U1334,A,29,29-CC,X,CC,PAL,NANNO,0,0,272.0,272.0,PB - oamaruensis,M,A,,,,,,,,,,,,,,F,,,R,,R,F,C,C,,,R,,,,,,,,,,,,F,,R,,R,,,R,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,R,,,,,a50983faae1dc52a9c362c6aed2537a3
320-U1334A-30X-1-W 66/66,320,U1334,A,30,30-1,X,1,W,66/66,0,0,272.76,272.76,TDJ -,M,A,,,,,,,,,,,,,,F,,,,,R,F,F,C,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,30889e900d09c5db3ef1187d5d571f7e
320-U1334A-30X-2-W 74/74,320,U1334,A,30,30-2,X,2,W,74/74,0,0,274.34,274.34,"PB - grandis, bisectus",M,A,,,,,,,,,,,,,,F,,,,R,,F,C,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,94275252a83b232dbcfae6f101a4b88e
320-U1334A-30X-4-W 110/110,320,U1334,A,30,30-4,X,4,W,110/110,0,0,277.7,277.7,"PB - grandis, bisectus",M,A,,,,,,,,,,,,,,F,,,,R,,F,C,C,,,R,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,e70c07c99c623c4f8f1aac13871dd258
320-U1334A-30X-CC-PAL-NANNO,320,U1334,A,30,30-CC,X,CC,PAL,NANNO,0,0,281.5,281.5,"PB - grandis, bisectus",M,A,,,,,,,,,,,,,,R,,,,R,,F,C,C,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,b20356874f3f48c345b3460adcbeff03
320-U1334A-31X-CC-PAL-NANNO,320,U1334,A,31,31-CC,X,CC,PAL,NANNO,0,0,283.89,283.89,"PB - grandis, bisectus",M,A,,,,,,,,,,,,,,R,,,,F,,,,F,,,,,,,,,,,,,,F,F,,R,,F,,,,R,,,,,,,F,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,R,,,,651070b95ef50d4743a26fba503781ac
320-U1334A-32X-CC-PAL-NANNO,320,U1334,A,32,32-CC,X,CC,PAL,NANNO,0,0,285.21,285.21,"PB - grandis, bisectus",M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,58d7f1000b667b137d37cf8fdaca0398
