Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
363-U1488A-4H-2-W 80/80-NANNO,0,0,27.2,27.2,,AGSF - very abundant small Gephyrocapsa (small Gephyrocapsa acme?),,,,,VA,,,C,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,2,W,e9c3d4c1491428db92f79705f5c5384a
363-U1488A-4H-4-W 80/80-NANNO,0,0,30.2,30.2,,AGSF,,,,,VA,,,C,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,4,W,4e17c4eecbc8af23ece859b6d60de7fc
363-U1488A-4H-6-W 10/10-NANNO,0,0,32.5,32.5,,AGSF - Gephyrocapsa ~5um: 3;,,,,,VA,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,6,W,2bc2e05faa9fe3316627978d16bd45c4
363-U1488A-4H-CC-PAL-NANNO,0,5,34.79,34.84,NN19,LB; AGSF - with H. sellii,G [P33],D,A,,A,C,A,F,A,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,CC,PAL,64a9b0bc3fef81c9209d5d451b99aa3f
363-U1488A-5H-2-W 111/111-NANNO,0,0,37.01,37.01,,"AGSF - start of C pelagicus ""appearance""",,,,,,,,C,C,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,2,W,8873cde84f6ed1c7fdf22dff61499800
363-U1488A-5H-4-W 111/111-NANNO,0,0,40.01,40.01,,AGSF - large C pelagicus with bridge,,,,,,,,C,C,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,4,W,c1330f7493a32bf8ad9746c0a75e8744
363-U1488A-5H-6-W 101/101-NANNO,0,0,42.91,42.91,,AGSF - large C pelagicus with bridge,,,,,,,,C,C,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,6,W,b3010dcdbf3717c16d49536123d1c6a7
363-U1488A-5H-CC-PAL-NANNO,0,5,44.34,44.39,NN18,LB; AGSF - Discoasters very rare; H. sellii is few to common; D. triradiatus and D. brouweri present,G [P33],D,VA,,C,X,VA,F,C,,,,,,,,C,,C,C,,,,P,C,,F,,,P,,,,,,,,,,,,,F,F,F,,P,,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,CC,PAL,d0f431610816397f8aff1cf3e308fd8a
363-U1488A-6H-2-W 60/60-NANNO,0,0,46.0,46.0,NN18,"AGSF - Discoasters few are well-preserved; ""airplane"" discoaster present",,,,,,,,C,C,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,2,W,9e6305b9d68f7d2064ec03475d40b320
363-U1488A-6H-4-W 60/60-NANNO,0,0,49.0,49.0,NN18,AGSF - diacoasters more common; really big D. triradiatus; C pelagicus common; reworked Amaurolithus sp. (probably primus),,,,,,,,C,C,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,4,W,8fecf01eb01168f3d49162d3c1a1ce48
363-U1488A-6H-6-W 60/60-NANNO,0,0,52.0,52.0,,"AGSF - ""airplane discoaster"" present in sample",,,,,,,,C,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,6,W,a4aa636e68b79b2a21bff5119c32d0e2
363-U1488A-6H-CC-PAL-NANNO,0,5,53.78,53.83,NN18,LB,G [P33],D,A,,A,,A,F,A,,,C,,,,,C,,F,,,F,,,,,,,,,,,,,,,,,,,,,F,F,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,CC,PAL,bc11d63801d3155e97323694e5b5b257
363-U1488A-7H-2-W 49/49-NANNO,0,0,55.39,55.39,,"AGSF - compared to the section slides in core 6, less discoasters; with D. pentaradiatus; Micula staurophora reworked",,,,,,,,C,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,2,W,7e05472851b68ea1d009143385591f21
363-U1488A-7H-4-W 45/45-NANNO,0,0,58.35,58.35,,AGSF - with D. surculus; airplane discoaster - 2,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,F,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,4,W,38ae0986073c60d3cdeaa79cb9f48135
363-U1488A-7H-6-W 49/49-NANNO,0,0,61.39,61.39,,AGSF - very few discoasters again; D. pentaradiatus mostly ray fragments; discoaster preservation bad; airplane discoaster,,,,,,,,C,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,6,W,7f60f200aabb354c0d10776fe917b681
363-U1488A-7H-CC-PAL-NANNO,0,5,63.27,63.32,NN17,LB,G [P33],D,A,,,,,F,C,C,,VA,,,,,C,,F,,,,,,C,C,P,,,,,,,R,,,F,,,,,,C,F,F,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,CC,PAL,476e1a421da7fc347f5cc40b82c532d3
363-U1488A-8H-2-W 60/60-NANNO,0,0,65.0,65.0,,AGSF - D. blackstockae present; airplane discoaster; D. quadramus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,F,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,2,W,42911b332056d0188ef78a59d598a8ad
363-U1488A-8H-4-W 60/60-NANNO,0,0,68.0,68.0,,AGSF - abundant discoasters (well-preserved); airplane discoaster; 4-rayed variablis; no observed D. tamalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,C,R,X,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,4,W,652f7d660370896bccd0bd0df2edf426
363-U1488A-8H-6-W 60/60-NANNO,0,0,71.0,71.0,,AGSF - abundant discoasters; airplane discoaster,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,A,P,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,6,W,a49ed79f39c500eecd7a7dc4d177191f
363-U1488A-8H-CC-PAL-NANNO,0,5,71.7,71.75,NN16,LB,G [P33],D,A,,,,,C,R,A,,VA,,,,,C,,P,F,,R,,,C,,,,,,,,R,R,,,,,,,,,C,F,,,,,,,,,,,,,C,F,F,F,P,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,CC,PAL,eb576a686890ce2a886a55e842190f2e
363-U1488A-9H-2-W 60/60-NANNO,0,0,74.5,74.5,,AGSF - airplane discoasters (1 with bifurcation); S abies <0.1% of assemblage,,,,,,,,C,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,C,P,P,C,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,2,W,629f625df78e5bc05830964ea2584d2f
363-U1488A-9H-4-W 60/60-NANNO,0,0,77.5,77.5,,"AGSF - S. abies <0,1% of the assemblage; Discoasters common; airplane discoaster present",,,,,,,,C,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,C,,,C,P,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,4,W,6db28662ec52494f89fb6e155a58fc15
363-U1488A-9H-6-W 60/60-NANNO,0,0,80.5,80.5,,AGSF - S abies absent,,,,,,,,C,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,C,P,P,C,P,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,6,W,1125ce9722d0f643ce8731222691a2a6
363-U1488A-9H-CC-PAL-NANNO,0,5,82.22,82.27,NN16,LB; AGSF - with R. pseudoumbilicus > 7 um - 1; S abies - 1,G [P33],D,VA,,,,,C,C,A,X,VA,,,,,,,,,,,,,C,,,,,F,,,,,,,F,,,,,,,F,F,,,,,,,,X,,,,C,,C,F,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,CC,PAL,19040f479b16c6b8aa88f8c71d36a541
363-U1488A-10H-2-W 50/50-NANNO,0,0,83.9,83.9,,AGSF - S abies <0.1% of the assemblage; R pseduoumbilicus <7 um present,,,,,,,,C,C,,X,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,C,P,R,C,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,2,W,c236bef926c0a8d5c35b6a1d3cfdd6e0
