Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
363-U1482C-11H-CC-PAL-NANNO,0,5,97.87,97.92,NN19,,VG [P33],D,VA,,A,R,C,A,,,,,,,,,,,C,,C,,,,C,,,,,F,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,11,H,CC,PAL,1ccbdd614a003dbed55106cf2a25f023
363-U1482C-12H-3-A 75/75-NANNO,0,0,100.98,100.98,,LB-D> brouweri - D.triradiatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,12,H,3,A,1af5e1be88c300ec80bb52fef19065c0
363-U1482C-12H-CC-PAL-NANNO,0,5,107.41,107.46,NN18,LB-D.brouweri,VG [P33],D,VA,,A,C,R,A,,,,,,,,,,,,C,,,,,C,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,12,H,CC,PAL,de4ec1e1fd942a2670fc0c72c00a04c0
363-U1482C-13H-CC-PAL-NANNO,0,5,116.91,116.96,NN17,LB-D.penta - 1 triradiatus,VG [P33],D,VA,,A,,C,A,,,,,,,,,,,,C,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,A,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,13,H,CC,PAL,44b6fc7a9aea64c63f8f8d0c210faf39
363-U1482C-14H-CC-PAL-NANNO,0,5,126.14,126.19,NN16,LB-D.surculus : yep :-)),VG [P33],D,VA,,VA,,,VA,,,,,,,,,,,,C,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,X,,A,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,14,H,CC,PAL,40643ce52167c345126fef5598743ed5
363-U1482C-17H-CC-PAL-NANNO,0,5,154.72,154.77,NN16,LB- Db>> sphenolith top,VG [P33],D,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,17,H,CC,PAL,d837dc2580c741388d950e683c456519
363-U1482C-19H-CC-PAL-NANNO,0,5,169.24,169.29,NN15,LB-Retic,VG [P33],D,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,19,H,CC,PAL,cfc1f593c530dbaed452167c6560e33c
363-U1482C-20H-CC-PAL-NANNO,0,5,178.73,178.78,NN14,LB-. Dbro<<,VG [P33],D,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,20,H,CC,PAL,78fbeb429f5379800846d2725ac7ccc8
363-U1482C-21H-CC-PAL-NANNO,0,4,188.04,188.08,,TDJ - Amaurolithus delicatus type morphology frequently present - but does have some birefringence - imaged to check!; C. cristatus also present,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,X,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,21,H,CC,PAL,7573b3a1efad29b7407de88dc5acbff5
363-U1482C-22H-CC-PAL-NANNO,0,5,197.75,197.8,,TDJ - C. cristatus - telesmus type; and cristatus type,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,X,,,,,C,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,22,H,CC,PAL,6d3dc8af99a4317b0626df9b4c632664
363-U1482C-23H-CC-PAL-NANNO,0,5,206.85,206.9,,LB - C. armatus present; Orthorhabdus rugosus present; Ceratolithus transitional form armatus - cristatus; and C. cristatus proper present; plus 1 A. tricorniculatus image taken,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,23,H,CC,PAL,2e1ae92d6b0d7ebee25dee5f2674adaa
363-U1482C-25H-CC-PAL-NANNO,0,5,221.88,221.93,,TDJ - frequent clear C. armatus morphologies,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,25,H,CC,PAL,4eb86159a397c30e2f54a1fdb635c9b6
363-U1482C-26H-CC-PAL-NANNO,0,5,231.35,231.4,,TDJ - clear C. armatus present; no O. rugosus seen,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,26,H,CC,PAL,bd1cdae9e77b20bf3352032862c6ddb7
363-U1482C-27H-CC-PAL-NANNO,0,1,240.74,240.75,,TDJ - O. rugosus frequent,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,X,X,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,27,H,CC,PAL,72b6310e0f2c55dd3038dea5260c6a1e
363-U1482C-28H-CC-PAL-NANNO,0,5,249.95,250.0,NN11,LB - D. quinqueramus present,VG [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,28,H,CC,PAL,e1c93019db36f7d486c0f6c7de8cd8c5
363-U1482C-29H-CC-PAL-NANNO,0,5,260.06,260.11,NN11,TDJ - large R. pseudoumbilicus present - a few 7 um long,VG [P33],D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,29,H,CC,PAL,45c7140a5533b36a2dd92871d5e782c0
363-U1482C-30H-CC-PAL-NANNO,0,5,269.48,269.53,NN11,TDJ - R. pseudoumbilicus present a few about 7 um; A. delicatus present; 3-rayed D. variabilis,VG [P33],D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,X,C,,,,,,,,,,,C,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,30,H,CC,PAL,1afc3edee4800ca8a6b38f0a483d9402
363-U1482C-31H-CC-PAL-NANNO,0,5,279.28,279.33,NN11,"TDJ - one possible small fragment of N. amplificus, but would call the top between this sample and CC below (32H-CC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,31,H,CC,PAL,90262f47a87ec4ec3439d7982686fa40
363-U1482C-31H-CC-PAL-NANNO,0,5,279.28,279.33,NN11,TDJ - R. pseudoumbilicus still present about 7um; A. delicatus present and A. tricorniculatus,VG [P33],D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,31,H,CC,PAL,9d5d31aee43b617564533d4a44c10ce4
363-U1482C-32H-CC-PAL-NANNO,0,5,288.59,288.64,NN11,TDJ - N.amplificus present; R. pseudoumbilicus 7um still present; O. rugosus higher abudance than samples above;,VG [P33],A,,,,,,,,,R,A,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,32,H,CC,PAL,8ff2f65a1519274290a3b845c2fb3ecb
363-U1482C-33H-CC-PAL-NANNO,0,5,298.2,298.25,NN11,TDJ - N. amplificus; R. pseudoumbilicus & R. rotaria present; but decline in size between this level and 4 core catchers below seems progressive; interval below this with forms ~5um; A. delicatus present,VG [P33],A,,,,,,,,,R,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,C,C,,,,R,C,F,F,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,33,H,CC,PAL,1c8d67b99e51221ae0aa0c9de6bd1835
363-U1482C-34H-CC-PAL-NANNO,0,5,307.5,307.55,NN11,TDJ - N. amplificus present; A. delicatus present; R. rotaria present; R. pseudoumbilicus absent,G [P33],A,,,,,,,,,R,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,C,C,,,,,,F,F,,,C,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,34,H,CC,PAL,7e917e44ddf90cd65b80e75063ca5f30
363-U1482C-35H-CC-PAL-NANNO,0,5,317.29,317.34,NN11,TDJ - R. pseudoumbilicus absent; R. rotaria present,G [P33],A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,35,H,CC,PAL,c000c388da3402b2e88e62232a4f5aef
363-U1482C-36H-CC-PAL-NANNO,0,5,326.77,326.82,NN11,TDJ - R. rotaria present,G [P33],A,,,,,,,,,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,R,R,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,36,H,CC,PAL,f6175e49b3128253f9e6a91c9b2a56fe
363-U1482C-37H-CC-PAL-NANNO,0,5,336.43,336.48,NN11,TDJ - absence of R. pseudoumbilicus 7um; R. rotaria present LB - First Amaurolithus,G [P33],A,,,,,,,,,X,A,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,C,C,,,,,,F,R,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,37,H,CC,PAL,baec36ad6db6934dc16832555f1c4565
