Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylacontarium bispiculum,Cyrtocapsella tetrapera,Cyrtocapsella japonica,Carpocanistrum sp.,Axoprunum sp.,Cycladophora sp.,Theocorys spongoconus,Theocorys redondoensis,Stylosphaera timmsi,Stylodictya sp.,Stichocorys sp.,Stichocorys delmontensis,Spongodiscus sp.,Prunopyle antarctica,Peripyramis sp.,Nassellaria Form D,Lychnocanoma elongata,Lithopera neotera,Larcopyle sp.,Lamprocyclas maritalis maritalis,Eucyrtidium punctatum,Druppatractus sp.,Druppatractus irregularis,Didymocyrtis sp.,Cyrtocapsella cornuta,Carpocanopsis cingulata,Botryostrobus miralestensis,Phormostichoartus corbula,Collosphaera sp.,Sphaeropyle robusta,Lychnocanoma sp.,Lychnocanoma nipponica nipponica,Lithopera renzae,Hexacontium sp.,Eucyrtidium yatsuoense,Eucyrtidium cienkowskii,Euchitonia sp.,Cornutella profunda,Stylatractus neptunus,Botryostrobus sp.,Axoprunum angelinum,Thecosphaera sp.,Periphaena decora,Lophoconus biaurita (Form C),Didymocyrtis laticonus,Ceratocyrtis sp.,Actinomma sp.,Thecosphaera miocenica,Stichocorys peregrina,Stichocorys johnsoni,Lamprocyclas hannai,Eucyrtidium teuscheri teuscheri,Eucyrtidium calvertense,Dictyophimus hirundo,Spongodiscus osculosus,Lithelius sp.,Buryella tetradica,Stylatractus sp.,Dictyoprora mongolfieri,Tetrapyle octacantha,Theocorythium vetulum,Spongoplegma churchii,Heliodiscus asteriscus,Didymocyrtis sp. D,Didymocyrtis antepenultima,Diartus hughesi,Botryostrobus auritus/australis,Anthocyrtidium ehrenbergi,Larcospira sp.,Anthocyrtidium angulare,Spongaster tetras tetras,Dictyophimus sp.,Lychnocanoma sp. A,Lychnocanoma nipponica sakaii,Periphaena sp.,Didymocyrtis penultima,Pterocanium sp.,Lychnodictyum audax,Lychnocanoma parallelipes,Cycladophora bicornis bicornis,Prunopyle hayesi,Saturnalis circularis,Dictyophimus splendens,Pterocanium trilobum,Theocorys sp. A,Phormocyrtis striata striata,Gondwanaria dogieli,Eucyrtidium acuminatum,Cycladophora pliocenica,Carpocanopsis cristata,Amphymenium amphistylium,Lophophaena sp.,Lithopera bacca,Dictyomitra multicostata,Stylacontarium acquilonium,Spongotrochus glacialis,Didymocyrtis tetrathalamus tetrathalamus,Buryella foremanae,Sphaeropyle langii,Lamprocyrtis heteroporos,Botryostrobus aquilonaris,Amphipyndax stocki,Pterocanium praetextum praetextum,Phorticium clevei,Amphirhopalum ypsilon,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 17,H,CC,  35.00,    155.6300,rads     ,Radiolarians                                 ,A              ,VG                ,R                        ,                       ,T                     ,R                 ,             ,R               ,                     ,R                     ,                   ,A              ,               ,                        ,A               ,                    ,R              ,                  ,                     ,                 ,C            ,R                               ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,R               ,R                  ,R               ,                                ,                ,C              ,                      ,                       ,R             ,R                  ,R                    ,                 ,R                  ,F               ,                 ,C                           ,                      ,                ,             ,                      ,C                    ,                    ,                   ,R                              ,F                      ,                    ,                      ,             ,                  ,                ,R                      ,                    ,F                    ,                     ,R                     ,                  ,                          ,               ,F                              ,R                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,T                  ,                         ,                              ,                ,                     ,                      ,                    ,T              ,R                           ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,R                         ,                       ,                                        ,                  ,R                 ,                        ,                         ,T                 ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 18,X,CC,  18.00,    163.6900,rads     ,Radiolarians                                 ,A              ,VG                ,R                        ,R                      ,                      ,R                 ,             ,                ,                     ,T                     ,                   ,C              ,F              ,R                       ,C               ,T                   ,F              ,                  ,                     ,                 ,C            ,F                               ,                     ,                 ,                         ,R               ,                     ,                       ,                           ,T                        ,R               ,                   ,                ,                                ,                ,C              ,                      ,                       ,F             ,R                  ,                     ,                 ,F                  ,F               ,                 ,R                           ,                      ,R               ,F            ,                      ,C                    ,                    ,R                  ,F                              ,F                      ,R                   ,                      ,             ,                  ,                ,R                      ,F                   ,C                    ,                     ,R                     ,                  ,                          ,               ,R                              ,F                        ,              ,T                      ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,R                    ,                      ,R                   ,               ,                            ,                   ,                      ,                       ,                      ,                        ,R              ,               ,                        ,R                         ,                       ,R                                       ,                  ,R                 ,                        ,                         ,                  ,                                 ,R                ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 19,X,CC,  23.00,    172.3100,rads     ,Radiolarians                                 ,A              ,G                 ,F                        ,T                      ,T                     ,R                 ,             ,R               ,                     ,                      ,                   ,A              ,F              ,                        ,C               ,                    ,R              ,                  ,                     ,                 ,C            ,R                               ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,R               ,R                  ,R               ,                                ,                ,C              ,                      ,                       ,F             ,R                  ,C                    ,                 ,R                  ,C               ,                 ,R                           ,                      ,                ,             ,C                     ,F                    ,                    ,R                  ,                               ,F                      ,R                   ,R                     ,             ,                  ,                ,T                      ,R                   ,F                    ,                     ,F                     ,                  ,                          ,               ,                               ,R                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,T                    ,T                     ,R                   ,               ,                            ,T                  ,                      ,                       ,                      ,                        ,R              ,               ,                        ,R                         ,                       ,                                        ,                  ,R                 ,                        ,                         ,                  ,T                                ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 20,X,CC,  20.00,    182.0000,rads     ,Radiolarians                                 ,A              ,M                 ,R                        ,R                      ,                      ,T                 ,             ,R               ,                     ,R                     ,                   ,C              ,               ,                        ,A               ,                    ,R              ,                  ,                     ,                 ,C            ,                                ,                     ,R                ,                         ,R               ,                     ,                       ,                           ,                         ,T               ,                   ,R               ,                                ,                ,F              ,                      ,                       ,F             ,                   ,C                    ,                 ,R                  ,F               ,                 ,R                           ,                      ,                ,             ,                      ,C                    ,                    ,R                  ,                               ,F                      ,R                   ,R                     ,             ,                  ,                ,R                      ,R                   ,C                    ,                     ,R                     ,                  ,                          ,               ,                               ,R                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,R                    ,                      ,                    ,T              ,                            ,                   ,                      ,                       ,                      ,                        ,R              ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 21,X,CC,  13.00,    191.2700,rads     ,Radiolarians                                 ,A              ,G                 ,R                        ,                       ,                      ,R                 ,             ,                ,                     ,T                     ,                   ,C              ,C              ,R                       ,C               ,                    ,R              ,                  ,                     ,                 ,             ,                                ,                     ,                 ,                         ,R               ,                     ,                       ,                           ,                         ,R               ,                   ,F               ,                                ,                ,               ,                      ,                       ,              ,T                  ,R                    ,                 ,R                  ,F               ,                 ,R                           ,                      ,                ,C            ,                      ,A                    ,                    ,                   ,                               ,F                      ,                    ,C                     ,             ,T                 ,                ,R                      ,R                   ,C                    ,                     ,R                     ,R                 ,                          ,               ,R                              ,C                        ,              ,                       ,                        ,                ,                  ,F                            ,              ,                      ,               ,R                  ,T                        ,                              ,                ,                     ,F                     ,                    ,               ,                            ,                   ,                      ,                       ,                      ,R                       ,R              ,               ,                        ,R                         ,                       ,                                        ,                  ,T                 ,R                       ,R                        ,T                 ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 22,X,CC,  26.00,    201.3700,rads     ,Radiolarians                                 ,A              ,G                 ,F                        ,                       ,                      ,                  ,             ,R               ,                     ,                      ,                   ,C              ,               ,R                       ,A               ,                    ,R              ,                  ,                     ,                 ,C            ,                                ,                     ,F                ,                         ,                ,                     ,                       ,                           ,                         ,R               ,R                  ,R               ,                                ,                ,C              ,                      ,                       ,F             ,R                  ,C                    ,                 ,R                  ,F               ,                 ,R                           ,                      ,R               ,C            ,                      ,R                    ,                    ,R                  ,                               ,R                      ,T                   ,R                     ,             ,                  ,                ,T                      ,R                   ,C                    ,                     ,F                     ,                  ,                          ,               ,                               ,F                        ,R             ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,R                    ,R                     ,R                   ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,R              ,                        ,T                         ,R                      ,T                                       ,T                 ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 23,X,CC,  21.00,    208.9100,rads     ,Radiolarians                                 ,A              ,VG                ,R                        ,                       ,                      ,C                 ,             ,                ,                     ,                      ,C                  ,C              ,               ,                        ,A               ,                    ,R              ,R                 ,                     ,                 ,R            ,A                               ,                     ,C                ,                         ,R               ,                     ,                       ,                           ,                         ,R               ,R                  ,R               ,                                ,                ,               ,                      ,                       ,R             ,R                  ,                     ,                 ,R                  ,C               ,                 ,F                           ,                      ,R               ,C            ,                      ,A                    ,                    ,R                  ,R                              ,F                      ,                    ,R                     ,             ,                  ,                ,R                      ,F                   ,R                    ,                     ,R                     ,                  ,                          ,               ,R                              ,C                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,T                  ,R                        ,                              ,                ,R                    ,F                     ,R                   ,R              ,                            ,                   ,                      ,R                      ,R                     ,                        ,T              ,T              ,T                       ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 24,X,CC,  26.00,    220.5000,rads     ,Radiolarians                                 ,C              ,P                 ,R                        ,R                      ,                      ,                  ,             ,                ,                     ,                      ,R                  ,A              ,               ,                        ,R               ,                    ,R              ,                  ,                     ,                 ,R            ,                                ,                     ,F                ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,R             ,R                  ,R                    ,                 ,R                  ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,T                  ,                               ,F                      ,                    ,R                     ,T            ,                  ,                ,                       ,                    ,F                    ,                     ,T                     ,                  ,                          ,               ,R                              ,T                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,R                    ,                      ,R                   ,               ,                            ,                   ,                      ,                       ,                      ,                        ,T              ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 25,X,CC,  22.00,    230.0000,rads     ,Radiolarians                                 ,A              ,VG                ,R                        ,                       ,                      ,                  ,             ,                ,                     ,R                     ,R                  ,F              ,               ,R                       ,C               ,                    ,R              ,T                 ,                     ,T                ,C            ,R                               ,                     ,C                ,                         ,F               ,                     ,                       ,                           ,R                        ,R               ,T                  ,R               ,                                ,                ,R              ,                      ,                       ,F             ,R                  ,R                    ,                 ,R                  ,C               ,                 ,R                           ,                      ,                ,             ,                      ,C                    ,                    ,R                  ,                               ,F                      ,                    ,R                     ,             ,                  ,                ,R                      ,R                   ,C                    ,                     ,R                     ,                  ,                          ,               ,R                              ,F                        ,R             ,                       ,                        ,                ,                  ,                             ,              ,R                     ,               ,R                  ,R                        ,                              ,                ,R                    ,F                     ,R                   ,R              ,R                           ,T                  ,F                     ,R                      ,T                     ,R                       ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 26,X,CC,  22.00,    234.0800,rads     ,Radiolarians                                 ,A              ,M                 ,F                        ,R                      ,                      ,R                 ,             ,                ,                     ,                      ,R                  ,C              ,R              ,R                       ,C               ,T                   ,R              ,                  ,                     ,T                ,R            ,R                               ,                     ,R                ,R                        ,R               ,                     ,                       ,                           ,T                        ,                ,                   ,F               ,                                ,                ,               ,                      ,                       ,C             ,R                  ,                     ,                 ,F                  ,                ,                 ,R                           ,                      ,R               ,             ,                      ,C                    ,                    ,R                  ,                               ,R                      ,                    ,R                     ,             ,                  ,R               ,                       ,R                   ,C                    ,                     ,F                     ,                  ,                          ,               ,R                              ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,T                        ,R                             ,                ,                     ,R                     ,R                   ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 27,X,CC,  26.00,    249.3200,rads     ,Radiolarians                                 ,A              ,G                 ,R                        ,                       ,                      ,F                 ,             ,                ,                     ,                      ,                   ,               ,               ,F                       ,A               ,                    ,R              ,R                 ,                     ,T                ,R            ,F                               ,                     ,C                ,                         ,F               ,                     ,                       ,                           ,R                        ,C               ,R                  ,                ,                                ,                ,R              ,                      ,                       ,R             ,R                  ,                     ,                 ,F                  ,C               ,                 ,                            ,                      ,                ,             ,                      ,C                    ,                    ,R                  ,                               ,R                      ,R                   ,F                     ,T            ,                  ,                ,                       ,R                   ,C                    ,                     ,C                     ,                  ,                          ,               ,                               ,C                        ,              ,                       ,                        ,                ,                  ,                             ,              ,F                     ,               ,                   ,F                        ,T                             ,                ,R                    ,R                     ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 28,X,CC,  18.00,    258.7400,rads     ,Radiolarians                                 ,A              ,G                 ,F                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,C              ,               ,R                       ,C               ,                    ,F              ,                  ,                     ,                 ,R            ,F                               ,                     ,C                ,                         ,                ,                     ,                       ,                           ,T                        ,F               ,R                  ,F               ,                                ,                ,F              ,                      ,                       ,F             ,R                  ,                     ,                 ,R                  ,F               ,                 ,                            ,                      ,                ,C            ,                      ,C                    ,                    ,                   ,                               ,R                      ,R                   ,R                     ,             ,                  ,R               ,                       ,                    ,C                    ,                     ,F                     ,                  ,                          ,               ,                               ,F                        ,              ,                       ,                        ,                ,                  ,                             ,              ,T                     ,               ,R                  ,R                        ,R                             ,T               ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 29,X,CC,  27.00,    268.4900,rads     ,Radiolarians                                 ,A              ,VG                ,R                        ,R                      ,                      ,R                 ,             ,                ,                     ,                      ,                   ,C              ,               ,R                       ,A               ,T                   ,R              ,T                 ,                     ,                 ,R            ,C                               ,                     ,C                ,                         ,F               ,                     ,                       ,                           ,                         ,R               ,R                  ,R               ,                                ,                ,R              ,                      ,                       ,F             ,                   ,                     ,                 ,                   ,R               ,                 ,                            ,                      ,                ,             ,                      ,A                    ,                    ,                   ,                               ,C                      ,R                   ,R                     ,T            ,                  ,R               ,                       ,R                   ,C                    ,                     ,F                     ,                  ,                          ,               ,R                              ,R                        ,              ,                       ,                        ,                ,                  ,                             ,              ,F                     ,R              ,F                  ,R                        ,R                             ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
