Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zelkova taxa,Ulmus taxa,Tsuga taxa,Taxodiaceae taxa,Rhus taxa,Quercus (deciduous)  taxa,Pterocarya taxa,Pinus taxa,Picea taxa,Metasequoia  taxa,Liquidambar taxa,Larix taxa,Juglans taxa,Fagus taxa,Corylus taxa,Cichorioideae taxa,Chenopodiaceae taxa,Caryophyllaceae taxa,Carya taxa,Carpinus taxa,Carduoideae  taxa,Betula taxa,Artemisia taxa,Alnus taxa,Acer taxa,Abies taxa,Tilia taxa,Sparganium taxa,Quercus (evergreen) taxa,Gramineae taxa,Ephedra taxa,Engelhardia taxa,Salix taxa,Aesculus  taxa,Quercus taxa,Cyperaceae taxa,Cryptomeria  taxa,Compositae taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  1,H, 5,  74.00,      6.7400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,5         ,3               ,         ,                         ,               ,26        ,31        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,4          ,              ,2         ,         ,22        ,          ,               ,                        ,0             ,1           ,                ,          ,              ,1           ,5              ,6                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  1,H, 6,  74.00,      8.2400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,2         ,1               ,         ,                         ,               ,25        ,60        ,                 ,                ,          ,1           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,0         ,         ,5         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,0           ,0              ,2                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 1,  74.00,     10.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,2         ,4         ,5               ,         ,                         ,               ,35        ,27        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,0         ,         ,3         ,          ,               ,                        ,4             ,0           ,                ,          ,              ,4           ,8              ,11               ,11             ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 2,  74.00,     11.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,4         ,11        ,4               ,         ,                         ,               ,21        ,30        ,                 ,                ,          ,0           ,2         ,            ,                  ,0                  ,                    ,          ,             ,                 ,4          ,              ,0         ,         ,2         ,          ,               ,                        ,4             ,1           ,                ,          ,              ,4           ,6              ,9                ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 3,  74.00,     13.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,10        ,0         ,2               ,         ,                         ,               ,4         ,3         ,                 ,                ,          ,2           ,2         ,            ,                  ,0                  ,                    ,          ,             ,                 ,31         ,              ,10        ,         ,0         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,8           ,13             ,0                ,12             ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 4,  74.00,     14.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,1         ,0               ,         ,                         ,               ,21        ,65        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,1         ,         ,11        ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,2              ,0                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 5,  74.00,     16.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,6         ,6               ,         ,                         ,               ,47        ,32        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,4         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,2           ,6              ,0                ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 6,  74.00,     17.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,0         ,1               ,         ,                         ,               ,29        ,59        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,0         ,         ,10        ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,1              ,0                ,3              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  2,H, 7,   9.00,     18.3900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,1               ,         ,                         ,               ,17        ,74        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,12        ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,1              ,1                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  3,H, 2,  74.00,     21.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,6         ,5               ,         ,                         ,               ,31        ,17        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,9          ,              ,9         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,3           ,9              ,0                ,6              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  3,H, 3,  74.00,     22.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,10        ,0               ,         ,                         ,               ,19        ,64        ,                 ,                ,          ,0           ,3         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,9         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,0              ,1                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  3,H, 4,  74.00,     24.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,5         ,2               ,         ,                         ,               ,82        ,10        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,2           ,0              ,0                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  3,H, 5,  74.00,     25.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,3         ,8         ,5               ,         ,                         ,               ,26        ,7         ,                 ,                ,          ,0           ,4         ,            ,                  ,0                  ,                    ,          ,             ,                 ,10         ,              ,3         ,         ,1         ,          ,               ,                        ,3             ,0           ,                ,          ,              ,4           ,2              ,22               ,7              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  3,H, 7,  66.00,     28.4600,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,1         ,4               ,         ,                         ,               ,29        ,35        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,6         ,         ,6         ,          ,               ,                        ,0             ,1           ,                ,          ,              ,4           ,1              ,5                ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 1,  69.00,     28.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,0               ,         ,                         ,               ,37        ,49        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,4          ,              ,3         ,         ,8         ,          ,               ,                        ,2             ,0           ,                ,          ,              ,0           ,2              ,2                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 2,  69.00,     30.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,4         ,7               ,         ,                         ,               ,22        ,27        ,                 ,                ,          ,1           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,10         ,              ,2         ,         ,8         ,          ,               ,                        ,1             ,2           ,                ,          ,              ,5           ,4              ,8                ,3              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 3,  72.00,     32.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,1         ,2               ,         ,                         ,               ,35        ,65        ,                 ,                ,          ,1           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,6          ,              ,0         ,         ,9         ,          ,               ,                        ,0             ,2           ,                ,          ,              ,7           ,4              ,1                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 4,  72.00,     33.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,2         ,1               ,         ,                         ,               ,35        ,51        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,3         ,         ,9         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,0           ,2              ,0                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 5,  72.00,     35.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,4         ,2               ,         ,                         ,               ,40        ,51        ,                 ,                ,          ,1           ,0         ,            ,                  ,1                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,5         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,1              ,0                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 6,  72.00,     36.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,5               ,         ,                         ,               ,42        ,48        ,                 ,                ,          ,1           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,3         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,0           ,3              ,8                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  4,H, 7,  66.00,     37.9600,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,3         ,2               ,         ,                         ,               ,12        ,50        ,                 ,                ,          ,0           ,1         ,            ,                  ,1                  ,                    ,          ,             ,                 ,5          ,              ,5         ,         ,4         ,          ,               ,                        ,1             ,1           ,                ,          ,              ,2           ,2              ,1                ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 1,  69.00,     38.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,4         ,7               ,         ,                         ,               ,29        ,14        ,                 ,                ,          ,0           ,3         ,            ,                  ,0                  ,                    ,          ,             ,                 ,14         ,              ,4         ,         ,3         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,4           ,13             ,3                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 2,  69.00,     39.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,4         ,1               ,         ,                         ,               ,52        ,24        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,5          ,              ,1         ,         ,2         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,0           ,3              ,1                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 3,  69.00,     41.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,2         ,2               ,         ,                         ,               ,26        ,39        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,6          ,              ,2         ,         ,7         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,4           ,10             ,2                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 4,  69.00,     42.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,3         ,1         ,14              ,         ,                         ,               ,10        ,5         ,                 ,                ,          ,0           ,0         ,            ,                  ,1                  ,                    ,          ,             ,                 ,6          ,              ,4         ,         ,0         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,5           ,6              ,41               ,7              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 5,  69.00,     44.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,2         ,1               ,         ,                         ,               ,22        ,64        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,0         ,         ,10        ,          ,               ,                        ,1             ,0           ,                ,          ,              ,1           ,5              ,0                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 6,  69.00,     45.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,2         ,3               ,         ,                         ,               ,23        ,76        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,0         ,         ,3         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,0           ,0              ,0                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  5,H, 7,  71.00,     47.5100,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,5         ,15              ,         ,                         ,               ,30        ,31        ,                 ,                ,          ,1           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,3         ,         ,1         ,          ,               ,                        ,2             ,0           ,                ,          ,              ,1           ,3              ,7                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 1,  70.00,     48.0000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,6         ,8               ,         ,                         ,               ,24        ,58        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,0         ,         ,3         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,1           ,3              ,5                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 2,  70.00,     49.5000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,5         ,0               ,         ,                         ,               ,49        ,55        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,0          ,              ,1         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,2           ,1              ,0                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 3,  70.00,     51.0000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,0         ,1               ,         ,                         ,               ,7         ,80        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,6          ,              ,2         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,1           ,0              ,2                ,3              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 4,  70.00,     52.5000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,0         ,0               ,         ,                         ,               ,56        ,21        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,2          ,              ,2         ,         ,4         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,6           ,0              ,3                ,3              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 5,  70.00,     54.0000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,6         ,7               ,         ,                         ,               ,31        ,51        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,1         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,1           ,1              ,1                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 6,  70.00,     55.5000,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,55        ,0         ,2               ,         ,                         ,               ,7         ,8         ,                 ,                ,          ,0           ,1         ,            ,                  ,1                  ,                    ,          ,             ,                 ,18         ,              ,3         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,22          ,5              ,1                ,4              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  6,H, 7,  69.00,     56.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,0               ,         ,                         ,               ,19        ,70        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,0         ,         ,1         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,2           ,0              ,2                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 1,  74.00,     57.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,10        ,2         ,12              ,         ,                         ,               ,21        ,34        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,6          ,              ,0         ,         ,4         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,5           ,3              ,8                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 2,  74.00,     59.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,6         ,5               ,         ,                         ,               ,20        ,47        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,5          ,              ,1         ,         ,7         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,3           ,0              ,4                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 3,  74.00,     60.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,3         ,0               ,         ,                         ,               ,2         ,84        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,1         ,         ,0         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,2           ,0              ,0                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 4,  74.00,     62.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,2         ,0         ,3               ,         ,                         ,               ,23        ,21        ,                 ,                ,          ,0           ,3         ,            ,                  ,0                  ,                    ,          ,             ,                 ,21         ,              ,3         ,         ,2         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,19          ,4              ,3                ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
