taxon_group,verbatim_name,name,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor
nannofossils,Ericsonia subpertusa,,,Ericsonia,,subpertusa,,,
nannofossils,Ericsonia subpertusa (q),? Ericsonia subpertusa,?,Ericsonia,,subpertusa,,,
nannofossils,Ericsonia tasmaniae,,,Ericsonia,,tasmaniae,,,
nannofossils,Ericsonia tasmaniae (q),? Ericsonia tasmaniae,?,Ericsonia,,tasmaniae,,,
nannofossils,Ericsonia universa,,,Ericsonia,,universa,,,
nannofossils,Fasciculitaus ulii (q),? Fasciculitaus ulii,?,Fasciculitaus,,ulii,,,
nannofossils,Fasciculithus alanii,,,Fasciculithus,,alanii,,,
nannofossils,Fasciculithus babii,,,Fasciculithus,,babii,,,
nannofossils,Fasciculithus billii,,,Fasciculithus,,billii,,,
nannofossils,Fasciculithus billii (q),? Fasciculithus billii,?,Fasciculithus,,billii,,,
nannofossils,Fasciculithus hayi,,,Fasciculithus,,hayi,,,
nannofossils,Fasciculithus hayi (q),? Fasciculithus hayi,?,Fasciculithus,,hayi,,,
nannofossils,Fasciculithus involutus,,,Fasciculithus,,involutus,,,
nannofossils,Fasciculithus involutus (q),? Fasciculithus involutus,?,Fasciculithus,,involutus,,,
nannofossils,Fasciculithus janii,,,Fasciculithus,,janii,,,
nannofossils,Fasciculithus lillianae,,,Fasciculithus,,lillianae,,,
nannofossils,Fasciculithus magnus,,,Fasciculithus,,magnus,,,
nannofossils,Fasciculithus magnus (q),? Fasciculithus magnus,?,Fasciculithus,,magnus,,,
nannofossils,Fasciculithus mitreus,,,Fasciculithus,,mitreus,,,
nannofossils,Fasciculithus mitreus (q),? Fasciculithus mitreus,?,Fasciculithus,,mitreus,,,
nannofossils,Fasciculithus pileatus,,,Fasciculithus,,pileatus,,,
nannofossils,Fasciculithus richardii,,,Fasciculithus,,richardii,,,
nannofossils,Fasciculithus schaubii,,,Fasciculithus,,schaubii,,,
nannofossils,Fasciculithus sp.,,,Fasciculithus,,sp.,,,
nannofossils,Fasciculithus sp. (q),? Fasciculithus sp.,?,Fasciculithus,,sp.,,,
nannofossils,Fasciculithus thomasii,,,Fasciculithus,,thomasii,,,
nannofossils,Fasciculithus tonii,,,Fasciculithus,,tonii,,,
nannofossils,Fasciculithus tympaniformis,,,Fasciculithus,,tympaniformis,,,
nannofossils,Fasciculithus tympaniformis (q),? Fasciculithus tympaniformis,?,Fasciculithus,,tympaniformis,,,
nannofossils,Fasciculithus ulii,,,Fasciculithus,,ulii,,,
nannofossils,Florisphaera profunda,,,Florisphaera,,profunda,,,
nannofossils,Gartnerago obliquum,,,Gartnerago,,obliquum,,,
nannofossils,Geminilithella rotula,,,Geminilithella,,rotula,,,
nannofossils,Gephyrocapsa aperta,,,Gephyrocapsa,,aperta,,,
nannofossils,Gephyrocapsa californicus,,,Gephyrocapsa,,californicus,,,
nannofossils,Gephyrocapsa californiensis,,,Gephyrocapsa,,californiensis,,,
nannofossils,Gephyrocapsa caribbeanica,,,Gephyrocapsa,,caribbeanica,,,
nannofossils,Gephyrocapsa caribbeanica (q),? Gephyrocapsa caribbeanica,?,Gephyrocapsa,,caribbeanica,,,
nannofossils,Gephyrocapsa doronicoides,,,Gephyrocapsa,,doronicoides,,,
nannofossils,Gephyrocapsa doronicoides (q),? Gephyrocapsa doronicoides,?,Gephyrocapsa,,doronicoides,,,
nannofossils,Gephyrocapsa ericsonia,,,Gephyrocapsa,,ericsonia,,,
nannofossils,Gephyrocapsa kamptneri,,,Gephyrocapsa,,kamptneri,,,
nannofossils,Gephyrocapsa lumina,,,Gephyrocapsa,,lumina,,,
nannofossils,Gephyrocapsa oceanica,,,Gephyrocapsa,,oceanica,,,
nannofossils,Gephyrocapsa oceanica (q),? Gephyrocapsa oceanica,?,Gephyrocapsa,,oceanica,,,
nannofossils,Gephyrocapsa omega,,,Gephyrocapsa,,omega,,,
nannofossils,Gephyrocapsa parallela,,,Gephyrocapsa,,parallela,,,
nannofossils,Gephyrocapsa producta,,,Gephyrocapsa,,producta,,,
nannofossils,Gephyrocapsa producta (q),? Gephyrocapsa producta,?,Gephyrocapsa,,producta,,,
nannofossils,Gephyrocapsa protohuxleyi,,,Gephyrocapsa,,protohuxleyi,,,
nannofossils,Gephyrocapsa sinuosa,,,Gephyrocapsa,,sinuosa,,,
nannofossils,Gephyrocapsa sp.,,,Gephyrocapsa,,sp.,,,
nannofossils,Gephyrocapsa sp. small,,,Gephyrocapsa,,sp.,,small,
nannofossils,Gephyrocapsa sp.(q),? Gephyrocapsa sp.,?,Gephyrocapsa,,sp.,,,
nannofossils,Glaukolithus diplogrammus,,,Glaukolithus,,diplogrammus,,,
nannofossils,Hayaster perplexus,,,Hayaster,,perplexus,,,
nannofossils,Hayaster perplexus (q),? Hayaster perplexus,?,Hayaster,,perplexus,,,
nannofossils,Hayella situliformis,,,Hayella,,situliformis,,,
nannofossils,Hayella sp. (q),? Hayella sp.,?,Hayella,,sp.,,,
nannofossils,Helicopontosphaera ampliaperta,,,Helicopontosphaera,,ampliaperta,,,
nannofossils,Helicopontosphaera bramlettei,,,Helicopontosphaera,,bramlettei,,,
nannofossils,Helicopontosphaera burkei,,,Helicopontosphaera,,burkei,,,
nannofossils,Helicopontosphaera compacta,,,Helicopontosphaera,,compacta,,,
nannofossils,Helicopontosphaera compacta (q),? Helicopontosphaera compacta,?,Helicopontosphaera,,compacta,,,
nannofossils,Helicopontosphaera dinesenii,,,Helicopontosphaera,,dinesenii,,,
nannofossils,Helicopontosphaera euphratis,,,Helicopontosphaera,,euphratis,,,
nannofossils,Helicopontosphaera euphratis (q),? Helicopontosphaera euphratis,?,Helicopontosphaera,,euphratis,,,
nannofossils,Helicopontosphaera granulata,,,Helicopontosphaera,,granulata,,,
nannofossils,Helicopontosphaera heezenii,,,Helicopontosphaera,,heezenii,,,
nannofossils,Helicopontosphaera hyalina,,,Helicopontosphaera,,hyalina,,,
nannofossils,Helicopontosphaera hyalina (q),? Helicopontosphaera hyalina,?,Helicopontosphaera,,hyalina,,,
nannofossils,Helicopontosphaera intermedia,,,Helicopontosphaera,,intermedia,,,
nannofossils,Helicopontosphaera intermedia (q),? Helicopontosphaera intermedia,?,Helicopontosphaera,,intermedia,,,
nannofossils,Helicopontosphaera kamptneri,,,Helicopontosphaera,,kamptneri,,,
nannofossils,Helicopontosphaera lophota,,,Helicopontosphaera,,lophota,,,
nannofossils,Helicopontosphaera lophota (q),? Helicopontosphaera lophota,?,Helicopontosphaera,,lophota,,,
nannofossils,Helicopontosphaera neogranulata,,,Helicopontosphaera,,neogranulata,,,
nannofossils,Helicopontosphaera obliqua,,,Helicopontosphaera,,obliqua,,,
nannofossils,Helicopontosphaera obliqua (q),? Helicopontosphaera obliqua,?,Helicopontosphaera,,obliqua,,,
nannofossils,Helicopontosphaera papillata,,,Helicopontosphaera,,papillata,,,
nannofossils,Helicopontosphaera parallela,,,Helicopontosphaera,,parallela,,,
nannofossils,Helicopontosphaera perch-nielsenasiae,,,Helicopontosphaera,,perch-nielsenasiae,,,
nannofossils,Helicopontosphaera recta,,,Helicopontosphaera,,recta,,,
nannofossils,Helicopontosphaera reticulata,,,Helicopontosphaera,,reticulata,,,
nannofossils,Helicopontosphaera rhomba,,,Helicopontosphaera,,rhomba,,,
nannofossils,Helicopontosphaera rhomba (q),? Helicopontosphaera rhomba,?,Helicopontosphaera,,rhomba,,,
nannofossils,Helicopontosphaera salebrosa,,,Helicopontosphaera,,salebrosa,,,
nannofossils,Helicopontosphaera salebrosa (q),? Helicopontosphaera salebrosa,?,Helicopontosphaera,,salebrosa,,,
nannofossils,Helicopontosphaera sellii,,,Helicopontosphaera,,sellii,,,
nannofossils,Helicopontosphaera sellii (q),? Helicopontosphaera sellii,?,Helicopontosphaera,,sellii,,,
nannofossils,Helicopontosphaera seminulum,,,Helicopontosphaera,,seminulum,,,
nannofossils,Helicopontosphaera seminulum (q),? Helicopontosphaera seminulum,?,Helicopontosphaera,,seminulum,,,
nannofossils,Helicopontosphaera seminulum lophota,,,Helicopontosphaera,,seminulum,,lophota,
nannofossils,Helicopontosphaera sp.,,,Helicopontosphaera,,sp.,,,
nannofossils,Helicopontosphaera sp. (q),? Helicopontosphaera sp.,?,Helicopontosphaera,,sp.,,,
nannofossils,Helicopontosphaera subantarctica (q),? Helicopontosphaera subantarctica,?,Helicopontosphaera,,subantarctica,,,
nannofossils,Helicopontosphaera truncata,,,Helicopontosphaera,,truncata,,,
nannofossils,Helicopontosphaera wallichii,,,Helicopontosphaera,,wallichii,,,
nannofossils,Helicopontosphaera wilcoxonii,,,Helicopontosphaera,,wilcoxonii,,,
nannofossils,Helicosphaera ampliaperta,,,Helicosphaera,,ampliaperta,,,
nannofossils,Helicosphaera bramlettei,,,Helicosphaera,,bramlettei,,,
nannofossils,Helicosphaera california,,,Helicosphaera,,california,,,
nannofossils,Helicosphaera carteri,,,Helicosphaera,,carteri,,,
nannofossils,Helicosphaera carteri (q),? Helicosphaera carteri,?,Helicosphaera,,carteri,,,
nannofossils,Helicosphaera columbiana,,,Helicosphaera,,columbiana,,,
nannofossils,Helicosphaera compacta,,,Helicosphaera,,compacta,,,
nannofossils,Helicosphaera euphratis,,,Helicosphaera,,euphratis,,,
nannofossils,Helicosphaera granulata,,,Helicosphaera,,granulata,,,
nannofossils,Helicosphaera heezenii,,,Helicosphaera,,heezenii,,,
nannofossils,Helicosphaera hyalina,,,Helicosphaera,,hyalina,,,
nannofossils,Helicosphaera intermedia,,,Helicosphaera,,intermedia,,,
nannofossils,Helicosphaera inversa,,,Helicosphaera,,inversa,,,
nannofossils,Helicosphaera kamptneri,,,Helicosphaera,,kamptneri,,,
nannofossils,Helicosphaera lophota,,,Helicosphaera,,lophota,,,
nannofossils,Helicosphaera lophota (q),? Helicosphaera lophota,?,Helicosphaera,,lophota,,,
nannofossils,Helicosphaera minuta,,,Helicosphaera,,minuta,,,
nannofossils,Helicosphaera neogranulata,,,Helicosphaera,,neogranulata,,,
nannofossils,Helicosphaera obliqua,,,Helicosphaera,,obliqua,,,
nannofossils,Helicosphaera perch-nielsenasiae,,,Helicosphaera,,perch-nielsenasiae,,,
nannofossils,Helicosphaera recta,,,Helicosphaera,,recta,,,
nannofossils,Helicosphaera reticulata,,,Helicosphaera,,reticulata,,,
nannofossils,Helicosphaera rhomba,,,Helicosphaera,,rhomba,,,
nannofossils,Helicosphaera scissura,,,Helicosphaera,,scissura,,,
nannofossils,Helicosphaera sellii,,,Helicosphaera,,sellii,,,
nannofossils,Helicosphaera sellii (q),? Helicosphaera sellii,?,Helicosphaera,,sellii,,,
nannofossils,Helicosphaera seminulum,,,Helicosphaera,,seminulum,,,
nannofossils,Helicosphaera sp.,,,Helicosphaera,,sp.,,,
nannofossils,Helicosphaera truncata,,,Helicosphaera,,truncata,,,
nannofossils,Helicosphaera wallichi,,,Helicosphaera,,wallichi,,,
nannofossils,Helicosphaera wilcoxinii,,,Helicosphaera,,wilcoxinii,,,
nannofossils,Heliolithus cantabriae,,,Heliolithus,,cantabriae,,,
nannofossils,Heliolithus cantabriae (q),? Heliolithus cantabriae,?,Heliolithus,,cantabriae,,,
nannofossils,Heliolithus concinnus,,,Heliolithus,,concinnus,,,
nannofossils,Heliolithus conicus,,,Heliolithus,,conicus,,,
nannofossils,Heliolithus kleinpellii,,,Heliolithus,,kleinpellii,,,
nannofossils,Heliolithus riedelii,,,Heliolithus,,riedelii,,,
nannofossils,Heliolithus sp.,,,Heliolithus,,sp.,,,
nannofossils,Heliolithus universus,,,Heliolithus,,universus,,,
nannofossils,Heliorthus concinnus,,,Heliorthus,,concinnus,,,
nannofossils,Heliorthus distentus,,,Heliorthus,,distentus,,,
nannofossils,Heliorthus fallax,,,Heliorthus,,fallax,,,
nannofossils,Holococcolith sp.,,,Holococcolith,,sp.,,,
nannofossils,Holodiscolithus macroporus,,,Holodiscolithus,,macroporus,,,
nannofossils,Holodiscolithus solidus,,,Holodiscolithus,,solidus,,,
nannofossils,Homozygosphaera schilleri,,,Homozygosphaera,,schilleri,,,
nannofossils,Homozygosphaera wettsteinii,,,Homozygosphaera,,wettsteinii,,,
nannofossils,Hornibrookina australis,,,Hornibrookina,,australis,,,
nannofossils,Hornibrookina sp.,,,Hornibrookina,,sp.,,,
nannofossils,Hornibrookina teuriensis,,,Hornibrookina,,teuriensis,,,
nannofossils,Hornibrookina teuriensis (q),? Hornibrookina teuriensis,?,Hornibrookina,,teuriensis,,,
nannofossils,Ilselithina fusa,,,Ilselithina,,fusa,,,
nannofossils,Ilselithina sp.,,,Ilselithina,,sp.,,,
nannofossils,Imperiaster obscurus,,,Imperiaster,,obscurus,,,
nannofossils,Isthmolithus recurvus,,,Isthmolithus,,recurvus,,,
nannofossils,Isthmolithus recurvus (q),? Isthmolithus recurvus,?,Isthmolithus,,recurvus,,,
nannofossils,Isthmolithus unipons,,,Isthmolithus,,unipons,,,
nannofossils,Kamptnerius magnificus,,,Kamptnerius,,magnificus,,,
nannofossils,Kamptnerius sp.,,,Kamptnerius,,sp.,,,
nannofossils,Koczyia wechesensis,,,Koczyia,,wechesensis,,,
nannofossils,Lanternithus duocavus,,,Lanternithus,,duocavus,,,
nannofossils,Lanternithus minutus,,,Lanternithus,,minutus,,,
nannofossils,Lapideacassis blackii,,,Lapideacassis,,blackii,,,
nannofossils,Lapideacassis cornuta,,,Lapideacassis,,cornuta,,,
nannofossils,Lapideacassis mariae (q),? Lapideacassis mariae,?,Lapideacassis,,mariae,,,
nannofossils,Lapideacassis multispinata,,,Lapideacassis,,multispinata,,,
nannofossils,Lapideacassis sp.,,,Lapideacassis,,sp.,,,
nannofossils,Lapideacassis trispina,,,Lapideacassis,,trispina,,,
nannofossils,Leptodiscus larvalis,,,Leptodiscus,,larvalis,,,
nannofossils,Lithastrinus floralis,,,Lithastrinus,,floralis,,,
nannofossils,Lithostromation perdurum,,,Lithostromation,,perdurum,,,
nannofossils,Lithraphidites carniolensis,,,Lithraphidites,,carniolensis,,,
nannofossils,Lithraphidites helicoideus,,,Lithraphidites,,helicoideus,,,
nannofossils,Lithraphidites quadratus,,,Lithraphidites,,quadratus,,,
nannofossils,Lophodolithus acutus,,,Lophodolithus,,acutus,,,
nannofossils,Lophodolithus acutus (q),? Lophodolithus acutus,?,Lophodolithus,,acutus,,,
nannofossils,Lophodolithus mochlophorus,,,Lophodolithus,,mochlophorus,,,
nannofossils,Lophodolithus mochlophorus (q),? Lophodolithus mochlophorus,?,Lophodolithus,,mochlophorus,,,
nannofossils,Lophodolithus nascens,,,Lophodolithus,,nascens,,,
nannofossils,Lophodolithus nascens (q),? Lophodolithus nascens,?,Lophodolithus,,nascens,,,
nannofossils,Lophodolithus reniformis,,,Lophodolithus,,reniformis,,,
nannofossils,Lophodolithus rotundus,,,Lophodolithus,,rotundus,,,
nannofossils,Lophodolithus rotundus (q),? Lophodolithus rotundus,?,Lophodolithus,,rotundus,,,
nannofossils,Lophodolithus sp.,,,Lophodolithus,,sp.,,,
nannofossils,Lucianorhabdus cayeuxii,,,Lucianorhabdus,,cayeuxii,,,
nannofossils,Manivitella pemmatoidea,,,Manivitella,,pemmatoidea,,,
nannofossils,Markalius apertus,,,Markalius,,apertus,,,
nannofossils,Markalius astroporus,,,Markalius,,astroporus,,,
nannofossils,Markalius astroporus (q),? Markalius astroporus,?,Markalius,,astroporus,,,
nannofossils,Markalius circumradiatus,,,Markalius,,circumradiatus,,,
nannofossils,Markalius gammation,,,Markalius,,gammation,,,
nannofossils,Markalius inversus,,,Markalius,,inversus,,,
nannofossils,Markalius reinhardtii,,,Markalius,,reinhardtii,,,
nannofossils,Markalius sp.,,,Markalius,,sp.,,,
nannofossils,Markalius variabilis,,,Markalius,,variabilis,,,
nannofossils,Marthasterites contortus,,,Marthasterites,,contortus,,,
nannofossils,Marthasterites contortus (q),? Marthasterites contortus,?,Marthasterites,,contortus,,,
nannofossils,Marthasterites furcatus,,,Marthasterites,,furcatus,,,
nannofossils,Marthasterites inconspicuus,,,Marthasterites,,inconspicuus,,,
nannofossils,Marthasterites tribrachiatus,,,Marthasterites,,tribrachiatus,,,
nannofossils,Marthasterites tribrachiatus (q),? Marthasterites tribrachiatus,?,Marthasterites,,tribrachiatus,,,
nannofossils,Micrantholithus aequalis,,,Micrantholithus,,aequalis,,,
nannofossils,Micrantholithus attenuatus,,,Micrantholithus,,attenuatus,,,
nannofossils,Micrantholithus basquensis,,,Micrantholithus,,basquensis,,,
nannofossils,Micrantholithus crenulatus,,,Micrantholithus,,crenulatus,,,
nannofossils,Micrantholithus flos,,,Micrantholithus,,flos,,,
nannofossils,Micrantholithus fornicatus,,,Micrantholithus,,fornicatus,,,
nannofossils,Micrantholithus inaequalis,,,Micrantholithus,,inaequalis,,,
nannofossils,Micrantholithus mirabilis,,,Micrantholithus,,mirabilis,,,
nannofossils,Micrantholithus obscurus,,,Micrantholithus,,obscurus,,,
nannofossils,Micrantholithus procerus,,,Micrantholithus,,procerus,,,
nannofossils,Micrantholithus sp.,,,Micrantholithus,,sp.,,,
nannofossils,Micrantholithus sp. (q),? Micrantholithus sp.,?,Micrantholithus,,sp.,,,
nannofossils,Micrantholithus vesper,,,Micrantholithus,,vesper,,,
nannofossils,Micrascidites sp. (tunicate),,,Micrascidites,,sp.,,,tunicate
nannofossils,Micrascidites vulgaris (tunicate),,,Micrascidites,,vulgaris,,,tunicate
nannofossils,Microhabdulinus ambiguus,,,Microhabdulinus,,ambiguus,,,
nannofossils,Microrhabdulus belgicus,,,Microrhabdulus,,belgicus,,,
nannofossils,Microrhabdulus decoratus,,,Microrhabdulus,,decoratus,,,
nannofossils,Microrhabdulus stradneri,,,Microrhabdulus,,stradneri,,,
nannofossils,Micula concava,,,Micula,,concava,,,
nannofossils,Micula decussata,,,Micula,,decussata,,,
nannofossils,Micula mura,,,Micula,,mura,,,
nannofossils,Micula prinsii,,,Micula,,prinsii,,,
nannofossils,Micula sp.,,,Micula,,sp.,,,
nannofossils,Micula staurophora,,,Micula,,staurophora,,,
nannofossils,Minylitha convallis,,,Minylitha,,convallis,,,
nannofossils,Nannoconus elongatus cylindricus,,,Nannoconus,,elongatus,,cylindricus,
nannofossils,Nannoconus sp,,,Nannoconus,,sp,,,
nannofossils,Nannoconus steinmannii,,,Nannoconus,,steinmannii,,,
nannofossils,Nannoconus truittii,,,Nannoconus,,truittii,,,
nannofossils,Nannocorbis challengeri,,,Nannocorbis,,challengeri,,,
nannofossils,Nannotetrina acanthodes,,,Nannotetrina,,acanthodes,,,
nannofossils,Nannotetrina alata,,,Nannotetrina,,alata,,,
nannofossils,Nannotetrina alata (q),? Nannotetrina alata,?,Nannotetrina,,alata,,,
nannofossils,Nannotetrina calatha,,,Nannotetrina,,calatha,,,
nannofossils,Nannotetrina cristata,,,Nannotetrina,,cristata,,,
nannofossils,Nannotetrina cristata (q),? Nannotetrina cristata,?,Nannotetrina,,cristata,,,
nannofossils,Nannotetrina fulgens,,,Nannotetrina,,fulgens,,,
nannofossils,Nannotetrina mexicana,,,Nannotetrina,,mexicana,,,
nannofossils,Nannotetrina pappii,,,Nannotetrina,,pappii,,,
nannofossils,Nannotetrina quadrata,,,Nannotetrina,,quadrata,,,
nannofossils,Nannotetrina sp.,,,Nannotetrina,,sp.,,,
nannofossils,Nannotetrina spinosa,,,Nannotetrina,,spinosa,,,
nannofossils,Nannotetrina swasticoides,,,Nannotetrina,,swasticoides,,,
nannofossils,Neochiastozygus cearae,,,Neochiastozygus,,cearae,,,
nannofossils,Neochiastozygus chiastus,,,Neochiastozygus,,chiastus,,,
nannofossils,Neochiastozygus concinnus,,,Neochiastozygus,,concinnus,,,
nannofossils,Neochiastozygus denticulatus (q),? Neochiastozygus denticulatus,?,Neochiastozygus,,denticulatus,,,
nannofossils,Neochiastozygus distentus,,,Neochiastozygus,,distentus,,,
nannofossils,Neochiastozygus dubius,,,Neochiastozygus,,dubius,,,
nannofossils,Neochiastozygus imbrei,,,Neochiastozygus,,imbrei,,,
nannofossils,Neochiastozygus imbrei (q),? Neochiastozygus imbrei,?,Neochiastozygus,,imbrei,,,
nannofossils,Neochiastozygus junctus,,,Neochiastozygus,,junctus,,,
nannofossils,Neochiastozygus junctus (q),? Neochiastozygus junctus,?,Neochiastozygus,,junctus,,,
nannofossils,Neochiastozygus modestus,,,Neochiastozygus,,modestus,,,
nannofossils,Neochiastozygus modestus (q),? Neochiastozygus modestus,?,Neochiastozygus,,modestus,,,
nannofossils,Neochiastozygus perfectus,,,Neochiastozygus,,perfectus,,,
nannofossils,Neochiastozygus perfectus (q),? Neochiastozygus perfectus,?,Neochiastozygus,,perfectus,,,
nannofossils,Neochiastozygus sapes,,,Neochiastozygus,,sapes,,,
nannofossils,Neochiastozygus sp.,,,Neochiastozygus,,sp.,,,
nannofossils,Neococcolithes dubius,,,Neococcolithes,,dubius,,,
nannofossils,Neococcolithes losasnensis,,,Neococcolithes,,losasnensis,,,
nannofossils,Neococcolithes minutus,,,Neococcolithes,,minutus,,,
nannofossils,Neococcolithes nudus,,,Neococcolithes,,nudus,,,
nannofossils,Neococcolithes protenus,,,Neococcolithes,,protenus,,,
nannofossils,Neococcolithes protenus (q),? Neococcolithes protenus,?,Neococcolithes,,protenus,,,
nannofossils,Neocrepidolithus crassus,,,Neocrepidolithus,,crassus,,,
nannofossils,Neocrepidolithus sp.,,,Neocrepidolithus,,sp.,,,
nannofossils,Nephrolithus frequens,,,Nephrolithus,,frequens,,,
nannofossils,Nephrolithus sp.,,,Nephrolithus,,sp.,,,
nannofossils,Oolithotus antillarum,,,Oolithotus,,antillarum,,,
nannofossils,Oolithotus fragilis,,,Oolithotus,,fragilis,,,
nannofossils,Orthorhabdus serratus,,,Orthorhabdus,,serratus,,,
nannofossils,Orthorhabdus serratus (q),? Orthorhabdus serratus,?,Orthorhabdus,,serratus,,,
nannofossils,Orthorhabdus sp.,,,Orthorhabdus,,sp.,,,
nannofossils,Orthozygus aureus,,,Orthozygus,,aureus,,,
nannofossils,Parhabdolithus angustus (q),? Parhabdolithus angustus,?,Parhabdolithus,,angustus,,,
nannofossils,Parhabdolithus asper,,,Parhabdolithus,,asper,,,
nannofossils,Parhabdolithus embergeri,,,Parhabdolithus,,embergeri,,,
nannofossils,Parhabdolithus regularis,,,Parhabdolithus,,regularis,,,
nannofossils,Parhabdolithus sp.,,,Parhabdolithus,,sp.,,,
nannofossils,Parhabdolithus splendens,,,Parhabdolithus,,splendens,,,
nannofossils,Pedinocyclus larvalis,,,Pedinocyclus,,larvalis,,,
nannofossils,Pedinocyclus larvalis (q),? Pedinocyclus larvalis,?,Pedinocyclus,,larvalis,,,
nannofossils,Pemma basquense,,,Pemma,,basquense,,,
nannofossils,Pemma papillatum,,,Pemma,,papillatum,,,
nannofossils,Pemma rotundum,,,Pemma,,rotundum,,,
nannofossils,Pemma rotundum (q),? Pemma rotundum,?,Pemma,,rotundum,,,
nannofossils,Pemma sp.,,,Pemma,,sp.,,,
nannofossils,Pemmatoides papillum,,,Pemmatoides,,papillum,,,
nannofossils,Peritrachelina joidesa,,,Peritrachelina,,joidesa,,,
nannofossils,Peritrachelina sp.,,,Peritrachelina,,sp.,,,
nannofossils,Placozygus sigmoides,,,Placozygus,,sigmoides,,,
nannofossils,Podorhabdus decorus,,,Podorhabdus,,decorus,,,
nannofossils,Podorhabdus dietzmannii,,,Podorhabdus,,dietzmannii,,,
nannofossils,Pontospahera sp.,,,Pontospahera,,sp.,,,
nannofossils,Pontosphaera alborensis,,,Pontosphaera,,alborensis,,,
nannofossils,Pontosphaera alta,,,Pontosphaera,,alta,,,
nannofossils,Pontosphaera alta (q),? Pontosphaera alta,?,Pontosphaera,,alta,,,
nannofossils,Pontosphaera anisotrema,,,Pontosphaera,,anisotrema,,,
nannofossils,Pontosphaera anisotrema (q),? Pontosphaera anisotrema,?,Pontosphaera,,anisotrema,,,
nannofossils,Pontosphaera attenuatus,,,Pontosphaera,,attenuatus,,,
nannofossils,Pontosphaera discopora,,,Pontosphaera,,discopora,,,
nannofossils,Pontosphaera discopora (q),? Pontosphaera discopora,?,Pontosphaera,,discopora,,,
nannofossils,Pontosphaera distincta,,,Pontosphaera,,distincta,,,
nannofossils,Pontosphaera excelsa,,,Pontosphaera,,excelsa,,,
nannofossils,Pontosphaera indooceanica,,,Pontosphaera,,indooceanica,,,
nannofossils,Pontosphaera japonica,,,Pontosphaera,,japonica,,,
nannofossils,Pontosphaera japonica (q),? Pontosphaera japonica,?,Pontosphaera,,japonica,,,
nannofossils,Pontosphaera jonesii,,,Pontosphaera,,jonesii,,,
nannofossils,Pontosphaera labrosa,,,Pontosphaera,,labrosa,,,
nannofossils,Pontosphaera messinae,,,Pontosphaera,,messinae,,,
nannofossils,Pontosphaera multipora,,,Pontosphaera,,multipora,,,
nannofossils,Pontosphaera multipora (q),? Pontosphaera multipora,?,Pontosphaera,,multipora,,,
nannofossils,Pontosphaera obliquipons,,,Pontosphaera,,obliquipons,,,
nannofossils,Pontosphaera ovata,,,Pontosphaera,,ovata,,,
nannofossils,Pontosphaera pacifica,,,Pontosphaera,,pacifica,,,
nannofossils,Pontosphaera pectinata,,,Pontosphaera,,pectinata,,,
nannofossils,Pontosphaera plana,,,Pontosphaera,,plana,,,
nannofossils,Pontosphaera planar,,,Pontosphaera,,planar,,,
nannofossils,Pontosphaera pulcheroides,,,Pontosphaera,,pulcheroides,,,
nannofossils,Pontosphaera pulchra,,,Pontosphaera,,pulchra,,,
nannofossils,Pontosphaera rimosa,,,Pontosphaera,,rimosa,,,
nannofossils,Pontosphaera scutellum,,,Pontosphaera,,scutellum,,,
nannofossils,Pontosphaera segmenta,,,Pontosphaera,,segmenta,,,
nannofossils,Pontosphaera sp.(q),? Pontosphaera sp.,?,Pontosphaera,,sp.,,,
nannofossils,Pontosphaera sparsiforata (q),? Pontosphaera sparsiforata,?,Pontosphaera,,sparsiforata,,,
nannofossils,Pontosphaera syracusana,,,Pontosphaera,,syracusana,,,
nannofossils,Pontosphaera syracusana (q),? Pontosphaera syracusana,?,Pontosphaera,,syracusana,,,
nannofossils,Pontosphaera vadosa,,,Pontosphaera,,vadosa,,,
nannofossils,Pontosphaera vadosa (q),? Pontosphaera vadosa,?,Pontosphaera,,vadosa,,,
nannofossils,Pontosphaera vigintiforata,,,Pontosphaera,,vigintiforata,,,
nannofossils,Pontosphaera wechesensis,,,Pontosphaera,,wechesensis,,,
nannofossils,Prediscosphaera cretacea,,,Prediscosphaera,,cretacea,,,
nannofossils,Prediscosphaera decora,,,Prediscosphaera,,decora,,,
nannofossils,Prediscosphaera grandis,,,Prediscosphaera,,grandis,,,
nannofossils,Prediscosphaera intercisus,,,Prediscosphaera,,intercisus,,,
nannofossils,Prediscosphaera spinosa,,,Prediscosphaera,,spinosa,,,
nannofossils,Prinsius bisulcus,,,Prinsius,,bisulcus,,,
nannofossils,Prinsius bisulcus (q),? Prinsius bisulcus,?,Prinsius,,bisulcus,,,
nannofossils,Prinsius dimorphosus,,,Prinsius,,dimorphosus,,,
nannofossils,Prinsius dimorphosus (q),? Prinsius dimorphosus,?,Prinsius,,dimorphosus,,,
nannofossils,Prinsius martinii,,,Prinsius,,martinii,,,
nannofossils,Prinsius martinii (q),? Prinsius martinii,?,Prinsius,,martinii,,,
nannofossils,Prinsius sp.,,,Prinsius,,sp.,,,
nannofossils,Pseudoemiliania lacunosa,,,Pseudoemiliania,,lacunosa,,,
nannofossils,Pseudoemiliania lacunosa (oval),,,Pseudoemiliania,,lacunosa,,,oval
nannofossils,Pseudoemiliania lacunosa (q),? Pseudoemiliania lacunosa,?,Pseudoemiliania,,lacunosa,,,
