verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Acrobotrys sphaerothorax (q),radiolarians,Acrobotrys,Acrobotrys sphaerothorax,sphaerothorax,
Acrobotrys tritubus,radiolarians,Acrobotrys,Acrobotrys tritubus,tritubus,
Acrocubus octopylus,radiolarians,Acrocubus,Acrocubus octopylus,octopylus,
Acrocythere sp.,ostracods,Acrocythere,Acrocythere sp.,sp.,
Acrocythere sp.(q),ostracods,Acrocythere,Acrocythere sp.,sp.,
Acrosphaera cyrtodon,radiolarians,Acrosphaera,Acrosphaera cyrtodon,cyrtodon,
Acrosphaera lappacea,radiolarians,Acrosphaera,Acrosphaera lappacea,lappacea,
Acrosphaera murrayana,radiolarians,Acrosphaera,Acrosphaera murrayana,murrayana,
Acrosphaera spinosa,radiolarians,Acrosphaera,Acrosphaera spinosa,spinosa,
Acrosphaera trepanata,radiolarians,Acrosphaera,Acrosphaera trepanata,trepanata,
Actiniscus elongatus,dinoflagellates,Actiniscus,Actiniscus elongatus,elongatus,
Actiniscus elongatus (q),ebridians,Actiniscus,Actiniscus elongatus,elongatus,
Actiniscus laciniatus (q),ebridians,Actiniscus,Actiniscus laciniatus,laciniatus,
Actiniscus pentaradiatus,dinoflagellates,Actiniscus,Actiniscus pentaradiatus,pentaradiatus,
Actiniscus pentasterias,dinoflagellates,Actiniscus,Actiniscus pentasterias,pentasterias,
Actiniscus pentasterias,ebridians,Actiniscus,Actiniscus pentasterias,pentasterias,
Actiniscus radicula,dinoflagellates,Actiniscus,Actiniscus radicula,radicula,
Actiniscus sp.,ebridians,Actiniscus,Actiniscus sp.,sp.,
Actiniscus squamosus,ebridians,Actiniscus,Actiniscus squamosus,squamosus,
Actiniscus tetrasterias,dinoflagellates,Actiniscus,Actiniscus tetrasterias,tetrasterias,
Actiniscus tetrasterias,ebridians,Actiniscus,Actiniscus tetrasterias,tetrasterias,
Actinocyclus bisenarius (q),diatoms,Actinocyclus,Actinocyclus bisenarius,bisenarius,
Actinocyclus cubitus,diatoms,Actinocyclus,Actinocyclus cubitus,cubitus,
Actinocyclus curvatulus,diatoms,Actinocyclus,Actinocyclus curvatulus,curvatulus,
Actinocyclus curvatulus (q),diatoms,Actinocyclus,Actinocyclus curvatulus,curvatulus,
Actinocyclus divisus,diatoms,Actinocyclus,Actinocyclus divisus,divisus,
Actinocyclus ehrenbergii,diatoms,Actinocyclus,Actinocyclus ehrenbergii,ehrenbergii,
Actinocyclus ehrenbergii (q),diatoms,Actinocyclus,Actinocyclus ehrenbergii,ehrenbergii,
Actinocyclus ehrenbergii crassa,diatoms,Actinocyclus,Actinocyclus ehrenbergii crassa,ehrenbergii,crassa
Actinocyclus ehrenbergii tenella,diatoms,Actinocyclus,Actinocyclus ehrenbergii tenella,ehrenbergii,tenella
Actinocyclus ehrenbergii var.,diatoms,Actinocyclus,Actinocyclus ehrenbergii var.,ehrenbergii,var.
Actinocyclus ellipticus,diatoms,Actinocyclus,Actinocyclus ellipticus,ellipticus,
Actinocyclus ellipticus (q),diatoms,Actinocyclus,Actinocyclus ellipticus,ellipticus,
Actinocyclus ellipticus elongatus,diatoms,Actinocyclus,Actinocyclus ellipticus elongatus,ellipticus,elongatus
Actinocyclus ellipticus javanica,diatoms,Actinocyclus,Actinocyclus ellipticus javanica,ellipticus,javanica
Actinocyclus ellipticus lanceolata,diatoms,Actinocyclus,Actinocyclus ellipticus lanceolata,ellipticus,lanceolata
Actinocyclus ellipticus moronensis,diatoms,Actinocyclus,Actinocyclus ellipticus moronensis,ellipticus,moronensis
Actinocyclus ellipticus spiralis,diatoms,Actinocyclus,Actinocyclus ellipticus spiralis,ellipticus,spiralis
Actinocyclus elongatus,diatoms,Actinocyclus,Actinocyclus elongatus,elongatus,
Actinocyclus ingens,diatoms,Actinocyclus,Actinocyclus ingens,ingens,
Actinocyclus ingens (q),diatoms,Actinocyclus,Actinocyclus ingens,ingens,
Actinocyclus ingens (undulated),diatoms,Actinocyclus,Actinocyclus ingens,ingens,
Actinocyclus ingens ingens,diatoms,Actinocyclus,Actinocyclus ingens ingens,ingens,ingens
Actinocyclus ingens nodus,diatoms,Actinocyclus,Actinocyclus ingens nodus,ingens,nodus
Actinocyclus lanceolatus,diatoms,Actinocyclus,Actinocyclus lanceolatus,lanceolatus,
Actinocyclus lanceolatus (q),diatoms,Actinocyclus,Actinocyclus lanceolatus,lanceolatus,
Actinocyclus moronensis,diatoms,Actinocyclus,Actinocyclus moronensis,moronensis,
Actinocyclus neogradensis (q),diatoms,Actinocyclus,Actinocyclus neogradensis,neogradensis,
Actinocyclus normannii,diatoms,Actinocyclus,Actinocyclus normannii,normannii,
Actinocyclus ochotensis,diatoms,Actinocyclus,Actinocyclus ochotensis,ochotensis,
Actinocyclus octonarius,diatoms,Actinocyclus,Actinocyclus octonarius,octonarius,
Actinocyclus octonarius crassa,diatoms,Actinocyclus,Actinocyclus octonarius crassa,octonarius,crassa
Actinocyclus octonarius minuta,diatoms,Actinocyclus,Actinocyclus octonarius minuta,octonarius,minuta
Actinocyclus octonarius tenella,diatoms,Actinocyclus,Actinocyclus octonarius tenella,octonarius,tenella
Actinocyclus oculatus,diatoms,Actinocyclus,Actinocyclus oculatus,oculatus,
Actinocyclus oculatus (q),diatoms,Actinocyclus,Actinocyclus oculatus,oculatus,
Actinocyclus radionovae,diatoms,Actinocyclus,Actinocyclus radionovae,radionovae,
Actinocyclus sp.,diatoms,Actinocyclus,Actinocyclus sp.,sp.,
Actinocyclus subtilis,diatoms,Actinocyclus,Actinocyclus subtilis,subtilis,
Actinocyclus tsugaruensis,diatoms,Actinocyclus,Actinocyclus tsugaruensis,tsugaruensis,
Actinocyclus undulatus,diatoms,Actinocyclus,Actinocyclus undulatus,undulatus,
Actinomma antarcticum,radiolarians,Actinomma,Actinomma antarcticum,antarcticum,
Actinomma archadophorum,radiolarians,Actinomma,Actinomma archadophorum,archadophorum,
Actinomma beroes,radiolarians,Actinomma,Actinomma beroes,beroes,
Actinomma golownini,radiolarians,Actinomma,Actinomma golownini,golownini,
Actinomma hexaconthium arachinoidale (q),radiolarians,Actinomma,Actinomma hexaconthium arachinoidale,hexaconthium,arachinoidale
Actinomma medianum,radiolarians,Actinomma,Actinomma medianum,medianum,
Actinomma mediterranensis,radiolarians,Actinomma,Actinomma mediterranensis,mediterranensis,
Actinomma medusa,radiolarians,Actinomma,Actinomma medusa,medusa,
Actinomma popopski,radiolarians,Actinomma,Actinomma popopski,popopski,
Actinomma sp.,radiolarians,Actinomma,Actinomma sp.,sp.,
Actinomma tanyacantha,radiolarians,Actinomma,Actinomma tanyacantha,tanyacantha,
Actinomma tetrapila,radiolarians,Actinomma,Actinomma tetrapila,tetrapila,
Actinomma yosii,radiolarians,Actinomma,Actinomma yosii,yosii,
Actinommura sp.,radiolarians,Actinommura,Actinommura sp.,sp.,
Actinoptychus bipunctatus,diatoms,Actinoptychus,Actinoptychus bipunctatus,bipunctatus,
Actinoptychus heliopleta,diatoms,Actinoptychus,Actinoptychus heliopleta,heliopleta,
Actinoptychus intermedius,diatoms,Actinoptychus,Actinoptychus intermedius,intermedius,
Actinoptychus marylandicus (q),diatoms,Actinoptychus,Actinoptychus marylandicus,marylandicus,
Actinoptychus minutus,diatoms,Actinoptychus,Actinoptychus minutus,minutus,
Actinoptychus packi,diatoms,Actinoptychus,Actinoptychus packi,packi,
Actinoptychus reinholdii,diatoms,Actinoptychus,Actinoptychus reinholdii,reinholdii,
Actinoptychus senarius,diatoms,Actinoptychus,Actinoptychus senarius,senarius,
Actinoptychus senarius minor,diatoms,Actinoptychus,Actinoptychus senarius minor,senarius,minor
Actinoptychus sp.,diatoms,Actinoptychus,Actinoptychus sp.,sp.,
Actinoptychus splendens,diatoms,Actinoptychus,Actinoptychus splendens,splendens,
Actinoptychus splendens (q),diatoms,Actinoptychus,Actinoptychus splendens,splendens,
Actinoptychus stella,diatoms,Actinoptychus,Actinoptychus stella,stella,
Actinoptychus thumii,diatoms,Actinoptychus,Actinoptychus thumii,thumii,
Actinoptychus undulatus,diatoms,Actinoptychus,Actinoptychus undulatus,undulatus,
Actinoptychus undulatus (q),diatoms,Actinoptychus,Actinoptychus undulatus,undulatus,
Actinoptychus undulatus s. l.,diatoms,Actinoptychus,Actinoptychus undulatus s. l.,undulatus,
Actinoptychus vulgaris,diatoms,Actinoptychus,Actinoptychus vulgaris,vulgaris,
Actinoptychus vulgaris (q),diatoms,Actinoptychus,Actinoptychus vulgaris,vulgaris,
Actinoptychus vulgaris monicae,diatoms,Actinoptychus,Actinoptychus vulgaris monicae,vulgaris,monicae
Actinoptychus wittii,diatoms,Actinoptychus,Actinoptychus wittii,wittii,
Actinosphaera acanthophora,radiolarians,Actinosphaera,Actinosphaera acanthophora,acanthophora,
Actinosphaera haackei (q),radiolarians,Actinosphaera,Actinosphaera haackei,haackei,
Actinozygus regularis,nannofossils,Actinozygus,Actinozygus regularis,regularis,
Adercotryma glomeratum,benthic_forams,Adercotryma,Adercotryma glomeratum,glomeratum,
Adercotryma sp.,benthic_forams,Adercotryma,Adercotryma sp.,sp.,
Adnatosphaeridium multispinosum,dinoflagellates,Adnatosphaeridium,Adnatosphaeridium multispinosum,multispinosum,
Adnatosphaeridium robustum,dinoflagellates,Adnatosphaeridium,Adnatosphaeridium robustum,robustum,
Adnatosphaeridium sp.,dinoflagellates,Adnatosphaeridium,Adnatosphaeridium sp.,sp.,
Adnatosphaeridium vittatum (q),dinoflagellates,Adnatosphaeridium,Adnatosphaeridium vittatum,vittatum,
Aequitriradites sp.,pollen,Aequitriradites,Aequitriradites sp.,sp.,
Agrenocythere gosnoldi,ostracods,Agrenocythere,Agrenocythere gosnoldi,gosnoldi,
Agrenocythere hazelae,ostracods,Agrenocythere,Agrenocythere hazelae,hazelae,
Agrenocythere pliocenica,ostracods,Agrenocythere,Agrenocythere pliocenica,pliocenica,
Agrenocythere radula,ostracods,Agrenocythere,Agrenocythere radula,radula,
Agrenocythere sp.,ostracods,Agrenocythere,Agrenocythere sp.,sp.,
Ahmuellerella octoradiata,nannofossils,Ahmuellerella,Ahmuellerella octoradiata,octoradiata,
Aiora fenestrata,dinoflagellates,Aiora,Aiora fenestrata,fenestrata,
Alabamina creta,benthic_forams,Alabamina,Alabamina creta,creta,
Alabamina decorata,benthic_forams,Alabamina,Alabamina decorata,decorata,
Alabamina dissonata,benthic_forams,Alabamina,Alabamina dissonata,dissonata,
Alabamina dissonata (q),benthic_forams,Alabamina,Alabamina dissonata,dissonata,
Alabamina haitiensis,benthic_forams,Alabamina,Alabamina haitiensis,haitiensis,
Alabamina marginata,benthic_forams,Alabamina,Alabamina marginata,marginata,
Alabamina midwayensis,benthic_forams,Alabamina,Alabamina midwayensis,midwayensis,
Alabamina naraensis,benthic_forams,Alabamina,Alabamina naraensis,naraensis,
Alabamina obtusa,benthic_forams,Alabamina,Alabamina obtusa,obtusa,
Alabamina polita,benthic_forams,Alabamina,Alabamina polita,polita,
Alabamina sp.,benthic_forams,Alabamina,Alabamina sp.,sp.,
Alabamina wilcoxensis,benthic_forams,Alabamina,Alabamina wilcoxensis,wilcoxensis,
Alabaminoides exiguus,benthic_forams,Alabaminoides,Alabaminoides exiguus,exiguus,
Alabinella wedellensis,benthic_forams,Alabinella,Alabinella wedellensis,wedellensis,
Alangium sp.,pollen,Alangium,Alangium sp.,sp.,
Alatacythere sp.,ostracods,Alatacythere,Alatacythere sp.,sp.,
Alchornea cordifolia,pollen,Alchornea,Alchornea cordifolia,cordifolia,
Alchornea sp.,pollen,Alchornea,Alchornea sp.,sp.,
Alfaroa sp.,pollen,Alfaroa,Alfaroa sp.,sp.,
Alievium gallowayi,radiolarians,Alievium,Alievium gallowayi,gallowayi,
Alisma,pollen,Alisma,Alisma,,
Alisocysta ornata,dinoflagellates,Alisocysta,Alisocysta ornata,ornata,
Alisporites grandis,pollen,Alisporites,Alisporites grandis,grandis,
Alisporites sp.,pollen,Alisporites,Alisporites sp.,sp.,
Allomorphina pacifica,benthic_forams,Allomorphina,Allomorphina pacifica,pacifica,
Allomorphinella sp.,benthic_forams,Allomorphinella,Allomorphinella sp.,sp.,
Allomorphinella sp.(q),benthic_forams,Allomorphinella,Allomorphinella sp.,sp.,
Alnus sp.,pollen,Alnus,Alnus sp.,sp.,
Alterbia distincta,dinoflagellates,Alterbia,Alterbia distincta,distincta,
Alternanthera sp. (q),pollen,Alternanthera,Alternanthera sp.,sp.,
Alveolophraginium crassimargo,benthic_forams,Alveolophraginium,Alveolophraginium crassimargo,crassimargo,
Amaranthaceae,pollen,Amaranthaceae,Amaranthaceae,,
Amaryllidaceae,pollen,Amaryllidaceae,Amaryllidaceae,,
Amaurolithus amplificus,nannofossils,Amaurolithus,Amaurolithus amplificus,amplificus,
Amaurolithus amplificus (q),nannofossils,Amaurolithus,Amaurolithus amplificus,amplificus,
Amaurolithus bizzarus,nannofossils,Amaurolithus,Amaurolithus bizzarus,bizzarus,
Amaurolithus delicatus,nannofossils,Amaurolithus,Amaurolithus delicatus,delicatus,
Amaurolithus ninae,nannofossils,Amaurolithus,Amaurolithus ninae,ninae,
Amaurolithus primus,nannofossils,Amaurolithus,Amaurolithus primus,primus,
Amaurolithus sp.,nannofossils,Amaurolithus,Amaurolithus sp.,sp.,
Amaurolithus tricorniculatus,nannofossils,Amaurolithus,Amaurolithus tricorniculatus,tricorniculatus,
Amaurolithus tricorniculatus (q),nannofossils,Amaurolithus,Amaurolithus tricorniculatus,tricorniculatus,
Ammobaculites agglutinans,benthic_forams,Ammobaculites,Ammobaculites agglutinans,agglutinans,
Ammobaculites coprolithiformis,benthic_forams,Ammobaculites,Ammobaculites coprolithiformis,coprolithiformis,
Ammobaculites expansus,benthic_forams,Ammobaculites,Ammobaculites expansus,expansus,
Ammobaculites expansus (q),benthic_forams,Ammobaculites,Ammobaculites expansus,expansus,
Ammobaculoides navarroensis (q),benthic_forams,Ammobaculoides,Ammobaculoides navarroensis,navarroensis,
Ammodiscus cretaceous,benthic_forams,Ammodiscus,Ammodiscus cretaceous,cretaceous,
Ammodiscus glabratus (q),benthic_forams,Ammodiscus,Ammodiscus glabratus,glabratus,
Ammodiscus incertus,benthic_forams,Ammodiscus,Ammodiscus incertus,incertus,
Ammodiscus incertus (q),benthic_forams,Ammodiscus,Ammodiscus incertus,incertus,
Ammodiscus peruvianus,benthic_forams,Ammodiscus,Ammodiscus peruvianus,peruvianus,
Ammodiscus sp.,benthic_forams,Ammodiscus,Ammodiscus sp.,sp.,
Ammodochium ampulla,ebridians,Ammodochium,Ammodochium ampulla,ampulla,
Ammodochium rectangulare,ebridians,Ammodochium,Ammodochium rectangulare,rectangulare,
Ammodochium serotinum,ebridians,Ammodochium,Ammodochium serotinum,serotinum,
Ammodochium sp.(q),ebridians,Ammodochium,Ammodochium sp.,sp.,
Ammodochium speciosum,ebridians,Ammodochium,Ammodochium speciosum,speciosum,
Ammoglobigerina sp.,benthic_forams,Ammoglobigerina,Ammoglobigerina sp.,sp.,
Ammolagena clavata,benthic_forams,Ammolagena,Ammolagena clavata,clavata,
Ammomassilina alveoliniformis,benthic_forams,Ammomassilina,Ammomassilina alveoliniformis,alveoliniformis,
Ammomassilina alveoliniformis (q),benthic_forams,Ammomassilina,Ammomassilina alveoliniformis,alveoliniformis,
Ammonia ammoniformis,benthic_forams,Ammonia,Ammonia ammoniformis,ammoniformis,
Ammonia beccarii,benthic_forams,Ammonia,Ammonia beccarii,beccarii,
Ammonia beccarii (q),benthic_forams,Ammonia,Ammonia beccarii,beccarii,
Ammonia hatatensis,benthic_forams,Ammonia,Ammonia hatatensis,hatatensis,
Ammonia parkinsoniana,benthic_forams,Ammonia,Ammonia parkinsoniana,parkinsoniana,
Ammonia perlucida,benthic_forams,Ammonia,Ammonia perlucida,perlucida,
Ammonia sikokuensis,benthic_forams,Ammonia,Ammonia sikokuensis,sikokuensis,
Ammonia sp.,benthic_forams,Ammonia,Ammonia sp.,sp.,
Ammonia tepida,benthic_forams,Ammonia,Ammonia tepida,tepida,
Ammonia viennensis-compacta,benthic_forams,Ammonia,Ammonia viennensis-compacta,viennensis-compacta,
Ammopalmula sp.,benthic_forams,Ammopalmula,Ammopalmula sp.,sp.,
Ammoscalaria pseudospiralis,benthic_forams,Ammoscalaria,Ammoscalaria pseudospiralis,pseudospiralis,
Ammoscalaria pseudospiralis (q),benthic_forams,Ammoscalaria,Ammoscalaria pseudospiralis,pseudospiralis,
Ammosphaeroidina (q),benthic_forams,Ammosphaeroidina,Ammosphaeroidina,,
Ammotium cassis,benthic_forams,Ammotium,Ammotium cassis,cassis,
Ampelidaceae,pollen,Ampelidaceae,Ampelidaceae,,
Amphibrachium sp.,radiolarians,Amphibrachium,Amphibrachium sp.,sp.,
Amphicoryna scalaris sagamiensis,benthic_forams,Amphicoryna,Amphicoryna scalaris sagamiensis,scalaris,sagamiensis
Amphicoryna sp.,benthic_forams,Amphicoryna,Amphicoryna sp.,sp.,
Amphicraspedum murrayanum,radiolarians,Amphicraspedum,Amphicraspedum murrayanum,murrayanum,
Amphicraspedum murrayanum (q),radiolarians,Amphicraspedum,Amphicraspedum murrayanum,murrayanum,
Amphicraspedum prolixum,radiolarians,Amphicraspedum,Amphicraspedum prolixum,prolixum,
Amphileberis nipponica,ostracods,Amphileberis,Amphileberis nipponica,nipponica,
Amphimorphina lessonii,benthic_forams,Amphimorphina,Amphimorphina lessonii,lessonii,
Amphiplecta acrostoma,radiolarians,Amphiplecta,Amphiplecta acrostoma,acrostoma,
Amphiplecta acrostoma (q),radiolarians,Amphiplecta,Amphiplecta acrostoma,acrostoma,
Amphiplecta cylindrocephala,radiolarians,Amphiplecta,Amphiplecta cylindrocephala,cylindrocephala,
Amphiplecta sp.,radiolarians,Amphiplecta,Amphiplecta sp.,sp.,
Amphiprora palludosa,diatoms,Amphiprora,Amphiprora palludosa,palludosa,
Amphipternis alamedaensis,radiolarians,Amphipternis,Amphipternis alamedaensis,alamedaensis,
Amphipternis alamedaensis (q),radiolarians,Amphipternis,Amphipternis alamedaensis,alamedaensis,
Amphipternis clava,radiolarians,Amphipternis,Amphipternis clava,clava,
Amphipternis sp. (q),radiolarians,Amphipternis,Amphipternis sp.,sp.,
Amphipyndax enesseffi,radiolarians,Amphipyndax,Amphipyndax enesseffi,enesseffi,
Amphipyndax sp.,radiolarians,Amphipyndax,Amphipyndax sp.,sp.,
Amphipyndax sp. (q),radiolarians,Amphipyndax,Amphipyndax sp.,sp.,
Amphipyndax stocki,radiolarians,Amphipyndax,Amphipyndax stocki,stocki,
Amphipyndax stocki (q),radiolarians,Amphipyndax,Amphipyndax stocki,stocki,
Amphirhopalum sp.,radiolarians,Amphirhopalum,Amphirhopalum sp.,sp.,
Amphirhopalum wirchowii,radiolarians,Amphirhopalum,Amphirhopalum wirchowii,wirchowii,
Amphirhopalum ypsilon,radiolarians,Amphirhopalum,Amphirhopalum ypsilon,ypsilon,
Amphisphaera cristata,radiolarians,Amphisphaera,Amphisphaera cristata,cristata,
Amphisphaera cronos,radiolarians,Amphisphaera,Amphisphaera cronos,cronos,
Amphisphaera dixyphos,radiolarians,Amphisphaera,Amphisphaera dixyphos,dixyphos,
Amphisphaera minor,radiolarians,Amphisphaera,Amphisphaera minor,minor,
Amphisphaera radiosa,radiolarians,Amphisphaera,Amphisphaera radiosa,radiosa,
Amphisphaera santaennae,radiolarians,Amphisphaera,Amphisphaera santaennae,santaennae,
Amphisphaera sp.,radiolarians,Amphisphaera,Amphisphaera sp.,sp.,
Amphisphaera spinulosa,radiolarians,Amphisphaera,Amphisphaera spinulosa,spinulosa,
Amphispyris roggentheni,radiolarians,Amphispyris,Amphispyris roggentheni,roggentheni,
Amphistegina lessonii,benthic_forams,Amphistegina,Amphistegina lessonii,lessonii,
Amphistegina lessonii (q),benthic_forams,Amphistegina,Amphistegina lessonii,lessonii,
Amphistegina sp.,benthic_forams,Amphistegina,Amphistegina sp.,sp.,
Amphistylus angelinus,radiolarians,Amphistylus,Amphistylus angelinus,angelinus,
Amphitholus sp.,radiolarians,Amphitholus,Amphitholus sp.,sp.,
Amphora angusta,diatoms,Amphora,Amphora angusta,angusta,
Amphora coffeaeformis,diatoms,Amphora,Amphora coffeaeformis,coffeaeformis,
Amphora costata,diatoms,Amphora,Amphora costata,costata,
Amphora holsatica,diatoms,Amphora,Amphora holsatica,holsatica,
