Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens ,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
371-U1506A-9R-CC-PAL-NANNO,0,10,77.51,77.61,NN14,M/G,A,T A. primus,,,,,,F,F,,,R,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,1?,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,9,R,CC,PAL,,
371-U1506A-10R-3-W 75/75-NANNO,0,0,84.75,84.75,NN13,M/G,A,,1,1,,,,F,F,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,10,R,3,W,,
371-U1506A-10R-CC-PAL-NANNO,0,6,87.57,87.63,NN13,M/G,A,T C. acutus?,2,R,1,,,C,F,,,F,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1?,,,,,,VR,,,,,,,,,,,,,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,10,R,CC,PAL,,
371-U1506A-11R-CC-PAL-NANNO,0,10,96.8,96.9,NN13,M/G,A,,2,2,1,,,C,2,,,F,,,,1,3,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,1,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,11,R,CC,PAL,,
371-U1506A-12R-CC-PAL-NANNO,0,10,107.61,107.71,NN13,M/G,A,B C. rugosus,4,1,,,,C,1,,,R,,,,,2,1,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,12,R,CC,PAL,,
371-U1506A-13R-CC-PAL-NANNO,0,10,116.72,116.82,NN12,M/G,A,,,,,,,F,1,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,R,1?,,,,,1,1,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,13,R,CC,PAL,,
371-U1506A-14R-CC-PAL-NANNO,0,10,127.2,127.3,NN12,M/G,A,,,2,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,1?,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,14,R,CC,PAL,,
371-U1506A-15R-CC-PAL-NANNO,0,10,129.34,129.44,NN12,M/G,A,T D quinqueramus,,R,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,1?,,,,,,R,,,,,,,,,,,,,,,F,1?,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,15,R,CC,PAL,,
371-U1506A-16R-CC-PAL-NANNO,0,10,146.01,146.11,NN11,M/G,A,,2,2,,,,C,1,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,VR,,,,,,,,,,,1?,,,,R,VR,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,16,R,CC,PAL,,
371-U1506A-17R-CC-PAL-NANNO,0,9,154.92,155.01,NN11,M/G,A,,2,2,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,1,,VR,,,,,,,,,,,,,,,F,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,17,R,CC,PAL,,
371-U1506A-18R-CC-PAL-NANNO,0,10,164.83,164.93,NN11,M,A,,,2,,,,C,1,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,4,,VR,,,,,,,,,,,,,,,R,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,18,R,CC,PAL,,
371-U1506A-19R-CC-PAL-NANNO,0,10,173.95,174.05,NN11,M/G,A,,,3,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,F,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,19,R,CC,PAL,,
371-U1506A-20R-CC-PAL-NANNO,0,8,184.16,184.24,NN11,M,A,,1,,,,,F,1,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,3,,1,,,,,,,,,,,1?,,,,R,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,20,R,CC,PAL,,
371-U1506A-21R-CC-PAL-NANNO,0,10,193.32,193.42,NN11,M/G,A,,,,,,,F,R,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,1,,VR,,,,,,,,,,,,,,,R,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,21,R,CC,PAL,,
371-U1506A-22R-CC-PAL-NANNO,0,10,203.52,203.62,NN11,M/G,A,,,2,,,,R,R,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,R,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,22,R,CC,PAL,,
371-U1506A-23R-CC-PAL-NANNO,0,10,210.76,210.86,NN11,M/G,A,,,2,,,,R,R,,,F,,,,,,,,,,,,,,,,,,,,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,23,R,CC,PAL,,
371-U1506A-24R-3-W 75/75-NANNO,0,0,218.85,218.85,NN11,M/G,A,B D. pentaradiatus B D. quinqueramus,,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,1,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,24,R,3,W,,
371-U1506A-24R-CC-PAL-NANNO,0,10,223.23,223.33,NN9,M,A,,,,,,,F,R,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,24,R,CC,PAL,,
371-U1506A-25R-3-W 75/75-NANNO,0,0,228.45,228.45,NN9,M,A,B D. hamatus T C. miopelagicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,25,R,3,W,,
371-U1506A-25R-CC-PAL-NANNO,0,6,233.5,233.56,NN7,M,A,,,,,,,F,R,,,R,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,25,R,CC,PAL,,
371-U1506A-26R-CC-PAL-NANNO,0,10,240.05,240.15,NN7,M,A,"T C. floridanus, T C. premacintyrei",,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,26,R,CC,PAL,,
371-U1506A-27R-CC-PAL-NANNO,0,10,253.32,253.42,NN6,M/G,A,,,,,,,F,R,F,,R,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,27,R,CC,PAL,,
371-U1506A-28R-3-W 75/75-NANNO,0,0,257.25,257.25,NN6,M,A,B. R. pseudoumbilicus B C. macintyrei,,,,,,F,R,F,,F,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,28,R,3,W,,
371-U1506A-28R-4-W 75/75-NANNO,0,0,258.75,258.75,NN1,M,A,"T Z. bijugatus, T D. bisectus >10",,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,C,,,,,,F,F,,2,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,28,R,4,W,,
