Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Sample preparation comment,General comment,Group Abundance,Preservation,Abas wittii,Actinocyclus barronii,Actinocyclus ellipticus f. lanceolata,Actinocyclus ellipticus var. javanica,Actinocyclus ellipticus var. spiralis,Actinocyclus hajosiae,Actinocyclus ingens,Actinocyclus jouseae,Actinocyclus moronensis,Actinocyclus mutabilis,Actinocyclus nigriniae,Actinocyclus praellipticus,Actinocyclus radionovae,Actinoptychus splendens,Alveus marina,Annellus californicus,Araniscus lewisianus,Asterolampra acutiloba,Asterolampra affinis,Asterolampra grevillei,Asterolampra insignis,Asterolampra marylandica,Asteromphalus elegans,Azpeitia bukryi,Azpeitia crenuloides,Azpeitia gombosi,Azpeitia nodulifera,Azpeitia nodulifera var. cyclopus,Azpeitia oligocenica,Azpeitia oligocenica var. nodosa,Azpeitia praenodulifera,Azpeitia salisburyana,Azpeitia tuberculata,Azpeitia vetustissimus var. javanica,Baxteriopsis brunii,Bogorovia barronii,Bogorovia gombosii,Bogorovia puncticulata,Bogorovia veniamini,Brightwellia hyperborea,Brightwellia imperfecta,Cavitatus jouseanus,Cavitatus rectus,Cestodiscus antarcticus,Cestodiscus convexus,Cestodiscus demergitus,Cestodiscus fennerae,Cestodiscus kugleri,Cestodiscus ovalis,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Cestodiscus pulchellus var. novazealandica,Cestodiscus quadratus,Cestodiscus reticulatus,Cestodiscus robustus,Cestodiscus sp. 2,Cestodiscus spinifer,Cestodiscus stokesianus,Cestodiscus trochus,Cestodiscus umbonatus,Chaetoceros asymmetricus,Coscinodiscus blysmos,Coscinodiscus bulliens,Coscinodiscus cruxii,Coscinodiscus descrescens,Coscinodiscus eomonoculus,Coscinodiscus excavatus,Coscinodiscus excavatus var. semilunis,Coscinodiscus gigas var. diorama,Coscinodiscus hajosiae,Coscinodiscus lewisianus var. levis,Coscinodiscus lewisianus var. rhomboides,Coscinodiscus lewisianus var. robustus,Coscinodiscus rhombicus,Coscinodiscus temperei var. delicata,Coscinodiscus tuberculatus,Craspedodiscus coscinodiscus,Craspedodiscus elegans,Craspedodiscus oblongus,Craspedodiscus umbonatus,Craspedodiscus undulatus,Crucidenticula ikibei,Crucidenticula kanaye,Crucidenticula nicobarica,Crucidenticula punctata,Crucidenticula sawamurae,Diestephanisira architecturalis,Ethmodiscus rex,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis miocenica,Fragilariopsis reinholdii,Hemiaulus alatus,Hemiaulus altar,Hemiaulus barbadensis,Hemiaulus dubius,Hemiaulus exiguus,Hemiaulus gondolaformis,Hemiaulus gracilis,Hemiaulus grassus,Hemiaulus inaequilaterus,Hemiaulus incurvus,Hemiaulus kristoffersenii,Hemiaulus lyriformis,Hemiaulus nocchiae,Hemiaulus peripterus var. longispinus,Hemiaulus peripterus var. peripterus,Hemiaulus polycistinorum var. mesolepta ,Hemiaulus subactus,Hemidiscus cuneiformis,Hyalodiscus ambiguus,Kozloviella minor,Kozloviella subrotunda,Melosira architecturalis,Mesocena elliptica,Mesocena quadrangula,Nitzschia jouseae,Nitzschia maleinterpretaria,Nitzschia porteri,Fragilariopsis doliolus,Pterotheca clavata,Pyxilla caputavis,Pyxilla gracilis,Pyxilla reticulata,Rhizosolenia matuyamai,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia sp.,Riedelia claviger,Rocella gelida,Rocella gelida  var. schraderi,Rocella praenitida,Rocella princeps,Rocella vigilans,Rossiella fennerae,Rossiella fourtanierae,Rossiella paleacea,Rossiella paleacea var. elongata,Rossiella praepaleacea,Rossiella symmetrica,Shionodiscus oestrupii,Skeletonemopsis barbadense,Thalassionema cf. nitzschiodes,Thalassionema robusta,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira fraga,Thalassiosira grunowii,Thalassiosira leptopus,Thalassiosira miocenica,Thalassiosira praeconvexa,Thalassiosira praefraga,Thalassiosira primalabiata,Thalassiosira spinosa,Thalassiosira spumellaroides,Thalassiosira tappanae,Thalassiosira yabei,Thalassiosira yabei var. elliptica,Thalassiothrix cf. primitiva,Triceratium barbadense,Triceratium cinnamoneum,Triceratium gombosii,Triceratium gombosii var. A,Triceratium heibergii,Triceratium inconspicuum,Triceratium kanayae,Triceratium mirabile,Triceratium pileus,Triceratium polycystinorum,Trinacria aries,Trinacria conifera,Trinacria deciusi ,Trinacria exsculpta,Trinacria regina,Trinacria simulacroides,Trinacria simulacrum,Trinacria subcapitata,Trochosira gracillima,Trochosira marginata,Trochosira radiata,Trochosira trochlea,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480G-24R-CC-PAL-DIAT,0,0,976.18,976.18,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,24,R,CC,PAL
362-U1480G-25R-CC-PAL-DIAT,0,0,982.88,982.88,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,25,R,CC,PAL
362-U1480G-26R-CC-PAL-DIAT,0,0,993.88,993.88,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,26,R,CC,PAL
362-U1480G-27R-CC-PAL-DIAT,0,0,1000.14,1000.14,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,27,R,CC,PAL
362-U1480G-28R-CC-PAL-DIAT,0,0,1008.26,1008.26,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,28,R,CC,PAL
362-U1480G-29R-CC-PAL-DIAT,0,0,1017.53,1017.53,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,29,R,CC,PAL
362-U1480G-30R-CC-PAL-DIAT,0,0,1028.45,1028.45,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,30,R,CC,PAL
362-U1480G-31R-CC-PAL-DIAT,0,0,1041.75,1041.75,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,31,R,CC,PAL
362-U1480G-32R-CC-PAL-DIAT,0,0,1052.48,1052.48,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,32,R,CC,PAL
362-U1480G-33R-CC-PAL-DIAT,0,0,1056.07,1056.07,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,33,R,CC,PAL
362-U1480G-34R-CC-PAL-DIAT,0,0,1066.81,1066.81,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,34,R,CC,PAL
362-U1480G-35R-CC-PAL-DIAT,0,0,1075.56,1075.56,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,35,R,CC,PAL
362-U1480G-36R-CC-PAL-DIAT,0,0,1086.79,1086.79,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,36,R,CC,PAL
362-U1480G-37R-CC-PAL-DIAT,0,0,1096.97,1096.97,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,G,37,R,CC,PAL
