Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens ,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
371-U1509A-15R-2-W 75/75-NANNO,0,0,127.65,127.65,NP25,M,A,T S. distentus T S. predistentus,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,R,,VR,R,C,VR,,,,,R,C,C,C,,,,,,,,R,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,3,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,15,R,2,W,75/75-NANNO,
371-U1509A-15R-CC-PAL-NANNO,0,10,135.12,135.22,NP24,M,A,,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,VR,,VR,R,C,R,,,,,R,C,C,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,4,,,,1,,,,C,,,1,,,,,,,,,,,,,,R/F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,15,R,CC,PAL,NANNO,
371-U1509A-16R-CC-PAL-NANNO,0,10,143.91,144.01,NP24,G,A,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,F,C,R,,,,,R,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,R,,,,R,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,16,R,CC,PAL,NANNO,
371-U1509A-17R-2-W 54/54-NANNO,0,0,146.64,146.64,NP24,G,A,B S. ciperoensis,,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,R,C,R,,,,,R,C,C,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,VR,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,17,R,2,W,54/54-NANNO,
371-U1509A-17R-CC-PAL-NANNO,0,10,149.27,149.37,NP23,G,A,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,VR,,,F,C,F,,,,,VR,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,-,,,,VR,,,,C,,,VR,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,17,R,CC,PAL,NANNO,
371-U1509A-18R-CC-PAL-NANNO,0,10,162.24,162.34,NP23,G,A,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,1,C,R,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,C,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,18,R,CC,PAL,NANNO,
371-U1509A-19R-CC-PAL-NANNO,0,10,166.66,166.76,NP23,G,A,B S. distentus,,,,,,,,,,,,,,,,,F,,,,,,,,,,VR,,,F,C,R,,,,,,C,F,C,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,C,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,19,R,CC,PAL,NANNO,
371-U1509A-20R-2-W 80/80-NANNO,0,0,175.69,175.69,NP23,G,A,T R. umbilicus,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,R,C,VR,,,,,,C,F,C,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,20,R,2,W,80/80-NANNO,
371-U1509A-20R-CC-PAL-NANNO,0,10,178.45,178.55,NP22,G,A,,,,,,,,,,,,,,,,,,F,,,,1,,,,,,F,,,R,C,R,,,,,,C,F,C,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,20,R,CC,PAL,NANNO,
371-U1509A-21R-2-W 35/35-NANNO,0,0,184.85,184.85,NP22,G,A,T I. recurvus,,,,,,,,,,2,,,,,,,F,,,,,,,,,,R,,,R,C,1,,,,,,C,F,C,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,21,R,2,W,35/35-NANNO,
371-U1509A-21R-CC-PAL-NANNO,0,10,186.34,186.44,NP22,G,A,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,1,,C,VR,,,,,,C,F,C,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,21,R,CC,PAL,NANNO,
371-U1509A-22R-CC-PAL-NANNO,0,10,196.43,196.53,NP22,M/G,A,,,,,,,,,,,1,,,,,,,R,,,,,,,,,,R,,4,1,C,VR,,,,,,C,C,C,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,R,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,22,R,CC,PAL,NANNO,
371-U1509A-23R-2-W 90/90-NANNO,0,0,204.5,204.5,NP22,M/G,A,T C. formosus,,,,,,,,,,1,,,,,,,R,,,,,1,,,,,3,,1,1,C,VR,,,,,,C,C,C,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,C,,,VR,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,23,R,2,W,90/90-NANNO,
371-U1509A-23R-CC-PAL-NANNO,0,10,205.11,205.21,NP21,M/G,A,,,,,,,,,,,3,,,,,,,R,,,1,2,,,,,,3,,R,1,C,1,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,C,,,VR,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,23,R,CC,PAL,NANNO,
371-U1509A-24R-CC-PAL-NANNO,0,10,210.8,210.9,NP21,M/G,A,,,,,,,,,,,R,,,,,,,F,,,,1,1,,,,,3,,R,3,C,,,,,,,F,C,C,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,24,R,CC,PAL,NANNO,
371-U1509A-25R-CC-PAL-NANNO,0,7,213.91,213.98,NP21,M/G,A,Ta C. subdistichus,,,,,,,,,,1,,,,,,,F,,,,,,,,,,2,,R,,C,,,,,,,C,C,C,,,,,,,,R,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,F,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,25,R,CC,PAL,NANNO,
