Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha ,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp. ,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Monalysidium spp. ,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis ,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name,Zone name (short)
356-U1462A-21X-CC-PAL-150 2000,0,10,184.58,184.68,P [P39],R [A10],99,,,,,Encrusted giving sugary texture. Ostracods present.,90,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30669621,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30669621,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30669621, ",356,U1462,A,21,X,CC,PAL,150 2000,,
356-U1462A-22X-CC-PAL-FORAM-150-2000,0,10,194.35,194.45,P [P39],F [A10],90,,P/IS,,,Ostracods and peloids present. Specimens highly rounded.,75,,,,P,,,,,D,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30733081,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30733081,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30733081, ",356,U1462,A,22,X,CC,PAL,FORAM-150-2000,,
356-U1462A-24X-CC-PAL-FORAM-150 2000,0,10,213.6,213.7,P [P39],F [A10],90,,,,,Encrusted giving sugary texture. Sponge spicules present.,75,,,,R,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30669681,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30669681,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30669681, ",356,U1462,A,24,X,CC,PAL,FORAM-150 2000,,
356-U1462A-26X-CC-PAL-FORAM-150-2000,0,9,233,233.09,P [P39],,77,,,,,Encrusted giving sugary texture. Glauconite present.,,,,,,,,,,P,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,D,,,,,,,,,,F,,,,,,,,R,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,A,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30670251,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30670251,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30670251, ",356,U1462,A,26,X,CC,PAL,FORAM-150-2000,,
356-U1462A-28X-CC-PAL-FORAM-150-2000,0,10,252.4,252.5,P [P39],,61,,,,,Strongly abraded and encrusted. Ostracods present.,,,,,R,,,,,R,,,,F,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,A,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30678951,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30678951,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30678951, ",356,U1462,A,28,X,CC,PAL,FORAM-150-2000,,
356-U1462A-30X-CC-PAL-FORAM-150-2000,0,7,271.8,271.87,P [P39],,76,,,,,Strongly abraded and encrusted. Ostracods present.,,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,D,,,,,,,,,,A,,,,,,,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30680241,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30680241,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30680241, ",356,U1462,A,30,X,CC,PAL,FORAM-150-2000,,
356-U1462A-33X-CC-PAL-FORAM-150-2000,0,10,303.93,304.03,P [P39],R [A10],40,,MS,,,Ostracods present. Highly fragmented.,0,,,,P,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30727971,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30727971,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30727971, ",356,U1462,A,33,X,CC,PAL,FORAM-150-2000,,
356-U1462A-35X-CC-PAL-FORAM-150-2000,0,10,324.3,324.4,P [P39],R [A10],37,,MS,,,Ostracods present.,0,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,A,,,,,,,,,R,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30729151,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30729151,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30729151, ",356,U1462,A,35,X,CC,PAL,FORAM-150-2000,,
356-U1462A-37X-CC-PAL-FORAM-150-2000,0,10,348.66,348.76,P [P39],,40,,,,,"Increased diversity, less poor preservation (but still poor). Ostracods present.",,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,D,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,P,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30683371,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30683371,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30683371, ",356,U1462,A,37,X,CC,PAL,FORAM-150-2000,,
356-U1462A-39X-CC-PAL-FORAM-150-2000,0,10,368.71,368.81,M [P39],C [A10],26,,MS,,,Ostracods present,0,,,,P,R,,R,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,P,P,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,P,,,,,P,R,,,F,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,A,,,,,,,,,P,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30695801,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30695801,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30695801, ",356,U1462,A,39,X,CC,PAL,FORAM-150-2000,,
356-U1462A-41X-CC-PAL-FORAM-150-2000,0,10,381.95,382.05,P [P39],C [A10],30,,MS,,,Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,A,,,,,,P,P,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,R,,,,,,,,,P,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30696041,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30696041,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30696041, ",356,U1462,A,41,X,CC,PAL,FORAM-150-2000,,
356-U1462A-43X-CC-PAL-FORAM-150-2000,0,10,402.66,402.76,P [P39],F [A10],27,,MS,,,Ostracods present. Very poor preservation with high fragmentation.,2,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,,P,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,P,,,F,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30699101,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30699101,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30699101, ",356,U1462,A,43,X,CC,PAL,FORAM-150-2000,,
356-U1462A-45X-CC-PAL-FORAM-150-2000,0,10,418.92,419.02,P [P39],F [A10],61,,MS/OS,,,Ostracods present. High fragmentation and encrusting giving sugary coating.,5,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30700011,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30700011,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30700011, ",356,U1462,A,45,X,CC,PAL,FORAM-150-2000,,
356-U1462A-47X-CC-PAL-FORAM-150-2000,0,10,438.13,438.23,P [P39],F [A10],33,,,,,Ostracods present. Extremely fragmented. LBS stuff is clearly transported downslope as its even worse preservation then other forams in sample.,10,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,,,A,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,R,,,,,,,,,F,,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30701121,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30701121,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30701121, ",356,U1462,A,47,X,CC,PAL,FORAM-150-2000,,
356-U1462A-49X-CC-PAL-FORAM-150-2000,0,10,459.03,459.13,P [P39],R [A10],9,,MS/OS,,,Ostracods present.,5,,,,,P,,R,,,,,,,,,,,,,,,,,,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,A,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,P,,,P,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30702161,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30702161,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30702161, ",356,U1462,A,49,X,CC,PAL,FORAM-150-2000,,
356-U1462A-51X-CC-PAL-FORAM-150-2000,0,10,476.55,476.65,M [P39],A [A10],61,,P,,,"Shallow water, low energy ostracods present. Large number of LBFs with better preservation that earlier samples.",90,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,D,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30703541,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30703541,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30703541, ",356,U1462,A,51,X,CC,PAL,FORAM-150-2000,,
356-U1462A-53X-CC-PAL-FORAM-150-2000,0,10,498.72,498.82,M [P39],A [A10],47,,P/MS,,,Ostracods present.,75,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,F,,,,,,,,,,,,,,,,,,A,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,F,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30705501,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30705501,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30705501, ",356,U1462,A,53,X,CC,PAL,FORAM-150-2000,,
356-U1462A-55X-CC-PAL-FORAM-150-2000,0,10,515.82,515.92,P [P39],C [A10],21,,MS/OS,,,Ostracods present.,10,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,D,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30705811,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30705811,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30705811, ",356,U1462,A,55,X,CC,PAL,FORAM-150-2000,,
356-U1462A-57X-CC-PAL-FORAM-150-2000,0,9,539.88,539.97,P [P39],,33,,,,,Ostracods present.,,,,,,P,,,,,,,,,,,,,,,,,,,,P,F,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,F,,,,,D,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,R,,,,,,,,,,,,,,,P,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,F,,,,,,,,,,,,,,P,,P,,,,P,,,F,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30706821,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30706821,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30706821, ",356,U1462,A,57,X,CC,PAL,FORAM-150-2000,,
356-U1462A-59X-CC-PAL-FORAM-150-2000,0,10,558.92,559.02,P [P39],,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,P,,P,,,P,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30709061,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30709061,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30709061, ",356,U1462,A,59,X,CC,PAL,FORAM-150-2000,,
