Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Acrobotrys tritubus,Acrosphaera lappacea,Acrosphaera murrayana,Acrosphaera muse,Acrosphaera spinosa,Acrospyris lingi,Actinomma antarcticum,Actinomma boreale,Actinomma delicatulum,Actinomma haysi,Actinomma leptodermum,Actinomma medianum,Actinomma popofskii,Amphimelissa setosa,Amphirhopalum ypsilon,Amphisphaera nigriniae,Anthocyrtidium angulare,Anthocyrtidium jenghisi,Artobotrys  borealis,Artostrobus annulatus,Artostrobus jorgenseni,Axoprunum acquilonium,Axoprunum angelinum,Axoprunum bispiculum,Axoprunum stauraxonium,Botryostrobus aquilonaris,Botryostrobus auritus/australis,Buccinosphaera invaginata,Calocyclas motoyamai,Calocycletta costata,Calocycletta virginis,Carpocanarium papillosum,Cenosphaera coronata,Cenosphaera coronataformis,Ceratocyrtis galeus,Ceratocyrtis histricosa,Ceratospyris borealis,Circodiscus (?) circularis,Collonosphaera murrayana,Collosphaera huxleyi,Collosphaera macropora,Collosphaera mars,Collosphaera reynoldsi,Collosphaera tuberosa,Cornutella profunda,Cycladophora bicornis,Cycladophora cabrilloensis subhumerus,Cycladophora cornutoides,Cycladophora cosma cosma,Cycladophora davisiana,Cycladophora funakawai,Cycladophora nakasekoi,Cycladophora pliocenica,Cycladophora robusta,Cycladophora sakaii,Cycladophora teocalli,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Cyrtopera languncula,Dendrospyris ? sakaii,Dendrospyris eurus,Dendrospyris futaba,Dendrospyris uruyaensis,Desmospyris stabilis,Diartus hughesi,Diartus pettersoni,Dictyocorine profunda,Dictyocoryne truncatum,Dictyophimus bullatus,Dictyophimus crisiae,Dictyophimus hirundo,Dictyophimus inflatus,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis penultima,Didymocyrtis tetrathalamus tetrathalamus,Didymocyrtis violina,Druppatractus irregularis,Drymyomma elegans,Eucecryphalus cervus,Eucecryphalus gegenbaueri,Euchitonia elegans,Euchitonia furcata,Euchitonia sp.,Eucyrtidium acuminatum,Eucyrtidium anomalum,Eucyrtidium calvertense,Eucyrtidium hexagonatum,Eucyrtidium hexasticum,Eucyrtidium inflatum,Eucyrtidium matuyamai,Eucyrtidium teuscheri group,Excentrodiscus japonisus,Heliodiscus asteriscus,Hexacontium akitaensis,Hexacontium arachnoidale,Hexacontium dionysus,Hexacontium enthacanthum,Hexacontium laevigatum,Hexacontium minerva,Hexacontium parviakitaensis,Hymeniastrum euclidis,Joergensenium apollo,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle butschlii,Larcopyle polyacantha group,Larcopyle pylomaticus,Larcopyle weddelium,Lipmanella dictyoceras,Lipmanella redondoensis,Liriospyris reticulata,Lithelius barbatus Motoyama,Lithelius klingi,Lithelius minor,Lithocampe subligata,Lithomelissa setosa,Lithomelissa stigi,Lithopera bacca,Lithopera renzae,Lophophaena clevei,Lophophaena cylindrica,Lophospyris pentagona hyperborea,Lophospyris pentagona pentagona,Lychnocanoma kamtschatica,Lychnocanoma magnacornuta,Lychnocanoma nipponica nipponica,Lychnocanoma parallelipes,Lychnocanoma sakaii Morley and Nigrini,Lychnodictyum audax,Octopyle stenozona,Octopyle/Tetrapyle Group,Peripyramis circumtexta,Peripyramis woodringi,Phormospyris scaphipes,Phormospyris stabilis stabilis,Phormostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Phormostichoartus platycephala,Phorticium pylonium group,Plectacantha cremastoplegma,Plectacantha oikiskos,Porodiscus spp.,Pseudocubus obeliscus,Pseudodictyophimus gracilipes,Pterocanium grandiporus,Pterocanium korotnevi,Pterocanium praetextum,Pterocanium prismatium,Pterocanium trilobum,Pterocorys campanula,Pterocorys clausus,Pterocorys hertwigii,Pterocorys minythorax,Pterocorys zancleus,Saccospyris conithorax,Saturnalis circularis,Siphocampe arachnea group,Sphaeropyle antarctica,Sphaeropyle langii,Sphaeropyle robusta,Spirocyrtis scalaris,Spongaster pentas,Spongaster tetras irregularis,Spongaster tetras tetras,Spongocore puella,Spongodiscus cauleti,Spongodiscus resurgens,Spongodiscus sp.,Spongodiscus spp.,Spongopyle osculosa,Spongotrochus glacialis,Stichocorys delmontensis,Stichocorys peregrina,Stichocorys seriata,Stichocorys spp. group,Stichocorys wolffii,Stylacontarium bispiculum,Stylatractus universus,Stylochlamidium  venustum,Stylochlamydium bensoni,Stylodictya aculeata,Stylodictya multispina,Stylodictya tenuispina,Stylosphaera magnaporulosa,Thecosphaera akitaensis,Thecosphaera japonica,Thecosphaera miocenica,Thecosphaera pseudojaponica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Theocotyle conica,Zygospyris productus,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1423A-11H-CC-PAL,0,5,102.55,102.6,,,,G ,A ,,,,,,,,R ,,,C ,,,,,,,,,,,F ,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,R ,C ,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,F ,,,,,,,,,,,,346,U1423,A,11,H,CC,PAL,
346-U1423A-12H-CC-PAL,0,5,112.06,112.11,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,C ,,,R ,,F ,,,,,F ,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,C ,,,,,,,,,,,,,,,,,,,,,,,,,P ,P ,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,P ,,,,F ,,,,,,,P ,,,,,,,,,,,,346,U1423,A,12,H,CC,PAL,
346-U1423A-13H-CC-PAL,0,4,121.7,121.74,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,F ,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,F ,,,,,,,,,C ,,,,,,,P ,,,,,,,,,,,,346,U1423,A,13,H,CC,PAL,
346-U1423A-14H-CC-PAL,0,5,131.19,131.24,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,P ,R ,,,,,,,,,,,,P ,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,346,U1423,A,14,H,CC,PAL,
346-U1423A-15H-CC-PAL,0,5,140.51,140.56,,,,G ,C ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,F ,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,346,U1423,A,15,H,CC,PAL,
346-U1423A-16H-CC-PAL,0,4,150.2,150.24,,,,G ,C ,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,346,U1423,A,16,H,CC,PAL,
346-U1423A-17H-CC-PAL,0,5,159.12,159.17,,,,G ,C ,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,F ,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,F ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,R ,,R ,,,,,,,,,,346,U1423,A,17,H,CC,PAL,
346-U1423A-18H-CC-PAL,0,5,168.88,168.93,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,P ,P ,,,,,,,,,,,,,,,,,,,F ,,,,,,,F ,,,,,,,,,,,,346,U1423,A,18,H,CC,PAL,
346-U1423A-19H-CC-PAL,0,5,178.34,178.39,,,,G ,C ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,P ,,P ,,,,,,,,,,346,U1423,A,19,H,CC,PAL,
346-U1423A-20H-CC-PAL,0,4,187.73,187.77,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,P ,P ,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,P ,,,,,,,,,,,,346,U1423,A,20,H,CC,PAL,
346-U1423A-21H-CC-PAL,0,5,197.22,197.27,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,P ,,,,,,,,,,,,,P ,,,,,,,,,,C ,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,346,U1423,A,21,H,CC,PAL,
346-U1423A-22H-CC-PAL,0,5,206.97,207.02,,,,G ,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,P ,,,,,,,,,,346,U1423,A,22,H,CC,PAL,
