Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1471E-8R-2-W,66,66,656.52,656.52,,,M,C,,,,,,,,,A,F,,,,,F,,,F,,,,,F,F,,,,,,,,R,,,,,,,F,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,8,R,2,W,
359-U1471E-8R-3-W,93,93,657.84,657.84,,,M,C,,,,,,,,F,C,F,F,,,,F,,,F,,,,,R,F,,,,,,,,F,,R,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,E,8,R,3,W,
359-U1471E-8R-4-W,77,77,658.99,658.99,,,M,F,,,,,,,,F,C,,,,,,F,,,F,,,,,F,F,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,8,R,4,W,
359-U1471E-8R-5-W,16,16,659.33,659.33,,,P,C,,,,,,,,C,C,,,,,,R,,,F,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,E,8,R,5,W,
359-U1471E-9R-1-W,96,96,665.16,665.16,,,M,C,,,,,,,,C,C,F,A,,,,C,,R,R,,,,,F,F,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,9,R,1,W,
359-U1471E-9R-1-W,120,120,665.4,665.4,,,M,C,,,,,,,,A,C,C,A,,,,C,,R,F,,,,,C,C,,,,,,,,R,,R,,,,,R,R,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,9,R,1,W,
359-U1471E-9R-2,74,74,666.41,666.41,,,M,C,,,,,,,,A,,C,A,,,,C,,,C,,,,,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,9,R,2,,
359-U1471E-9R-2-W,58,58,666.25,666.25,,,P,F,,,,,,,,F,F,C,F,,,,F,,,R,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,9,R,2,W,
359-U1471E-9R-2-W,113,113,666.8,666.8,,,M,C,,,,,,,,A,R,C,A,,,,R,,R,C,,,,,R,F,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,9,R,2,W,
359-U1471E-10R-1-W,115,116,675.05,675.06,,,M,F,,,,,,,,R,R,R,C,,,,R,,,F,,,,,R,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,10,R,1,W,
359-U1471E-10R-2-W,69,70,676.02,676.03,,,P,R,,,,,,,,R,R,R,R,,,,R,,,,,,,,R,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,10,R,2,W,
359-U1471E-10R-3-W,14,15,676.66,676.67,,,P,R,,,,,,,,F,R,R,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,10,R,3,W,
359-U1471E-11R-1-W,78,78,684.38,684.38,,,P,F,,,,,,,,F,,F,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,11,R,1,W,
359-U1471E-11R-2-W,101,101,685.94,685.94,,,M,C,,,,,,,,R,C,R,C,,,,P,,,R,,,,,R,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,11,R,2,W,
359-U1471E-11R-3-W,127,127,687.64,687.64,,,M,C,,,,,,,,F,R,F,R,,,,R,,,C,,,,,R,R,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,11,R,3,W,
359-U1471E-12R-1-W,39,40,693.69,693.7,,,M,F,,,,,,,,F,R,F,R,,,,R,,R,R,,P,,,R,R,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,E,12,R,1,W,
359-U1471E-12R-2-W,80,81,695.11,695.12,,,M,C,,,,,,,,R,R,C,R,,,,C,,R,C,,P,,,R,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,P,,,,,,F,,P,,P,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,12,R,2,W,
359-U1471E-13R-1-W,81,82,703.81,703.82,,,M,C,,,,,,,,C,C,R,R,,,,C,,R,C,,P,,,,,,,,,,,,F,,,,,,,R,C,,,,,,,,,,,,P,,,,,,F,,R,,P,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,13,R,1,W,
359-U1471E-13R-2-W,89,90,705.05,705.06,,,M,A,,,,,,,,A,A,F,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,13,R,2,W,
359-U1471E-13R-3-W,31,32,705.89,705.9,,,M,A,,,,,,,,C,C,C,A,,,,F,,,R,,,,,F,F,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,13,R,3,W,
359-U1471E-14R-1-W,121,121,713.91,713.91,,,M,C,,,,,,,,C,C,A,A,,,,C,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,14,R,1,W,
359-U1471E-14R-2-W,79,79,714.93,714.93,,,M,A,,,,,,,,C,A,C,A,,,,F,,,,,,,,C,C,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,14,R,2,W,
359-U1471E-15R-1-W,47,48,722.87,722.88,,,M,A,,,,,,,,C,C,A,A,,,,F,,,F,,,,,R,C,,,,,,,,F,,,,,P,,F,P,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,15,R,1,W,
359-U1471E-16R-1-W,39,39,732.49,732.49,,,M,C,,,,,,,,F,F,C,A,,,,F,,,F,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,16,R,1,W,
359-U1471E-16R-2-W,11,11,732.97,732.97,,,M,C,,,,,,,,F,F,C,A,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,E,16,R,2,W,
359-U1471E-17R-1,69,69,742.49,742.49,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,17,R,1,,
359-U1471E-17R-1,140,140,743.2,743.2,,,M,A,,,,,,,,C,C,A,A,,,,R,,,F,,,,,,A,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,17,R,1,,
359-U1471E-17R-2,80,80,744.1,744.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,17,R,2,,
359-U1471E-18R-2-W,78,78,753.54,753.54,,,M,A,,,,,,,,C,C,A,A,,,,F,,,F,,,,,,C,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,18,R,2,W,
359-U1471E-18R-3-W,39,39,754.21,754.21,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,18,R,3,W,
359-U1471E-18R-4-W,39,39,754.83,754.83,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,18,R,4,W,
359-U1471E-18R-5-W,39,39,755.77,755.77,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,18,R,5,W,
359-U1471E-19R-4-W,20,20,764.87,764.87,,,M,R,,,,,,,,C,A,A,A,,,,R,,,R,,,,,,F,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,19,R,4,W,
359-U1471E-20R-1-W,120,120,772.1,772.1,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,20,R,1,W,
359-U1471E-20R-2-W,32,32,772.55,772.55,,,M,A,,,,,,,,F,A,A,C,,,,F,,,F,,,,,F,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,20,R,2,W,
359-U1471E-20R-CC-PAL,0,1,774.64,774.65,,,M,A,,,,,,,,A,A,C,,,,,R,,,F,,,,,,F,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,E,20,R,CC,PAL,
359-U1471E-21R-1-W,17,17,780.77,780.77,,,M,A,,,,,,,,F,C,A,C,,,,R,,,R,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,21,R,1,W,
359-U1471E-21R-4-W,38,38,784.61,784.61,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,21,R,4,W,
359-U1471E-21R-CC-PAL,0,5,785.36,785.41,,,M,A,,,,,,,,C,A,A,,,,,F,,,,,,,,F,C,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,21,R,CC,PAL,
359-U1471E-22R-2-W,88,88,792.73,792.73,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,22,R,2,W,
359-U1471E-22R-4-W,51,51,794.94,794.94,,,M,A,,,,,,,,F,F,A,A,,,,F,,,F,,,,,,C,,,,,,,,F,,R,,,,,R,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,22,R,4,W,
359-U1471E-23R-1-W,53,53,800.53,800.53,,,M,C,,,,,,,,,C,A,A,,,,F,,R,R,,,,,F,C,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,23,R,1,W,
359-U1471E-23R-CC-PAL,0,3,804.25,804.28,,,M,A,,,,,,,,F,A,A,,,,,C,,F,R,,,,,C,A,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,23,R,CC,PAL,
359-U1471E-24R-1-W,31,31,810.01,810.01,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,24,R,1,W,
