Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-38F-CC-PAL,0,5,224.87,224.92,,,P,C,,,,,,,,,R,R,C,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,38,F,CC,PAL,
359-U1468A-39X-CC-PAL,0,5,228.55,228.6,,,P,C,,,,,,,,,R,R,R,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,39,X,CC,PAL,
359-U1468A-40X-CC-PAL,0,5,235.16,235.21,,,P,F,,,,,,,,R,R,R,R,,,,,,,,,,,R,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,40,X,CC,PAL,
359-U1468A-41X-CC-PAL,0,5,243.39,243.44,,,P,F,,,,,,,,R,R,R,C,,,,P,,,,,,,R,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,41,X,CC,PAL,
359-U1468A-42X-CC-PAL,0,1,252.84,252.85,,,P,R,,,,,,,,,P,C,R,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,42,X,CC,PAL,
359-U1468A-43X-CC-PAL,0,5,265.06,265.11,,,M,C,,,,,,,,R,R,C,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,43,X,CC,PAL,
359-U1468A-44X-CC-PAL,0,5,274.85,274.9,,,M,C,,,,,,,,R,R,R,C,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,44,X,CC,PAL,
359-U1468A-45X-CC-PAL,0,5,283.31,283.36,,,P,R,,,,,,,,P,P,R,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,45,X,CC,PAL,
359-U1468A-46F-CC-PAL,0,5,295.88,295.93,,,M,R,,,,,,,,R,R,R,C,,,,,,,,,,,R,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,46,F,CC,PAL,
359-U1468A-47F-CC-PAL,0,5,301.17,301.22,,,P,R,,,,,,,,C,R,R,R,,,,P,,,,,,,R,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,47,F,CC,PAL,
359-U1468A-48F-CC-PAL,0,5,303.19,303.24,,,P,R,,,,,,,,R,R,R,C,,,,,,,,,,,R,P,R,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,48,F,CC,PAL,
359-U1468A-49F-CC-PAL,0,5,310.41,310.46,,,M,R,,,,,,,,,,R,R,,,,,,,,,,,R,R,R,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,49,F,CC,PAL,
359-U1468A-50F-CC-PAL,0,5,311.68,311.73,,,M,R,,,,,,,,R,R,R,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,50,F,CC,PAL,
359-U1468A-51F-CC-PAL,0,5,319.47,319.52,,,M,R,,,,,,,,P,R,R,R,,,,P,,,,,,,,R,R,,,,,,,R,P,,,P,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,51,F,CC,PAL,
359-U1468A-52F-CC-PAL,0,2,320.23,320.25,,,M,R,,,,,,,,,R,R,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,52,F,CC,PAL,
359-U1468A-53X-CC-PAL,0,5,329.68,329.73,,,M,F,,,,,,,,P,F,C,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,53,X,CC,PAL,
359-U1468A-54X-CC-PAL,0,5,331.21,331.26,,,P,R,,,,,,,,,,F,R,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,54,X,CC,PAL,
359-U1468A-55X-CC-PAL,0,5,342.33,342.38,,,P,F,,,,,,,,R,F,F,F,,,,R,P,,,,,,,,F,P,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,55,X,CC,PAL,
359-U1468A-57X-CC-PAL,0,5,346.1,346.15,,,M,F,,,,,,,,P,R,F,C,,,,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,57,X,CC,PAL,
359-U1468A-58X-CC-PAL,0,5,352.75,352.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,58,X,CC,PAL,
359-U1468A-59X-CC-PAL,0,5,368.22,368.27,,,P,F,,,,,,,,R,R,F,F,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,59,X,CC,PAL,
359-U1468A-60X-CC-PAL,0,5,370.23,370.28,,,P,R,,,,,,,,R,R,F,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,60,X,CC,PAL,
359-U1468A-61X-CC-PAL,0,5,388.96,389.01,,,P,F,,,,,,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,61,X,CC,PAL,
359-U1468A-62X-CC-PAL,0,5,389.06,389.11,,,P,R,,,,,,,,R,R,R,R,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,62,X,CC,PAL,
359-U1468A-63X-CC-PAL,0,5,403.2,403.25,,,P,F,,,,,,,,,R,F,F,,,,P,,C,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,63,X,CC,PAL,
