Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1463B-1H-5-A,50,59,6.5,6.59,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,echinoderm,,,,,,gradational,sub-horizontal,"Unlithified, homogeneous light greenish gray wackestone with macrofossil fragments, and fine sand size dark gray grains.",,,,356,U1463,B,1,H,5,A,,,,
356-U1463B-1H-5-A,59,100,6.59,7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,1,H,5,A,,,,
356-U1463B-1H-6-A,0,61,7,7.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,scaphopod,,,,,,,,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,1,H,6,A,,,,
356-U1463B-1H-6-A,0,61,7,7.61,,,,,,,,,pteropod,,,,,,,,,,,,356,U1463,B,1,H,6,A,,,,
356-U1463B-1H-CC-A,0,17,7.61,7.78,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,pteropod,,,,,,,,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,1,H,CC,A,,,,
356-U1463B-2H-1-A,0,150,7.9,9.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,pteropod,,,,,,,,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,2,H,1,A,,,,
356-U1463B-2H-2-A,0,150,9.4,10.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,pteropod,,,,,,,,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,2,H,2,A,,,,
356-U1463B-2H-3-A,0,32,10.9,11.22,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,bivalve,,,,,,bioturbated,sub-horizontal,"Unlithified, homogeneous creamy gray mudstone.",,,,356,U1463,B,2,H,3,A,,,,
356-U1463B-2H-3-A,32,81,11.22,11.71,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,bivalve,,,,slight [B06],2,bioturbated,sub-horizontal,"Unlithified, creamy gray wackestone with macrofossils. It contains medium sand to pebble size dark gray grains.",,,,356,U1463,B,2,H,3,A,,,,
356-U1463B-2H-3-A,81,93,11.71,11.83,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,bioturbated,sub-horizontal,"elongated concreations occur, possibly burrow.",,,,356,U1463,B,2,H,3,A,,,,
356-U1463B-2H-3-A,93,150,11.83,12.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,moderate [B06],3,,,"Unlithified, poor sorted packstone with medium sand size grains. It contains medium to coarse sand size dark gray grains.",,,,356,U1463,B,2,H,3,A,,,,
356-U1463B-2H-3-A,93,150,11.83,12.4,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,2,H,3,A,,,,
356-U1463B-2H-4-A,0,145,12.4,13.85,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,moderate [B06],3,,,"Unlithified, poor sorted packstone with medium sand size grains. It contains medium to coarse sand size dark gray grains.",,,,356,U1463,B,2,H,4,A,,,,
356-U1463B-2H-4-A,0,145,12.4,13.85,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,2,H,4,A,,,,
356-U1463B-2H-4-A,145,150,13.85,13.9,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,2,H,4,A,,,,
356-U1463B-2H-5-A,0,90,13.9,14.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,moderate [B06],3,,,"Unlithified, poor sorted packstone with medium sand size grains. Medium to coarse sand size dark gray grains. It contains large homogeneous cream mud patches and bands.",,,,356,U1463,B,2,H,5,A,,,,
356-U1463B-2H-5-A,0,90,13.9,14.8,,,,,,,,,gastropod,,,,,,,,,,,,356,U1463,B,2,H,5,A,,,,
356-U1463B-2H-5-A,90,150,14.8,15.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,pteropod,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,2,H,5,A,,,,
356-U1463B-2H-6-A,0,111,15.4,16.51,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,2,H,6,A,,,,
356-U1463B-2H-7-A,0,62,16.51,17.13,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,2,H,7,A,,,,
356-U1463B-2H-CC-A,0,8,17.13,17.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,2,H,CC,A,,,,
356-U1463B-2H-CC-A,8,18,17.21,17.31,,,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,2,H,CC,A,,,,
356-U1463B-3H-1-A,0,150,17.4,18.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,1,A,,,,
356-U1463B-3H-2-A,0,150,18.9,20.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,2,A,,,,
356-U1463B-3H-3-A,0,150,20.4,21.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,gastropod,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,3,A,,,,
356-U1463B-3H-4-A,0,145,21.9,23.35,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,4,A,,,,
356-U1463B-3H-4-A,145,150,23.35,23.4,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,3,H,4,A,,,,
356-U1463B-3H-5-A,0,150,23.4,24.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,5,A,,,,
356-U1463B-3H-6-A,0,150,24.9,26.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,gastropod,,,,,,,,,,,,356,U1463,B,3,H,6,A,,,,
356-U1463B-3H-7-A,0,43,26.4,26.83,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,gradational,sub-horizontal,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,3,H,7,A,,,,
356-U1463B-3H-7-A,43,57,26.83,26.97,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray packstone with vfs to fs size grains.",,,,356,U1463,B,3,H,7,A,,,,
356-U1463B-3H-CC-A,0,13,26.97,27.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray packstone with vfs to fs size grains.",,,,356,U1463,B,3,H,CC,A,,,,
356-U1463B-3H-CC-A,13,23,27.1,27.2,,,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,3,H,CC,A,,,,
356-U1463B-4H-1-A,0,150,26.9,28.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,bivalve,,,,moderate [B06],3,bioturbated,sub-horizontal,"Unlithified, poor sorted packstone with medium sand size grains. It contains shell fragments, benthic forams, decapod carapaces, and medium sand size dark gray grains.",,,,356,U1463,B,4,H,1,A,,,,
356-U1463B-4H-1-A,0,150,26.9,28.4,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1463,B,4,H,1,A,,,,
356-U1463B-4H-1-A,0,150,26.9,28.4,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,4,H,1,A,,,,
356-U1463B-4H-1-A,0,150,26.9,28.4,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1463,B,4,H,1,A,,,,
356-U1463B-4H-2-A,0,59,28.4,28.99,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,,,,moderate [B06],3,bioturbated,sub-horizontal,"Unlithified, poor sorted packstone with medium sand size grains. It contains shell fragments, benthic forams, decapod carapaces, and medium sand size dark gray grains.",,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-2-A,0,59,28.4,28.99,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-2-A,0,59,28.4,28.99,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-2-A,0,150,28.4,29.9,,,,,,,,,bivalve,,,,,,,,,,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-2-A,0,150,28.4,29.9,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-2-A,59,150,28.99,29.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,coral (solitary),,,,,,,,"Unlithified, light greenish gray wackestone with solitary corals, scaphopods, bivalves.",,,,356,U1463,B,4,H,2,A,,,,
356-U1463B-4H-3-A,0,150,29.9,31.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,4,H,3,A,,,,
356-U1463B-4H-4-A,0,36,31.4,31.76,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,bioturbated,sub-horizontal,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,36,123,31.76,32.63,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,grading (normal),,,,,,,"Unlithified, poor sorted packstone with medium sand size grains. It contains shell fragments, benthic forams, decapod carapaces, and medium sand size dark gray grains.",,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,36,123,31.76,32.63,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,36,123,31.76,32.63,,,,,,,,,gastropod,,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,123,127,32.63,32.67,unlithified [Leg194],skeletal,floatstone [E&K72; D62],5,,skeletal floatstone,hemipelagic,light greenish gray,bivalve,,,,,,bioturbated,sub-horizontal,"Unlothified, light greenish gray skeletal floatstone. it contains oyster shell fragments, gastropods, echinoderms carapaces.",,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,123,127,32.63,32.67,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,123,127,32.63,32.67,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,127,145,32.67,32.85,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, poor sorted packstone with medium sand size grains. It contains shell fragments, benthic forams, and medium sand size dark gray grains.",,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,127,145,32.67,32.85,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,127,145,32.67,32.85,,,,,,,,,gastropod,,,,,,,,,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-4-A,145,150,32.85,32.9,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,4,H,4,A,,,,
356-U1463B-4H-5-A,0,150,32.9,34.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (large benthic),,,,,,,,"Unlithified, light greenish gray wackestone with one intraclast, one large benthic foraminifera and unidentified skeletal fragments.",,,,356,U1463,B,4,H,5,A,,,,
356-U1463B-4H-5-A,0,150,32.9,34.4,,,,,,,,,,intraclasts,,,,,,,"Unlithified, homogeneous light greenish gray wackestone.",,,,356,U1463,B,4,H,5,A,,,,
356-U1463B-4H-6-A,0,152,34.4,35.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,4,H,6,A,,,,
356-U1463B-4H-6-A,0,152,34.4,35.92,,,,,,,,,bivalve,,,,,,,,,,,,356,U1463,B,4,H,6,A,,,,
356-U1463B-4H-7-A,0,62,35.92,36.54,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone with silt size grains.",,,,356,U1463,B,4,H,7,A,,,,
356-U1463B-4H-CC-A,0,7,36.54,36.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone with silt size grains.",,,,356,U1463,B,4,H,CC,A,,,,
356-U1463B-4H-CC-A,7,17,36.61,36.71,,,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,4,H,CC,A,,,,
356-U1463B-5H-1-A,0,150,36.4,37.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone with silt size grains.",,,,356,U1463,B,5,H,1,A,,,,
356-U1463B-5H-2-A,0,140,37.9,39.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone with silt size grains.",,,,356,U1463,B,5,H,2,A,,,,
356-U1463B-5H-2-A,140,150,39.3,39.4,,,,,,,,,,,,,,,,,VOID,,,,356,U1463,B,5,H,2,A,,,,
356-U1463B-5H-3-A,0,150,39.4,40.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,3,A,,,,
356-U1463B-5H-4-A,0,145,40.9,42.35,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,4,A,,,,
356-U1463B-5H-4-A,145,150,42.35,42.4,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,5,H,4,A,,,,
356-U1463B-5H-5-A,0,148,42.4,43.88,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,5,A,,,,
356-U1463B-5H-5-A,148,150,43.88,43.9,,,,,,,,,,,,,,,,,VOID,,,,356,U1463,B,5,H,5,A,,,,
356-U1463B-5H-6-A,0,150,43.9,45.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,6,A,,,,
356-U1463B-5H-7-A,0,52,45.4,45.92,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,7,A,,,,
356-U1463B-5H-CC-A,0,11,45.92,46.03,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with silt size grains.",,,,356,U1463,B,5,H,CC,A,,,,
356-U1463B-5H-CC-A,11,21,46.03,46.13,unlithified [Leg194],,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,5,H,CC,A,,,,
356-U1463B-6H-1-A,0,61,45.9,46.51,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,bioturbated,inclined,"Unlithified, homogeneous light greenish gray wackestone with silt size grains.",,,,356,U1463,B,6,H,1,A,,,,
356-U1463B-6H-1-A,61,103,46.51,46.93,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,greenish gray,bivalve,,,,slight [B06],2,bioturbated,sub-vertical,shell fragments occur,,,,356,U1463,B,6,H,1,A,,,,
356-U1463B-6H-1-A,103,150,46.93,47.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, light greenish gray packstone with fine grain sand size grains. It contains unidentified small skeletal fragments.",,,,356,U1463,B,6,H,1,A,,,,
356-U1463B-6H-2-A,0,150,47.4,48.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,6,H,2,A,,,,
356-U1463B-6H-2-A,0,150,47.4,48.9,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,6,H,2,A,,,,
356-U1463B-6H-3-A,0,38,48.9,49.28,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,scaphopod,,,,,,gradational,sub-horizontal,"Unlithified, light greenish gray packstone with fine grain sand size grains. It contains, scaphopods, decapods, and unidentified small skeletal fragments.",,,,356,U1463,B,6,H,3,A,,,,
356-U1463B-6H-3-A,38,150,49.28,50.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous light greenish gray wackstone with fine sand size grains.",,,,356,U1463,B,6,H,3,A,,,,
356-U1463B-6H-3-A,38,150,49.28,50.4,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,6,H,3,A,,,,
356-U1463B-6H-4-A,0,145,50.4,51.85,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithified, homogeneous light greenish gray wackstone with silt to very fine sand size grains.",,,,356,U1463,B,6,H,4,A,,,,
356-U1463B-6H-4-A,145,150,51.85,51.9,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,6,H,4,A,,,,
356-U1463B-6H-5-A,0,150,51.9,53.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone.",,,,356,U1463,B,6,H,5,A,,,,
356-U1463B-6H-6-A,0,110,53.4,54.5,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,6,H,6,A,,,,
356-U1463B-6H-6-A,0,110,53.4,54.5,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1463,B,6,H,6,A,,,,
356-U1463B-6H-7-A,0,63,54.5,55.13,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone.",,,,356,U1463,B,6,H,7,A,,,,
356-U1463B-6H-7-A,63,66,55.13,55.16,,,,,,,,,,,,,,,,,VOID,,,,356,U1463,B,6,H,7,A,,,,
356-U1463B-6H-CC-A,0,16,55.16,55.32,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone.",,,,356,U1463,B,6,H,CC,A,,,,
356-U1463B-6H-CC-A,16,26,55.32,55.42,,,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,6,H,CC,A,,,,
356-U1463B-7H-1-A,0,138,55.4,56.78,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone.",,,,356,U1463,B,7,H,1,A,,,,
356-U1463B-7H-1-A,138,150,56.78,56.9,,,,,,,,,,,,,,,,,VOID,,,,356,U1463,B,7,H,1,A,,,,
356-U1463B-7H-2-A,0,20,56.9,57.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,gradational,sub-horizontal,"Unlithified, homogeneous light greenish gray mudstone.",,,,356,U1463,B,7,H,2,A,,,,
356-U1463B-7H-2-A,20,135,57.1,58.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,gradational,sub-horizontal,"Unlithified poor sorted light greenish gray wackestone with fine sand size grains, and unidentified small skeletal fragments.",,,,356,U1463,B,7,H,2,A,,,,
356-U1463B-7H-2-A,135,150,58.25,58.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified poor sorted light greenish gray packstone with fine to medium sand size grains, and unidentified small skeletal fragments.",,,,356,U1463,B,7,H,2,A,,,,
356-U1463B-7H-3-A,0,75,58.4,59.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bryozoa,,concretion [BJ80],,,,,,"Unlithified poor sorted light greenish gray packstone with fine to medium sand size grains, and unidentified small skeletal fragments. At the lowermost part, contain strongly lithified concretions.",,,,356,U1463,B,7,H,3,A,,,,
356-U1463B-7H-3-A,75,150,59.15,59.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,,concretion [BJ80],,,,,,"Unlithified, skeletal packstone with medium to coarse sand size grains. Abundant macrofossil fragments occur. The bed contains coarse sand grain to granules size grains, and strongly lithified concretions frequently.",,,,356,U1463,B,7,H,3,A,,,,
356-U1463B-7H-4-A,0,12,59.9,60.02,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,hardground,sub-horizontal,This bed contains partially lithified concretions.,,,,356,U1463,B,7,H,4,A,,,,
356-U1463B-7H-4-A,12,145,60.02,61.35,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous wackestne.",,,,356,U1463,B,7,H,4,A,,,,
356-U1463B-7H-4-A,145,150,61.35,61.4,,,,,,,,,,,,,,,,,IW,,,,356,U1463,B,7,H,4,A,,,,
356-U1463B-7H-5-A,0,150,61.4,62.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous mudstone.",,,,356,U1463,B,7,H,5,A,,,,
356-U1463B-7H-6-A,0,141,62.9,64.31,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous mudstone.",,,,356,U1463,B,7,H,6,A,,,,
356-U1463B-7H-CC-A,0,13,64.31,64.44,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous mudstone.",,,,356,U1463,B,7,H,CC,A,,,,
356-U1463B-7H-CC-A,13,23,64.44,64.54,,,,,,,,,,,,,,,,,PAL,,,,356,U1463,B,7,H,CC,A,,,,
356-U1463B-8H-1-A,0,100,64.9,65.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,soupy facies due to the drilling disturbance.,,,,356,U1463,B,8,H,1,A,,,,
