Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
350-U1437D-17R-4-A,350,U1437,D,17,17-4,R,4,A,44,69,577.26,577.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-17R-4-A,350,U1437,D,17,17-4,R,4,A,69,84,577.51,577.66,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-17R-CC-A,350,U1437,D,17,17-CC,R,CC,A,0,24,577.66,577.9,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,0,3,582.4,582.43,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,3,11,582.43,582.51,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,11,39,582.51,582.79,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,39,65,582.79,583.05,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,coarse sand [W22_2],6,,,not recovered,,,,normally graded,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,65,91,583.05,583.31,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-1-A,350,U1437,D,18,18-1,R,1,A,91,150,583.31,583.9,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-2-A,350,U1437,D,18,18-2,R,2,A,0,33,583.9,584.23,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,sharp,horizontal,,,,,moderate [DB86],2,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-2-A,350,U1437,D,18,18-2,R,2,A,33,96,584.23,584.86,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-2-A,350,U1437,D,18,18-2,R,2,A,96,132,584.86,585.22,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-3-A,350,U1437,D,18,18-3,R,3,A,0,72,585.33,586.05,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-3-A,350,U1437,D,18,18-3,R,3,A,72,112,586.05,586.45,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-3-A,350,U1437,D,18,18-3,R,3,A,112,149,586.45,586.82,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-4-A,350,U1437,D,18,18-4,R,4,A,0,54,586.82,587.36,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,bioturbated,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-4-A,350,U1437,D,18,18-4,R,4,A,54,71,587.36,587.53,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,light gray,consolidated [2014],silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-4-A,350,U1437,D,18,18-4,R,4,A,71,150,587.53,588.32,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-5-A,350,U1437,D,18,18-5,R,5,A,0,37,588.32,588.69,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-5-A,350,U1437,D,18,18-5,R,5,A,37,42,588.69,588.74,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-5-A,350,U1437,D,18,18-5,R,5,A,42,72,588.74,589.04,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-5-A,350,U1437,D,18,18-5,R,5,A,72,120,589.04,589.52,I,,,,tuffaceous,mudstone [2014],with claystone [2014],tuffaceous mudstone,tuffaceous mudstone with claystone,mudstone with claystone,,,consolidated [2014],,,,,intercalated claystone with mudstone,planar,sharp,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-5-A,350,U1437,D,18,18-5,R,5,A,120,121,589.52,589.53,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,gray,consolidated [2014],silt [W22_1],2,silt [W22_1],2,with feldspar crystals,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
350-U1437D-18R-6-A,350,U1437,D,18,18-6,R,6,A,0,91,589.53,590.44,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,"some glauconite throughout, but especially around biogenic disturbances",,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,0,29,590.44,590.73,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,29,34,590.73,590.78,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,diffuse,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,34,55,590.78,590.99,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,55,76,590.99,591.2,I,0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,55,76,590.99,591.2,I,1,,51,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,51,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-18R-7-A,350,U1437,D,18,18-7,R,7,A,55,76,590.99,591.2,I,2,,49,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,49,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-1-A,350,U1437,D,19,19-1,R,1,A,0,29,592.1,592.39,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-1-A,350,U1437,D,19,19-1,R,1,A,29,62,592.39,592.72,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,,,,,,,not recovered,,,,normally graded,,high,3,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],angular,,,,,,,,,,,,,,,,
350-U1437D-19R-1-A,350,U1437,D,19,19-1,R,1,A,62,114,592.72,593.24,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-2-A,350,U1437,D,19,19-2,R,2,A,0,50,593.24,593.74,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,glauconite,curviplanar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-2-A,350,U1437,D,19,19-2,R,2,A,50,59,593.74,593.83,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-2-A,350,U1437,D,19,19-2,R,2,A,59,73,593.83,593.97,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-2-A,350,U1437,D,19,19-2,R,2,A,73,78,593.97,594.02,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-2-A,350,U1437,D,19,19-2,R,2,A,78,136,594.02,594.6,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,glauconite,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-3-A,350,U1437,D,19,19-3,R,3,A,0,29,594.6,594.89,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-3-A,350,U1437,D,19,19-3,R,3,A,29,33,594.89,594.93,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-3-A,350,U1437,D,19,19-3,R,3,A,33,141,594.93,596.01,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,single scoria lapillus,,not recovered,,,,,,high,3,,,,vitric [2014],,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,,,,,,,
350-U1437D-19R-4-A,350,U1437,D,19,19-4,R,4,A,0,44,596.11,596.55,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with glauconite layer at base,planar,sharp,horizontal,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-4-A,350,U1437,D,19,19-4,R,4,A,44,52,596.55,596.63,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-4-A,350,U1437,D,19,19-4,R,4,A,52,64,596.63,596.75,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with glauconite layer at base,planar,sharp,horizontal,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-4-A,350,U1437,D,19,19-4,R,4,A,64,67,596.75,596.78,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,diffuse,,,,,stratification,slight [DB86],1,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-19R-4-A,350,U1437,D,19,19-4,R,4,A,67,150,596.78,597.61,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with glauconite alteration,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-5-A,350,U1437,D,19,19-5,R,5,A,0,43,597.61,598.04,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with glauconite alteration,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-5-A,350,U1437,D,19,19-5,R,5,A,43,76,598.04,598.37,I,0,,,closely intercalated,mudstone [2014],with tuffaceous mudstone,closely intercalated mudstone,closely intercalated mudstone with tuffaceous mudstone,mudstone with tuffaceous mudstone,,,,,,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-5-A,350,U1437,D,19,19-5,R,5,A,43,76,598.04,598.37,I,1,intercalated 2,20,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,20,beige,,clay [W22_1],1,silt [W22_1],2,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-5-A,350,U1437,D,19,19-5,R,5,A,43,76,598.04,598.37,I,2,intercalated 1,80,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,80,light brown,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-5-A,350,U1437,D,19,19-5,R,5,A,76,102,598.37,598.63,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-19R-6-A,350,U1437,D,19,19-6,R,6,A,0,52,598.63,599.15,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,0,13,601.8,601.93,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,13,33,601.93,602.13,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,clay [W22_1],1,silt [W22_1],2,,,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,33,45,602.13,602.25,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,45,48,602.25,602.28,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,48,69,602.28,602.49,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,69,87,602.49,602.67,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,dark gray,,silt [W22_1],2,silt [W22_1],2,feldspar and ferromagnesian crystals,planar,sharp,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,87,136,602.67,603.16,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,136,139,603.16,603.19,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,sub-horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-20R-1-A,350,U1437,D,20,20-1,R,1,A,139,150,603.19,603.3,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-2-A,350,U1437,D,20,20-2,R,2,A,0,141,603.3,604.71,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,glauconite pervasive,,not recovered,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,0,49,604.81,605.3,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,49,56,605.3,605.37,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,56,61,605.37,605.42,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,61,63,605.42,605.44,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,light gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratifed,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,63,84,605.44,605.65,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,layer of glauconite at base,planar,sharp,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,84,88,605.65,605.69,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,vitric clast altered to glauconite,planar,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,88,126,605.69,606.07,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,1,,,glauconite alteration,irregular,bioturbated,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,126,132,606.07,606.13,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,clay [W22_1],1,silt [W22_1],2,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-3-A,350,U1437,D,20,20-3,R,3,A,132,152,606.13,606.33,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-4-A,350,U1437,D,20,20-4,R,4,A,0,18,606.33,606.51,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-4-A,350,U1437,D,20,20-4,R,4,A,18,65,606.51,606.98,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light gray,consolidated [2014],clay [W22_1],1,silt [W22_1],2,,,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1437D-20R-4-A,350,U1437,D,20,20-4,R,4,A,65,122,606.98,607.55,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,consolidated [2014],,,,,,irregular,bioturbated,horizontal,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-20R-4-A,350,U1437,D,20,20-4,R,4,A,122,124,607.55,607.57,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,dark gray,consolidated [2014],silt [W22_1],2,silt [W22_1],2,feldspar crystals,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
350-U1437D-20R-5-A,350,U1437,D,20,20-5,R,5,A,0,2,607.57,607.59,I,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
