Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1457C-58R-1-A,27,59,735.07,735.39,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,58,R,1,A,
355-U1457C-58R-1-A,59,79,735.39,735.59,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,58,R,1,A,
355-U1457C-58R-1-A,79,119,735.59,735.99,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,58,R,1,A,
355-U1457C-58R-2-A,0,21,735.99,736.2,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,58,R,2,A,
355-U1457C-58R-2-A,21,60,736.2,736.59,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,58,R,2,A,
355-U1457C-58R-2-A,60,94,736.59,736.93,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,black,GLEY 1 2.5/N (black),10,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,58,R,2,A,
355-U1457C-58R-2-A,94,139,736.93,737.38,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,58,R,2,A,
355-U1457C-58R-3-A,0,26,737.38,737.64,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,58,R,3,A,
355-U1457C-58R-3-A,26,67,737.64,738.05,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,58,R,3,A,
355-U1457C-58R-3-A,67,90,738.05,738.28,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,58,R,3,A,
355-U1457C-58R-4-A,0,24,738.44,738.68,,silty,claystone,,silty claystone,,burrows,dark gray,10YR 4/1 (dark gray),85,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,greenish gray,GLEY 1 5/10Y (greenish gray),15,clay,1,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,58,R,4,A,
355-U1457C-58R-4-A,24,37,738.68,738.81,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,58,R,4,A,
355-U1457C-58R-4-A,37,53,738.81,738.97,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,58,R,4,A,
355-U1457C-58R-4-A,53,69,738.97,739.13,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,58,R,4,A,
355-U1457C-59R-1-A,0,18,744.5,744.68,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-59R-1-A,18,41,744.68,744.91,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),50,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),50,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-59R-1-A,41,68,744.91,745.18,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-59R-1-A,68,103,745.18,745.53,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),50,very fine sand,3,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),50,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-59R-1-A,103,120,745.53,745.7,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-59R-1-A,120,141,745.7,745.91,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,59,R,1,A,
355-U1457C-60R-1-A,0,38,754.2,754.58,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,1,A,
355-U1457C-60R-1-A,38,104,754.58,755.24,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,60,R,1,A,
355-U1457C-60R-1-A,104,123,755.24,755.43,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,1,A,
355-U1457C-60R-1-A,123,150,755.43,755.7,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),50,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),50,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,1,A,
355-U1457C-60R-2-A,0,44,755.7,756.14,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,60,R,2,A,
355-U1457C-60R-2-A,44,54,756.14,756.24,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,2,A,
355-U1457C-60R-2-A,54,81,756.24,756.51,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,fine sand,4,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 4/1 (dark gray),40,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,2,A,
355-U1457C-60R-2-A,81,102,756.51,756.72,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,2,A,
355-U1457C-60R-2-A,102,135,756.72,757.05,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,2,A,
355-U1457C-60R-3-A,0,18,757.2,757.38,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-3-A,18,43,757.38,757.63,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-3-A,43,62,757.63,757.82,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-3-A,62,85,757.82,758.05,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-3-A,85,105,758.05,758.25,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-3-A,105,120,758.25,758.4,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,3,A,
355-U1457C-60R-4-A,0,29,758.4,758.69,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,4,A,
355-U1457C-60R-4-A,29,55,758.69,758.95,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,4,A,
355-U1457C-60R-4-A,55,76,758.95,759.16,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,60,R,4,A,
355-U1457C-60R-CC-A,0,12,759.16,759.28,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,60,R,CC,A,
355-U1457C-61R-1-A,0,41,763.9,764.31,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,61,R,1,A,
355-U1457C-61R-1-A,41,92,764.31,764.82,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,61,R,1,A,
355-U1457C-61R-1-A,92,103,764.82,764.93,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,1,A,
355-U1457C-61R-1-A,103,128,764.93,765.18,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,61,R,1,A,
355-U1457C-61R-1-A,128,147,765.18,765.37,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,1,A,
355-U1457C-61R-2-A,0,16,765.37,765.53,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,61,R,2,A,
355-U1457C-61R-2-A,16,45,765.53,765.82,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,fine sand,4,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,61,R,2,A,
355-U1457C-61R-2-A,45,62,765.82,765.99,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,61,R,2,A,
355-U1457C-61R-2-A,62,85,765.99,766.22,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,61,R,2,A,
355-U1457C-61R-3-A,0,10,766.22,766.32,,silty,claystone,,silty claystone,,parallel lamination,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,3,A,
355-U1457C-61R-3-A,10,30,766.32,766.52,,silty,claystone,,silty claystone,,parallel lamination,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),40,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,3,A,
355-U1457C-61R-3-A,30,47,766.52,766.69,,clayey,siltstone,,clayey siltstone,,parallel lamination,dark gray,10YR 3/1 (very dark gray),70,silt,2,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,3,A,
355-U1457C-61R-3-A,47,66,766.69,766.88,,clayey,siltstone,,clayey siltstone,,,dark gray,10YR 3/1 (very dark gray),60,silt,2,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,3,A,
355-U1457C-61R-CC-A,0,13,766.88,767.01,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 3/1 (very dark gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,61,R,CC,A,
355-U1457C-62R-1-A,0,26,773.6,773.86,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),70,silt,2,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,62,R,1,A,
355-U1457C-62R-1-A,26,42,773.86,774.02,,clayey,siltstone,,clayey siltstone,,,dark gray,10YR 3/1 (very dark gray),60,silt,2,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,62,R,1,A,
355-U1457C-62R-1-A,42,60,774.02,774.2,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,very fine sand,3,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,62,R,1,A,
355-U1457C-62R-1-A,60,78,774.2,774.38,,silty,sandstone,,silty sandstone,,parallel lamination,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,62,R,1,A,
355-U1457C-62R-1-A,78,109,774.38,774.69,,silty,sandstone,,silty sandstone,,parallel lamination,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,62,R,1,A,
355-U1457C-62R-2-A,0,86,774.69,775.55,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,C,62,R,2,A,
355-U1457C-62R-CC-A,0,15,775.55,775.7,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),20,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,62,R,CC,A,
355-U1457C-63R-1-A,0,47,783.3,783.77,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,fine sand,4,fine sand,4,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,1,A,
355-U1457C-63R-1-A,47,100,783.77,784.3,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,63,R,1,A,
355-U1457C-63R-1-A,100,115,784.3,784.45,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,1,A,
355-U1457C-63R-1-A,115,140,784.45,784.7,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,63,R,1,A,
355-U1457C-63R-2-A,0,6,784.7,784.76,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,6,21,784.76,784.91,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,21,29,784.91,784.99,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,29,53,784.99,785.23,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,110,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,53,68,785.23,785.38,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,68,93,785.38,785.63,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-2-A,93,103,785.63,785.73,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,2,A,
355-U1457C-63R-3-A,0,14,785.73,785.87,,clayey,siltstone,,clayey siltstone,,,dark gray,10YR 3/1 (very dark gray),60,silt,2,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,3,A,
355-U1457C-63R-3-A,14,28,785.87,786.01,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,3,A,
355-U1457C-63R-3-A,28,36,786.01,786.09,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,63,R,3,A,
