dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
,344-U1380C-4R-1-A,344,U1380,C,4,4-1,R,1,A,0,16,457.4,457.56,fractured,high [drilling disturbance],6,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,rare disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-1-A,344,U1380,C,4,4-1,R,1,A,16,26,457.56,457.66,fractured,moderate [drilling disturbance],4,calcareous,silt [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),calcareous  silt ,calcareous silt  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-1-A,344,U1380,C,4,4-1,R,1,A,26,51,457.66,457.91,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"rare disseminated pyrite, and bioclasts",,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-1-A,344,U1380,C,4,4-1,R,1,A,51,73,457.91,458.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-4R-2-A,344,U1380,C,4,4-2,R,2,A,0,10,458.13,458.23,fractured,high [drilling disturbance],6,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare disseminated bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,drilling disturbance is severe in the lower part,,,,,,,
,344-U1380C-4R-2-A,344,U1380,C,4,4-2,R,2,A,10,17,458.23,458.3,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-4R-2-A,344,U1380,C,4,4-2,R,2,A,17,68,458.3,458.81,fractured,high [drilling disturbance],6,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare disseminated bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,drilling disturbance is severe in the lower part,,,,,,,
,344-U1380C-4R-2-A,344,U1380,C,4,4-2,R,2,A,68,72,458.81,458.85,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-4R-2-A,344,U1380,C,4,4-2,R,2,A,72,107,458.85,459.2,fractured,high [drilling disturbance],6,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare disseminated bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,drilling disturbance is severe in the lower part,,,,,,,
,344-U1380C-4R-3-A,344,U1380,C,4,4-3,R,3,A,0,76,459.2,459.96,fractured,high [drilling disturbance],6,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare disseminated pyrite and bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,drilling disturbance is severe in the lower part,,,,,,,
,344-U1380C-4R-3-A,344,U1380,C,4,4-3,R,3,A,76,82,459.96,460.02,fractured,moderate [drilling disturbance],4,calcareous,silt [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),calcareous  silt ,calcareous silt  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-3-A,344,U1380,C,4,4-3,R,3,A,82,86,460.02,460.06,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt  with biogenic components ,silt [W22_1],2,silt [W22_1],2,rare disseminated pyrite and bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-CC-A,344,U1380,C,4,4-CC,R,CC,A,0,13,460.06,460.19,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,very rare disseminated pyrite and bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-4R-CC-A,344,U1380,C,4,4-CC,R,CC,A,13,20,460.19,460.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-5R-1-A,344,U1380,C,5,5-1,R,1,A,0,3,467.1,467.13,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-1-A,344,U1380,C,5,5-1,R,1,A,3,63,467.13,467.73,fractured,high [drilling disturbance],6,clayey,silt [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt  with biogenic components ,silt [W22_1],2,silt [W22_1],2,very rare disseminated pyrite and bioclasts ,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-1-A,344,U1380,C,5,5-1,R,1,A,63,74,467.73,467.84,,minimal [drilling disturbance],1,calcareous,silt [USGS],,10GY 3/1 (very dark greenish gray),calcareous  silt ,calcareous silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-1-A,344,U1380,C,5,5-1,R,1,A,74,117,467.84,468.27,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,very rare disseminated bioclasts ,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,0,19,468.27,468.46,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,19,21,468.46,468.48,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,21,26,468.48,468.53,,,,calcareous,silt [USGS],,10GY 4/1 (dark greenish gray),calcareous  silt ,calcareous silt ,,,,,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,26,44,468.53,468.71,fractured,minimal [drilling disturbance],1,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,very rare disseminated pyrite and bioclasts,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,44,51,468.71,468.78,fractured,minimal [drilling disturbance],1,calcareous,silt [USGS],,10Y 5/1 (greenish gray),calcareous  silt ,calcareous silt ,,,,,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,51,56,468.78,468.83,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,56,62,468.83,468.89,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,62,83,468.89,469.1,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,83,92,469.1,469.19,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-2-A,344,U1380,C,5,5-2,R,2,A,92,103,469.19,469.3,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-5R-3-A,344,U1380,C,5,5-3,R,3,A,0,2,469.3,469.32,fractured,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,disseminated bioclastes and pyrite,,,,,,,,,well [BP01],,,absent [B06],0,few more sandy layers disseminated,,,,,,,
,344-U1380C-5R-3-A,344,U1380,C,5,5-3,R,3,A,2,7,469.32,469.37,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-3-A,344,U1380,C,5,5-3,R,3,A,7,93,469.37,470.23,fractured,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),silty  clay ,silty clay  with biogenic components ,silt [W22_1],2,silt [W22_1],2,disseminated bioclastes and pyrite,,,,,,,,,well [BP01],,,absent [B06],0,few more sandy layers disseminated,,,,,,,
,344-U1380C-5R-3-A,344,U1380,C,5,5-3,R,3,A,93,137,470.23,470.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-5R-4-A,344,U1380,C,5,5-4,R,4,A,0,43,470.67,471.1,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers. Sandy component increasing with depth,,,,,,,
,344-U1380C-5R-4-A,344,U1380,C,5,5-4,R,4,A,43,45,471.1,471.12,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-4-A,344,U1380,C,5,5-4,R,4,A,45,107,471.12,471.74,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers. Sandy component increasing with depth,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,0,39,471.74,472.13,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers; biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,39,46,472.13,472.2,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,46,66,472.2,472.4,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers; biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,66,68,472.4,472.42,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,68,80,472.42,472.54,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers; biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-5-A,344,U1380,C,5,5-5,R,5,A,80,116,472.54,472.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-5R-6-A,344,U1380,C,5,5-6,R,6,A,0,62,472.9,473.52,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers (very thin bedded); very rare biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,"intercalated cm-thick sandy layers; drilling disturbance is severe between 0-23 cm, and moderate between 23-94 cm",,,,,,,
,344-U1380C-5R-6-A,344,U1380,C,5,5-6,R,6,A,62,65,473.52,473.55,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-6-A,344,U1380,C,5,5-6,R,6,A,65,94,473.55,473.84,fractured,high [drilling disturbance],6,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers (very thin bedded); very rare biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,"intercalated cm-thick sandy layers; drilling disturbance is severe between 0-23 cm, and moderate between 23-94 cm",,,,,,,
,344-U1380C-5R-7-A,344,U1380,C,5,5-7,R,7,A,0,32,473.84,474.16,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers (very thin bedded); very rare biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-7-A,344,U1380,C,5,5-7,R,7,A,32,34,474.16,474.18,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-7-A,344,U1380,C,5,5-7,R,7,A,34,46,474.18,474.3,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers (very thin bedded); very rare biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-7-A,344,U1380,C,5,5-7,R,7,A,46,48,474.3,474.32,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-5R-7-A,344,U1380,C,5,5-7,R,7,A,48,79,474.32,474.63,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,intercalated cm-thick sandy layers (very thin bedded); very rare biogenic clasts disseminated throughout clayey siltstone,,,,,,,,,moderate [BP01],,,absent [B06],0,intercalated cm-thick sandy layers,,,,,,,
,344-U1380C-5R-CC-A,344,U1380,C,5,5-CC,R,CC,A,0,5,474.63,474.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,All to PAL,,,,,,,
,344-U1380C-6R-1-A,344,U1380,C,6,6-1,R,1,A,0,140,476.8,478.2,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,"proportion of fine sand in siltstone is variable with gradational transitions and no clear boundaries
",,,,,,,,,moderate [BP01],,,moderate [B06],3,"sand proportion higher than previous sections; drilling disturbance is severe between 0-31 cm, but moderate between 31 and 150  cm; boioturbation observed in the silty-sandy layers
 ",,,,,,,
,344-U1380C-6R-1-A,344,U1380,C,6,6-1,R,1,A,140,141,478.2,478.21,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
