Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394A-1H-1-A,340,U1394,A,1,1-1,H,1,A,143.0,150.0,1.43,1.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,"sandy patches (drilling disturbance?), gray-dark gray color layering",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,0.0,4.0,1.5,1.54,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,100,300,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,4.0,7.5,1.54,1.575,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,250,Some coarse layering of dark and light sand layers.,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,7.5,17.0,1.575,1.67,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,5.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,95,400,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,17.0,21.0,1.67,1.71,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,Light colored mud. Maybe top of turbidite sequence?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,21.0,25.0,1.71,1.75,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,Darker colored mud. Maybe base of turbidite sequence?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,25.0,34.8,1.75,1.848,minimal [drilling disturbance],1,lime-sandstone [USGS],100.0,fine medium sand [T07],5,,,,,100,,1.0,0,,0,,100,medium sand [T07],0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,99,300,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,34.8,40.5,1.848,1.905,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,98,400,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,40.5,59.0,1.905,2.09,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,98,400,<0.5% medium sand red angular clasts. Some fining upward.,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,59.0,62.5,2.09,2.125,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,62.5,63.0,2.125,2.13,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,98,400,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,63.0,67.4,2.13,2.174,moderate [drilling disturbance],4,lime-sandstone [USGS],100.0,fine sand [T07],4,,,,,100,,2.0,0,,0,,100,medium sand [T07],0,,0,,0,,0,,,Rare white biogenic clasts.,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,98,250,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,67.4,69.0,2.174,2.19,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,69.0,93.5,2.19,2.435,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,1.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,99,250,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,93.5,96.0,2.435,2.46,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,96.0,98.2,2.46,2.4819999999999998,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,250,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,98.2,99.7,2.4819999999999998,2.497,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,99.7,100.5,2.497,2.505,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,250,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,100.5,101.5,2.505,2.515,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,101.5,115.5,2.515,2.655,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,115.5,116.5,2.655,2.665,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,116.5,117.0,2.665,2.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,117.0,118.0,2.67,2.68,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,118.0,118.3,2.68,2.6830000000000003,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,118.3,119.5,2.6830000000000003,2.695,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,119.5,119.7,2.695,2.697,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,119.7,120.5,2.697,2.705,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,120.5,125.4,2.705,2.7539999999999996,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,125.4,126.2,2.7539999999999996,2.762,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,126.2,138.0,2.762,2.88,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,138.0,139.4,2.88,2.8939999999999997,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,139.4,140.5,2.8939999999999997,2.905,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,140.5,141.5,2.905,2.915,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,100,,Green glauconite layer?,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,141.5,147.4,2.915,2.9739999999999998,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,250,,,,,,,
340-U1394A-1H-2-A,340,U1394,A,1,1-2,H,2,A,147.4,150.0,2.9739999999999998,3.0,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,5.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic; minor red clasts.,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,95,400,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,0.0,4.0,3.0,3.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,4.0,8.0,3.04,3.08,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,"From 4 to 13 cm (this layer and the layer below this) show a grading from mud to sand, which is a turbidite layer.",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,8.0,13.0,3.08,3.13,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,13.0,62.0,3.13,3.62,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,This is a hemi pelagic background layer having light gray color. Two vague greenish layers are observed from 31-34 dm and 39-41 cm.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,62.0,66.5,3.62,3.665,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,"From 62 to 91 cm, continuous normal grading is observed suggesting one turbidite layer.",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,66.5,76.0,3.665,3.76,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,76.0,91.0,3.76,3.91,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,91.0,95.0,3.91,3.95,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,Another turbidite from 91 to 97 cm.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,95.0,97.0,3.95,3.97,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-3-A,340,U1394,A,1,1-3,H,3,A,97.0,100.0,3.97,4.0,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,The top of another turbidite having silt-fine mud grain size.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,0.0,2.0,4.0,4.02,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,250,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,2.0,12.0,4.02,4.12,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,5.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,95,400,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,12.0,14.8,4.12,4.148,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,14.8,16.0,4.148,4.16,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,5.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,95,400,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,16.0,17.0,4.16,4.17,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,Lime mud,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,17.0,18.0,4.17,4.18,moderate [drilling disturbance],4,lime-sandstone [USGS],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,250,,,,,,,
340-U1394A-1H-4-A,340,U1394,A,1,1-4,H,4,A,18.0,64.0,4.18,4.64,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,100,,Contains 3 visible green ash(?) layers,,,,,,
340-U1394A-1H-CC-A,340,U1394,A,1,1-CC,H,CC,A,0.0,15.8,4.64,4.798,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,1.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,99,,,,,,,,
340-U1394A-1H-CC-A,340,U1394,A,1,1-CC,H,CC,A,15.8,21.0,4.798,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,PAL sample,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,0.0,113.0,4.8,5.93,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Hemi pelagic background layer.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,113.0,121.0,5.93,6.01,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,turbidite upper layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,121.0,129.0,6.01,6.09,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,"Turbidite lower layer.
",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
