Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1462C-22R-1-A,0,5,129.3,129.35,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,with ooids,non-skeletal grain rich packstone with ooids,neritic,dark greenish gray,,parallel lamination,,,,,,,"Lithified, dark greenish gray, packstone with sand size ooids, occasional bivalve fragments",,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,5,14,129.35,129.44,lithified [B84],,packstone [E&K72; D62],3.0,with ooids,packstone with ooids,neritic,grayish green,bivalve,,,,,,,,"Lithified, grayish green packstone wtih sand size ooids and abundant bivalve fragments. Also bryozoan and Dendrophylliidae solitary coral",,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,5,14,129.35,129.44,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,14,21,129.44,129.51,lithified [B84],,wackestone [E&K72; D62],2.0,,wackestone,neritic,dark grayish green,bivalve,,,,,,,,"LIthified, dark grayish green wackstone with abundant macrofossil fragments of mainly bivalves. This lithology forms sharp irregular contacts with the ooid rich packstone. Near the contacts there is a lot of discoloration of the packstone",,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,14,21,129.44,129.51,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,21,143,129.51,130.73,lithified [B84],,packstone [E&K72; D62],3.0,with ooids,packstone with ooids,neritic,cream,,parallel lamination,,,,,,,"Lithified, cream packstone with sand size ooids and devoid of macrofossils. The packstone co-occurs with the wackestone described above forming sharp contacts. From 21-53 cm there is decreasing discoloration of the packstone near the contacts. Below 53 cm the contacts are sharp with no discoloration.From 21 to 53 cm the wackestone is irregular in size and shape ranging from 5x7 cm to 1x1 cm. Below 53 there are four patches of skeletal packstone with abundant bivalve fragments of coarse sand size. Between 53 and 143 cm the packstone contanis parallel laminae, cross bedding and normal grading.",,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,21,143,129.51,130.73,,,,,,,,,,cross-bedded,,,,,,,,,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-1-A,21,143,129.51,130.73,,,,,,,,,,grading (normal),,,,,,,,,,,356,U1462,C,22,R,1,A,,,
356-U1462C-22R-2-A,0,34,130.73,131.07,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,,parallel lamination,,,,,sharp,sub-horizontal,"Lithified, cream grainstone with fine to coarse sand size ooids. The grainstone contains three occurrences of skeletal wackestone described in the previous section ranging in size from 5 mm to 40 mm long. Also present five burrows filled with slightly altered packstone. From 0-65 cm mainly cross-bedding. Sharp wavy contact at 65 cm. From 65-98 cm parallel bedding",,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,0,34,130.73,131.07,,,,,,,,,,cross-bedded,,,,,,,,,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,34,98,131.07,131.71,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,,parallel lamination,,,,,wavy,sub-horizontal,"Lithified, cream grainstone with fine to coarse sand size ooids. The grainstone contains three occurrences of skeletal wackestone described in the previous section ranging in size from 5 mm to 40 mm long. Also present five burrows filled with slightly altered packstone. From 0-65 cm mainly cross-bedding. Sharp wavy contact at 65 cm. From 65-98 cm parallel bedding",,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,34,98,131.07,131.71,,,,,,,,,,cross-bedded,,,,,,,,,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,98,111,131.71,131.84,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,,,dissolution seam [R02],,,,wavy,sub-horizontal,"The grainstone is modified and contains solution and recrystallization features, 1 cm thick layer of wackestone material described in the previous Section. Fractures horizontal and vertical that appear to be filled with the same material as wackestone and bivalve fragments. The base of this interval is defined by a wavy contact",,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,98,111,131.71,131.84,,,,,,,,,,,fully cemented fracture,,,,,,,,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,111,144,131.84,132.17,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,,parallel lamination,,,,,sharp,sub-horizontal,"LIthified, cream grainstone with ooids of coarse to medium sand size with parallel laminae, beds (3-5 cm thick) defined by sharp contacts, normal grading and cross bedding.",,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,111,144,131.84,132.17,,,,,,,,,,cross-bedded,,,,,,,,,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-2-A,111,144,131.84,132.17,,,,,,,,,,grading (normal),,,,,sharp,sub-horizontal,,,,,356,U1462,C,22,R,2,A,,,
356-U1462C-22R-3-A,0,126,132.17,133.43,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,bivalve,parallel lamination,,,,,sharp,sub-horizontal,"Lithified, cream grainstone with sand size ooids and sand to gravel size macrofossils (bivalves, gastropods). The macrofossils are present between 10-20 cm, 71-94 cm, 103-126 cm. Intervals of parallel laminae throughout, varying grain size with normal grading",,,,356,U1462,C,22,R,3,A,,,
356-U1462C-22R-3-A,0,126,132.17,133.43,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,C,22,R,3,A,,,
356-U1462C-22R-3-A,0,126,132.17,133.43,,,,,,,,,gastropod,grading (normal),,,,,,,,,,,356,U1462,C,22,R,3,A,,,
356-U1462C-22R-3-A,126,131,133.43,133.48,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,22,R,3,A,,,
356-U1462C-23R-1-A,0,147,134.2,135.67,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,bivalve,parallel lamination,,,,,sharp,sub-horizontal,"Lithified, cream grainstone with medium to coarse sand size ooids and sand to gravel size macrofossils, mainly bivalves. There are planar laminae, normal grading and possible cross-bedding. From 139-141 cm secondary mineralization mainly associated to bivalves",,,,356,U1462,C,23,R,1,A,,,
356-U1462C-23R-1-A,0,147,134.2,135.67,,,,,,,,,,grading (normal),,,,,,,,,,,356,U1462,C,23,R,1,A,,,
356-U1462C-23R-2-A,0,64,135.67,136.31,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,creamy gray,bivalve,parallel lamination,,,,,sharp,sub-horizontal,"Lithified, cream grainstone with coarse to medium sand size ooids. Abundant bivalve fragments concentrated in a bed between 54-57 cm. Parallel laminae, normal grading and sharp contacts present at several intervals. Burrows filled with similar finer grained packstone material",,,,356,U1462,C,23,R,2,A,,,
356-U1462C-23R-2-A,0,64,135.67,136.31,,,,,,,,,,grading (normal),,,,,,,,,,,356,U1462,C,23,R,2,A,,,
356-U1462C-23R-2-A,64,69,136.31,136.36,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,23,R,2,A,,,
356-U1462C-24R-1-A,0,95,139.1,140.05,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,bivalve,grading (normal),,,,,wavy,sub-horizontal,"Lithified, cream grainstone with coarse to medium sand ooids. Graded beds with sharp and wavy basal contacts. Above macrofossil and ooids gravel to coarse sand size.",,,,356,U1462,C,24,R,1,A,,,
356-U1462C-24R-1-A,0,95,139.1,140.05,,,,,,,,,gastropod,grading (normal),,,,,,,,,,,356,U1462,C,24,R,1,A,,,
356-U1462C-24R-1-A,95,96,140.05,140.06,lithified [B84],,grainstone [E&K72; D62],4.0,with algae,grainstone with algae,neritic,cream,bivalve,,,,,,sharp,sub-horizontal,"Lithified, cream grainstone with coarse to medium sand ooids. Graded beds with sharp basal contact. Above macrofossil and ooids gravel to coarse sand size.",,,,356,U1462,C,24,R,1,A,,,
356-U1462C-24R-1-A,96,130,140.06,140.4,lithified [B84],,grainstone [E&K72; D62],4.0,with ooids,grainstone with ooids,neritic,cream,,,,,,,,,,,,,356,U1462,C,24,R,1,A,,,
356-U1462C-25R-CC-A,0,28,144.0,144.28,lithified [B84],,wackestone [E&K72; D62],2.0,with non-skeletal grains,wackestone with non-skeletal grains,neritic,cream,bivalve,,,,,,,,"Lithified, cream wackestone with fine sand size peloids or ooids and sparse bivalve fragments",,,,356,U1462,C,25,R,CC,A,,,
356-U1462C-25R-CC-A,28,33,144.28,144.33,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,25,R,CC,A,,,
356-U1462C-26R-CC-A,0,5,148.9,148.95,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,cream,bivalve,,,,,,,,"Lithified, cream packstone with fine sand size peloids or ooids and bivalve and gastropod fragments",,,,356,U1462,C,26,R,CC,A,,,
356-U1462C-26R-CC-A,0,5,148.9,148.95,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,26,R,CC,A,,,
356-U1462C-27R-CC-A,0,5,153.8,153.85,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,light greenish gray,bivalve,,,,,,,,"LIthified, light greenish gray packstone with sand size peloids or ooids and bivalve fragments (few). It contains more glauconite than previous cores. All to pal",,,,356,U1462,C,27,R,CC,A,,,
356-U1462C-28R-CC-A,0,7,158.7,158.77,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray packstone with coarse sand size peloids or ooids and with glauconite. A bivalve fragment. All to pal",,,,356,U1462,C,28,R,CC,A,,,
356-U1462C-29R-CC-A,0,7,163.6,163.67,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,pelagic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray packstone with sand size glauconite",,,,356,U1462,C,29,R,CC,A,,,
356-U1462C-29R-CC-A,7,12,163.67,163.72,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,29,R,CC,A,,,
356-U1462C-30R-1-A,0,62,168.5,169.12,partially lithified,,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,neritic,dark greenish gray,bivalve,,,,,,,,Partially lithified dark greenish gray packstone with fine sand to sand size. Few bivalve fragments.,,,,356,U1462,C,30,R,1,A,,,
356-U1462C-30R-1-A,62,67,169.12,169.17,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,30,R,1,A,,,
356-U1462C-31R-1-A,0,41,173.4,173.81,partially lithified,,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,neritic,dark greenish gray,,,,,,,,,"Partially lithified, dark greenish gray packstone with fine sand to sand size grains with glauconite and few bivalve fragments",,,,356,U1462,C,31,R,1,A,,,
356-U1462C-31R-CC-A,0,22,173.81,174.03,lithified [B84],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,neritic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray packstone with sand size glauconite grains and few bivalve fragments",,,,356,U1462,C,31,R,CC,A,,,
356-U1462C-31R-CC-A,22,27,174.03,174.08,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,31,R,CC,A,,,
356-U1462C-32R-CC-A,0,13,178.3,178.43,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,dark greenish gray,bivalve,,,,,,,,"Lithified, dark greenish gray, packstone with coarse sand size grains, common bivalves and black grains",,,,356,U1462,C,32,R,CC,A,,,
356-U1462C-32R-CC-A,13,24,178.43,178.54,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,dark greenish gray,bivalve,parallel lamination,,,,,,,"Lithified, dark greenish gray, packstone with medium sand size grains. Planar laminae",,,,356,U1462,C,32,R,CC,A,,,
356-U1462C-32R-CC-A,24,33,178.54,178.63,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,dark greenish gray,bivalve,,,,,,,,"Lithified, dark greenish gray wackestone with fine sand size grained matrix. Abundant, large bivalve (up to 5 cm long)",,,,356,U1462,C,32,R,CC,A,,,
356-U1462C-32R-CC-A,33,38,178.63,178.68,,,,3.0,,,,,,,,,,,,,to pal,,,,356,U1462,C,32,R,CC,A,,,
356-U1462C-33R-CC-A,0,3,183.2,183.23,lithified [B84],skeletal,wackestone [E&K72; D62],2.0,,skeletal wackestone,neritic,dark greenish gray,bivalve,,,,,,,,"Lithified, dark greenish gray skeletal wackestone with bivalve, foraminfera, bryozoa, gastropod. It contains inclusions composed of packstone with very fine sand size grains. It also contains a dark grayish green skeletal packstone with coarse sand size macrofossils. Gravel size glauconite grains",,,,356,U1462,C,33,R,CC,A,,,
356-U1462C-33R-CC-A,0,3,183.2,183.23,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1462,C,33,R,CC,A,,,
356-U1462C-33R-CC-A,0,3,183.2,183.23,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,C,33,R,CC,A,,,
