Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1431E-7R-2-#1-A,0,60,604.6,605.2,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-2-#2-A,0,11,605.2,605.31,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-2-#3-A,0,14,605.31,605.45,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-2-#4-A,0,19,605.45,605.64,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-2-#5-A,0,12,605.64,605.76,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-2-#6-A,0,23,605.76,605.99,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#1-A,0,7,613,613.07,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#2-A,0,41,613.07,613.48,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#3-A,0,8,613.48,613.56,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#4-A,0,14,613.56,613.7,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#5-A,0,11,613.7,613.81,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#5-A,11,44,613.81,614.14,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#6-A,0,4,614.14,614.18,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#6-A,4,19,614.18,614.33,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#7-A,0,4,614.33,614.37,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-1-#8-A,0,5,614.37,614.42,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#1-A,0,46,614.42,614.88,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#1-A,46,52,614.88,614.94,,sandstone [Leg339],with volcanic ash [Leg339],sandstone ,sandstone with volcanic ash ,,GLEY 1 2.5/N (black),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#2-A,0,12,614.94,615.06,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 5/N (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#4-A,0,23,615.14,615.37,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#5-A,0,12,615.37,615.49,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#6-A,0,12,615.49,615.61,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#7-A,0,9,615.61,615.7,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,very well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-2-#8-A,0,5,615.7,615.75,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,very well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#1-A,0,26,615.75,616.01,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#2-A,0,6,616.01,616.07,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#3-A,0,12,616.07,616.19,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#4-A,0,40,616.19,616.59,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#5-A,0,5,616.59,616.64,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#5-A,5,22,616.64,616.81,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#6-A,0,20,616.81,617.01,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-3-#7-A,0,7,617.01,617.08,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#1-A,0,104,617.08,618.12,,claystone [Leg339],with silt [Leg339],claystone ,claystone with silt ,,GLEY 1 5/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,very thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#2-A,0,8,618.12,618.2,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#3-A,0,6,618.2,618.26,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#4-A,0,10,618.26,618.36,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#5-A,0,12,618.36,618.48,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-4-#6-A,0,6,618.48,618.54,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#1-A,0,7,618.54,618.61,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#2-A,0,21,618.61,618.82,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#3-A,0,10,618.82,618.92,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#4-A,0,5,618.92,618.97,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,well [BP01],,,,,,,,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#5-A,0,11,618.97,619.08,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [BP01],,,,,,,,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#6-A,0,24,619.08,619.32,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt [Leg339],,GLEY 1 5/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#7-A,0,9,619.32,619.41,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-8R-5-#8-A,0,12,619.41,619.53,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#1-A,0,3,622.7,622.73,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#10-A,0,5,623.92,623.97,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,98,granule [W22_2],angular,basalt [IUGS-S78&79],2,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#10-A,5,11,623.97,624.03,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,50,granule [W22_2],angular,basalt [IUGS-S78&79],50,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#11-A,0,4,624.03,624.07,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,70,granule [W22_2],angular,basalt [IUGS-S78&79],30,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#2-A,0,17,622.73,622.9,calcareous rich,silty claystone [S54],,calcareous rich  silty claystone ,calcareous rich silty claystone ,,GLEY 1 6/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,curved,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-9R-1-#2-A,17,20,622.9,622.93,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
