Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418E-5H-3-A,0,52,99.8,100.32,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"greenish gray color bands;
10 silt lamina, with 5mm to 12cm mud intervals",,,,,,341,U1418,E,5,H,3,A,,,,
341-U1418E-5H-3-A,52,150,100.32,101.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,E,5,H,3,A,,,,
341-U1418E-5H-4-A,0,150,101.3,102.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"greenish gray color bands;
74-80cm: black mottling",,,,,,341,U1418,E,5,H,4,A,,,,
341-U1418E-5H-5-A,0,150,102.8,104.3,calcareous bearing,mud [Leg210],with silt [Leg339],calcareous bearing mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],3,,,pebble [W22_2],subrounded,granule [W22_2],subrounded,,,,"faintly laminated dark gray (N 4) with very dark gray (5Y 3/1); 2 granules, at 70 and 100 cm; sandstone pebble at 138 cm;",,,,,,341,U1418,E,5,H,5,A,,,,
341-U1418E-5H-6-A,0,100,104.3,105.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],3,,,granule [W22_2],subrounded,,,,,,"faintly laminated dark gray (N 4) with very dark gray (5Y 3/1); 3 granules, at 20, 56 and 91 cm; ",,,,,,341,U1418,E,5,H,6,A,,,,
341-U1418E-5H-7-A,0,99,105.3,106.29,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subrounded,,,,,,faintly laminated dark gray (N 4) with very dark gray (5Y 3/1); granule at 55 cm; 10 silt laminae,,,,,,341,U1418,E,5,H,7,A,,,,
341-U1418E-5H-CC-A,0,13,106.29,106.42,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,3 silt laminae,,,,,,341,U1418,E,5,H,CC,A,,,,
341-U1418E-5H-CC-A,13,18,106.42,106.47,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,E,5,H,CC,A,,,,
341-U1418E-6H-1-A,0,72,106.3,107.02,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,- heavily disturbed (mousselike),,,,,,341,U1418,E,6,H,1,A,,,,
341-U1418E-6H-1-A,72,150,107.02,107.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- few black mottles (<2 mm)
- 8 lonestones
- some mud patches <3 mm

- silt laminae
- continuous to discontinuous
- thickness: <5 mm
- number: ~10
- spacing: ~1.5 cm - ~17 cm
- sharp lower boundaries
- graded and massive
- most laminae lighter than matrix",,,,,,341,U1418,E,6,H,1,A,,,,
341-U1418E-6H-2-A,0,2.5,107.8,107.825,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1418,E,6,H,2,A,,,,
341-U1418E-6H-2-A,2.5,7,107.825,107.87,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,- massive medium to fine sand (maybe graded),sharp contact,erosive,,,,341,U1418,E,6,H,2,A,,,,
341-U1418E-6H-2-A,7,150,107.87,109.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],7,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 7 lonestones
- some mud patches <1 cm
- sand lense close to liner wall between 17.5-20 cm; gravelly to coarse sand -> flow in?
121-123: sub-angular pebble of sandstone

- silt laminae
- continuous to discontinuous
- thickness: <5 mm
- number: ~25
- spacing: ~4 mm - ~30 cm
- sharp lower boundaries
- graded and massive
",,,,,,341,U1418,E,6,H,2,A,,,,
341-U1418E-6H-3-A,0,110,109.3,110.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],6,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 6 lonestones
- few mud patches <3 mm

- silt laminae
- continuous to discontinuous
- thickness: <5 mm
- number: ~15
- spacing: ~3 mm - ~29 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,E,6,H,3,A,,,,
341-U1418E-6H-3-A,110,150,110.4,110.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,"- mud with occasional silt laminae
- 4 discontinuous laminae; <2 mm; spacing: 5 mm - ~18 cm
- 1 pebble and 2 granules

112.5-115: (meta) siltstone? with abundant small striae (<5 mm) + quartz vein",,,,,,341,U1418,E,6,H,3,A,,,,
341-U1418E-6H-4-A,0,150,110.8,112.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],6,,,,,,,,,,clayey mud with often discontinuous 16 silt laminae (0.3-0.8 cm); few black mottles occur,,,,,,341,U1418,E,6,H,4,A,,,,
341-U1418E-6H-5-A,0,120,112.3,113.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,clayey mud with often discontinuous 12 silt laminae (0.6 cm); few black mottles occur,,,,,,341,U1418,E,6,H,5,A,,,,
341-U1418E-6H-5-A,120,150,113.5,113.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],2,,,,,,,,,,clayey mud interbedded with often discontinuous silt laminae (9: 0.3-0.8 cm),,,,,,341,U1418,E,6,H,5,A,,,,
341-U1418E-6H-6-A,0,141,113.8,115.21,,interbedded silt(stone) and mud(stone) [McKW53],with sandy silt [Leg339],interbedded silt(stone) and mud(stone)  with sandy silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud interbedded with often discontinuous 32 silt laminae (0.3-0.6 cm), thicker laminae in the middle of this section may include muddy fine sand; color banding is very slight",,,,,,341,U1418,E,6,H,6,A,,,,
341-U1418E-6H-CC-A,0,29,115.21,115.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with often discontinuous 7 silt laminae (0.6 cm),,,,,,341,U1418,E,6,H,CC,A,,,,
341-U1418E-6H-CC-A,29,34,115.5,115.55,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,E,6,H,CC,A,,,,
341-U1418E-7H-1-A,0,150,115.8,117.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<5 mm)
- 8 lonestones
- some mud patches <5 mm

small gas cracks (<1 cm wide and ~1 mm high) below 120

- silt laminae
- continuous and discontinuous
- thickness: <1 cm, mostly 5 mm
- number: >40
- spacing: 1 mm (at 36.5 cm) - ~14 cm
- sharp lower boundaries
- graded and massive
",,,,,,341,U1418,E,7,H,1,A,,,,
341-U1418E-7H-2-A,0,150,117.3,118.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<5 mm)
- 4 lonestones
- some mud patches <5 mm

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <1 cm, mostly 5 mm
- number: >30
- spacing: 2 mm - ~22 cm
- sharp lower boundaries
- graded and massive
",,,,,,341,U1418,E,7,H,2,A,,,,
341-U1418E-7H-3-A,0,136,118.8,120.16,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<5 mm)
- 1 lonestone
- some mud patches <5 mm

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <3 mm
- number: >15
- spacing: ~3 mm - ~20 cm
- sharp lower boundaries
- graded and massive
",sharp contact,irregular,,,,341,U1418,E,7,H,3,A,,,,
341-U1418E-7H-3-A,136,138,120.16,120.18,,sand [Leg210],,sand ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"- fine to very fine, graded sand with erosive lower and sharp upper boundary",sharp contact,erosive,,,,341,U1418,E,7,H,3,A,,,,
341-U1418E-7H-3-A,138,150,120.18,120.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- for details see interval 0-136 cm
- one silt lamina",,,,,,341,U1418,E,7,H,3,A,,,,
341-U1418E-7H-4-A,0,150,120.3,121.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<5 mm); about 10 mottles with diameter >5 mm
- 2 lonestones
- few mud patches <7 mm

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <1 cm, relative many >5 mm
- number: >40
- spacing: ~2 mm - ~11 cm
- sharp lower boundaries
- graded and massive

- silt bed
- between 18.5-20.5
- erosive lower boundary",,,,,,341,U1418,E,7,H,4,A,,,,
341-U1418E-7H-5-A,0,150,121.8,123.3,,interbedded silt(stone) and mud(stone) [McKW53],with biosilica [Leg339],interbedded silt(stone) and mud(stone)  with biosilica ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud with diatom and spicule fragments interbedded with 34 thin (0.2 - 1 cm) silt laminae,,,,,,341,U1418,E,7,H,5,A,,,,
341-U1418E-7H-6-A,0,112,123.3,124.42,,interbedded silt(stone) and mud(stone) [McKW53],with biosilica [Leg339],interbedded silt(stone) and mud(stone)  with biosilica ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud with diatom and spicule fragments interbedded with 21 thin (0.3 - 1 cm) silt laminae,,,,,,341,U1418,E,7,H,6,A,,,,
341-U1418E-7H-6-A,112,136,124.42,124.66,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,7,H,6,A,,,,
341-U1418E-7H-7-A,0,59,124.66,125.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with 10 thin (0.5 cm) silt laminae; high drilling disturbance between 15 and 54 cm (liner not completely filled),,,,,,341,U1418,E,7,H,7,A,,,,
341-U1418E-7H-CC-A,0,28,125.25,125.53,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with 5 thin (0.3 cm) silt laminae,,,,,,341,U1418,E,7,H,CC,A,,,,
341-U1418E-8H-1-A,0,150,125.3,126.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (mostly 1-2 mm)
- 2 lonestones (granules)
- some mud patches <5 mm
- one sand lense (~114-116)

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae/bed
- continuous and discontinuous
- thickness: 2.5 cm (bed); mostly 0.3 mm - 1 cm (laminae)
- number: ~25
- spacing: ~3 mm - ~20 cm
- sharp lower boundaries
- graded and massive",,,,,,341,U1418,E,8,H,1,A,,,,
341-U1418E-8H-2-A,0,150,126.8,128.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],9,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<2 mm)
- 9 lonestones (granules and pebbles)
- few mud patches <5 mm
- one sand patch (2 cm wide; 1 cm high, at 130 cm)
- 100-103: sub-rounded pebble of very dark grey siltsone

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <3 mm
- number: >15
- spacing: ~5 mm - ~19 cm
- sharp lower boundaries
- graded and massive",,,,,,341,U1418,E,8,H,2,A,,,,
341-U1418E-8H-3-A,0,150,128.3,129.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- some black mottles (<1 mm)
- 5 lonestones (granules)
- very few mud patches <5 mm

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <3 mm
- number: ~20
- spacing: ~8 mm - ~19 cm
- sharp lower boundaries
- graded and massive",,,,,,341,U1418,E,8,H,3,A,,,,
341-U1418E-8H-4-A,0,150,129.8,131.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- few black mottles (<2 mm)
- one black mottle ~5 mm at 53 cm
- 2 lonestones (granule and pebble)
- few mud patches <5 mm

small gas cracks (<1 cm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <1 cm
- number: >20
- spacing: ~7 mm - ~31 cm
- sharp lower boundaries
- graded and massive",,,,,,341,U1418,E,8,H,4,A,,,,
341-U1418E-8H-5-A,0,150,131.3,132.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"clayey mud with 12 thin silt laminae (0.3 - 1 cm) mainly in upper part of section; clast @ 46 cm, 2.5 cm subrounded",,,,,,341,U1418,E,8,H,5,A,,,,
341-U1418E-8H-6-A,0,100,132.8,133.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,clayey mud (N4 to 10Y 4/1) with 5 thin silt laminae (0.6 cm),,,,,,341,U1418,E,8,H,6,A,,,,
341-U1418E-8H-7-A,0,62,133.8,134.42,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with 16 (0.6 cm thick) silt laminae,,,,,,341,U1418,E,8,H,7,A,,,,
341-U1418E-9H-1-A,0,123,134.8,136.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- few black mottles (<5 mm)
- few mud patches <5 mm

small gas cracks (<10 mm wide and ~1 mm high)

- silt laminae
- continuous and discontinuous
- thickness: <7 mm
- number: ~25
- spacing: 8 mm - ~26 cm
- sharp lower boundaries
- massive",gradational contact,,,,,341,U1418,E,9,H,1,A,,,,
341-U1418E-9H-1-A,123,150,136.03,136.3,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- diatom ooze
- relatively many & big black mottles
- 1 lonestone
- small gas cracks (<10 mm wide and ~1 mm high)",,,,,,341,U1418,E,9,H,1,A,,,,
341-U1418E-9H-2-A,0,9,136.3,136.39,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze
- relatively many & big black mottles
- small gas cracks (<10 mm wide and ~1 mm high)",sharp contact,,,,,341,U1418,E,9,H,2,A,,,,
341-U1418E-9H-2-A,9,11.5,136.39,136.415,,silt [Leg210],,silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"- massive silt
- erosive lower and sharp upper boundary
- some downward bioturbation of silt into underlying sediments

",sharp contact,erosive,,,,341,U1418,E,9,H,2,A,,,,
