Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417E-4R-2-A,0,45,284.3,284.75,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,- occasional lamination,,,,,
341-U1417E-4R-2-A,45,74,284.75,285.04,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"- mud with diamict
- rel. large number of clastt -> probably several smaller beds, but that is difficult to identify.",,,,,
341-U1417E-4R-2-A,74,107,285.04,285.37,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded to slight more greyish, greenish, greyish
- occasional lamination",,,,,
341-U1417E-4R-2-A,107,150,285.37,285.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded to slight more greyish, greenish, greyish
- occasional lamination",,,,,
341-U1417E-4R-3-A,0,150,285.8,287.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded to slight more greyish, greenish, greyish
- occasional lamination
- occasional sharp transitions between colour bands
- somewhat more bioturbation than above
- some intervals with moderate bioturbation (moore greenish)",,,,,
341-U1417E-4R-4-A,0,103,287.3,288.33,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to slightly more greenish, greyish, brownish
- some ""colour-banding cycles"" (see hand-written barrel sheet for details)
- some relatively small zoophycos-like bioturbation (5 pcs.)
- varying bioturbation from slight to moderate",,,,,
341-U1417E-4R-4-A,103,150,288.33,288.8,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- <5 mm thick diamict intervals with clasts rarely exceeding 2 mm
- mud: colour banded to slightly more greenish, greyish, brownish
- ~132-145: rel. many clasts, but MOST PROBABLY due to drilling disturbance",,,,,
341-U1417E-4R-5-A,0,65,288.8,289.45,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with interbedded diamicts; diamicts are very thin (< 1 cm) and clast poor; dimaicts contain mainly fine grained lithics; bioturbation is slight within interbedded mud intervals,,,,,
341-U1417E-4R-CC-A,0,11,289.45,289.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"upper 1st centimeter massive mud, not bioturbated; 1-11 cm of slightly greenish mud slightly bioturbated with few black mottles",,,,,
341-U1417E-4R-CC-A,11,17,289.56,289.62,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-5R-1-A,0,1.5,292.5,292.515,,,,,,,,,,,,,,,,,,,,,,Void,,,,,
341-U1417E-5R-1-A,1.5,148,292.515,293.98,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with scattered interbedded diamicts
- diamicts are clast poor and clast size is typically <1 mm
- diamict boundaries: gradational lower and sharp to gradational (much less sharp than above)
- zones of diamict maximum some cm thick
- zones of diamict sometimes difficult to identify
- some colour banding in mud to more greenish, greyish and brownish
- green clast (~3 mm high / 1 cm wide) around 17 cm
- more greenish and more bioturbated below ~130
- mud with ash at 138 (up-core bioturbated from underlying volcaniclastic bearing mud?)",,,,,
341-U1417E-5R-1-A,148,150,293.98,294,volcaniclastic bearing,mud [Leg210],,volcaniclastic bearing mud ,volcaniclastic-bearing,2,,10YR 4/1 (dark gray),,,,,,,,,,,,,,- occurring in relatively disturbed interval,,,,,
341-U1417E-5R-2-A,0,150,294,295.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with slight colour banding to greenish and greyish
- relatively green interval between 17-19 cm
- slight to moderate bioturbation
- varying degrees of bioturbation (rel. intense bioturbation between e.g. 104-110)
- POSSIBLY some intervals with slightly increased amounts of (very) fine sand with very gradational boundaries -> very difficult to see -> might be contamination from core-opening saw",,,,,
341-U1417E-5R-3-A,0,70,295.5,296.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,few black mottles; color changes from N4 to 10Y 4/1 at lower part of section,,,,,
341-U1417E-5R-3-A,70,97,296.2,296.47,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-5R-4-A,0,32,296.47,296.79,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,angular black metasiltstone clast @ 9.5 cm (1 cm),,,,,
341-U1417E-5R-4-A,32,62,296.79,297.09,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clast at 33.5 cm: 1.5 cm subrounded black metasiltstone; thin layers of clast poor diamicts with sharp upper and gradational lower boundaries; fine grained lithics within diamicts,,,,,
341-U1417E-5R-CC-A,0,10,297.09,297.19,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,black mottles; bioturbation clearly visible,,,,,
341-U1417E-5R-CC-A,10,16,297.19,297.25,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-7R-1-A,0,14,399,399.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-7R-1-A,14,26,399.14,399.26,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417E-7R-1-A,26,34,399.26,399.34,,mud [Leg210],,mud ,,,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-7R-1-A,34,77.5,399.34,399.775,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- partly brown fill in upper bioturbation
- 51-57: laminated interval -> might be partly disturbed(!)\
- gradual down-core colour change to N4 -> coincident with increase in terrigenous components",,,,,
341-U1417E-7R-1-A,77.5,142,399.775,400.42,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- weak colour banding to more darker grey -> difficult to see,,,,,
341-U1417E-7R-2-A,0,15,400.42,400.57,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- weak colour banding -> difficult to see,,,,,
341-U1417E-7R-2-A,15,23.5,400.57,400.655,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"- graded from coarse to fine sand
- relatively water rich -> probably disturbed",,,,,
341-U1417E-7R-2-A,23.5,84,400.655,401.26,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- weak colour banding -> difficult to see,,,,,
341-U1417E-7R-2-A,84,94,401.26,401.36,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-7R-3-A,0,35,401.36,401.71,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- weak colour banding to darker -> difficult to see
- increasing bioturbation in lowermost 10 cm
- rel. sharp lower boundary",,,,,
341-U1417E-7R-3-A,35,76,401.71,402.12,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze in the upper parts, changing to diatom-bearing mud around 60 cm
- gradual down-core colour change to N4
- some calcareous cement",,,,,
341-U1417E-7R-CC-A,0,6,402.12,402.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-7R-CC-A,6,11,402.18,402.23,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1417E-8R-1-A,0,152,408.7,410.22,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- massive on top
- visible colour banding starting at 63 cm, becoming more visible down-core (no banding above 63 cm)
- ""Typical colour sequence"": brownish (bottom), greenish, greyish (top); very weak banding and very gradational boundaries; transitions between sequences gradational to sharp; slight modifications possible
- more greenish: diatom ooze (e.g. section 2, 90 cm, slightly coarser)
- more brown: mud (e.g. section 2, 93 cm)
- spaces between biscuits often filled with lighter and soft mud. HOWEVER, some lighter, fine-grained internal structures (mostly sub-parallel, cross lamination and convolute structures) are preserved, e.g. section 2, ~94 cm",,,,,
341-U1417E-8R-1-A,152,154,410.22,410.24,,,,,,,,,,,,,,,,,,,,,,Void,,,,,
341-U1417E-8R-2-A,0,131,410.24,411.55,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- ""Typical colour sequence"": brownish (bottom), greenish, greyish (top); very weak banding and very gradational boundaries; transitions between sequences gradational to sharp; slight modifications possible
- more greenish: diatom ooze (e.g. section 2, 90 cm, slightly coarser)
- more brown: mud (e.g. section 2, 93 cm)
- spaces between biscuits often filled with lighter and soft mud. HOWEVER, some lighter, fine-grained internal structures (mostly sub-parallel, cross lamination and convolute structures) are preserved, e.g. section 2, ~94 cm
- Some sandy patches from 0-14 cm",,,,,
341-U1417E-8R-3-A,0,83,411.55,412.38,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- ""Typical colour sequence"": brownish (bottom), greenish, greyish (top); very weak banding and very gradational boundaries; transitions between sequences gradational to sharp; slight modifications possible
- more greenish: diatom ooze (e.g. section 2, 90 cm, slightly coarser)
- more brown: mud (e.g. section 2, 93 cm)
- spaces between biscuits often filled with lighter and soft mud. HOWEVER, some lighter, fine-grained internal structures (mostly sub-parallel, cross lamination and convolute structures) are preserved, e.g. section 2, ~94 cm
",sharp contact,,,,
341-U1417E-8R-3-A,83,97,412.38,412.52,,mud [Leg210],,mud ,,,,5Y 5/1 (gray),moderate [DB86],2,,,,,,,,,,,,"- increasing up-core bioturbation
- sharp and wavy lower boundary
- some calcite cement",sharp contact,irregular,,,
341-U1417E-8R-3-A,97,133.5,412.52,412.885,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze (top, 10Y 4/1) to diatom bearing mud (bottom, N 3)",,,,,
341-U1417E-8R-3-A,133.5,135,412.885,412.9,,mud [Leg210],,mud ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- slight colour banding of dark greenish grey to very dark grey,,,,,
341-U1417E-8R-3-A,135,150,412.9,413.05,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-8R-4-A,3,37,413.08,413.42,,mud [Leg210],,mud ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- slight colour banding of dark greenish grey to very dark grey,,,,,
341-U1417E-8R-4-A,37,52,413.42,413.57,,mud [Leg210],,mud ,,,,2.5Y 7/1 (light gray),heavy [DB86],3,,,,,,,,,,,,"- 2.5Y 7/1 to 10Y 5/1
- highly bioturbated light-brownish material",,,,,
341-U1417E-8R-4-A,52,88,413.57,413.93,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-8R-4-A,88,98,413.93,414.03,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-8R-4-A,98,114,414.03,414.19,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-8R-4-A,114,130,414.19,414.35,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-8R-5-A,0,8,414.35,414.43,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-8R-5-A,8,11,414.43,414.46,,mud [Leg210],,mud ,,,,5Y 5/1 (gray),none [DB86],0,,,,,,,,,,,,fine mud; heavily calcite cemented,sharp contact,,,,
341-U1417E-8R-5-A,11,60,414.46,414.95,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- ""Typical colour sequence"": brownish (bottom), greenish, greyish (top); very weak banding and very gradational boundaries; transitions between sequences gradational to sharp; slight modifications possible
- more greenish: diatom ooze (e.g. section 2, 90 cm, slightly coarser)
- more brown: mud (e.g. section 2, 93 cm)
- some zoophycos like bioturbation",,,,,
341-U1417E-8R-5-A,60,69,414.95,415.04,,mud [Leg210],,mud ,,,,5Y 5/1 (gray),moderate [DB86],2,,,,,,,,,,,,"- increasing up-core bioturbaton
- some calcite cement?",sharp contact,,,,
341-U1417E-8R-5-A,69,108,415.04,415.43,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze at the top and diatom bearing mud at the bottom?
- some downward bioturbation from overlying unit",,,,,
341-U1417E-8R-5-A,108,146,415.43,415.81,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- ""Typical colour sequence"": brownish (bottom), greenish, greyish (top); very weak banding and very gradational boundaries; transitions between sequences gradational to sharp; slight modifications possible
- more greenish: diatom ooze (e.g. section 2, 90 cm, slightly coarser)
- more brown: mud (e.g. section 2, 93 cm)
- some zoophycos like bioturbation
- sub-mm lamination around 114",,,,,
341-U1417E-8R-6-A,0,19,415.81,416,,mud [Leg210],,mud ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,"- black mottles
- biosiliceous & volcaniclastic bearing silty mud lenses between 11-19 cm -> highly bioturbated?

",,,,,
341-U1417E-8R-6-A,19,39,416,416.2,,mud [Leg210],,mud ,,,,10GY 6/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- fewer black mottles below 19 cm
- dark greenish layer at 36 cm",,,,,
341-U1417E-8R-6-A,39,41,416.2,416.22,,,,,,,,,,,,,,,,,,,,,,void,,,,,
341-U1417E-8R-6-A,41,47,416.22,416.28,,mud [Leg210],,mud ,,,,10GY 6/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-8R-6-A,47,104,416.28,416.85,,mud [Leg210],,mud ,,,color banding,10GY 6/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- relatively diffuse colour banding of greenish grey and dark greenish gray colours
- general colour change from 10GY 6/1 (top) to 10GY 4/1 (base)",,,,,
341-U1417E-8R-6-A,104,147,416.85,417.28,diatom bearing,mud [Leg210],,diatom bearing mud ,,,layering,10Y 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- muddy interval with sharp/clear intervals of color banding (no black mottles)
- diatom oozes at 111?, 124?, 127?, 134?. 141?
- diatom oozes 10Y 4/1",,,,,
341-U1417E-8R-7-A,0,79,417.31,418.1,diatom bearing,mud [Leg210],,diatom bearing mud ,,,layering,10Y 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze (10Y 5/1)?
- diatom bearing mud (10Y 4/1)?
- colour variations within the interval
- some zoophycos-like bioturbation
",,,,,
341-U1417E-8R-CC-A,0,17,418.1,418.27,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom bearing mud?
- some zoophycos-like bioturbation",,,,,
341-U1417E-8R-CC-A,17,22,418.27,418.32,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1417E-9R-1-A,0,30,418.4,418.7,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,cf. zoophycos,,,,,
341-U1417E-9R-1-A,30,122,418.7,419.62,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 6/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-9R-1-A,122,150,419.62,419.9,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 6/2 (pale green),heavy [DB86],3,absent [A79],,,,,,,,,,,"bioturbated upper contact, irregular; cf. zoophycos",,,,,
341-U1417E-9R-2-A,0,130,419.9,421.2,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 6/2 (pale green),heavy [DB86],3,absent [A79],,,,,,,,,,,"between 80 and 91 cm downward increase of brown (1,5Y 5/2) bioturbation mottles, down to 91 cm, then a sharp contact to green (10Y 6/2). Below this contact, down to ca. 105 cm, brown mottles in green diatom ooze, abundance decreasing downward",,,,,
