Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1462A-12X-CC-A,0,16,97.2,97.36,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,12,X,CC,A
356-U1462A-12X-CC-A,0,16,97.2,97.36,,,,,,,,,peloids,,,,,,,,,,,,356,U1462,A,12,X,CC,A
356-U1462A-12X-CC-A,16,26,97.36,97.46,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,12,X,CC,A
356-U1462A-13X-CC-A,0,11,106.9,107.01,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,cream,bryozoa,,,,,,,,"Lithified, cream non-skeletal grain rich packstone with gravel size predominately macrofossils and less lithic fragments (could be a coral reef) Alsoin the core catcher fragments of a lithified, cream peloid rich packstone",,,,356,U1462,A,13,X,CC,A
356-U1462A-13X-CC-A,0,11,106.9,107.01,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,13,X,CC,A
356-U1462A-13X-CC-A,0,11,106.9,107.01,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,13,X,CC,A
356-U1462A-13X-CC-A,0,11,106.9,107.01,,,,,,,,,serpulid,,,,,,,,,,,,356,U1462,A,13,X,CC,A
356-U1462A-14X-1-A,0,52,116.6,117.12,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,creamy gray,bivalve,,,,slight [B06],2.0,,,"Lithified creamy gray non-skeletal grain rich packstone with bivalves, gastropods, foraminifers, and echinoderms.",,,,356,U1462,A,14,X,1,A
356-U1462A-14X-1-A,0,52,116.6,117.12,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,14,X,1,A
356-U1462A-14X-1-A,0,52,116.6,117.12,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,14,X,1,A
356-U1462A-14X-1-A,0,52,116.6,117.12,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,14,X,1,A
356-U1462A-14X-CC-A,0,11,117.12,117.23,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,creamy gray,bivalve,,,,,,,,"Lithified creamy gray non-skeltal grain rich packstone with bivalves, gastropods, foraminifers, and echinoderms.",,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,0,11,117.12,117.23,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,0,11,117.12,117.23,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,0,11,117.12,117.23,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,11,33,117.23,117.45,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,creamy gray,bivalve,,,,,,,,coarse sand size dark color grain abundantly contain,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,11,33,117.23,117.45,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,11,33,117.23,117.45,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,14,X,CC,A
356-U1462A-14X-CC-A,33,43,117.45,117.55,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,14,X,CC,A
356-U1462A-15X-CC-A,0,26,126.3,126.56,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light bluish gray,,,,,,,,,,,,,356,U1462,A,15,X,CC,A
356-U1462A-15X-CC-A,26,37,126.56,126.67,lithified [B84],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,light bluish gray,bivalve,,,,,,,,very coarse sand to gravel size skeltal packstone,,,,356,U1462,A,15,X,CC,A
356-U1462A-15X-CC-A,26,37,126.56,126.67,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1462,A,15,X,CC,A
356-U1462A-15X-CC-A,26,37,126.56,126.67,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,15,X,CC,A
356-U1462A-15X-CC-A,37,47,126.67,126.77,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,15,X,CC,A
356-U1462A-16X-1-A,0,39,136.0,136.39,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,sharp,sub-horizontal,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement",,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,0,39,136.0,136.39,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,39,41,136.39,136.41,lithified [B84],bivalve frament rich,grainstone [E&K72; D62],4.0,with non-skeletal grains,bivalve frament rich grainstone with non-skeletal grains,neritic,cream,bivalve,,,,,,gradational,sub-horizontal,"white creamy bivalve and foraminifera rich grains coarse sand size grained grainstone with non-skeletal carbonate (ooid and peloid). High porosity, Calcite cement",,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,39,41,136.39,136.41,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,41,125,136.41,137.25,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,gradational,sub-horizontal,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) fine sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement",,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,41,125,136.41,137.25,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,125,149,137.25,137.49,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,,,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement",,,,356,U1462,A,16,X,1,A
356-U1462A-16X-1-A,125,149,137.25,137.49,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,1,A
356-U1462A-16X-2-A,0,140,137.49,138.89,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,,,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium to fine sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement",,,,356,U1462,A,16,X,2,A
356-U1462A-16X-2-A,0,140,137.49,138.89,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,2,A
356-U1462A-16X-3-A,0,33,138.89,139.22,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,gradational,sub-horizontal,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium to fine sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement",,,,356,U1462,A,16,X,3,A
356-U1462A-16X-3-A,0,33,138.89,139.22,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,3,A
356-U1462A-16X-3-A,33,74,139.22,139.63,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),parallel lamination,,,,,,,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium to very fine sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity,",,,,356,U1462,A,16,X,3,A
356-U1462A-16X-3-A,33,74,139.22,139.63,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,3,A
356-U1462A-16X-CC-A,0,13,139.63,139.76,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,cream,foraminifera (small benthic),parallel lamination,,,,,,,"white creamy non skeletal carbonate rich grains (peloids and mostly ooids) medium to very fine sand size grained grainstone with skeletal carbonate (bivalves and foraminifers). High porosity, Calcite cement.",,,,356,U1462,A,16,X,CC,A
356-U1462A-16X-CC-A,0,13,139.63,139.76,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,16,X,CC,A
356-U1462A-16X-CC-A,13,23,139.76,139.86,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,16,X,CC,A
356-U1462A-17X-CC-A,0,12,145.7,145.82,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,cream,bivalve,,,,absent [B06],0.0,,,Lithifie cream non-skeletal packstone with peloids and bivalve fragments. Biomoldic porosity is present.,,,,356,U1462,A,17,X,CC,A
356-U1462A-18X-CC-A,0,12,155.4,155.52,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,gray,,,,,,,,,Lithified gray packstone,,,,356,U1462,A,18,X,CC,A
356-U1462A-19X,0,0,165.1,165.1,,,,,,,,,,,,,,,,,no sample,,,,356,U1462,A,19,X,,
356-U1462A-20X-CC-A,0,18,174.8,174.98,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,with foraminifers [2014],non-skeletal grain rich grainstone with foraminifers,neritic,light gray,foraminifera (small benthic),,,,,,,,"Gray white non skeletal carbonate rich grains (mostly peloids) medium sand size grained grainstone with foraminifers. High porosity, Calcite cement.",,,,356,U1462,A,20,X,CC,A
356-U1462A-20X-CC-A,18,28,174.98,175.08,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,20,X,CC,A
356-U1462A-21X-CC-A,0,8,184.5,184.58,lithified [B84],skeletal,rudstone [E&K72; D62],6.0,,skeletal rudstone,neritic,light gray,bivalve,,,,,,,,"Loosly lithified coarse grained light gray skeletal rudstone with skeletal fragments of bivalve, foraminifers and echinoderm.",,,,356,U1462,A,21,X,CC,A
356-U1462A-21X-CC-A,0,8,184.5,184.58,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,21,X,CC,A
356-U1462A-21X-CC-A,0,8,184.5,184.58,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,21,X,CC,A
356-U1462A-21X-CC-A,8,18,184.58,184.68,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,21,X,CC,A
356-U1462A-22X-CC-A,0,8,194.2,194.28,lithified [B84],,packstone [E&K72; D62],3.0,with foraminifers [2014],packstone with foraminifers,neritic,cream,foraminifera (small benthic),,,,,,,,"white creamy coarse sand size grained packstone with bivalve and foraminifera and non-skeletal carbonate (ooid or peloid). High porosity, Calcite cement. some grains with black cover and stain (possibly manganese)",,,,356,U1462,A,22,X,CC,A
356-U1462A-22X-CC-A,0,8,194.2,194.28,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,22,X,CC,A
356-U1462A-22X-CC-A,8,14,194.28,194.34,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal carbonate,packstone with non-skeletal carbonate,neritic,dark gray,foraminifera (small benthic),,,,,,,,dark gray lithified fine sand size grained packstone with foraminifers and non -skeletal carbonate grains.,,,,356,U1462,A,22,X,CC,A
356-U1462A-22X-CC-A,14,25,194.34,194.45,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,22,X,CC,A
356-U1462A-23X-CC-A,0,6,203.9,203.96,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray, non skeletal packstone with sand size grains. Grains and dark gray, dark greenish gray and black",,,,356,U1462,A,23,X,CC,A
356-U1462A-24X-CC-A,0,15,213.6,213.75,lithified [B84],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,dark gray,bivalve,,,,,,,,"Described from PAL sample: Lithified dark gray skeletal packstone. Bivalve, echnoderm spine and small benthic forams are abundant.",,,,356,U1462,A,24,X,CC,A
356-U1462A-24X-CC-A,0,15,213.6,213.75,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,24,X,CC,A
356-U1462A-24X-CC-A,0,15,213.6,213.75,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,24,X,CC,A
356-U1462A-25X-CC-A,0,5,223.3,223.35,lithified [B84],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,dark gray,bivalve,,,,,,,,"Described from PAL sample: Lithified dark gray skeletal packstone. Bivalve, echnoderm spine and small benthic forams are abundant.",,,,356,U1462,A,25,X,CC,A
356-U1462A-25X-CC-A,0,5,223.3,223.35,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,25,X,CC,A
356-U1462A-25X-CC-A,0,5,223.3,223.35,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,25,X,CC,A
356-U1462A-26X-CC-A,0,9,233.0,233.09,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray, non-skeletal sand size grain rich packstone with ooid or peloids. Grains are dark greenish gray, dark gray, black",,,,356,U1462,A,26,X,CC,A
356-U1462A-27X-CC-A,0,5,242.7,242.75,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,dark grayish green,bryozoa,,,,,,,,"Lithified, dark grayish green, non-skeletal sand size grained packstone with ooids or peloids. Grains are greenish gray, dark greenish gray. Dissolved (modlic porosity) bivalves",,,,356,U1462,A,27,X,CC,A
356-U1462A-28X-CC-A,0,11,252.4,252.51,,,,,,,,,,,,,,,,,PAL,,,,356,U1462,A,28,X,CC,A
356-U1462A-28X-CC-A,11,21,252.51,252.61,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,creamy gray,bivalve,,,,moderate [B06],3.0,,,Lithified medium grain sand size packstone.,,,,356,U1462,A,28,X,CC,A
356-U1462A-29X-CC-A,0,4,262.1,262.14,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,dark grayish green,,,,,,,,,"Lithified, dark grayish green, non-skeletal, sand size grained packstone with ooids or peloids. Grains are black, dark greenish gray, light greenish gray",,,,356,U1462,A,29,X,CC,A
356-U1462A-30X-CC-A,0,7,271.8,271.87,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light grayish green,bivalve,,,,,,,,"Lithified, light grayish green, non-skeletal sand size grained packstone with ooids or peloids and bivalve and bryozoa fragments. Grains are dark greenish gray, light greenish gray and black",,,,356,U1462,A,30,X,CC,A
356-U1462A-30X-CC-A,0,7,271.8,271.87,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1462,A,30,X,CC,A
356-U1462A-31X-CC-A,0,2,281.5,281.52,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light grayish green,bivalve,,,,,,,,"LIthified, light grayish green, non-skeletal sand size grained packstone with ooids or peloids, rare macrofossil fragments. Grains are dark greenish gray and dark gray",,,,356,U1462,A,31,X,CC,A
356-U1462A-32X-CC-A,0,2,291.2,291.22,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light grayish green,bivalve,,,,,,,,"Lithified, light grayish green, non-skeletal sand sized grain packstone with ooids or peloids and sparse bivalve fragments. Grains are dark greenish gry, grayish green, black",,,,356,U1462,A,32,X,CC,A
356-U1462A-33X-1-A,0,145,300.9,302.35,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains, scaphopods (0-75 cm abundant), sparse, large bivalves, gastropod and large benthic foraminifers. A few burrows (cm's long) are present. Sand size grains are black.",,,,356,U1462,A,33,X,1,A
356-U1462A-33X-1-A,0,145,300.9,302.35,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,33,X,1,A
356-U1462A-33X-1-A,0,145,300.9,302.35,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,33,X,1,A
356-U1462A-33X-1-A,0,145,300.9,302.35,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,33,X,1,A
356-U1462A-33X-2-A,0,135,302.4,303.75,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,bivalve,,,,,,,,"Lithified, light grayish green packstone with fine size grains, very sparse, large bivalve fragments, scaphopods, bryozoan. The grains are black",,,,356,U1462,A,33,X,2,A
356-U1462A-33X-2-A,0,135,302.4,303.75,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1462,A,33,X,2,A
356-U1462A-33X-2-A,0,135,302.4,303.75,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1462,A,33,X,2,A
356-U1462A-33X-CC-A,0,18,303.75,303.93,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains with fragments of scaphopod and bivalve. Grains are black",,,,356,U1462,A,33,X,CC,A
356-U1462A-33X-CC-A,18,28,303.93,304.03,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,33,X,CC,A
356-U1462A-34X-1-A,0,150,310.6,312.1,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains. Abundant scaphopod fragments, and few bivalve fragments. Grains are greenish black",,,,356,U1462,A,34,X,1,A
356-U1462A-34X-1-A,0,150,310.6,312.1,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,34,X,1,A
356-U1462A-34X-2-A,0,150,312.1,313.6,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains. Scaphopod fragments abundant, very small bivalve fragments. Grains are black and greenish gray",,,,356,U1462,A,34,X,2,A
356-U1462A-34X-2-A,0,150,312.1,313.6,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,34,X,2,A
356-U1462A-34X-3-A,0,104,313.6,314.64,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains, abundant scaphopods and very sparse bivalve fragments. Grains are black and grayish green",,,,356,U1462,A,34,X,3,A
356-U1462A-34X-3-A,0,104,313.6,314.64,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,34,X,3,A
356-U1462A-34X-CC-A,0,42,314.64,315.06,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Lithified, light grayish green packstone with fine sand size grains, scaphopod fragments. Grains are black and greenish gray",,,,356,U1462,A,34,X,CC,A
356-U1462A-34X-CC-A,42,52,315.06,315.16,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,34,X,CC,A
