Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1515A-2R-6-A,0,145,17.1,18.55,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,2,R,6,A
369-U1515A-2R-CC-A,0,13,18.55,18.68,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,2,R,CC,A
369-U1515A-4R-1-A,0,150,28.8,30.3,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,The core has an odor that resembles hydrogen sulfide. Macrofossils include shell fragments and rugose coral.,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,1,A
369-U1515A-4R-2-A,0,150,30.3,31.8,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,2,A
369-U1515A-4R-3-A,0,150,31.8,33.3,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 3, there is a dark green streak of calcareous ooze with rare glauconitic grains between 70-78 cm.",,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,3,A
369-U1515A-4R-4-A,0,140,33.3,34.7,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,4,A
369-U1515A-4R-5-A,0,151,34.81,36.32,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,5,A
369-U1515A-4R-6-A,0,151,36.32,37.83,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,6,A
369-U1515A-4R-7-A,0,66,37.83,38.49,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,7,A
369-U1515A-4R-CC-A,0,8,38.49,38.57,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze ,,,,369,U1515,A,4,R,CC,A
369-U1515A-6R-1-A,0,95,46.9,47.85,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 1, there seems to be a high abundance of glauconite.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,6,R,1,A
369-U1515A-7R-1-A,0,150,56.5,58.0,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 1, there are intervals that are enriched in glauconite between 57-59, 68-72, 11-114 and 137-144 cm .",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,7,R,1,A
369-U1515A-7R-2-A,0,141,58.0,59.41,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 2, there are intervals that are enriched in glauconite between 7-11, 38-43, 74-78 and 104-106 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,7,R,2,A
369-U1515A-7R-3-A,0,105,59.51,60.56,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 3, there are intervals that are enriched in glauconite between 53-57 and 82-86 cm. There are black oxides at 55, 58 and 84 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,7,R,3,A
369-U1515A-7R-CC-A,0,8,60.56,60.64,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section CC, there is an interval that is enriched in glauconite between 4-6 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,7,R,CC,A
369-U1515A-8R-1-A,0,24,66.1,66.34,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,8,R,1,A
369-U1515A-8R-1-A,24,30,66.34,66.4,,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,,369,U1515,A,8,R,1,A
369-U1515A-8R-1-A,30,104,66.4,67.14,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 1, there are intervals that are enriched in glauconite between 36-40, 61-64, 67-68, 76-80, 98-102 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,8,R,1,A
369-U1515A-8R-2-A,0,50,67.24,67.74,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In Section 2, there are intervals that are enriched in glauconite between 5-7, 24-26, 37, 42-44, 48-49 cm. There are black oxides at 37-38 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1515,A,8,R,2,A
369-U1515A-8R-CC-A,0,9,67.74,67.83,,,,,,,,,,,,,,,,,,,,,,,Section CC: ATP,,,,,,,,,,,,,,,369,U1515,A,8,R,CC,A
369-U1515A-9R-1-A,0,80,75.7,76.5,,,,,,calcareous chalk,with sponge spicules,calcareous chalk with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),,parallel lamination,,,,medium sand [W22_2],5.0,,,none,0.0,"In Section 1 from 35 to 41cn, there is a medium bed of glauconitic-rich calcareous ooze that exhibits very thin laminations. There is also a gradual transition from ooze to chalk from 37 cm.",uncertain boundary or contact,,,,,,,,,calcareous chalk,calcareous chalk with sponge spicules,,,,369,U1515,A,9,R,1,A
369-U1515A-9R-1-A,80,105,76.5,76.75,,,,,,calcareous chalk,with sponge spicules,calcareous chalk with sponge spicules,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],parallel lamination,,structureless,,medium sand [W22_2],5.0,,,none,0.0,"Light green intervals at 81,97, 99 and 104-105 cm. At 104-105 cm, there are also parallel laminations.",,,,,,,,,,calcareous chalk,calcareous chalk with sponge spicules,,,,369,U1515,A,9,R,1,A
369-U1515A-9R-1-A,105,150,76.75,77.2,,,,,,calcareous chalk,with sponge spicules,calcareous chalk with sponge spicules,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],parallel lamination,,structureless,,medium sand [W22_2],5.0,,,none,0.0,There is a gradational color change from light greenish grey (GLEY 8/10Y) to (GLEY 1 7/10Y).,,,,,,,,,,calcareous chalk,calcareous chalk with sponge spicules,,,,369,U1515,A,9,R,1,A
369-U1515A-9R-2-A,0,97,77.2,78.17,,,,,,calcareous chalk,with sponge spicules,calcareous chalk with sponge spicules,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],parallel lamination,,structureless,,medium sand [W22_2],5.0,,,none,0.0,"Light green intervals at 0-7, 33-34 and 60-66 cm.",,,,,,,,,,calcareous chalk,calcareous chalk with sponge spicules,,,,369,U1515,A,9,R,2,A
369-U1515A-9R-CC-A,0,9,78.17,78.26,,,,,,,,,,,,,,,,,,,,,,,Section CC: ATP,,,,,,,,,,,,,,,369,U1515,A,9,R,CC,A
369-U1515A-10R-1-A,0,23,85.3,85.53,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1515,A,10,R,1,A
369-U1515A-10R-1-A,23,29,85.53,85.59,,,,,silicified,limestone ,,silicified limestone,,,GLEY 1 6/5GY (greenish gray),,,,convolute,,very fine sand [W22_2],3.0,nodule,silica,none,0.0,,,,,,,,,,,silicified limestone,limestone,,,,369,U1515,A,10,R,1,A
369-U1515A-10R-1-A,29,42,85.59,85.72,,,,,bioclastic,limestone ,,bioclastic limestone,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,,,none,0.0,"It is probably a grainstone, composed of sponge spicule forams and shell fragments",,,,,,,,,,bioclastic limestone,limestone,,,,369,U1515,A,10,R,1,A
369-U1515A-10R-1-A,42,66,85.72,85.96,,,,,,calcareous chalk,,calcareous chalk,,,10YR 8/1 (white),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,,,none,0.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1515,A,10,R,1,A
369-U1515A-10R-CC-A,0,5,85.96,86.01,,,,,,,,,,,,,,,,,,,,,,,Interval void. ATP,,,,,,,,,,,,,,,369,U1515,A,10,R,CC,A
369-U1515A-10R-CC-A,5,16,86.01,86.12,,,,,silicified,limestone ,,silicified limestone,,,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,,,,,,,,,,silicified limestone,limestone,,,,369,U1515,A,10,R,CC,A
369-U1515A-11R-1-A,0,40,94.9,95.3,,,,,silicified,limestone ,,silicified limestone,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,,369,U1515,A,11,R,1,A
369-U1515A-11R-1-A,40,93,95.3,95.83,,,,,,calcareous chalk,,calcareous chalk,,,10YR 8/1 (white),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1515,A,11,R,1,A
369-U1515A-11R-CC-A,0,9,95.83,95.92,,,,,,calcareous chalk,,calcareous chalk,,,10YR 8/1 (white),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1515,A,11,R,CC,A
369-U1515A-12R-1-A,0,19,104.5,104.69,,,,,silicified,limestone ,,silicified limestone,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,silicified limestone with internal greenish gray parallel laminations,sharp boundary or contact,irregular,sharp,,,,,,,silicified limestone,limestone,,,,369,U1515,A,12,R,1,A
369-U1515A-12R-1-A,19,55,104.69,105.05,,,,,,calcareous chalk,with clay,calcareous chalk with clay,,,10YR 8/1 (white),massive [BJ84],parallel lamination,,structureless,,fine sand [W22_2],4.0,,,none,0.0,parallel laminations occur only at the bottom of the interval,sharp boundary or contact,irregular,sharp,,,,,,,calcareous chalk,calcareous chalk with clay,,,,369,U1515,A,12,R,1,A
369-U1515A-12R-1-A,55,82,105.05,105.32,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,12,R,1,A
369-U1515A-12R-CC-A,0,23,105.32,105.55,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,12,R,CC,A
369-U1515A-13R-1-A,0,48,108.6,109.08,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,13,R,1,A
369-U1515A-13R-CC-A,0,18,109.08,109.26,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,13,R,CC,A
369-U1515A-14R-1-A,0,74,118.2,118.94,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,14,R,1,A
369-U1515A-14R-CC-A,0,21,118.94,119.15,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,,,,,,,,,,chert,chert,,,,369,U1515,A,14,R,CC,A
369-U1515A-15R-1-A,0,3,127.8,127.83,,,,,,chert ,,chert,,,GLEY 1 7/5G (light greenish grey),massive [BJ84],parallel lamination,,structureless,,clay [W22_1],1.0,,,none,0.0,chert with greenish gray parallel laminations,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,3,18,127.83,127.98,,,,,sandy,limestone ,,sandy limestone,,,GLEY 1 7/5G (pale green),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,,sharp boundary or contact,irregular,sharp,,,,,,,sandy limestone,limestone,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,18,26,127.98,128.06,,,,,sandy,limestone ,,sandy limestone,,,GLEY 1 7/10GY (light greenish grey),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,,sharp boundary or contact,irregular,sharp,,,,,,,sandy limestone,limestone,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,26,40,128.06,128.2,,,,,sandy,limestone ,,sandy limestone,,,GLEY 1 7/5G (pale green),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,coarser fraction is glauconitic sand,sharp boundary or contact,irregular,sharp,,,,,,,sandy limestone,limestone,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,40,61,128.2,128.41,,,,,,sandstone ,,sandstone,,,5YR 4/2 (dark reddish gray),massive [BJ84],,,structureless,,very coarse sand [W22_2],7.0,,,none,0.0,"angular to subangular dark brown clasts, from pebble to gravel size",sharp boundary or contact,irregular,sharp,2A,30.0,pebble [W22_2],,,,sandstone,sandstone,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,61,87,128.41,128.67,,,,,,arkose ,,arkose,,,2.5Y 6/6 (olive yellow),massive [BJ84],,,structureless,,very coarse sand [W22_2],7.0,cement,calcite,none,0.0,"angular to subangular dark brown clasts, from pebble to gravel size",sharp boundary or contact,irregular,sharp,2A,20.0,pebble [W22_2],,,,arkose,arkose,,,,369,U1515,A,15,R,1,A
369-U1515A-15R-1-A,88,104,128.68,128.84,,,,,,sandstone ,,sandstone,,,GLEY 1 8/5G (light greenish gray),massive [BJ84],,,structureless,,very coarse sand [W22_2],7.0,,,none,0.0,"angular to subangular white clasts, of gravel size",sharp boundary or contact,irregular,sharp,2A,20.0,pebble [W22_2],,inoceramid,common,sandstone,sandstone,,,,369,U1515,A,15,R,1,A
369-U1515A-24R-1-A,0,85,209.9,210.75,,,,,,silty sand,with glauconite,silty sand with glauconite,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,subangular,,,,,,,,,,silty sand,silty sand with glauconite,,,,369,U1515,A,24,R,1,A
369-U1515A-24R-CC-A,0,9,210.75,210.84,,,,,,silty sand,with glauconite,silty sand with glauconite,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,subangular,,,,,,,,,,silty sand,silty sand with glauconite,,,,369,U1515,A,24,R,CC,A
369-U1515A-30R-1-A,0,16,267.5,267.66,,,,,glauconitic,sand ,,glauconitic sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,curved boundary or contact,curved,diffuse,,,,,,,glauconitic sand,sand,,,,369,U1515,A,30,R,1,A
369-U1515A-30R-1-A,16,135,267.66,268.85,,,,,,sand ,,sand,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,structureless,,granule [W22_2],8.0,,,none,0.0,Many of the large grains appear to be glauconite,gradational boundary or contact,irregular,diffuse,,,,,,,sand,sand,,,,369,U1515,A,30,R,1,A
369-U1515A-30R-1-A,135,144,268.85,268.94,,,,,glauconitic,silty sand,,glauconitic silty sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sand,silty sand,,,,369,U1515,A,30,R,1,A
369-U1515A-30R-CC-A,0,6,268.94,269.0,,,,,glauconitic,silty sand,,glauconitic silty sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sand,silty sand,,,,369,U1515,A,30,R,CC,A
369-U1515A-32R-1-A,0,31,286.7,287.01,,,,,glauconitic,silty sandstone,,glauconitic silty sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,very fine sand [W22_2],3.0,,,none,0.0,,bioturbated boundary or contact,straight,sharp,,,,,,,glauconitic silty sandstone,sandstone,,,,369,U1515,A,32,R,1,A
369-U1515A-32R-1-A,31,114,287.01,287.84,,,,,glauconitic,silty sandstone,,glauconitic silty sand,,,GLEY 1 2.5/N (black),mottled,,,structureless,,very fine sand [W22_2],3.0,,,moderate,2.0,"In section 1, there are disseminated pyrite and inclined burrows (up to 6 cm-length)",,,,,,,,,,glauconitic silty sandstone,sandstone,,,,369,U1515,A,32,R,1,A
369-U1515A-32R-2-A,0,50,287.94,288.44,,,,,glauconitic,silty sandstone,,glauconitic silty sand,,,GLEY 1 2.5/N (black),mottled,,,structureless,,very fine sand [W22_2],3.0,,,moderate,2.0,"In section 2, there are more disseminated pyrite and inclined burrows (up to 6 cm-length)",,,,,,,,,,glauconitic silty sandstone,sandstone,,,,369,U1515,A,32,R,2,A
369-U1515A-33R-1-A,0,139,296.3,297.69,,,,,glauconitic,sandstone ,,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,nodule,sulfide,none,0.0,"In section 1, there is a pyrite nodule at 128-131 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1515,A,33,R,1,A
369-U1515A-33R-2-A,0,151,297.79,299.3,,,,,glauconitic,sandstone ,,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,nodule,sulfide,none,0.0,"In section 2, there is a nodule of pyrite at 144 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1515,A,33,R,2,A
369-U1515A-33R-3-A,0,85,299.3,300.15,,,,,glauconitic,sandstone ,,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,nodule,sulfide,none,0.0,"In section 3, there are nodules of pyrite at 4, 18 and 39 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1515,A,33,R,3,A
369-U1515A-33R-CC-A,0,11,300.15,300.26,,,,,glauconitic,sandstone ,,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,medium sand [W22_2],5.0,,,none,0.0,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1515,A,33,R,CC,A
369-U1515A-34R-1-A,0,150,305.9,307.4,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,"In section 1, there are nodules of pyrite at 1 and 3 cm and disseminated pyrite grains throughout.",,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,1,A
369-U1515A-34R-2-A,0,142,307.4,308.82,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,"In section 2, there are nodules of pyrite at 3, 118, 129 cm and disseminated pyrite grains throughout. There are few grains of siderite at 123-124 cm.",,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,2,A
369-U1515A-34R-3-A,0,150,308.92,310.42,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In section 3, there are disseminated pyrite grains throughout. Three are few grains of siderite at 54-55 cm.",,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,3,A
