Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
353-U1443B-3H-2-A,0,150,20,21.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,2,A,
353-U1443B-3H-3-A,0,150,21.5,23,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,3,A,
353-U1443B-3H-4-A,0,150,23,24.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections). Two green (GLEY1 7/5G) layers are in at 29-30 cm and 132-135 cm.,,,,353,U1443,B,3,H,4,A,
353-U1443B-3H-5-A,0,83,24.5,25.33,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),gradational,bioturbated,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,5,A,
353-U1443B-3H-5-A,83,95,25.33,25.45,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,GLEY 1 2.5/10Y (greenish black),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,"The ash layer contains three different colors: one is more dark brown (10 YR 7/2), one is brown (10YR 5/2), and the other is gray (GLEY 1 2.5/10GY)",,,,353,U1443,B,3,H,5,A,
353-U1443B-3H-5-A,95,150,25.45,26,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,5,A,
353-U1443B-3H-6-A,0,150,26,27.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,6,A,
353-U1443B-3H-7-A,0,67,27.5,28.17,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,7,A,
353-U1443B-3H-CC-A,0,18,28.17,28.35,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation with alternating dark and light beds with mottling (more prevalent in the lighter sections).,,,,353,U1443,B,3,H,CC,A,
353-U1443B-4H-1-A,0,150,28,29.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/5GY (light greenish gray),,,,,non-graded,,,,mottling,,,,"Alternating color gradation with light gray (GLEY 1 8/5GY) and darker shade of light gray (GLEY 1 5/5G) with paler gray (GLEY 1 8/N). Green colored banding at 107, 114, and 119 cm.",,,,353,U1443,B,4,H,1,A,
353-U1443B-4H-2-A,0,100,29.5,30.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/5GY (light greenish gray),,,,,non-graded,,,,mottling,,,,Alternating color gradation with light gray (GLEY 1 8/5GY) and darker shade of light gray (GLEY 1 5/5G) with paler gray (GLEY 1 8/N). Green colored banding at 34 and 38 cm.,,,,353,U1443,B,4,H,2,A,
353-U1443B-4H-2-A,100,117,30.5,30.67,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,4,H,2,A,
353-U1443B-4H-2-A,117,150,30.67,31,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/5GY (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,4,H,2,A,
353-U1443B-4H-3-A,0,120,31,32.2,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5G (pale green),gradational,bioturbated,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,4,H,3,A,
353-U1443B-4H-3-A,120,126,32.2,32.26,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,GLEY 1 2.5/10Y (greenish black),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,"The ash layer contains three different colors: one is more dark brown (10 YR 7/2), one is brown (10YR 5/2), and the other is gray (GLEY 1 2.5/10GY)",,,,353,U1443,B,4,H,3,A,
353-U1443B-4H-3-A,126,150,32.26,32.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5G (pale green),gradational,bioturbated,,,non-graded,,,,mottling,,,,Ash patch at 130-131 cm,,,,353,U1443,B,4,H,3,A,
353-U1443B-4H-4-A,0,150,32.5,34,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5G (pale green),gradational,bioturbated,,,non-graded,,,,mottling,,,,"Green colored banding at 16, 19, 63-64 cm containing more clay and less nannofossils and foraminifers. Noticeable color grading from lighter top to the darker bottom (GLEY 1 6/5GY) which is alternating, and ending with the darker coloration.",,,,353,U1443,B,4,H,4,A,
353-U1443B-4H-5-A,0,150,34,35.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,GLEY 1 6/10GY (greenish gray),,,,,non-graded,,,,mottling,,,,"Green bands at 5, 9, 12, 19, 85 cm. Alternating color gradation to lighter gray, and dark gray portion/patch at 70-81 cm (maybe iron oxides or iron sulphides?)",,,,353,U1443,B,4,H,5,A,
353-U1443B-4H-6-A,0,150,35.5,37,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,GLEY 1 6/5GY (greenish gray),,,,,non-graded,,,,mottling,,,,Black specks and blebs towards the bottom portion (perhaps iron oxide or iron suphide?),,,,353,U1443,B,4,H,6,A,
353-U1443B-4H-7-A,0,58,37,37.58,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,GLEY 1 6/5GY (greenish gray),,,,,non-graded,,,,mottling,,,,Black specks and blebs at the top portion of section (perhaps iron oxide or iron suphide?),,,,353,U1443,B,4,H,7,A,
353-U1443B-4H-CC-A,0,25,37.58,37.83,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,GLEY 1 6/5GY (greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,4,H,CC,A,
353-U1443B-5H-1-A,0,150,37.5,39,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,1,A,
353-U1443B-5H-2-A,0,150,39,40.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,2,A,
353-U1443B-5H-3-A,0,150,40.5,42,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,3,A,
353-U1443B-5H-4-A,0,150,42,43.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,4,A,
353-U1443B-5H-5-A,0,150,43.5,45,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,5,A,
353-U1443B-5H-6-A,0,150,45,46.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,6,A,
353-U1443B-5H-7-A,0,61,46.5,47.11,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,7,A,
353-U1443B-5H-CC-A,0,24,47.11,47.35,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,5,H,CC,A,
353-U1443B-6H-1-A,0,150,47,48.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,1,A,
353-U1443B-6H-2-A,0,150,48.5,50,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,2,A,
