Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-4H-CC-A,334,U1379,C,4,4-CC,H,CC,A,0,43,29.74,30.17,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-5H-1-A,334,U1379,C,5,5-1,H,1,A,0,150,30.2,31.7,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-5H-2-A,334,U1379,C,5,5-2,H,2,A,0,34,31.7,32.04,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-5H-2-A,334,U1379,C,5,5-2,H,2,A,34,150,32.04,33.2,10G 4/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,very fine sand [U14W22],,consolidated,,
334-U1379C-5H-3-A,334,U1379,C,5,5-3,H,3,A,0,150,33.2,34.7,10G 4/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,very fine sand [U14W22],,consolidated,,
334-U1379C-5H-4-A,334,U1379,C,5,5-4,H,4,A,0,2,34.7,34.72,10G 4/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,very fine sand [U14W22],,consolidated,,
334-U1379C-5H-4-A,334,U1379,C,5,5-4,H,4,A,2,161,34.72,36.31,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-5H-CC-A,334,U1379,C,5,5-CC,H,CC,A,0,24,36.31,36.55,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-1-A,334,U1379,C,6,6-1,H,1,A,0,150,36.5,38,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-2-A,334,U1379,C,6,6-2,H,2,A,0,150,38,39.5,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-3-A,334,U1379,C,6,6-3,H,3,A,0,150,39.5,41,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-4-A,334,U1379,C,6,6-4,H,4,A,0,150,41,42.5,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-5-A,334,U1379,C,6,6-5,H,5,A,0,84,42.5,43.34,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-CC-A,334,U1379,C,6,6-CC,H,CC,A,0,36,43.34,43.7,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-6H-CC-A,334,U1379,C,6,6-CC,H,CC,A,0,42,43.34,43.76,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-7H-1-A,334,U1379,C,7,7-1,H,1,A,0,150,42.5,44,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-7H-2-A,334,U1379,C,7,7-2,H,2,A,0,150,44,45.5,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-7H-3-A,334,U1379,C,7,7-3,H,3,A,0,150,45.5,47,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-7H-4-A,334,U1379,C,7,7-4,H,4,A,0,148,47,48.48,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-7H-CC-A,334,U1379,C,7,7-CC,H,CC,A,0,53,48.48,49.01,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-8H-1-A,334,U1379,C,8,8-1,H,1,A,0,150,49.1,50.6,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-8H-2-A,334,U1379,C,8,8-2,H,2,A,0,150,50.6,52.1,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-8H-3-A,334,U1379,C,8,8-3,H,3,A,0,150,52.1,53.6,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-8H-4-A,334,U1379,C,8,8-4,H,4,A,0,142,53.6,55.02,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-8H-CC-A,334,U1379,C,8,8-CC,H,CC,A,0,32,55.02,55.34,10G 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-9H-1-A,334,U1379,C,9,9-1,H,1,A,0,149,55.5,56.99,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,from 0cm to 73cm clay is disturbed by drilling. ,
334-U1379C-9H-2-A,334,U1379,C,9,9-2,H,2,A,0,121,57,58.21,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-9H-3-A,334,U1379,C,9,9-3,H,3,A,0,150,58.5,60,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-9H-4-A,334,U1379,C,9,9-4,H,4,A,0,123,60,61.23,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-9H-CC-A,334,U1379,C,9,9-CC,H,CC,A,0,15,61.4,61.55,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-10H-1-A,334,U1379,C,10,10-1,H,1,A,0,83,61.5,62.33,10GY 4/1,,clayey sand [S54],"Shepard, 1954",,clayey sand,coarse sand [U14W22],subangular (Default),soft,,
334-U1379C-10H-2-A,334,U1379,C,10,10-2,H,2,A,0,54,62.5,63.04,5GY 4/1,,silty sand [S54],"Shepard, 1954",,silty sand,coarse sand [U14W22],subangular (Default),soft,,
334-U1379C-10H-3-A,334,U1379,C,10,10-3,H,3,A,0,10,63.04,63.14,5GY 4/1,,silty sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],subangular (Default),soft,,
334-U1379C-10H-3-A,334,U1379,C,10,10-3,H,3,A,10,17,63.14,63.21,N 4,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),soft,fine to medium sand - fining upwards.,
334-U1379C-10H-3-A,334,U1379,C,10,10-3,H,3,A,17,29,63.21,63.33,5GY 5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],,soft,fine to medium sand - fining upwards.,
334-U1379C-10H-3-A,334,U1379,C,10,10-3,H,3,A,29,36,63.33,63.4,5GY 4/1,,silty sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],subangular (Default),soft,,
334-U1379C-10H-3-A,334,U1379,C,10,10-3,H,3,A,36,46,63.4,63.5,N 4,,sand [S54],"Shepard, 1954",,sand,coarse sand [U14W22],subangular (Default),soft,"80% of the sand is composed of shell fragments,",
334-U1379C-11H-1-A,334,U1379,C,11,11-1,H,1,A,0,62,63.5,64.12,5G 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,very coarse sand [U14W22],angular (Default),soft,Sand very coarse to granules. Subangular to angular in roundness,
334-U1379C-11H-1-A,334,U1379,C,11,11-1,H,1,A,62,150,64.12,65,5G 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-11H-2-A,334,U1379,C,11,11-2,H,2,A,0,150,65,66.5,5G 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-11H-3-A,334,U1379,C,11,11-3,H,3,A,0,90,66.5,67.4,5G 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-11H-CC-A,334,U1379,C,11,11-CC,H,CC,A,0,30,67.4,67.7,5G 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,,,consolidated,,
334-U1379C-12H-1-A,334,U1379,C,12,12-1,H,1,A,0,76,67.7,68.46,10GY 4/1,shell,sand [S54],"Shepard, 1954",,shell sand,coarse sand [U14W22],angular (Default),soupy,shell layer with more than 90% shell fragments,
334-U1379C-12H-1-A,334,U1379,C,12,12-1,H,1,A,76,150,68.46,69.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,upper part (till 91 cm) still mixed with shell fragemnts from layer above,
334-U1379C-12H-2-A,334,U1379,C,12,12-2,H,2,A,0,71,69.2,69.91,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,upper part untill 49 shows still moderate drilling disturbance and therefore soft to soupy sediment,
334-U1379C-12H-2-A,334,U1379,C,12,12-2,H,2,A,71,150,69.91,70.7,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-12H-3-A,334,U1379,C,12,12-3,H,3,A,0,150,70.7,72.2,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,upper part (down to 48cm) disturbed due to drill disturbance,
334-U1379C-12H-4-A,334,U1379,C,12,12-4,H,4,A,0,28,72.2,72.48,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-12H-4-A,334,U1379,C,12,12-4,H,4,A,28,38,72.48,72.58,5GY 4/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,indurated,sandstone fragment/layer?,
334-U1379C-12H-4-A,334,U1379,C,12,12-4,H,4,A,38,115,72.58,73.35,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-12H-CC-A,334,U1379,C,12,12-CC,H,CC,A,0,41,73.35,73.76,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,between 10 and 11 cm wood fragment,
334-U1379C-13H-1-A,334,U1379,C,13,13-1,H,1,A,0,150,73.7,75.2,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-13H-2-A,334,U1379,C,13,13-2,H,2,A,0,135,75.2,76.55,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-13H-3-A,334,U1379,C,13,13-3,H,3,A,0,110,76.7,77.8,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-13H-4-A,334,U1379,C,13,13-4,H,4,A,0,55,77.8,78.35,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-13H-CC-A,334,U1379,C,13,13-CC,H,CC,A,0,47,78.35,78.82,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,from 14 to 23 cm there is a a beige structure consisting of carbonate mud,
334-U1379C-14H-1-A,334,U1379,C,14,14-1,H,1,A,0,150,78.7,80.2,10Y 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,
334-U1379C-14H-2-A,334,U1379,C,14,14-2,H,2,A,0,150,80.2,81.7,10Y 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,"wood fragments 7cm, Shell fragment, 24cm, 32cm, 95cm and 127cm.",
334-U1379C-14H-3-A,334,U1379,C,14,14-3,H,3,A,0,150,81.7,83.2,10Y 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,"Shelly fragments at 104-107cm, 110-112cm, 115-116cm.",
334-U1379C-14H-4-A,334,U1379,C,14,14-4,H,4,A,0,56,83.2,83.76,10Y 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Pyrite present between 19cm and 22cm. Carbonate concretion present 52cm to 56cm.,
334-U1379C-15H-1-A,334,U1379,C,15,15-1,H,1,A,0,67,83.8,84.47,10GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,"Clayey silt with carbonate mud components that appear to be ""marbled"" together (Spotted appearance).",
334-U1379C-15H-2-A,334,U1379,C,15,15-2,H,2,A,0,60,84.47,85.07,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,"Lithified Carbonate Mud Clasts up to 4 cm in size, concentrated between 2cm and 12cm, getting less abundant towards base.",
334-U1379C-15H-2-A,334,U1379,C,15,15-2,H,2,A,60,68,85.07,85.15,10GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,soft,,
334-U1379C-15H-3-A,334,U1379,C,15,15-3,H,3,A,0,96,85.15,86.11,5G 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,"Clayey silt with carbonate mud components that appear to be ""marbled"" together (Spotted appearance) at 3-6; 11-13; 38-45; 55-58; 61-68; 72-85 cm.",
334-U1379C-15H-4-A,334,U1379,C,15,15-4,H,4,A,0,26,86.27,86.53,5G 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,"Clayey silt with carbonate mud components that appear to be ""marbled"" together (Spotted appearance) at 0-4; 15-15; 22-25 cm.",
334-U1379C-15H-4-A,334,U1379,C,15,15-4,H,4,A,26,33,86.53,86.6,10GY 4/1,carbonate,sandy silt [S54],"Shepard, 1954",,carbonate sandy silt,coarse silt [U14W22],,consolidated,,
334-U1379C-16H-1-A,334,U1379,C,16,16-1,H,1,A,0,79,86.5,87.29,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,"very coarse to granule sized , angular,  shelly fragments, abundant at top, becoming less towards base.",
334-U1379C-16H-1-A,334,U1379,C,16,16-1,H,1,A,79,106,87.29,87.56,10Y 5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,soft,,
334-U1379C-16H-1-A,334,U1379,C,16,16-1,H,1,A,106,134,87.56,87.84,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,"Dark grey in colour at top, with paler grey mottling becoming more common towards the base.",
334-U1379C-16H-1-A,334,U1379,C,16,16-1,H,1,A,134,150,87.84,88,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,consolidated,,
334-U1379C-16H-2-A,334,U1379,C,16,16-2,H,2,A,0,36,88,88.36,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,mixture of silty background sedimentation with carbonate mud; Hardened carbonate mud clast between 2 and 8 cm.,
334-U1379C-16H-2-A,334,U1379,C,16,16-2,H,2,A,36,150,88.36,89.5,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,"Transition of colour, getting darker towards base and Also slight coarsening of grain size to fine sand. Carbonate mud spots at: 42cm, 61cm, 66cm. 73cm, 78cm, and 93, ",
334-U1379C-16H-3-A,334,U1379,C,16,16-3,H,3,A,0,67,89.5,90.17,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,"Transition of colour, getting darker towards base and Also slight coarsening of grain size to fine sand. Carbonate mud spots at: 42cm, 61cm, 66cm. 73cm, 78cm, and 93, ",
334-U1379C-17H-1-A,334,U1379,C,17,17-1,H,1,A,0,94,90.2,91.14,10GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-18X-CC-A,334,U1379,C,18,18-CC,X,CC,A,0,12,91.2,91.32,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-18X-CC-A,334,U1379,C,18,18-CC,X,CC,A,12,37,91.32,91.57,N 4,,sandy silt [S54],"Shepard, 1954",,sandy silt,very fine sand [U14W22],,friable,angular carbonate-cemented concretions up to 5 cm diameters in a sandy matrix,
334-U1379C-19X-1-A,334,U1379,C,19,19-1,X,1,A,0,62,100.9,101.52,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-19X-CC-A,334,U1379,C,19,19-CC,X,CC,A,0,21,101.52,101.73,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-19X-CC-A,334,U1379,C,19,19-CC,X,CC,A,21,50,101.73,102.02,10Y 4/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,very fine sand [U14W22],,friable,"angular carbonate-cemented concretions up to 3 cm diameter in a sandy matrix, Size (up to 5 mm) and frequency decreases upwards.",
334-U1379C-20X-1-A,334,U1379,C,20,20-1,X,1,A,0,150,110.7,112.2,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-20X-2-A,334,U1379,C,20,20-2,X,2,A,0,62,112.2,112.82,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-20X-2-A,334,U1379,C,20,20-2,X,2,A,62,95,112.82,113.15,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-20X-2-A,334,U1379,C,20,20-2,X,2,A,95,150,113.15,113.7,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,"few carbonate cemented concretions, up to 2 cm diameter",
334-U1379C-20X-3-A,334,U1379,C,20,20-3,X,3,A,0,66,113.7,114.36,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,"few carbonate cemented concretions, up to 2 cm diameter",
334-U1379C-20X-3-A,334,U1379,C,20,20-3,X,3,A,66,150,114.36,115.2,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-20X-4-A,334,U1379,C,20,20-4,X,4,A,0,18,115.2,115.38,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-20X-4-A,334,U1379,C,20,20-4,X,4,A,18,110,115.38,116.3,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,"few carbonate cemented concretions, up to 2 cm diameter",
334-U1379C-20X-5-A,334,U1379,C,20,20-5,X,5,A,0,62,116.3,116.92,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,"few carbonate cemented concretions, up to 2 cm diameter",
334-U1379C-20X-CC-A,334,U1379,C,20,20-CC,X,CC,A,0,24,116.92,117.16,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,"few carbonate cemented concretions, up to 2 cm diameter",
334-U1379C-21X-1-A,334,U1379,C,21,21-1,X,1,A,0,120,120.5,121.7,N 2.5,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-21X-1-A,334,U1379,C,21,21-1,X,1,A,120,139,121.7,121.89,N 3,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-21X-1-A,334,U1379,C,21,21-1,X,1,A,139,150,121.89,122,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-21X-2-A,334,U1379,C,21,21-2,X,2,A,0,11,122,122.11,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-21X-2-A,334,U1379,C,21,21-2,X,2,A,11,40,122.11,122.4,10Y 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,silt [U14W22],,consolidated,,
334-U1379C-21X-2-A,334,U1379,C,21,21-2,X,2,A,40,104,122.4,123.04,N 4,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,"carbonate-cemented concretions up to 2.5 cm diameter, frequency increasing downward ",
334-U1379C-21X-2-A,334,U1379,C,21,21-2,X,2,A,104,150,123.04,123.5,N 4,,sandy clay [S54],"Shepard, 1954",,sandy clay,silt [U14W22],,consolidated,,
334-U1379C-21X-3-A,334,U1379,C,21,21-3,X,3,A,0,92,123.5,124.42,N 4,,sandy clay [S54],"Shepard, 1954",,sandy clay,silt [U14W22],,consolidated,,
