Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
353-U1444A-5H-6-A,6.0,12.0,43.16,43.22,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 2 thiin beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,6,A,,,,
353-U1444A-5H-6-A,12.0,150.0,43.22,44.6,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,very thick bed,normally graded,,,,,,,,One very thick bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,6,A,,,,
353-U1444A-5H-7-A,0.0,63.0,44.6,45.23,,,sand,,sand,sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,5,H,7,A,,,,
353-U1444A-5H-CC-A,0.0,15.0,45.23,45.38,,,sand,,sand,sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,5,H,CC,A,,,,
353-U1444A-6H-1-A,0.0,150.0,45.1,46.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,1,A,,,,
353-U1444A-6H-2-A,0.0,150.0,46.6,48.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,2,A,,,,
353-U1444A-6H-3-A,0.0,150.0,48.1,49.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,3,A,,,,
353-U1444A-6H-4-A,0.0,147.0,49.6,51.07,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,4,A,,,,
353-U1444A-6H-4-A,147.0,150.0,51.07,51.1,,silty,clay,,silty clay,silty clay,clay,,gray,GLEY 1 5/N (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1444,A,6,H,4,A,,,,
353-U1444A-6H-5-A,0.0,150.0,51.1,52.6,,silty,clay,,silty clay,silty clay,clay,,gray,GLEY 1 5/N (gray),,,,thick bed,non-graded,,,,mottling,,,,Green bands and foraminifer rich turbidite type band (G. menardii) . Thin to thick beds.,,,,353,U1444,A,6,H,5,A,,,,
353-U1444A-6H-6-A,0.0,65.0,52.6,53.25,,silty,sand,,silty sand,silty sand,sand,,gray,GLEY 1 5/N (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1444,A,6,H,6,A,,,,
353-U1444A-6H-6-A,65.0,150.0,53.25,54.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,6,A,,,,
353-U1444A-6H-7-A,0.0,61.0,54.1,54.71,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,7,A,,,,
353-U1444A-6H-CC-A,0.0,22.0,54.71,54.93,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,6,H,CC,A,,,,
353-U1444A-7H-1-A,0.0,23.0,54.6,54.83,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,,,,,353,U1444,A,7,H,1,A,,,,
353-U1444A-7H-1-A,23.0,150.0,54.83,56.1,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,1,A,,,,
353-U1444A-7H-2-A,0.0,150.0,56.1,57.6,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,mottling,,,,Three thick beds,,,,353,U1444,A,7,H,2,A,,,,
353-U1444A-7H-3-A,0.0,80.0,57.6,58.4,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,mottling,,,,Black band at 42-44 cm - SANDY SILT with plant debris with iron oxides/magnetite.,,,,353,U1444,A,7,H,3,A,,,,
353-U1444A-7H-3-A,80.0,150.0,58.4,59.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,3,A,,,,
353-U1444A-7H-4-A,0.0,150.0,59.1,60.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,4,A,,,,
353-U1444A-7H-5-A,0.0,150.0,60.6,62.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,5,A,,,,
353-U1444A-7H-6-A,0.0,150.0,62.1,63.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,6,A,,,,
353-U1444A-7H-7-A,0.0,60.0,63.6,64.2,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,7,A,,,,
353-U1444A-7H-CC-A,0.0,17.0,64.2,64.37,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,7,H,CC,A,,,,
353-U1444A-8H-1-A,0.0,20.0,64.1,64.3,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 4/N (dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,8,H,1,A,,,,
353-U1444A-8H-1-A,20.0,150.0,64.3,65.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,1,A,,,,
353-U1444A-8H-2-A,0.0,150.0,65.6,67.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,2,A,,,,
353-U1444A-8H-3-A,0.0,150.0,67.1,68.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,3,A,,,,
353-U1444A-8H-4-A,0.0,150.0,68.6,70.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,4,A,,,,
353-U1444A-8H-5-A,0.0,150.0,70.1,71.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,5,A,,,,
353-U1444A-8H-6-A,0.0,92.0,71.6,72.52,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,6,A,,,,
353-U1444A-8H-CC-A,0.0,10.0,72.52,72.62,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,8,H,CC,A,,,,
353-U1444A-9H-1-A,0.0,150.0,72.6,74.1,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,thick bed,non-graded,,,,,,,,,,,,353,U1444,A,9,H,1,A,,,,
353-U1444A-9H-2-A,0.0,150.0,74.1,75.6,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,2,A,,,,
353-U1444A-9H-3-A,0.0,150.0,75.6,77.1,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,3,A,,,,
353-U1444A-9H-4-A,0.0,150.0,77.1,78.6,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,4,A,,,,
353-U1444A-9H-5-A,0.0,130.0,78.6,79.9,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,5,A,,,,
353-U1444A-9H-6-A,0.0,65.0,79.9,80.55,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,6,A,,,,
353-U1444A-9H-7-A,0.0,64.0,80.55,81.19,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,7,A,,,,
353-U1444A-9H-CC-A,0.0,18.0,81.19,81.37,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,9,H,CC,A,,,,
353-U1444A-10H-1-A,0.0,31.0,81.5,81.81,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,1,A,,,,
353-U1444A-10H-1-A,31.0,110.0,81.81,82.6,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,1,A,,,,
353-U1444A-10H-1-A,110.0,118.0,82.6,82.68,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,1,A,,,,
353-U1444A-10H-1-A,118.0,150.0,82.68,83.0,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,1,A,,,,
353-U1444A-10H-2-A,0.0,50.0,83.0,83.5,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,normally graded,,,,,,,,,,,,353,U1444,A,10,H,2,A,,,,
353-U1444A-10H-2-A,50.0,137.0,83.5,84.37,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,normally graded,,,,,,,,Entire section shows grading,,,,353,U1444,A,10,H,2,A,,,,
353-U1444A-10H-2-A,137.0,140.0,84.37,84.4,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,2,A,,,,
353-U1444A-10H-3-A,0.0,7.0,84.5,84.57,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,3,A,,,,
353-U1444A-10H-3-A,7.0,101.0,84.57,85.51,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,3,A,,,,
353-U1444A-10H-4-A,0.0,73.0,85.51,86.24,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,4,A,,,,
353-U1444A-10H-CC-A,0.0,7.0,86.24,86.31,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,10,H,CC,A,,,,
353-U1444A-11H-1-A,0.0,151.0,86.3,87.81,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,Bottom portion contains more silty component.,,,,353,U1444,A,11,H,1,A,,,,
353-U1444A-11H-2-A,0.0,20.0,87.81,88.01,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,2,A,,,,
353-U1444A-11H-2-A,0.0,127.0,87.81,89.08,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,2,A,,,,
353-U1444A-11H-2-A,20.0,41.0,88.01,88.22,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,2,A,,,,
353-U1444A-11H-3-A,0.0,119.0,89.08,90.27,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,3,A,,,,
353-U1444A-11H-4-A,0.0,120.0,90.27,91.47,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,4,A,,,,
353-U1444A-11H-5-A,0.0,126.0,91.47,92.73,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,5,A,,,,
353-U1444A-11H-6-A,0.0,151.0,92.73,94.24,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,6,A,,,,
353-U1444A-11H-7-A,0.0,69.0,94.24,94.93,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,7,A,,,,
353-U1444A-11H-CC-A,0.0,8.0,94.93,95.01,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,11,H,CC,A,,,,
353-U1444A-12H-1-A,0.0,102.0,95.0,96.02,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Very different composition from previous core. Contains silt-rich band towards bottom,,,,353,U1444,A,12,H,1,A,,,,
353-U1444A-12H-2-A,0.0,14.0,96.02,96.16,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,12,H,2,A,,,,
353-U1444A-12H-2-A,14.0,125.0,96.16,97.27,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,thin bed,normally graded,,,,,,,,Succession of 16 thin to medium beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,2,A,,,,
353-U1444A-12H-3-A,0.0,40.0,97.52,97.92,,silty,clay,,silty clay,silty clay,clay,,dark gray,2.5Y 4/1 (dark gray),gradational,,,,,,,,mottling,,,,,,,,353,U1444,A,12,H,3,A,,,,
353-U1444A-12H-3-A,40.0,44.0,97.92,97.96,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,2.5Y 6/1 (gray),planar,sharp,horizontal,,,,,,,,,,,,,,353,U1444,A,12,H,3,A,,,,
353-U1444A-12H-3-A,44.0,150.0,97.96,99.02,,silty,clay,,silty clay,silty clay,clay,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,mottling,,,,Color gradation back to stronger dark gray (GLEY 1 4/N),,,,353,U1444,A,12,H,3,A,,,,
353-U1444A-12H-4-A,0.0,54.0,99.02,99.56,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,"Thin whitish coarse sand layers at 78, 95, 108 cm. Bottom portion contains silt. 1% foraminifera!",,,,353,U1444,A,12,H,4,A,,,,
353-U1444A-12H-4-A,54.0,107.0,99.56,100.09,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,very thin bed,normally graded,,,,,,,,Succession of 19 thin to very thin beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,4,A,,,,
353-U1444A-12H-4-A,107.0,150.0,100.09,100.52,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/N (dark gray),,,,medium bed,normally graded,,,,,,,,Succession of 3 thin to medium beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,4,A,,,,
353-U1444A-12H-5-A,0.0,42.0,100.52,100.94,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/N (dark gray),,,,medium bed,normally graded,,,,,,,,Succession of 2 medium beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,5,A,,,,
353-U1444A-12H-5-A,42.0,150.0,100.94,102.02,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,thin bed,normally graded,,,,mottling,,,,,,,,353,U1444,A,12,H,5,A,,,,
353-U1444A-12H-6-A,0.0,30.0,102.02,102.32,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,12,H,6,A,,,,
353-U1444A-12H-6-A,30.0,92.0,102.32,102.94,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,thin bed,normally graded,,,,,,,,Succession of 10 thin to very thin beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,6,A,,,,
353-U1444A-12H-6-A,92.0,121.0,102.94,103.23,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 3/N (very dark gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thin to thick beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,12,H,6,A,,,,
353-U1444A-12H-7-A,0.0,73.0,103.23,103.96,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,12,H,7,A,,,,
353-U1444A-12H-CC-A,0.0,13.0,103.96,104.09,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,353,U1444,A,12,H,CC,A,,,,
353-U1444A-13H-1-A,0.0,133.0,104.0,105.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,1,A,,,,
353-U1444A-13H-2-A,0.0,96.0,105.33,106.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,2,A,,,,
353-U1444A-13H-3-A,0.0,139.0,106.29,107.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,3,A,,,,
353-U1444A-13H-4-A,0.0,46.0,107.68,108.14,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section. One silty to sandy light gray band of 2 cm-thick between 24 and 26 cm.",,,,353,U1444,A,13,H,4,A,,,,
353-U1444A-13H-5-A,0.0,123.0,108.14,109.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,5,A,,,,
353-U1444A-13H-6-A,0.0,79.0,109.37,110.16,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,6,A,,,,
353-U1444A-13H-7-A,0.0,147.0,110.16,111.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,7,A,,,,
353-U1444A-13H-CC-A,0.0,86.0,111.63,112.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,13,H,CC,A,,,,
353-U1444A-14X-1-A,0.0,150.0,112.5,114.0,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section. A lot of layers are particularly rich in foraminifers (1-2 cm thick).",,,,353,U1444,A,14,X,1,A,,,,
353-U1444A-14X-2-A,0.0,23.0,114.0,114.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval.",,,,353,U1444,A,14,X,2,A,,,,
353-U1444A-14X-2-A,23.0,42.0,114.23,114.42,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval. Some white dots (volcanic ash) at 23-27 cm and 2 green glauconite bands at 26.5 and 29 cm.",,,,353,U1444,A,14,X,2,A,,,,
353-U1444A-14X-2-A,42.0,150.0,114.42,115.5,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval.",,,,353,U1444,A,14,X,2,A,,,,
353-U1444A-14X-3-A,0.0,150.0,115.5,117.0,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,14,X,3,A,,,,
353-U1444A-14X-4-A,0.0,121.0,117.0,118.21,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,14,X,4,A,,,,
353-U1444A-14X-5-A,0.0,79.0,118.21,119.0,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,14,X,5,A,,,,
353-U1444A-14X-CC-A,0.0,44.0,119.0,119.44,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,,353,U1444,A,14,X,CC,A,,,,
353-U1444A-15X-1-A,0.0,150.0,117.9,119.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,1,A,,,,
353-U1444A-15X-2-A,0.0,151.0,119.4,120.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section. Light gray siltty sand band at 120.5 cm. Two gray nodules at 49-50 cm and 94-96 cm.,,,,353,U1444,A,15,X,2,A,,,,
353-U1444A-15X-3-A,0.0,150.0,120.91,122.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Many black and green bandings along the section. Three gray nodules at 29-29.5 cm, 77 and 117-118 cm.",,,,353,U1444,A,15,X,3,A,,,,
353-U1444A-15X-4-A,0.0,24.0,122.41,122.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,"Many black and green bandings along the section. Three gray nodules at 29-29.5 cm, 77 and 117-118 cm.",,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,24.0,27.0,122.65,122.68,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,27.0,61.0,122.68,123.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,61.0,67.0,123.02,123.08,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,67.0,100.0,123.08,123.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,100.0,104.0,123.41,123.45,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-4-A,104.0,150.0,123.45,123.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,4,A,,,,
353-U1444A-15X-5-A,0.0,75.0,123.91,124.66,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,5,A,,,,
353-U1444A-15X-5-A,75.0,81.0,124.66,124.72,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,5,A,,,,
353-U1444A-15X-5-A,81.0,92.0,124.72,124.83,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,5,A,,,,
