Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,0.0,79.0,72.76,73.55,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,79.0,94.0,73.55,73.7,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,94.0,100.0,73.7,73.76,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5YR 5/1,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,100.0,150.0,73.76,74.26,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,0.0,52.0,74.26,74.78,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,52.0,58.0,74.78,74.84,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5YR 2.5/1,,,,,bioturbated,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,58.0,110.0,74.84,75.36,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,110.0,150.0,75.36,75.76,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-7-A,323,U1339,C,8,8-7,H,7,A,0.0,22.0,75.76,75.98,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-CC-A,323,U1339,C,8,8-CC,H,CC,A,0.0,24.0,75.98,76.22,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-CC-A,323,U1339,C,8,8-CC,H,CC,A,24.0,48.0,76.22,76.46,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-9H-1-A,323,U1339,C,9,9-1,H,1,A,0.0,135.0,76.3,77.65,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-1-A,323,U1339,C,9,9-1,H,1,A,135.0,146.0,77.65,77.76,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,5Y 6/1,,,,,,,,,,,,,,,,
323-U1339C-9H-1-A,323,U1339,C,9,9-1,H,1,A,146.0,150.0,77.76,77.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-2-A,323,U1339,C,9,9-2,H,2,A,0.0,150.0,77.8,79.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-3-A,323,U1339,C,9,9-3,H,3,A,0.0,60.0,79.3,79.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-3-A,323,U1339,C,9,9-3,H,3,A,60.0,134.0,79.9,80.64,diatom silt,Leg 323,,diatom silt,,,5Y 5/4,,,,,,,,,,,,,,,,
323-U1339C-9H-4-A,323,U1339,C,9,9-4,H,4,A,0.0,10.0,80.64,80.74,diatom silt,Leg 323,,diatom silt,,,5Y 5/4,,,,,,,,,,,,,,,,
323-U1339C-9H-4-A,323,U1339,C,9,9-4,H,4,A,10.0,150.0,80.74,82.14,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-5-A,323,U1339,C,9,9-5,H,5,A,0.0,150.0,82.08,83.58,diatom silt,Leg 323,,diatom silt,,,5Y 5/4,,,,,,,,,,,,,,,,
323-U1339C-9H-6-A,323,U1339,C,9,9-6,H,6,A,0.0,30.0,83.58,83.88,diatom silt,Leg 323,,diatom silt,,,5Y 5/4,,,,,,,,,,,,,,,,
323-U1339C-9H-6-A,323,U1339,C,9,9-6,H,6,A,30.0,94.0,83.88,84.52,silt [S54],"Shepard, 1954",,silt,,,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-6-A,323,U1339,C,9,9-6,H,6,A,94.0,140.0,84.52,84.98,diatom fine ash,Leg 323,,diatom fine ash,,,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-9H-CC-A,323,U1339,C,9,9-CC,H,CC,A,0.0,6.0,84.98,85.04,diatom fine ash,Leg 323,,diatom fine ash,,,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-10H-1-A,323,U1339,C,10,10-1,H,1,A,0.0,32.5,85.8,86.125,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-1-A,323,U1339,C,10,10-1,H,1,A,32.5,35.0,86.125,86.15,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,10Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-10H-1-A,323,U1339,C,10,10-1,H,1,A,35.0,38.0,86.15,86.18,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,60.0,soft,10Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-10H-1-A,323,U1339,C,10,10-1,H,1,A,35.0,38.0,86.15,86.18,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,40.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-1-A,323,U1339,C,10,10-1,H,1,A,38.0,50.0,86.18,86.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-2-A,323,U1339,C,10,10-2,H,2,A,0.0,98.0,86.3,87.28,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-2-A,323,U1339,C,10,10-2,H,2,A,98.0,150.0,87.28,87.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-3-A,323,U1339,C,10,10-3,H,3,A,0.0,137.0,87.8,89.17,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-4-A,323,U1339,C,10,10-4,H,4,A,0.0,150.0,89.17,90.67,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-5-A,323,U1339,C,10,10-5,H,5,A,0.0,142.0,90.67,92.09,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-6-A,323,U1339,C,10,10-6,H,6,A,0.0,80.0,92.09,92.89,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-6-A,323,U1339,C,10,10-6,H,6,A,80.0,140.0,92.89,93.49,diatom ooze,United States Geological Survey,,diatom ooze,50.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-6-A,323,U1339,C,10,10-6,H,6,A,80.0,140.0,92.89,93.49,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,50.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-6-A,323,U1339,C,10,10-6,H,6,A,140.0,150.0,93.49,93.59,diatom ooze,United States Geological Survey,,diatom ooze,75.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-6-A,323,U1339,C,10,10-6,H,6,A,140.0,150.0,93.49,93.59,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,25.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-7-A,323,U1339,C,10,10-7,H,7,A,0.0,25.0,93.59,93.84,diatom ooze,United States Geological Survey,,diatom ooze,75.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-7-A,323,U1339,C,10,10-7,H,7,A,0.0,25.0,93.59,93.84,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,25.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-10H-7-A,323,U1339,C,10,10-7,H,7,A,25.0,44.0,93.84,94.03,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-10H-7-A,323,U1339,C,10,10-7,H,7,A,44.0,96.0,94.03,94.55,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-10H-CC-A,323,U1339,C,10,10-CC,H,CC,A,0.0,47.0,94.55,95.02,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-11H-1-A,323,U1339,C,11,11-1,H,1,A,0.0,80.0,95.3,96.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-1-A,323,U1339,C,11,11-1,H,1,A,80.0,117.0,96.1,96.47,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-11H-1-A,323,U1339,C,11,11-1,H,1,A,117.0,150.0,96.47,96.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-2-A,323,U1339,C,11,11-2,H,2,A,0.0,55.0,96.8,97.35,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-2-A,323,U1339,C,11,11-2,H,2,A,55.0,150.0,97.35,98.3,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-11H-3-A,323,U1339,C,11,11-3,H,3,A,0.0,147.0,98.24,99.71,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-11H-4-A,323,U1339,C,11,11-4,H,4,A,0.0,51.0,99.74,100.25,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-4-A,323,U1339,C,11,11-4,H,4,A,51.0,70.0,100.25,100.44,diatom silt,Leg 323,'',diatom silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-11H-4-A,323,U1339,C,11,11-4,H,4,A,70.0,145.0,100.44,101.19,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-5-A,323,U1339,C,11,11-5,H,5,A,0.0,29.0,101.24,101.53,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-5-A,323,U1339,C,11,11-5,H,5,A,29.0,39.0,101.53,101.63,diatom silt,Leg 323,'',diatom silt,,soft,5Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-11H-5-A,323,U1339,C,11,11-5,H,5,A,39.0,70.0,101.63,101.94,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-11H-5-A,323,U1339,C,11,11-5,H,5,A,70.0,150.0,101.94,102.74,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1339C-11H-6-A,323,U1339,C,11,11-6,H,6,A,0.0,28.0,102.74,103.02,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1339C-11H-6-A,323,U1339,C,11,11-6,H,6,A,28.0,150.0,103.02,104.24,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-11H-CC-A,323,U1339,C,11,11-CC,H,CC,A,0.0,34.0,104.21,104.55,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-1-A,323,U1339,C,12,12-1,H,1,A,0.0,123.0,104.8,106.03,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-1-A,323,U1339,C,12,12-1,H,1,A,123.0,125.0,106.03,106.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-12H-1-A,323,U1339,C,12,12-1,H,1,A,125.0,129.0,106.05,106.09,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-12H-1-A,323,U1339,C,12,12-1,H,1,A,129.0,150.0,106.09,106.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-12H-2-A,323,U1339,C,12,12-2,H,2,A,0.0,7.0,106.3,106.37,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-12H-2-A,323,U1339,C,12,12-2,H,2,A,7.0,55.0,106.37,106.85,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-2-A,323,U1339,C,12,12-2,H,2,A,55.0,68.0,106.85,106.98,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-12H-2-A,323,U1339,C,12,12-2,H,2,A,68.0,150.0,106.98,107.8,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-3-A,323,U1339,C,12,12-3,H,3,A,0.0,132.0,107.8,109.12,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-3-A,323,U1339,C,12,12-3,H,3,A,132.0,147.0,109.12,109.27,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-12H-4-A,323,U1339,C,12,12-4,H,4,A,0.0,10.0,109.27,109.37,dolostone [USGS-LP62],'',,dolostone,,hard,5Y 6/2,,,,,indurated diagenetic dolomite layer,,,,,,,,,,,
323-U1339C-12H-4-A,323,U1339,C,12,12-4,H,4,A,10.0,145.0,109.37,110.72,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-5-A,323,U1339,C,12,12-5,H,5,A,0.0,150.0,110.72,112.22,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-6-A,323,U1339,C,12,12-6,H,6,A,0.0,150.0,112.22,113.72,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-7-A,323,U1339,C,12,12-7,H,7,A,0.0,38.0,113.72,114.1,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-12H-CC-A,323,U1339,C,12,12-CC,H,CC,A,0.0,34.0,114.11,114.45,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-1-A,323,U1339,C,13,13-1,H,1,A,0.0,139.0,114.3,115.69,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-2-A,323,U1339,C,13,13-2,H,2,A,0.0,138.0,115.7,117.08,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-3-A,323,U1339,C,13,13-3,H,3,A,0.0,89.0,117.09,117.98,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-3-A,323,U1339,C,13,13-3,H,3,A,89.0,92.0,117.98,118.01,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-13H-3-A,323,U1339,C,13,13-3,H,3,A,92.0,150.0,118.01,118.59,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-4-A,323,U1339,C,13,13-4,H,4,A,0.0,85.0,118.59,119.44,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-4-A,323,U1339,C,13,13-4,H,4,A,85.0,150.0,119.44,120.09,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-13H-5-A,323,U1339,C,13,13-5,H,5,A,0.0,57.0,120.09,120.66,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-13H-5-A,323,U1339,C,13,13-5,H,5,A,57.0,87.0,120.66,120.96,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-13H-5-A,323,U1339,C,13,13-5,H,5,A,87.0,125.0,120.96,121.34,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-13H-5-A,323,U1339,C,13,13-5,H,5,A,125.0,150.0,121.34,121.59,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-13H-6-A,323,U1339,C,13,13-6,H,6,A,0.0,100.0,121.59,122.59,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-7-A,323,U1339,C,13,13-7,H,7,A,0.0,58.0,122.59,123.17,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-13H-CC-A,323,U1339,C,13,13-CC,H,CC,A,0.0,60.0,123.18,123.78,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-14H-1-A,323,U1339,C,14,14-1,H,1,A,0.0,83.0,123.8,124.63,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-2-A,323,U1339,C,14,14-2,H,2,A,0.0,150.0,124.63,126.13,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-3-A,323,U1339,C,14,14-3,H,3,A,0.0,150.0,126.13,127.63,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-4-A,323,U1339,C,14,14-4,H,4,A,0.0,147.0,127.63,129.1,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-5-A,323,U1339,C,14,14-5,H,5,A,0.0,10.0,129.1,129.2,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-5-A,323,U1339,C,14,14-5,H,5,A,10.0,145.0,129.2,130.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-14H-5-A,323,U1339,C,14,14-5,H,5,A,145.0,150.0,130.55,130.6,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-6-A,323,U1339,C,14,14-6,H,6,A,0.0,8.0,130.6,130.68,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-6-A,323,U1339,C,14,14-6,H,6,A,8.0,11.0,130.68,130.71,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-6-A,323,U1339,C,14,14-6,H,6,A,11.0,150.0,130.71,132.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-14H-7-A,323,U1339,C,14,14-7,H,7,A,0.0,100.0,132.1,133.1,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-14H-8-A,323,U1339,C,14,14-8,H,8,A,0.0,59.0,133.1,133.69,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-14H-CC-A,323,U1339,C,14,14-CC,H,CC,A,0.0,40.0,133.69,134.09,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-1-A,323,U1339,C,15,15-1,H,1,A,0.0,58.0,133.3,133.88,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-1-A,323,U1339,C,15,15-1,H,1,A,60.0,85.0,133.9,134.15,diatom silt,,,diatom silt,,soft,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-15H-1-A,323,U1339,C,15,15-1,H,1,A,85.0,150.0,134.15,134.8,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-2-A,323,U1339,C,15,15-2,H,2,A,0.0,150.0,134.8,136.3,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-3-A,323,U1339,C,15,15-3,H,3,A,0.0,55.0,136.3,136.85,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-3-A,323,U1339,C,15,15-3,H,3,A,55.0,140.0,136.85,137.7,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-4-A,323,U1339,C,15,15-4,H,4,A,0.0,150.0,137.76,139.26,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-5-A,323,U1339,C,15,15-5,H,5,A,0.0,120.0,139.26,140.46,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-5-A,323,U1339,C,15,15-5,H,5,A,120.0,150.0,140.46,140.76,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-6-A,323,U1339,C,15,15-6,H,6,A,5.0,80.0,140.81,141.56,diatom ooze,,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-15H-6-A,323,U1339,C,15,15-6,H,6,A,90.0,100.0,141.66,141.76,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-7-A,323,U1339,C,15,15-7,H,7,A,0.0,62.0,141.76,142.38,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-CC-A,323,U1339,C,15,15-CC,H,CC,A,0.0,60.0,142.38,142.98,diatom silt,,,diatom silt,,soft,5Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-15H-CC-A,323,U1339,C,15,15-CC,H,CC,A,12.0,17.0,142.5,142.55,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,Dolostone,,hard,5Y 6/2,,,,,"yellowish dolomite concretion, hard, 5 cm ",,,,,,,,,,,
323-U1339C-15H-CC-A,323,U1339,C,15,15-CC,H,CC,A,34.0,42.0,142.72,142.8,diatom silt,,authigenic-carbonate-rich,dolomite rich diatom silt,,soft,5Y 5/2,,,,,yellowish layer with small dolomite clasts up to 0.5 cm,,,,,,,,,,,
323-U1339C-16H-1-A,323,U1339,C,16,16-1,H,1,A,0.0,143.0,142.8,144.23,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-16H-2-A,323,U1339,C,16,16-2,H,2,A,0.0,143.0,144.23,145.66,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-16H-3-A,323,U1339,C,16,16-3,H,3,A,0.0,63.0,145.66,146.29,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-16H-CC-A,323,U1339,C,16,16-CC,H,CC,A,0.0,33.0,146.29,146.62,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-17H-1-A,323,U1339,C,17,17-1,H,1,A,0.0,111.0,147.3,148.41,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-17H-2-A,323,U1339,C,17,17-2,H,2,A,0.0,69.0,148.41,149.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-17H-2-A,323,U1339,C,17,17-2,H,2,A,69.0,75.0,149.1,149.16,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1339C-17H-2-A,323,U1339,C,17,17-2,H,2,A,75.0,150.0,149.16,149.91,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-17H-3-A,323,U1339,C,17,17-3,H,3,A,0.0,120.0,149.91,151.11,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-3-A,323,U1339,C,17,17-3,H,3,A,120.0,148.0,151.11,151.39,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-4-A,323,U1339,C,17,17-4,H,4,A,0.0,135.0,151.39,152.74,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-5-A,323,U1339,C,17,17-5,H,5,A,0.0,96.0,152.74,153.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-5-A,323,U1339,C,17,17-5,H,5,A,96.0,150.0,153.7,154.24,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,,,,
