Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
375-U1519C-4R-4-A,0,140,129.62,131.02,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,4,R,4,A,
375-U1519C-4R-CC-A,0,8,131.02,131.1,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,4,R,CC,A,
375-U1519C-5R-1-A,0,105,134.8,135.85,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,5,R,1,A,
375-U1519C-5R-CC-A,0,8,135.85,135.93,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,5,R,CC,A,
375-U1519C-9R-1-A,0,150,250,251.5,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,1,A,
375-U1519C-9R-2-A,0,136.5,251.5,252.865,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,2,A,
375-U1519C-9R-3-A,0,135.5,253.01,254.365,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,3,A,
375-U1519C-9R-4-A,0,51,254.52,255.03,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,4,A,
375-U1519C-9R-5-A,0,131,255.18,256.49,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,5,A,
375-U1519C-9R-CC-A,0,9,256.67,256.76,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,9,R,CC,A,
375-U1519C-10R-1-A,0,150,259.6,261.1,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,"Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated. Pods of sand (with black grains, shell fragments, and foraminifers) are present from 0-72 cm. Drilling disturbance prevents the determination of the primary sedimentary structure.",,,,375,U1519,C,10,R,1,A,
375-U1519C-10R-2-A,0,117,261.1,262.27,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,2,A,
375-U1519C-10R-3-A,0,136,262.62,263.98,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,3,A,
375-U1519C-10R-4-A,0,106,263.98,265.04,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,4,A,
375-U1519C-10R-5-A,0,76,265.49,266.25,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,5,A,
375-U1519C-10R-6-A,0,83,266.25,267.08,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,6,A,
375-U1519C-10R-CC-A,0,4,267.08,267.12,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,10,R,CC,A,
375-U1519C-11R-1-A,0,151,269.2,270.71,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,11,R,1,A,
375-U1519C-11R-2-A,0,78,270.71,271.49,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,11,R,2,A,
375-U1519C-11R-3-A,0,56,271.84,272.4,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,11,R,3,A,
375-U1519C-11R-CC-A,0,7,272.4,272.47,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,11,R,CC,A,
375-U1519C-12R-1-A,0,122,278.8,280.02,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,12,R,1,A,
375-U1519C-12R-2-A,0,150,280.17,281.67,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,12,R,2,A,
375-U1519C-12R-3-A,0,99,281.67,282.66,,,mudstone,,mudstone,mudstone,mudstone,N 4 (dark gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,Mud with variable amounts of silt. Section is pervasively disturbed by drilling so that all sedimentary structures are obscured. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.,,,,375,U1519,C,12,R,3,A,
375-U1519C-12R-3-A,99,137,282.66,283.04,,,mudstone,,mudstone,mudstone,mudstone,N 5 (gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,"Mud has more silt than previous mudstone and is lighter in color. Section is disturbed by drilling so that all sedimentary structures are obscured, however there is no layer mixing as seen in overlying cores. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.",,,,375,U1519,C,12,R,3,A,
375-U1519C-12R-4-A,0,145,283.19,284.64,,,mudstone,,mudstone,mudstone,mudstone,N 5 (gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,"Mud has more silt than previous mudstone and is lighter in color. Section is disturbed by drilling so that all sedimentary structures are obscured, however there is no layer mixing as seen in overlying cores. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.",,,,375,U1519,C,12,R,4,A,
375-U1519C-12R-CC-A,0,7,284.64,284.71,,,mudstone,,mudstone,mudstone,mudstone,N 5 (gray),,,,,,consolidated,,,planar lamination,,,,,,,,,,,"Mud has more silt than previous mudstone and is lighter in color. Section is disturbed by drilling so that all sedimentary structures are obscured, however there is no layer mixing as seen in overlying cores. Some silt layers are still recognizable but neither the base of the layer nor the original thickness can be estimated.",,,,375,U1519,C,12,R,CC,A,
375-U1519C-14R-1-A,0,121,518.4,519.61,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,parallel bedding,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is commonly present in pods, though two layers (11 cm and 106 cm) can be seen. One of these layers (11 cm) shows normal grading. The bottom sand layer (106 cm) has mm-scale shell fragments mixed in. Pyrite grains (mm-scale) observed throughout.",,,,375,U1519,C,14,R,1,A,
375-U1519C-14R-2-A,0,7,519.61,519.68,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,very thin bed,lithified,normal grading,,,slight,1,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is commonly present in pods, though a layer (7 cm) can be seen. This layer shows normal grading. Pyrite grains (mm-scale) observed throughout.",,,,375,U1519,C,14,R,2,A,
375-U1519C-14R-2-A,7,28,519.68,519.89,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted mudstone with very fine sand distributed throughout. Sand is present in clasts.,,,,375,U1519,C,14,R,2,A,
375-U1519C-14R-2-A,28,72,519.89,520.33,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,very thin bed,lithified,normal grading,,,slight,1,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is commonly present in pods, though a layer (68 cm) can be seen. This layer shows normal grading. A tephra layer is observed at 51 cm at a biscuit boundary. Pyrite grains (mm-scale) observed throughout.",,,,375,U1519,C,14,R,2,A,
375-U1519C-14R-3-A,0,96,520.53,521.49,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,parallel bedding,slight,1,planar lamination,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is commonly present in pods, though several layers (23, 33, 48, 59, 79, 93 cm) can be seen. These layer exhibit normal grading. One layer (59 cm) exhibits planar lamination. Pyrite grains (mm-scale) observed throughout.",,,,375,U1519,C,14,R,3,A,
375-U1519C-14R-4-A,0,73,521.49,522.22,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,parallel bedding,slight,1,planar lamination,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is commonly present in pods, though several layers (15, 26, 42, 48, 70 cm) can be seen. These layer exhibit normal grading. One layer (42 cm) exhibits planar lamination. Pyrite grains (mm-scale) observed throughout.",,,,375,U1519,C,14,R,4,A,
375-U1519C-15R-1-A,0,149,528,529.49,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (18, 33, 62, 90, 109, 125 cm). A tephra pod is observed at 70 cm.",,,,375,U1519,C,15,R,1,A,
375-U1519C-15R-2-A,0,27,529.49,529.76,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (12, 60, 83, 112, 131 cm).",,,,375,U1519,C,15,R,2,A,
375-U1519C-15R-2-A,47,151,529.96,531,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (7 cm).,,,,375,U1519,C,15,R,2,A,
375-U1519C-15R-3-A,0,81,531,531.81,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (42, 73 cm).",,,,375,U1519,C,15,R,3,A,
375-U1519C-15R-4-A,0,46,532.01,532.47,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (24, 82, 94, 145 cm). Tephra pods are observed between 6-12 cm.",,,,375,U1519,C,15,R,4,A,
375-U1519C-15R-4-A,66,151,532.67,533.52,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (21, 40 cm). A tephra pod is observed at 20 cm.",,,,375,U1519,C,15,R,4,A,
375-U1519C-15R-5-A,0,53,533.52,534.05,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (70, 82, 94, 145 cm).",,,,375,U1519,C,15,R,5,A,
375-U1519C-15R-5-A,53,64,534.05,534.16,,,very fine sand,,very fine sand,very fine sand,very fine sand,5GY 5/1 (greenish gray),,,,,medium bed,lithified,normal grading,,,,,,,,,,,,,Normally graded very fine sand layer.,,,,375,U1519,C,15,R,5,A,
375-U1519C-15R-5-A,64,82,534.16,534.34,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (64 cm). One ash pod layer at 78 cm.,,,,375,U1519,C,15,R,5,A,
375-U1519C-15R-6-A,0,53,534.54,535.07,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout.,,,,375,U1519,C,15,R,6,A,
375-U1519C-15R-6-A,60,84,535.14,535.38,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (37 cm).,,,,375,U1519,C,15,R,6,A,
375-U1519C-15R-7-A,0,84,535.38,536.22,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (64 cm).,,,,375,U1519,C,15,R,7,A,
375-U1519C-15R-CC-A,0,9,536.22,536.31,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout.,,,,375,U1519,C,15,R,CC,A,
375-U1519C-16R-1-A,0,150,537.6,539.1,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (4 cm). Ash pod at 145 cm.,,,,375,U1519,C,16,R,1,A,
375-U1519C-16R-2-A,0,123,539.1,540.33,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (34 cm). Very fine sand smeared along a fault between 0-16 cm. One ash layer at 73 cm.,,,,375,U1519,C,16,R,2,A,
375-U1519C-16R-3-A,0,131,540.58,541.89,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,planar lamination,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (34, 81, 111 cm). Tephra pod layer at 90 cm.",,,,375,U1519,C,16,R,3,A,
375-U1519C-16R-4-A,0,28,542.09,542.37,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers.,,,,375,U1519,C,16,R,4,A,
375-U1519C-16R-4-A,28,41,542.37,542.5,,,very fine sand,,very fine sand,very fine sand,very fine sand,5GY 4/1 (dark greenish gray),,,,,medium bed,lithified,normal grading,,,,,,,,,,,,,Normally graded very fine sand layer.,,,,375,U1519,C,16,R,4,A,
375-U1519C-16R-4-A,41,131,542.5,543.4,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (66, 76 cm). Ash pod at 70 cm.",,,,375,U1519,C,16,R,4,A,
375-U1519C-16R-5-A,0,122,543.6,544.82,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as normally graded layers (68 cm). Ash layer at 113 cm.,,,,375,U1519,C,16,R,5,A,
375-U1519C-16R-6-A,0,70,544.82,545.52,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Coarse sand is present as normally graded layer (2 cm).,,,,375,U1519,C,16,R,6,A,
375-U1519C-16R-7-A,0,109,545.77,546.86,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout.,,,,375,U1519,C,16,R,7,A,
375-U1519C-17R-1-A,0,148,547.1,548.58,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded layers (45, 112 cm). Ash pods at 6-12 cm.",,,,375,U1519,C,17,R,1,A,
375-U1519C-17R-2-A,0,89,548.58,549.47,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout. 5 cm thick normal graded sandy horizon at 50 cm.,,,,375,U1519,C,17,R,2,A,
375-U1519C-17R-3-A,0,112,549.97,551.09,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,thin bed,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout. Sand is present at 6 and 81 cm.,,,,375,U1519,C,17,R,3,A,
375-U1519C-17R-4-A,0,94,551.29,552.23,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout.,,,,375,U1519,C,17,R,4,A,
