Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1444B-4H-5-A,20.0,115.0,34.7,35.65,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,4,H,5,A
353-U1444B-4H-6-A,0.0,55.0,36.0,36.55,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),irregular,sharp,,,,,,,,,,,Blackish layers in silt-rich portion,,,,353,U1444,B,4,H,6,A
353-U1444B-4H-6-A,55.0,150.0,36.55,37.5,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,4,H,6,A
353-U1444B-4H-7-A,0.0,47.0,37.5,37.97,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,4,H,7,A
353-U1444B-4H-CC-A,0.0,21.0,37.97,38.18,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),gradational,,,,,,,,,,,,"Mica-rich, blackish colorations (iron oxides or suphides + organic rich?) in clay portions",,,,353,U1444,B,4,H,CC,A
353-U1444B-5H-1-A,0.0,108.0,38.0,39.08,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,1,A
353-U1444B-5H-1-A,108.0,114.0,39.08,39.14,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,1,A
353-U1444B-5H-2-A,0.0,95.0,39.5,40.45,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),irregular,sharp,,,,,,,,,,,,,,,353,U1444,B,5,H,2,A
353-U1444B-5H-2-A,95.0,150.0,40.45,41.0,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,2,A
353-U1444B-5H-3-A,0.0,100.0,41.0,42.0,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,3,A
353-U1444B-5H-4-A,0.0,34.0,42.0,42.34,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),irregular,sharp,,,,,,,,,,,,,,,353,U1444,B,5,H,4,A
353-U1444B-5H-4-A,34.0,60.0,42.34,42.6,,,clay,with silt,clay,clay with silt,clay with silt,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,4,A
353-U1444B-5H-5-A,0.0,32.0,42.6,42.92,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,5,A
353-U1444B-5H-CC-A,0.0,19.0,42.92,43.11,,silty,sand,,silty sand,silty sand,sand,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1444,B,5,H,CC,A
353-U1444B-7X-1-A,0.0,150.0,95.0,96.5,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Mottling prevalent throughout - blackish blebs nad layers. Clay is a well consolidated.,,,,353,U1444,B,7,X,1,A
353-U1444B-7X-2-A,0.0,100.0,96.5,97.5,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,,353,U1444,B,7,X,2,A
353-U1444B-7X-3-A,0.0,87.0,97.5,98.37,,,clay,with silt,clay,clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Abundant fine silt-to-clay turbidites,,,,353,U1444,B,7,X,3,A
353-U1444B-7X-CC-A,0.0,52.0,98.37,98.89,,,clay,with silt,clay,clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,B,7,X,CC,A
353-U1444B-8X-1-A,0.0,8.0,99.5,99.58,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),gradational,,,,,,,,mottling,,,,,,,,353,U1444,B,8,X,1,A
353-U1444B-8X-1-A,8.0,14.0,99.58,99.64,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,2.5Y 7/2 (light gray),planar,sharp,horizontal,,,,,,,,,,,,,,353,U1444,B,8,X,1,A
353-U1444B-8X-1-A,14.0,147.0,99.64,100.97,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,1,A
353-U1444B-8X-2-A,0.0,4.0,100.97,101.01,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,2,A
353-U1444B-8X-2-A,4.0,110.5,101.01,102.075,,sandy,silt,,sandy silt,sandy silt,silt,,gray,5Y 5/1 (gray),erosive,,,thin bed,normally graded,,,,,,,,Succession of 28 thin to 3 medium beds normally graded from sand to clay.,,,,353,U1444,B,8,X,2,A
353-U1444B-8X-2-A,110.5,150.0,102.075,102.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,2,A
353-U1444B-8X-3-A,0.0,61.0,102.47,103.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,3,A
353-U1444B-8X-3-A,61.0,72.0,103.08,103.19,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,thin bed,normally graded,,,,,,,,Succession of 4 thin to 1 very thin beds normally graded from silt to clay.,,,,353,U1444,B,8,X,3,A
353-U1444B-8X-3-A,72.0,150.0,103.19,103.97,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One gray nodule at 120-121 cm",,,,353,U1444,B,8,X,3,A
353-U1444B-8X-4-A,0.0,151.0,103.97,105.48,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,4,A
353-U1444B-8X-5-A,0.0,21.0,105.48,105.69,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,5,A
353-U1444B-8X-5-A,21.0,22.5,105.69,105.705,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,8,X,5,A
353-U1444B-8X-5-A,22.5,150.0,105.705,106.98,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,5,A
353-U1444B-8X-6-A,0.0,65.0,106.98,107.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One gray nodule at 12-13 cm.",,,,353,U1444,B,8,X,6,A
353-U1444B-8X-CC-A,0.0,47.0,107.63,108.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,8,X,CC,A
353-U1444B-9X-1-A,0.0,18.0,109.2,109.38,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,18.0,22.0,109.38,109.42,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,22.0,31.5,109.42,109.515,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,31.5,37.5,109.515,109.575,,silty,clay,,silty clay,silty clay,clay,,green,GLEY 1 5/5GY (greenish gray),,,,thin bed,normally graded,,,,,,,,Green (glauconite rich?) silty clay turbidite.,,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,37.5,72.0,109.575,109.92,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,72.0,73.5,109.92,109.935,,silty,clay,,silty clay,silty clay,clay,,green,GLEY 1 5/5GY (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,Green (glauconite rich?) silty clay turbidite.,,,,353,U1444,B,9,X,1,A
353-U1444B-9X-1-A,73.5,150.0,109.935,110.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,1,A
353-U1444B-9X-2-A,0.0,150.0,110.7,112.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. Two gray nodules at 29-30 and 48-49 cm.",,,,353,U1444,B,9,X,2,A
353-U1444B-9X-3-A,0.0,5.0,112.2,112.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,3,A
353-U1444B-9X-3-A,5.0,7.0,112.25,112.27,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,9,X,3,A
353-U1444B-9X-3-A,7.0,29.0,112.27,112.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,3,A
353-U1444B-9X-3-A,29.0,30.5,112.49,112.505,,silty,clay,,silty clay,silty clay,clay,,green,GLEY 1 5/5GY (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,Green (glauconite rich?) silty clay turbidite.,,,,353,U1444,B,9,X,3,A
353-U1444B-9X-3-A,30.5,150.0,112.505,113.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,3,A
353-U1444B-9X-4-A,0.0,84.0,113.7,114.54,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One small gray nodule at 67 cm.",,,,353,U1444,B,9,X,4,A
353-U1444B-9X-4-A,84.0,111.0,114.54,114.81,,silty,clay,,silty clay,silty clay,clay,,green,GLEY 1 5/5GY (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,3 silt to clay turbidites. Some volcanic glasses found between 87 and 89 cm.,,,,353,U1444,B,9,X,4,A
353-U1444B-9X-4-A,111.0,150.0,114.81,115.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One small gray nodule at 67 cm.",,,,353,U1444,B,9,X,4,A
353-U1444B-9X-5-A,0.0,71.0,115.2,115.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One thin gray nodule at 30-34 cm.",,,,353,U1444,B,9,X,5,A
353-U1444B-9X-5-A,71.0,74.0,115.91,115.94,,clayey,silt,with foraminifers,clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,B,9,X,5,A
353-U1444B-9X-5-A,74.0,79.0,115.94,115.99,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,5,A
353-U1444B-9X-5-A,79.0,82.0,115.99,116.02,,clayey,silt,with foraminifers,clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,B,9,X,5,A
353-U1444B-9X-5-A,82.0,150.0,116.02,116.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,5,A
353-U1444B-9X-6-A,0.0,106.0,116.7,117.76,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,6,A
353-U1444B-9X-CC-A,0.0,48.0,117.76,118.24,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,9,X,CC,A
353-U1444B-10X-1-A,0.0,17.0,118.9,119.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,1,A
353-U1444B-10X-1-A,17.0,21.0,119.07,119.11,,clayey,silt,with foraminifers,clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,1,A
353-U1444B-10X-1-A,21.0,147.0,119.11,120.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One gray nodule at 93 cm.",,,,353,U1444,B,10,X,1,A
353-U1444B-10X-2-A,0.0,150.0,120.37,121.87,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. Two small gray nodules at 49 and 88 cm.",,,,353,U1444,B,10,X,2,A
353-U1444B-10X-3-A,0.0,150.0,121.87,123.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. Two small gray nodules at 16, 68 and 107 cm.",,,,353,U1444,B,10,X,3,A
353-U1444B-10X-4-A,0.0,30.0,123.37,123.67,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section. One thin gray nodule at 24-25 cm.",,,,353,U1444,B,10,X,4,A
353-U1444B-10X-4-A,30.0,31.5,123.67,123.685,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,4,A
353-U1444B-10X-4-A,31.5,66.0,123.685,124.03,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,4,A
