Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486C-8H-4-A,0,150,53.8,55.3,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,4,A
363-U1486C-8H-5-A,0,20,55.3,55.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,5,A
363-U1486C-8H-5-A,20,100,55.5,56.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,5,A
363-U1486C-8H-5-A,100,101,56.3,56.31,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,5,A
363-U1486C-8H-5-A,101,103,56.31,56.33,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,2.5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,5,A
363-U1486C-8H-5-A,103,150,56.33,56.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,123-125 cm: Large piece of scoria,,,,,,,,,,,,,363,U1486,C,8,H,5,A
363-U1486C-8H-6-A,0,26,56.8,57.06,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,6,A
363-U1486C-8H-6-A,26,76,57.06,57.56,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,6,A
363-U1486C-8H-6-A,76,80,57.56,57.6,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,6,A
363-U1486C-8H-6-A,80,147,57.6,58.27,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,6,A
363-U1486C-8H-6-A,147,150,58.27,58.3,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,6,A
363-U1486C-8H-7-A,0,8,58.3,58.38,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,7,A
363-U1486C-8H-7-A,8,24,58.38,58.54,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,7,A
363-U1486C-8H-7-A,24,27,58.54,58.57,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 5/1 (gray),none [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,7,A
363-U1486C-8H-7-A,27,56,58.57,58.86,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,7,A
363-U1486C-8H-7-A,56,71,58.86,59.01,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,7,A
363-U1486C-8H-CC-A,0,8,59.01,59.09,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,8,H,CC,A
363-U1486C-9H-1-A,0,135,58.8,60.15,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,1,A
363-U1486C-9H-1-A,135,148,60.15,60.28,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),none [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,1,A
363-U1486C-9H-1-A,148,150,60.28,60.3,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,1,A
363-U1486C-9H-2-A,0,54,60.3,60.84,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,2,A
363-U1486C-9H-2-A,54,59,60.84,60.89,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),none [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,2,A
363-U1486C-9H-2-A,59,100,60.89,61.3,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,2,A
363-U1486C-9H-2-A,100,108,61.3,61.38,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),none [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,2,A
363-U1486C-9H-2-A,108,150,61.38,61.8,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,2,A
363-U1486C-9H-3-A,0,47,61.8,62.27,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,3,A
363-U1486C-9H-3-A,47,53,62.27,62.33,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),none [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,3,A
363-U1486C-9H-3-A,53,150,62.33,63.3,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,3,A
363-U1486C-9H-4-A,0,38,63.3,63.68,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,4,A
363-U1486C-9H-4-A,38,44,63.68,63.74,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,4,A
363-U1486C-9H-4-A,44,134,63.74,64.64,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,4,A
363-U1486C-9H-4-A,134,138,64.64,64.68,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,4,A
363-U1486C-9H-4-A,138,150,64.68,64.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,4,A
363-U1486C-9H-5-A,0,13,64.8,64.93,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,13,18,64.93,64.98,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,18,95,64.98,65.75,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,95,100,65.75,65.8,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,100,121,65.8,66.01,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,121,125,66.01,66.05,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-5-A,125,150,66.05,66.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,5,A
363-U1486C-9H-6-A,0,40,66.3,66.7,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,6,A
363-U1486C-9H-6-A,40,43,66.7,66.73,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,6,A
363-U1486C-9H-6-A,43,103,66.73,67.33,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,6,A
363-U1486C-9H-CC-A,0,18,67.33,67.51,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,9,H,CC,A
363-U1486C-10H-1-A,0,13,68.3,68.43,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,1,A
363-U1486C-10H-1-A,13,14,68.43,68.44,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,1,A
363-U1486C-10H-1-A,14,93,68.44,69.23,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,1,A
363-U1486C-10H-1-A,93,150,69.23,69.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,1,A
363-U1486C-10H-2-A,0,15,69.8,69.95,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,2,A
363-U1486C-10H-2-A,15,119,69.95,70.99,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,2,A
363-U1486C-10H-2-A,119,120,70.99,71.0,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,2,A
363-U1486C-10H-2-A,120,150,71.0,71.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,2,A
363-U1486C-10H-3-A,0,36,71.3,71.66,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,3,A
363-U1486C-10H-3-A,36,63,71.66,71.93,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,3,A
363-U1486C-10H-3-A,63,97,71.93,72.27,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,3,A
363-U1486C-10H-3-A,97,103,72.27,72.33,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,3,A
363-U1486C-10H-3-A,103,150,72.33,72.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,3,A
363-U1486C-10H-4-A,0,61,72.8,73.41,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,4,A
363-U1486C-10H-4-A,61,62,73.41,73.42,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,4,A
363-U1486C-10H-4-A,62,147,73.42,74.27,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,4,A
363-U1486C-10H-4-A,147,149,74.27,74.29,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,4,A
363-U1486C-10H-4-A,149,150,74.29,74.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,4,A
363-U1486C-10H-5-A,0,75,74.3,75.05,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,5,A
363-U1486C-10H-5-A,75,150,75.05,75.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,5,A
363-U1486C-10H-6-A,0,8,75.8,75.88,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,6,A
363-U1486C-10H-6-A,8,31,75.88,76.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,6,A
363-U1486C-10H-6-A,31,67,76.11,76.47,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,6,A
363-U1486C-10H-6-A,67,69,76.47,76.49,,ash(tuff) [MMK88m],ash(tuff),,N 6 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,6,A
363-U1486C-10H-6-A,69,111,76.49,76.91,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,6,A
363-U1486C-10H-CC-A,0,10,76.91,77.01,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,CC,A
363-U1486C-10H-CC-A,10,15,77.01,77.06,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,10,H,CC,A
363-U1486C-12H-1-A,0,143,87.3,88.73,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scoria 39-40 cm,,,,,,,,,,,,,363,U1486,C,12,H,1,A
363-U1486C-12H-1-A,143,150,88.73,88.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,1,A
363-U1486C-12H-2-A,0,49,88.8,89.29,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,2,A
363-U1486C-12H-2-A,49,50,89.29,89.3,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,2,A
363-U1486C-12H-2-A,50,133,89.3,90.13,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,2,A
363-U1486C-12H-2-A,133,140,90.13,90.2,foraminifer-bearing nannofossil-rich [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-rich ash(tuff),,N 6 (gray),slight [DB86],,,,,,checked with ss,,,,,,,,,,,,,363,U1486,C,12,H,2,A
363-U1486C-12H-2-A,140,150,90.2,90.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,2,A
363-U1486C-12H-3-A,0,52,90.3,90.82,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,3,A
363-U1486C-12H-3-A,52,60,90.82,90.9,foraminifer-bearing nannofossil-rich [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-rich ash(tuff),,N 6 (gray),slight [DB86],,,,,,checked with ss,,,,,,,,,,,,,363,U1486,C,12,H,3,A
363-U1486C-12H-3-A,60,150,90.9,91.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,3,A
363-U1486C-12H-4-A,0,27,91.8,92.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,4,A
363-U1486C-12H-4-A,27,29,92.07,92.09,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,4,A
363-U1486C-12H-4-A,29,120,92.09,93.0,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,4,A
363-U1486C-12H-4-A,120,121,93.0,93.01,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,4,A
363-U1486C-12H-4-A,121,150,93.01,93.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,4,A
363-U1486C-12H-5-A,0,47,93.3,93.77,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,5,A
363-U1486C-12H-5-A,47,48,93.77,93.78,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 6/1 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,5,A
363-U1486C-12H-5-A,48,113,93.78,94.43,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,5,A
363-U1486C-12H-5-A,113,116,94.43,94.46,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,pumice,,,,,,,,,,,,,363,U1486,C,12,H,5,A
363-U1486C-12H-5-A,116,150,94.46,94.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,5,A
363-U1486C-12H-6-A,0,4,94.8,94.84,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-6-A,4,113,94.84,95.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-6-A,113,114,95.93,95.94,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-6-A,114,124,95.94,96.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-6-A,124,125,96.04,96.05,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-6-A,125,139,96.05,96.19,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,6,A
363-U1486C-12H-7-A,0,40,96.19,96.59,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,7,A
363-U1486C-12H-7-A,40,50,96.59,96.69,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,7,A
363-U1486C-12H-CC-A,0,3,96.69,96.72,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,CC,A
363-U1486C-12H-CC-A,3,27,96.72,96.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,12,H,CC,A
363-U1486C-13H-1-A,0,37,96.8,97.17,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,1,A
363-U1486C-13H-1-A,38,124,97.18,98.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,1,A
363-U1486C-13H-1-A,124,135,98.04,98.15,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 5/2 (grayish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,1,A
363-U1486C-13H-1-A,135,150,98.15,98.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,1,A
363-U1486C-13H-2-A,0,73,98.3,99.03,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,2,A
363-U1486C-13H-2-A,73,75,99.03,99.05,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,2,A
363-U1486C-13H-2-A,75,109,99.05,99.39,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,2,A
363-U1486C-13H-2-A,109,122,99.39,99.52,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 5/1 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,2,A
363-U1486C-13H-2-A,122,150,99.52,99.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,2,A
363-U1486C-13H-3-A,0,110,99.8,100.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,3,A
363-U1486C-13H-3-A,110,128,100.9,101.08,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,3,A
363-U1486C-13H-3-A,128,150,101.08,101.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,3,A
363-U1486C-13H-4-A,0,16,101.3,101.46,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,4,A
363-U1486C-13H-4-A,16,19,101.46,101.49,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,4,A
363-U1486C-13H-4-A,19,40,101.49,101.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,4,A
