Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
363-U1483A-3H-2-W 75/75-NANNO,0,0,20.35,20.35,,"AGSF - reworked Cretaceous/Paleogene taxa - 20 specimens in 1 transect of slide (Prediscosphaera, Watznaueria, Cretarhabdus, Micula. Sphenolithus, Cyclicargolithus); interval of common occurrence of Gephyrocapsa 4-5 um",,,,F [A30],,,,x [A115],,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,3,H,2,W,75/75-NANNO,
363-U1483A-3H-4-W 75/75-NANNO,0,0,23.35,23.35,,"AGSF - interval of Gephyrocapsa 4-5 um common occurrence (6 um maximum size); P lacunosa - 3 specimens; Reworked taxa >20 in 1 transect (Discoasters, Watznaueria, Cribrosphaerella, Rhagodiscus, Cretarhabdus, Cyclicargolithus).",,,,F [A30],,,,R [A30],,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,3,H,4,W,75/75-NANNO,
363-U1483A-3H-6-W 75/75-NANNO,0,0,26.35,26.35,,"AGSF - interval of Gephyrocapsa 4-5 um common occurrence; Reworked taxa (>20 in a transect): Watznaueria, Discoaster, Cyclicargolithus, R. pseudoumbilicus >7 um, Prediscosphaera, S. heteromorphus); 1 P lacunosa observed",,,,R [A30],,,,P [A30],,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,3,H,6,W,75/75-NANNO,
363-U1483A-3H-CC-PAL-NANNO,0,5,27.99,28.04,NN20 [M71],LB-Fp=GC No E.hux but G.protohuxelyi (SEM); AGSF - with 1 P. lacunosa,VG [P33],D [A22],V [A94],R [A30],F [A30],F [A30],A [A23],P [A30],,,,,,,,,,,F [A30],,C [A04],,,,F [A30],,,,,,,,,,,,,,,R [A30],,F [A30],x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,3,H,CC,PAL,NANNO,
363-U1483A-4H-2-W 75/75-NANNO,0,0,29.77,29.77,,"AGSF - reworked taxa (Cribrosphaerella, Watznaueria); P. lacunosa - 1",,,,R [A30],,,A [A23],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,4,H,2,W,75/75-NANNO,
363-U1483A-4H-4-W 75/75-NANNO,0,0,32.61,32.61,,AGSF - P lacunosa (3 specimens),,,,x [A115],,,V [A94],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,4,H,4,W,75/75-NANNO,
363-U1483A-4H-6-W 75/75-NANNO,0,0,35.45,35.45,,,,,,x [A115],,,V [A94],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,4,H,6,W,75/75-NANNO,
363-U1483A-4H-CC-PAL-NANNO,0,5,37.77,37.82,NN20 [M71],LB-Fp>Gc>>> others Reworking,VG [P33],D [A22],V [A94],x [A115],R [A30],R [A30],V [A94],x [A115],,,,,,,,,,,F [A30],,C [A04],,,,F [A30],,,,,,,,,,,,,,,F [A30],,x [A115],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,4,H,CC,PAL,NANNO,
363-U1483A-5H-3-W 75/75-NANNO,0,0,40.66,40.66,,AGSF - for Luc: abundant G. caribbeanica :). P. lacunosa - 12 specimens (R-F),,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,5,H,3,W,75/75-NANNO,
363-U1483A-5H-4-W 75/75-NANNO,0,0,42.08,42.08,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,5,H,4,W,75/75-NANNO,
363-U1483A-5H-6-W 75/75-NANNO,0,0,44.9,44.9,,AGSF - P lacunosa specimens - 20 (mostly rounded forms). this level represents the base of T P lacunosa; Other observations - reworked taxa are present in almost every FOV,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,5,H,6,W,75/75-NANNO,
363-U1483A-5H-CC-PAL-NANNO,0,5,47.03,47.08,NN19 [M71],LB-Placunosa,VG [P33],D [A22],V [A94],,C [A04],R [A30],V [A94],C [A04],,,,,,,,,,,C [A04],,c [A04],,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,5,H,CC,PAL,NANNO,
363-U1483A-6H-2-W 75/75-NANNO,0,0,48.77,48.77,,AGSF - round lacunosa specimens; reworked Cretaceous forms. G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,6,H,2,W,75/75-NANNO,
363-U1483A-6H-4-W 75/75-NANNO,0,0,51.6,51.6,,AGSF - reworked Cretaceous and Neogene forms. G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,6,H,4,W,75/75-NANNO,
363-U1483A-6H-6-W 75/75-NANNO,0,0,54.45,54.45,,G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,6,H,6,W,75/75-NANNO,
363-U1483A-6H-CC-PAL-NANNO,0,5,56.48,56.53,NN19 [M71],LB-Acme G.carb with large,VG [P33],D [A22],V [A94],,C [A04],A [A23],c [A04],R [A30],,,,,,,,,,,C [A04],,C [A04],,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,6,H,CC,PAL,NANNO,
363-U1483A-7H-2-W 50/50-NANNO,0,0,58.02,58.02,,G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,7,H,2,W,50/50-NANNO,
363-U1483A-7H-4-W 50/50-NANNO,0,0,60.86,60.86,,G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,7,H,4,W,50/50-NANNO,
363-U1483A-7H-6-W 50/50-NANNO,0,0,63.69,63.69,,G. caribbeanica more abundant compared to G. oceanica,,,,,C [A04],C [A04],C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,7,H,6,W,50/50-NANNO,
363-U1483A-7H-CC-PAL-NANNO,0,5,66.12,66.17,NN19 [M71],LB ac G.car but with small,VG [P33],D [A22],V [A94],,C [A04],A [A23],C [A04],C [A04],,,,,,,,,,,C [A04],,C [A04],,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,7,H,CC,PAL,NANNO,
363-U1483A-8H-2-W 50/50-NANNO,0,0,67.55,67.55,,"AGSF - G. caribbeanica more common than G. oceanica, although not as common as the previous slide in terms of species abundance",,,,,C [A04],C [A04],C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,8,H,2,W,50/50-NANNO,
363-U1483A-8H-4-W 50/50-NANNO,0,0,70.36,70.36,,,,,,,C [A04],C [A04],C [A04],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,8,H,4,W,50/50-NANNO,
363-U1483A-8H-6-W 50/50-NANNO,0,0,73.16,73.16,,,,,,,A [A23],C [A04],C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,8,H,6,W,50/50-NANNO,
363-U1483A-8H-CC-PAL-NANNO,0,5,75.46,75.51,NN19 [M71],LB- Still Acmee,VG [P33],D [A22],V [A94],,A [A23],A [A23],C [A04],C [A04],,,,,,,,,,,C [A04],,C [A04],,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,8,H,CC,PAL,NANNO,
363-U1483A-9H-2-W 50/50-NANNO,0,0,77,77,,AGSF - searching for R. asanoi,,,,,C [A04],F [A30],C [A04],F [A30],,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,9,H,2,W,50/50-NANNO,
