Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
363-U1482C-12H-3-A 75/75-NANNO,0,0,100.98,100.98,,LB-D> brouweri - D.triradiatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,12,H,3,A,,
363-U1482C-12H-CC-PAL-NANNO,0,5,107.41,107.46,NN18,LB-D.brouweri,VG,D,V,,A,C,R,A,,,,,,,,,,,,C,,,,,C,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,12,H,CC,PAL,,
363-U1482C-13H-CC-PAL-NANNO,0,5,116.91,116.96,NN17,LB-D.penta - 1 triradiatus,VG,D,V,,A,,C,A,,,,,,,,,,,,C,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,A,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,13,H,CC,PAL,,
363-U1482C-14H-CC-PAL-NANNO,0,5,126.14,126.19,NN16,LB-D.surculus : yep :-)),VG,D,V,,V,,,V,,,,,,,,,,,,C,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,x,,A,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,14,H,CC,PAL,,
363-U1482C-17H-CC-PAL-NANNO,0,5,154.72,154.77,NN16,LB- Db>> sphenolith top,VG,D,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,17,H,CC,PAL,,
363-U1482C-19H-CC-PAL-NANNO,0,5,169.24,169.29,NN15,LB-Retic,VG,D,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,19,H,CC,PAL,,
363-U1482C-20H-CC-PAL-NANNO,0,5,178.73,178.78,NN14,LB-. Dbro<<,VG,D,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,20,H,CC,PAL,,
363-U1482C-21H-CC-PAL-NANNO,0,4,188.04,188.08,,TDJ - Amaurolithus delicatus type morphology frequently present - but does have some birefringence - imaged to check!; C. cristatus also present,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,X,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,21,H,CC,PAL,,
363-U1482C-22H-CC-PAL-NANNO,0,5,197.75,197.8,,TDJ - C. cristatus - telesmus type; and cristatus type,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,x,,,,,C,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,22,H,CC,PAL,,
363-U1482C-23H-CC-PAL-NANNO,0,5,206.85,206.9,,LB - C. armatus present; Orthorhabdus rugosus present; Ceratolithus transitional form armatus - cristatus; and C. cristatus proper present; plus 1 A. tricorniculatus image taken,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,23,H,CC,PAL,,
363-U1482C-25H-CC-PAL-NANNO,0,5,221.88,221.93,,TDJ - frequent clear C. armatus morphologies,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,25,H,CC,PAL,,
363-U1482C-26H-CC-PAL-NANNO,0,5,231.35,231.4,,TDJ - clear C. armatus present; no O. rugosus seen,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,x,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,26,H,CC,PAL,,
363-U1482C-27H-CC-PAL-NANNO,0,1,240.74,240.75,,TDJ - O. rugosus frequent,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,x,X,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,27,H,CC,PAL,,
363-U1482C-28H-CC-PAL-NANNO,0,5,249.95,250.0,NN11,LB - D. quinqueramus present,VG,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,28,H,CC,PAL,,
363-U1482C-29H-CC-PAL-NANNO,0,5,260.06,260.11,NN11,TDJ - large R. pseudoumbilicus present - a few 7 um long,VG,D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,29,H,CC,PAL,,
363-U1482C-30H-CC-PAL-NANNO,0,5,269.48,269.53,NN11,TDJ - R. pseudoumbilicus present a few about 7 um; A. delicatus present; 3-rayed D. variabilis,VG,D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,X,C,,,,,,,,,,,C,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,30,H,CC,PAL,,
363-U1482C-31H-CC-PAL-NANNO,0,5,279.28,279.33,NN11,"TDJ - one possible small fragment of N. amplificus, but would call the top between this sample and CC below (32H-CC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,31,H,CC,PAL,,
363-U1482C-31H-CC-PAL-NANNO,0,5,279.28,279.33,NN11,TDJ - R. pseudoumbilicus still present about 7um; A. delicatus present and A. tricorniculatus,VG,D,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,31,H,CC,PAL,,
363-U1482C-32H-CC-PAL-NANNO,0,5,288.59,288.64,NN11,TDJ - N.amplificus present; R. pseudoumbilicus 7um still present; O. rugosus higher abudance than samples above;,VG,A,,,,,,,,,R,A,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,32,H,CC,PAL,,
363-U1482C-33H-CC-PAL-NANNO,0,5,298.2,298.25,NN11,TDJ - N. amplificus; R. pseudoumbilicus & R. rotaria present; but decline in size between this level and 4 core catchers below seems progressive; interval below this with forms ~5um; A. delicatus present,VG,A,,,,,,,,,R,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,C,C,,,,R,C,F,F,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,33,H,CC,PAL,,
363-U1482C-34H-CC-PAL-NANNO,0,5,307.5,307.55,NN11,TDJ - N. amplificus present; A. delicatus present; R. rotaria present; R. pseudoumbilicus absent,G,A,,,,,,,,,R,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,C,C,,,,,,F,F,,,C,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,34,H,CC,PAL,,
363-U1482C-35H-CC-PAL-NANNO,0,5,317.29,317.34,NN11,TDJ - R. pseudoumbilicus absent; R. rotaria present,G,A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,35,H,CC,PAL,,
363-U1482C-36H-CC-PAL-NANNO,0,5,326.77,326.82,NN11,TDJ - R. rotaria present,G,A,,,,,,,,,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,R,R,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,36,H,CC,PAL,,
363-U1482C-37H-CC-PAL-NANNO,0,5,336.43,336.48,NN11,TDJ - absence of R. pseudoumbilicus 7um; R. rotaria present LB - First Amaurolithus,G,A,,,,,,,,,X,A,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,p,,C,C,,,,,,F,R,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,37,H,CC,PAL,,
363-U1482C-39X-CC-PAL-NANNO,0,5,349.68,349.73,NN11,TDJ - D. surculus rare,G,A,,,,,,,,,X,A,C,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,C,C,,,,,,F,R,,,C,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,39,X,CC,PAL,,
363-U1482C-40X-CC-PAL-NANNO,0,5,356.97,357.02,NN11,TDJ - D. quinc present,G,A,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,C,C,,,,,,F,F,,,C,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,40,X,CC,PAL,,
363-U1482C-41X-CC-PAL-NANNO,0,5,365.65,365.7,NN11,LB ; First D.surculus,G,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,F,,,F,R,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,41,X,CC,PAL,,
363-U1482C-42X-CC-PAL-NANNO,0,5,378.8,378.85,NN11,LB. Bc D.brouweri,G,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,X,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,C,42,X,CC,PAL,,
