Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1403A-9H-CC-PAL,0,5,81.77,81.82,RP12,RP12 - Thyrsocyrtis triacantha,,G [P22],A,P,,,,,,,,,,P,,P,,P,,,,,,,,,,P,,,,P,,,,,,,,,F,,P,,P,,,,,,P,,,,,,,,,,P,,P,,,,,,342,U1403,A,9,H,CC,PAL,6c37c9c805f842267c593db25f091250
342-U1403A-10H-4-W 50/52-RADS,0,2,86.78,86.8,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,10,H,4,W,910e98a98e6e10e26598274ef63a4e13
342-U1403A-10H-CC-PAL,0,5,91.88,91.93,RP12,RP12 - Thyrsocyrtis triacantha,,G [P22],A,P,,,,,,,,,P,,,,,,,,,,,,,,,P,,,P,P,,,P,,,,,,P,,P,,P,,,,,,P,,,,,,,P,P,,P,P,,P,,,,,342,U1403,A,10,H,CC,PAL,e162dc99484206433ee3078a8f6219b7
342-U1403A-11H-4-W 50/52-RADS,0,2,96.3,96.32,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,11,H,4,W,7bc8c619930858f6a44c722ab4ca831b
342-U1403A-11H-CC-PAL,0,5,101.1,101.15,RP12,RP12 - Thyrsocyrtis triacantha,,M [P22],A,P,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,P,,,,P,,,,,P,,,,P,,,,,,P,P,,,,,,,P,,P,P,,P,,,,,342,U1403,A,11,H,CC,PAL,43da35573ddffce8b9758c7307fa17d4
342-U1403A-12H-4-W 50/52-RADS,0,2,105.81,105.83,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,12,H,4,W,d0d0ba3df78333e95f52ebd898bdf380
342-U1403A-12H-CC-PAL,0,5,110.84,110.89,RP11,RP11 - Dictyoprora mongolfieri,,G [P22],A,P,,P,,,,,,,P,,,P,,,,,,,,,,,,P,,,,P,,,P,P,,,,,P,,,P,P,,,,,,P,P,P,,,,,P,,,P,P,P,P,,,,,342,U1403,A,12,H,CC,PAL,9fd4d88b7a6c8ee3b1c4099df55c01aa
342-U1403A-13H-4-W 50/52-RADS,0,2,115.24,115.26,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,13,H,4,W,5874b4d7afb4618a05116d80ef78fd62
342-U1403A-13H-CC-PAL,0,5,120.2,120.25,RP10,RP10 - Theocotyle cryptocephala,,G [P22],A,P,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,P,P,,,,,P,,,,P,,,,,,P,,,,,,P,,P,P,?,P,P,P,,,,,342,U1403,A,13,H,CC,PAL,09bd1ed853cd929e24b5c6a799b05b22
342-U1403A-14H-4-W 50/52-RADS,0,2,124.76,124.78,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,14,H,4,W,638963cfe07d37bde85fa702fd4dadce
342-U1403A-14H-CC-PAL,0,5,129.74,129.79,RP9,RP09 - Phormocyrtis striata striata,,G [P22],A,P,,P,,,,,,,P,P,,,,,,,,,,,,,,P,,,P,P,,,P,P,,,,,P,,P,P,P,,,,,,P,,,,,,,,,P,P,P,P,P,,,,,342,U1403,A,14,H,CC,PAL,11d62ced13debbbd7e1571889b115d37
342-U1403A-15H-4-W 50/52-RADS,0,2,134.3,134.32,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,15,H,4,W,5360616db7c238f108c9dc416a78991d
342-U1403A-15H-CC-PAL,0,5,138.38,138.43,RP9,RP09 - Phormocyrtis striata striata,,G [P22],A,P,,P,,,,,,,P,P,,,,,,,,,,,,,,P,,,P,P,,,,P,,,,,P,,P,P,P,,,,,,P,,,P,,P,,,,P,P,P,?,P,,,,,342,U1403,A,15,H,CC,PAL,c18a8deeead7dd71104b233765100b5e
342-U1403A-16H-4-W 50/52-RADS,0,2,143.65,143.67,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,16,H,4,W,05136a5d3f341e0c422825dbf5d2ad16
342-U1403A-16H-CC-PAL,0,5,147.75,147.8,RP9,RP09 - Phormocyrtis striata striata,,G [P22],A,P,,,,,,,,,P,P,,,,,,,,P,,,,,,P,,,P,P,,,,,,,P,,P,,,,P,,,,,,P,,P,,,,,,,P,,P,P,,,,,,342,U1403,A,16,H,CC,PAL,931875dbf1892f9760642cd37662a29f
342-U1403A-17H-CC-PAL,0,5,147.8,147.85,RP9,RP09 - Phormocyrtis striata striata,,G [P22],C,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,342,U1403,A,17,H,CC,PAL,85b98aa25c2a283f008b06d07bacf8fc
342-U1403A-18X-CC-PAL,0,2,148.76,148.78,RP9,RP09 - Phormocyrtis striata striata,,G [P22],C,P,P,P,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,P,,,,P,,,,,,P,,,,,,,,,,,P,,,,,,,342,U1403,A,18,X,CC,PAL,ea0482d330a9c6be7e43251a706d86fe
342-U1403A-19X-CC-PAL,0,5,165.6,165.65,RP8,RP08 - Buryella clinata,,P [P22],A,P,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,P,,,,,,,,,,,P,,,,,,,342,U1403,A,19,X,CC,PAL,3c6454ae2ab9ef2ff9e07b223733e311
342-U1403A-20X-4-RADS,0,2,171.0,171.02,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,20,X,4,RADS,7fade8cbe13b1e64a15b4d14d8e1544f
342-U1403A-20X-CC-PAL,0,5,175.42,175.47,RP7,RP07 - Bekoma bidartensis,,P [P22],C,,P,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,20,X,CC,PAL,40964c97d9b0c2159b3dc92fe7e0934d
342-U1403A-21X-CC-PAL,0,5,185.11,185.16,RP7,RP07 - Bekoma bidartensis,,M [P22],A,,P,,,,,,,P,P,,,,,,,,,,P,,,,,,,,P,,,,,,,,P,,P,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,342,U1403,A,21,X,CC,PAL,64ddab5eb56ba0d5d02c39447d060d79
342-U1403A-22X-CC-PAL,0,5,188.66,188.71,5,RP05 - Buryella tetradica,,M [P22],C,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,22,X,CC,PAL,93f582b5e297668d042352ff57878937
342-U1403A-23X-4-W 61/63-RADS,0,2,199.81,199.83,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,23,X,4,W,1dca90f30ea738544bcdfe24fbac9d7b
342-U1403A-23X-CC-PAL,0,5,204.29,204.34,5,RP05 - Buryella tetradica,,P [P22],C,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,23,X,CC,PAL,3cedac889c2a1cdef2803714e502ff2b
342-U1403A-24X-CC-PAL,0,5,204.77,204.82,,,,P [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,24,X,CC,PAL,4d9497743a407dd26eaedae8f6644cbb
342-U1403A-25X-4-W 90/92-RADS,0,2,215.1,215.12,,,,P [P22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,342,U1403,A,25,X,4,W,c1c25a9983d863c3cdba7cfe5153d770
342-U1403A-25X-CC-PAL,0,5,218.3,218.35,,,,P [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,25,X,CC,PAL,63d6cbb2bc307ac984c94ba91ab0b4ed
342-U1403A-26X-CC-PAL,0,5,224.16,224.21,,,,M [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,26,X,CC,PAL,cba03663667000fb09f082476e872df2
342-U1403A-27X-CC-PAL,0,5,233.19,233.24,,,,M [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,27,X,CC,PAL,208be0c010ba982ecf90369114fb9230
342-U1403A-28X-CC-PAL,0,5,242.25,242.3,,,,M [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1403,A,28,X,CC,PAL,45f01db56c5570bfd49f16ae8e004941
