Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1408A-18H-CC-PAL,0,7,165.78,165.85,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,18,H,CC,PAL,77ee7d0445356a8d76f17cfdab4ba839
342-U1408A-19H-CC-PAL,0,17,175.27,175.44,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,19,H,CC,PAL,2d5a07ff146446c81137864b0953eb7e
342-U1408A-20H-CC-PAL,0,44,182.52,182.96,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,20,H,CC,PAL,decdc711184f511ae8703c23944fa1b9
342-U1408A-21X-CC-PAL,0,5,192.7,192.75,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,21,X,CC,PAL,e5e9bf57db6ad1f17100e567e9605358
342-U1408A-22X-CC-PAL,0,5,198.76,198.81,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,22,X,CC,PAL,976a48d7d21d34da9b62562d996dfec5
342-U1408A-23X-CC-PAL,0,10,207.72,207.82,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,23,X,CC,PAL,406f070b225454d995ab303f65c8bc9b
342-U1408A-24X-CC-PAL,0,12,215.82,215.94,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,24,X,CC,PAL,dfe12dc4bbf3b4a1331788423e0694cb
342-U1408A-25X-6-W 79/80-RAD,0,1,225.99,226.0,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,25,X,6,W,cb9632b341b679869d3daa842d11e763
342-U1408A-25X-CC-PAL,0,10,227.24,227.34,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,25,X,CC,PAL,6facdb5bb6bd8b0f7773950c68d3a599
342-U1408A-26X-1-W 20/22-RADS,0,2,227.5,227.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chert,,,,342,U1408,A,26,X,1,W,7fd32b464cdd871167261ad8c8f04544
342-U1408A-26X-1-W 54/55-RADS,0,1,227.84,227.85,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,1,W,5e0fb351ff426444528224ca333e07d3
342-U1408A-26X-2-W 145/146-RADS,0,1,229.44,229.45,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,2,W,4794861ad57fbad62b98403ae587a4c4
342-U1408A-26X-2-W 50/52-RADS,0,2,228.49,228.51,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,2,W,34ea83619cec3c44b15fad8aa182d37d
342-U1408A-26X-3-W 43/44-RADS,0,1,229.92,229.93,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,3,W,18af00b0d7168a52cb2f7e94b6c97533
342-U1408A-26X-3-W 8/9-RADS,0,1,229.57,229.58,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,3,W,9a898be2fe38eb2458405b4caddeec82
342-U1408A-26X-4-W 85/86-RADS,0,1,231.84,231.85,,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,4,W,fc9d870c3db8d6cd413b5aff4d3233dd
342-U1408A-26X-CC-PAL,0,9,232.33,232.42,,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,26,X,CC,PAL,14a2b0f423f985a206eed4915fd30f93
342-U1408A-27X-1-W 59/60-RADS,0,1,237.49,237.5,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,27,X,1,W,0c1095b234f815dd746422799f4510a8
342-U1408A-27X-4-W 56/57-RADS,0,1,241.96,241.97,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,27,X,4,W,03aeaf6a360e267c125a8b6af54715ee
342-U1408A-27X-6-W 52/52-RADS,0,0,244.92,244.92,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,27,X,6,W,8ff7a3196f55c906291b8317aae7afa8
342-U1408A-27X-CC-PAL,0,10,246.54,246.64,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,27,X,CC,PAL,a3e2738a1180001f982f79fcbe656d5d
