Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1410A-11H-CC-PAL,0,6,103.15,103.21,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,11,H,CC,PAL,707b6877f694033ea4b00cb1a76f5282
342-U1410A-12H-CC-PAL,0,10,113.32,113.42,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,12,H,CC,PAL,d1a25cbc8bfc00715ce2dc478084631a
342-U1410A-13H-CC-PAL,0,10,122.52,122.62,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,13,H,CC,PAL,bf7a0502650308c1ca30b0d42c4c6d4f
342-U1410A-14H-7-PAL,0,12,131.92,132.04,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,14,H,7,PAL,49c8d240710d2decf035540f2fc30fef
342-U1410A-15H-7-PAL,0,15,141.37,141.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,15,H,7,PAL,365fc29ceb1ae87bdf507ee57d27306e
342-U1410A-17X-CC-PAL,0,5,160.79,160.84,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,17,X,CC,PAL,702c9e6843e0cc82372eae1e6b609e76
342-U1410A-18X-CC-PAL,0,5,170.3,170.35,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,18,X,CC,PAL,db9bd0b99d25fab68399c57ef8d7062f
342-U1410A-19X-CC-PAL,0,6,179.95,180.01,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,19,X,CC,PAL,8f33e5f23504d5c751c7f131d5014352
342-U1410A-20X-CC-PAL,0,5,189.59,189.64,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,20,X,CC,PAL,1642c2402a639bab5d6d9d610f71a3f5
342-U1410A-21X-CC-PAL,0,5,199.1,199.15,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,21,X,CC,PAL,7b1586b250241b755ec5fe2d79b6f054
342-U1410A-22X-CC-PAL,0,5,208.9,208.95,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,22,X,CC,PAL,b56149b4e4b279d8b17259f486569fe8
342-U1410A-23X-4-W 59/61-RADS,0,2,213.59,213.61,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,23,X,4,W,b25f19f1765dc1f5cd63f1cf5b1f15cc
342-U1410A-23X-CC-PAL,0,5,218.4,218.45,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,23,X,CC,PAL,bd169b2ffb3a353de0e0b7dfccd87288
342-U1410A-24X-CC-PAL,0,5,227.03,227.08,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,24,X,CC,PAL,b57fe9d13b0c67064e3cfaddc757aa5f
342-U1410A-25X-2-W 86/88-RADS,0,2,229.86,229.88,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,25,X,2,W,e2ca9406e43f8166f85c1c1f64af2bd2
342-U1410A-25X-CC-PAL,0,8,233.15,233.23,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,25,X,CC,PAL,d526cc7d148376c4db270aa8d8573b7d
342-U1410A-26X-3-W 125/126-RADS,0,1,241.35,241.36,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,26,X,3,W,df540474385edfb3cb7806d53b5da194
342-U1410A-26X-6-W 18/19-RADS,0,1,244.78,244.79,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,26,X,6,W,3ffb344e36129e1adcd0413b0d0768fe
342-U1410A-26X-CC-PAL,0,8,246.05,246.13,,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,26,X,CC,PAL,01d4936d75db4c6ba3fadef8ef6c7855
342-U1410A-27X-3-W 60/62-RADS,0,2,250.3,250.32,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,27,X,3,W,ab0b9ea2e617ab6759472bf8f8f706e9
342-U1410A-27X-CC-PAL,0,12,255.08,255.2,,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,27,X,CC,PAL,ab69c284a00a7366f25caea75291992d
342-U1410A-28X-CC-PAL,0,8,258.65,258.73,,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1410,A,28,X,CC,PAL,6a48bf2deb6a2b8b030dea92c9d97d81
