Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Circodiscus (Porodiscus) circularis,Cycladophora nakasekoi,Cycladophora sakaii,Lithelius barbatus,Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda,Dictyophimus bullatus,Dictyophimus hirundo,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai,Giraffospyris angulata,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis,Lamprocyclas junonis,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
341-U1418F-14R-CC-PAL-RADS,0,5,384.84,384.89,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,14,R,CC,PAL,29277b7e3d06a8e29651c51b0a0dbdaa
341-U1418F-15R-CC-PAL-RADS,0,5,395.05,395.1,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,15,R,CC,PAL,66aac9fc0ed63e0972afcb69b543ab20
341-U1418F-16R-CC-PAL-RADS,0,5,404.43,404.48,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,16,R,CC,PAL,5eb6fd4fde3922c5c78e1e0bc004f600
341-U1418F-17R-CC-PAL-RADS,0,5,414.62,414.67,B. aquilonaris,Botyrostrobus aquilonaris,,M,F,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,R,,,,,,,,,341,U1418,F,17,R,CC,PAL,d94428cc6e2ea5da7a8b51aa1e4c53b5
341-U1418F-18R-CC-PAL-RADS,0,5,424.1,424.15,B. aquilonaris,Botyrostrobus aquilonaris,,M,C,,,,,,,,R,R,,,,,A,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,A,,,,,R,F,,,,,,,,,,,,C,,,,,F,,,A,,,,,,,,,,,C,,,,,,,,,341,U1418,F,18,R,CC,PAL,18e5ac96da4810b8abac747efc3b3f9c
341-U1418F-19R-CC-PAL-RADS,0,5,434.74,434.79,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,19,R,CC,PAL,425b519792e7e0d295391fcd1aed84a1
341-U1418F-20R-CC-PAL-RADS,0,5,444.04,444.09,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,CC,PAL,290f1121a46a023bc8292b1990f8065c
341-U1418F-21R-CC-PAL-RADS,0,5,453.98,454.03,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,21,R,CC,PAL,717a884737eab9270fbfbace510ff00f
341-U1418F-22R-CC-PAL-RADS,0,5,462.68,462.73,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,22,R,CC,PAL,3fdf697f27dbe0a20fb6c000251d3a7e
341-U1418F-23R-CC-PAL-RADS,0,5,470.03,470.08,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,23,R,CC,PAL,f5451ef9ebe374455ca0fc23a67ade2b
341-U1418F-24R-CC-PAL-RADS,0,5,479.25,479.3,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,24,R,CC,PAL,5a999a64e63f4e80107b16b888c037c8
341-U1418F-25R-CC-PAL-RADS,0,5,492.74,492.79,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,25,R,CC,PAL,8f6eccbb98f47703ab4c5b7ae2c71431
341-U1418F-26R-CC-PAL-RADS,0,5,497.33,497.38,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,26,R,CC,PAL,263f8b25283a3f74592a81efe422f393
341-U1418F-27R-CC-PAL-RADS,0,5,509.8,509.85,S. universus,Stylatractus universus,"LO Stylatractus universus (Kamikuri et al., 2007)",P,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,R,R,,,,,,,,,,,,341,U1418,F,27,R,CC,PAL,900e18b115e26e2f6f32ef8de62f0d49
341-U1418F-28R-CC-PAL-RADS,0,5,520.54,520.59,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,28,R,CC,PAL,9c4238b50e2b04b12cec824887381dd1
341-U1418F-29R-CC-PAL-RADS,0,5,530.89,530.94,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,29,R,CC,PAL,b1574a6ca42bbb577c4e7833e94bfc66
341-U1418F-30R-CC-PAL-RADS,0,5,540.06,540.11,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,30,R,CC,PAL,559eb612f2a48f6ddb92059aa78be437
341-U1418F-31R-CC-PAL-RADS,0,5,550.68,550.73,S. universus,Stylatractus universus,,P,R,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,R,R,,,,,,,,,C,,,,,,,,,,,,,341,U1418,F,31,R,CC,PAL,6467b540f0b09230cc9282a8a800aca0
341-U1418F-32R-CC-PAL-RADS,0,1,560.84,560.85,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,32,R,CC,PAL,5f4336dce4d1415b350dab24acfe3c81
341-U1418F-33R-CC-PAL-RADS,0,5,570.56,570.61,S. universus,Stylatractus universus,,M,C,,,,,,,,F,R,,,,,A,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,F,,,,,,,,,,,,,,,,,,C,,,,,A,F,,A,,,,,,,A,,,,C,,,,,,,,,341,U1418,F,33,R,CC,PAL,23cb31d8bfed56ccaa33d023faeb2327
341-U1418F-34R-CC-PAL-RADS,0,5,580.02,580.07,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,34,R,CC,PAL,8e20a5f055c44a464412ad5c25b8ae91
341-U1418F-35R-CC-PAL-RADS,0,5,589.93,589.98,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,35,R,CC,PAL,1ccc16377c94dedba20447cbd0023fed
341-U1418F-36R-CC-PAL-RADS6,0,5,596.94,596.99,S. universus,Stylatractus universus,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,36,R,CC,PAL,f89901d42aa6fa1c530d0c2c3e2f7294
341-U1418F-37R-CC-PAL-RADS,0,5,607.96,608.01,S. universus,Stylatractus universus,"LO Stylatractus universus (Kamikuri et al., 2007)",P,R,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,R,,,R,,,,,,,,,341,U1418,F,37,R,CC,PAL,9188cec837d2723a951bb6c21a66fab7
341-U1418F-38R-CC-PAL-RADS,0,5,617.66,617.71,S. universus,Stylatractus universus,,P,C,,,,,,,,R,R,,,,,A,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,F,R,R,,,,,,,,R,,,,,,,,,,,,341,U1418,F,38,R,CC,PAL,d93fc748168797189f33d40582af04e6
341-U1418F-39R-CC-PAL-RADS,0,5,625.85,625.9,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,39,R,CC,PAL,a7ffcf848c3987f0ee570870d21a2b46
341-U1418F-40R-CC-PAL-RADS,0,0,638.3,638.3,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,40,R,CC,PAL,7fb5235aa079aded4bad10377eb66c42
341-U1418F-41R-CC-PAL-RADS,0,0,647.84,647.84,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,41,R,CC,PAL,74ce82025f8c609b7e16a038d1c42333
341-U1418F-43R-CC-PAL-RADS,0,0,662.88,662.88,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,43,R,CC,PAL,93e8f31a9e63cbbc56c6aa8a1893b661
341-U1418F-44R-CC-PAL-RADS,0,5,675.64,675.69,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,44,R,CC,PAL,f41b3149128b5267c93e002150d31f58
341-U1418F-45R-CC-PAL-RADS,0,5,685.7,685.75,S. universus,Stylatractus universus,"LO Stylatractus universus (Kamikuri et al., 2007)",P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,341,U1418,F,45,R,CC,PAL,1969e563c75a81891cad36debdacb405
341-U1418F-46R-CC-PAL-RADS,0,5,696.29,696.34,S. universus,Stylatractus universus,,P,C,,,,,,,,C,R,,,,,R,,,,R,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,A,,,,,,,,,,R,,,,,,,,A,,,,,A,A,R,A,,,,,,,A,C,,,C,,,,,,,,,341,U1418,F,46,R,CC,PAL,cf3ce7a619d6c6911a7150ce75e959e9
341-U1418F-47R-CC-PAL-RADS,0,5,706.34,706.39,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,47,R,CC,PAL,9530de87062bfbbedb910947db8c539e
341-U1418F-48R-CC-PAL-RADS,0,5,713.85,713.9,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,48,R,CC,PAL,81e2200e3248ed56e9b8f552c7938d37
341-U1418F-49R-CC-PAL-RADS,0,5,725.08,725.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,49,R,CC,PAL,b8f7361f68633e3aed879f32096be4ab
341-U1418F-50R-CC-PAL-RADS,0,5,734.08,734.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,50,R,CC,PAL,848075c9d9878abd8d217217a681a13b
341-U1418F-51R-CC-PAL-RADS,0,5,744.32,744.37,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,51,R,CC,PAL,9e4ee155dd1dca8c816b6634adf4123b
341-U1418F-52R-CC-PAL-RADS,0,5,754.45,754.5,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,52,R,CC,PAL,7a4e369772941ea9eebdbb635b2b87cf
341-U1418F-53R-CC-PAL-RADS,0,5,762.03,762.08,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,53,R,CC,PAL,9d5a877343ecfbbc8d1a01b300cab3b8
341-U1418F-54R-CC-PAL-RADS,0,5,772.79,772.84,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,54,R,CC,PAL,248535e60f1fc0ba61c1a7d03f5ac61d
341-U1418F-56R-CC-PAL-RADS,0,5,791.27,791.32,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,56,R,CC,PAL,809c51edf745096ab456e0f31220aa84
341-U1418F-57R-CC-PAL-RADS,0,5,802.09,802.14,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,CC,PAL,451ba9d7192676cea94fd71def872010
341-U1418F-58R-CC-PAL-RADS,0,5,811.73,811.78,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,CC,PAL,7ac22345414ce6dda0f846a591507583
341-U1418F-59R-CC-PAL-RADS,0,5,820.66,820.71,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,59,R,CC,PAL,2e584826f3361e65e54f3718f6725189
341-U1418F-60R-CC-PAL-RADS,0,5,829.46,829.51,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,60,R,CC,PAL,e67c68b30a45481f6fa2c471e8c1bb79
